cancer	stage_id	run_id	analysis_version	relation_key	metabolite_key	metabolite_name	gene	mapping_status	status	origins	relationship_types	evidence_ids	source_urls	gene_in_original117	patient_analysis_this_round	functional_analysis_this_round
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C04102|ENPP2	KEGG:C04102	1-palmitoyl-GPC (16:0)	ENPP2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0261	https://www.uniprot.org/uniprotkb/Q13822/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C04102|LPCAT1	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT1	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0262;M190E0263;M190E0264;M190E0265;M190E0266;M190E0267;M190E0268;M190E0269;M190E0270;M190E0271;M190E0272	https://www.uniprot.org/uniprotkb/Q8NF37/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C04102|LPCAT2	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0273;M190E0274	https://www.uniprot.org/uniprotkb/Q7L5N7/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C04102|LPCAT3	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0275;M190E0276;M190E0277;M190E0278;M190E0279;M190E0280;M190E0281	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C04102|LPCAT4	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0282	https://www.uniprot.org/uniprotkb/Q643R3/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C04102|LYPLA1	KEGG:C04102	1-palmitoyl-GPC (16:0)	LYPLA1	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0283	https://www.uniprot.org/uniprotkb/O75608/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C04102|LYPLA2	KEGG:C04102	1-palmitoyl-GPC (16:0)	LYPLA2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0284	https://www.uniprot.org/uniprotkb/O95372/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C05282|FOLH1	KEGG:C05282	gamma-glutamylglutamate	FOLH1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0156	https://enzyme.expasy.org/EC/3.4.17.21 ; https://www.uniprot.org/uniprotkb/Q04609/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C05345|GPI	KEGG:C05345	fructose-6-phosphate	GPI	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0157	https://enzyme.expasy.org/EC/5.3.1.9 ; https://www.uniprot.org/uniprotkb/P06744/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C05345|MPI	KEGG:C05345	fructose-6-phosphate	MPI	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0158	https://enzyme.expasy.org/EC/5.3.1.8 ; https://www.uniprot.org/uniprotkb/P34949/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C05345|PFKL	KEGG:C05345	fructose-6-phosphate	PFKL	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0159	https://enzyme.expasy.org/EC/2.7.1.11 ; https://www.uniprot.org/uniprotkb/P17858/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C05345|PFKM	KEGG:C05345	fructose-6-phosphate	PFKM	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0160	https://enzyme.expasy.org/EC/2.7.1.11 ; https://www.uniprot.org/uniprotkb/P08237/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C05345|PFKP	KEGG:C05345	fructose-6-phosphate	PFKP	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0161	https://enzyme.expasy.org/EC/2.7.1.11 ; https://www.uniprot.org/uniprotkb/Q01813/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424|ABHD12	KEGG:C06424	myristate (14:0)	ABHD12	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0203	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424|ABHD6	KEGG:C06424	myristate (14:0)	ABHD6	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0204	https://www.uniprot.org/uniprotkb/Q9BV23/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424|ACSL3	KEGG:C06424	myristate (14:0)	ACSL3	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0205	https://www.uniprot.org/uniprotkb/O95573/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424|ACSM1	KEGG:C06424	myristate (14:0)	ACSM1	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0206	https://www.uniprot.org/uniprotkb/Q08AH1/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06424|MGLL	KEGG:C06424	myristate (14:0)	MGLL	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0207	https://www.uniprot.org/uniprotkb/Q99685/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06428|ACSL3	KEGG:C06428	eicosapentaenoate (EPA; 20:5n3)	ACSL3	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0250	https://www.uniprot.org/uniprotkb/O95573/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06428|ACSL4	KEGG:C06428	eicosapentaenoate (EPA; 20:5n3)	ACSL4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0251;M190E0252;M190E0253	https://www.uniprot.org/uniprotkb/O60488/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06428|CYP4F2	KEGG:C06428	eicosapentaenoate (EPA; 20:5n3)	CYP4F2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	enzyme	M190E0167	https://www.uniprot.org/uniprotkb/P78329/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06429|ACSL3	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL3	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0254	https://www.uniprot.org/uniprotkb/O95573/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06429|ACSL4	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0255;M190E0256;M190E0257	https://www.uniprot.org/uniprotkb/O60488/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06429|ALOX15	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ALOX15	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0258;M190E0259;M190E0260	https://www.uniprot.org/uniprotkb/P16050/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C06429|CYP4F2	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	CYP4F2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	enzyme	M190E0168	https://www.uniprot.org/uniprotkb/P78329/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C07326|SLC5A10	KEGG:C07326	1,5-anhydroglucitol (1,5-AG)	SLC5A10	DIRECT_ACCEPTED	DONE	NEW_REVIEW	transporter	M190E0352	https://pmc.ncbi.nlm.nih.gov/articles/PMC10439028/	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C10172|SLC22A4	KEGG:C10172	stachydrine	SLC22A4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	transporter	M190E0351	https://pmc.ncbi.nlm.nih.gov/articles/PMC555966/	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C12270|FOLH1	KEGG:C12270	N-acetyl-aspartyl-glutamate (NAAG)	FOLH1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0162	https://enzyme.expasy.org/EC/3.4.17.21 ; https://www.uniprot.org/uniprotkb/Q04609/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C16527|ACSL4	KEGG:C16527	adrenate (22:4n6)	ACSL4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0230;M190E0231;M190E0232	https://www.uniprot.org/uniprotkb/O60488/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:D01947|ABHD12	KEGG:D01947	1-stearoylglycerol (18:0)	ABHD12	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0303	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:D01947|MGLL	KEGG:D01947	1-stearoylglycerol (18:0)	MGLL	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0304	https://www.uniprot.org/uniprotkb/Q99685/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	NAME:2-oleoylglycerophosphoethanolamine|LPCAT4	NAME:2-oleoylglycerophosphoethanolamine	2-oleoylglycerophosphoethanolamine	LPCAT4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0300	https://www.uniprot.org/uniprotkb/Q643R3/entry	False	NOT_RUN	NOT_RUN
