cancer	stage_id	run_id	analysis_version	relation_key	metabolite_key	metabolite_name	gene	mapping_status	status	origins	relationship_types	evidence_ids	source_urls	gene_in_original117	patient_analysis_this_round	functional_analysis_this_round
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB00721|PEPD	HMDB:HMDB00721	glycylproline	PEPD	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0001	https://enzyme.expasy.org/EC/3.4.13.9 ; https://www.uniprot.org/uniprotkb/P12955/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB00736|CRAT	HMDB:HMDB00736	isobutyrylcarnitine	CRAT	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0195	https://www.uniprot.org/uniprotkb/P43155/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB00848|CPT2	HMDB:HMDB00848	stearoylcarnitine	CPT2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0196	https://www.uniprot.org/uniprotkb/P23786/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB05065|CPT2	HMDB:HMDB05065	oleoylcarnitine	CPT2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0197	https://www.uniprot.org/uniprotkb/P23786/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB10384|ENPP2	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	ENPP2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0285	https://www.uniprot.org/uniprotkb/Q13822/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB10384|LPCAT1	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT1	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0286	https://www.uniprot.org/uniprotkb/Q8NF37/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB10384|LPCAT2	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0287	https://www.uniprot.org/uniprotkb/Q7L5N7/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB10384|LPCAT3	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT3	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0288;M190E0289	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB10384|LYPLA2	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LYPLA2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0290	https://www.uniprot.org/uniprotkb/O95372/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	HMDB:HMDB61702|LPCAT4	HMDB:HMDB61702	2-palmitoyl-GPC (16:0)	LPCAT4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0299	https://www.uniprot.org/uniprotkb/Q643R3/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00009|PPA1	KEGG:C00009	phosphate	PPA1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0002	https://enzyme.expasy.org/EC/3.6.1.1 ; https://www.uniprot.org/uniprotkb/Q15181/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00009|PPA2	KEGG:C00009	phosphate	PPA2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0003	https://enzyme.expasy.org/EC/3.6.1.1 ; https://www.uniprot.org/uniprotkb/Q9H2U2/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00013|PPA1	KEGG:C00013	pyrophosphate (PPi)	PPA1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0004	https://enzyme.expasy.org/EC/3.6.1.1 ; https://www.uniprot.org/uniprotkb/Q15181/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00013|PPA2	KEGG:C00013	pyrophosphate (PPi)	PPA2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0005	https://enzyme.expasy.org/EC/3.6.1.1 ; https://www.uniprot.org/uniprotkb/Q9H2U2/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00021|AHCY	KEGG:C00021	S-adenosylhomocysteine (SAH)	AHCY	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0006	https://enzyme.expasy.org/EC/3.13.2.1 ; https://www.uniprot.org/uniprotkb/P23526/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00021|NNMT	KEGG:C00021	S-adenosylhomocysteine (SAH)	NNMT	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0007	https://enzyme.expasy.org/EC/2.1.1.1 ; https://www.uniprot.org/uniprotkb/P40261/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|ASNS	KEGG:C00025	glutamate	ASNS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0008	https://www.kegg.jp/entry/6.3.5.4 ; https://www.uniprot.org/uniprotkb/P08243/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|BCAT1	KEGG:C00025	glutamate	BCAT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0009	https://enzyme.expasy.org/EC/2.6.1.42 ; https://www.uniprot.org/uniprotkb/P54687/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|BCAT2	KEGG:C00025	glutamate	BCAT2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0010	https://enzyme.expasy.org/EC/2.6.1.42 ; https://www.uniprot.org/uniprotkb/O15382/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|FOLH1	KEGG:C00025	glutamate	FOLH1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0011	https://enzyme.expasy.org/EC/3.4.17.21 ; https://www.uniprot.org/uniprotkb/Q04609/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|GCLC	KEGG:C00025	glutamate	GCLC	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0012	https://enzyme.expasy.org/EC/6.3.2.2 ; https://www.uniprot.org/uniprotkb/P48506/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|GLS	KEGG:C00025	glutamate	GLS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0013	https://enzyme.expasy.org/EC/3.5.1.2 ; https://www.uniprot.org/uniprotkb/O94925/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|GLS2	KEGG:C00025	glutamate	GLS2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0014	https://enzyme.expasy.org/EC/3.5.1.2 ; https://www.uniprot.org/uniprotkb/Q9UI32/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|GLUL	KEGG:C00025	glutamate	GLUL	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0015	https://rest.uniprot.org/uniprotkb/P15104.txt ; https://www.uniprot.org/uniprotkb/P15104/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|GOT1	KEGG:C00025	glutamate	GOT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0016	https://enzyme.expasy.org/EC/2.6.1.1 ; https://www.uniprot.org/uniprotkb/P17174/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|GOT2	KEGG:C00025	glutamate	GOT2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0017	https://enzyme.expasy.org/EC/2.6.1.1 ; https://www.uniprot.org/uniprotkb/P00505/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|OAT	KEGG:C00025	glutamate	OAT	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0018	https://enzyme.expasy.org/EC/2.6.1.13 ; https://www.uniprot.org/uniprotkb/P04181/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|SLC7A11	KEGG:C00025	glutamate	SLC7A11	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	转运体	M190E0019	https://rest.uniprot.org/uniprotkb/Q9UPY5.txt ; https://www.uniprot.org/uniprotkb/Q9UPY5/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00025|TAT	KEGG:C00025	glutamate	TAT	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0020	https://enzyme.expasy.org/EC/2.6.1.5 ; https://www.uniprot.org/uniprotkb/P17735/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00037|GSS	KEGG:C00037	glycine	GSS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0021	https://enzyme.expasy.org/EC/6.3.2.3 ; https://www.uniprot.org/uniprotkb/P48637/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00037|PEPD	KEGG:C00037	glycine	PEPD	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0022	https://enzyme.expasy.org/EC/3.4.13.9 ; https://www.uniprot.org/uniprotkb/P12955/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00037|SHMT1	KEGG:C00037	glycine	SHMT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0023	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34896/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00037|SHMT2	KEGG:C00037	glycine	SHMT2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0024	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34897/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SDHA	KEGG:C00042	succinate	SDHA	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme_complex_member	M190E0179	https://www.uniprot.org/uniprotkb/P31040/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SDHB	KEGG:C00042	succinate	SDHB	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme_complex_member	M190E0180	https://www.uniprot.org/uniprotkb/P21912/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SDHC	KEGG:C00042	succinate	SDHC	DIRECT_ACCEPTED	DONE	NEW_REVIEW	necessary_complex_member	M190E0325	https://www.uniprot.org/uniprotkb/Q99643/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SDHD	KEGG:C00042	succinate	SDHD	DIRECT_ACCEPTED	DONE	NEW_REVIEW	necessary_complex_member	M190E0326	https://www.uniprot.org/uniprotkb/O14521/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SLC13A3	KEGG:C00042	succinate	SLC13A3	DIRECT_ACCEPTED	DONE	NEW_REVIEW	transporter	M190E0181	https://www.uniprot.org/uniprotkb/Q8WWT9/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SLC25A10	KEGG:C00042	succinate	SLC25A10	DIRECT_ACCEPTED	DONE	NEW_REVIEW	transporter	M190E0182;M190E0183;M190E0184;M190E0185	https://www.uniprot.org/uniprotkb/Q9UBX3/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SUCLA2	KEGG:C00042	succinate	SUCLA2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme_complex_member	M190E0186	https://www.uniprot.org/uniprotkb/Q9P2R7/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SUCLG1	KEGG:C00042	succinate	SUCLG1	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme_complex_member	M190E0187;M190E0188	https://www.uniprot.org/uniprotkb/P53597/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00042|SUCLG2	KEGG:C00042	succinate	SUCLG2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme_complex_member	M190E0189	https://www.uniprot.org/uniprotkb/Q96I99/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00047|AASS	KEGG:C00047	lysine	AASS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0025	https://enzyme.expasy.org/EC/1.5.1.8 ; https://www.uniprot.org/uniprotkb/Q9UDR5/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00049|ASNS	KEGG:C00049	aspartate	ASNS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0026	https://www.kegg.jp/entry/6.3.5.4 ; https://www.uniprot.org/uniprotkb/P08243/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00049|ASS1	KEGG:C00049	aspartate	ASS1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0027	https://enzyme.expasy.org/EC/6.3.4.5 ; https://www.uniprot.org/uniprotkb/P00966/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00049|GOT1	KEGG:C00049	aspartate	GOT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0028	https://enzyme.expasy.org/EC/2.6.1.1 ; https://www.uniprot.org/uniprotkb/P17174/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00049|GOT2	KEGG:C00049	aspartate	GOT2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0029	https://enzyme.expasy.org/EC/2.6.1.1 ; https://www.uniprot.org/uniprotkb/P00505/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00051|GSR	KEGG:C00051	glutathione, reduced (GSH)	GSR	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0030	https://enzyme.expasy.org/EC/1.8.1.7 ; https://www.uniprot.org/uniprotkb/P00390/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00051|GSS	KEGG:C00051	glutathione, reduced (GSH)	GSS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0031	https://enzyme.expasy.org/EC/6.3.2.3 ; https://www.uniprot.org/uniprotkb/P48637/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00055|CEPT1	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CEPT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0032	https://enzyme.expasy.org/EC/2.7.8.2 ; https://www.uniprot.org/uniprotkb/Q9Y6K0/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00055|CHPT1	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CHPT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0033	https://enzyme.expasy.org/EC/2.7.8.2 ; https://www.uniprot.org/uniprotkb/Q8WUD6/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00055|CMPK1	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0034	https://enzyme.expasy.org/EC/2.7.4.14 ; https://www.uniprot.org/uniprotkb/P30085/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00055|CMPK2	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0035	https://enzyme.expasy.org/EC/2.7.4.14 ; https://www.uniprot.org/uniprotkb/Q5EBM0/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00062|ARG1	KEGG:C00062	arginine	ARG1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0036	https://enzyme.expasy.org/EC/3.5.3.1 ; https://www.uniprot.org/uniprotkb/P05089/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00062|ARG2	KEGG:C00062	arginine	ARG2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0037	https://enzyme.expasy.org/EC/3.5.3.1 ; https://www.uniprot.org/uniprotkb/P78540/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00064|ASNS	KEGG:C00064	glutamine	ASNS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0038	https://www.kegg.jp/entry/6.3.5.4 ; https://www.uniprot.org/uniprotkb/P08243/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00064|GLS	KEGG:C00064	glutamine	GLS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0039	https://enzyme.expasy.org/EC/3.5.1.2 ; https://www.uniprot.org/uniprotkb/O94925/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00064|GLS2	KEGG:C00064	glutamine	GLS2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0040	https://enzyme.expasy.org/EC/3.5.1.2 ; https://www.uniprot.org/uniprotkb/Q9UI32/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00064|GLUL	KEGG:C00064	glutamine	GLUL	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0041	https://rest.uniprot.org/uniprotkb/P15104.txt ; https://www.uniprot.org/uniprotkb/P15104/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00065|SHMT1	KEGG:C00065	serine	SHMT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0042	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34896/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00065|SHMT2	KEGG:C00065	serine	SHMT2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0043	https://enzyme.expasy.org/EC/2.1.2.1 ; https://www.uniprot.org/uniprotkb/P34897/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00077|ARG1	KEGG:C00077	ornithine	ARG1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0044	https://enzyme.expasy.org/EC/3.5.3.1 ; https://www.uniprot.org/uniprotkb/P05089/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00077|ARG2	KEGG:C00077	ornithine	ARG2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0045	https://enzyme.expasy.org/EC/3.5.3.1 ; https://www.uniprot.org/uniprotkb/P78540/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00077|OAT	KEGG:C00077	ornithine	OAT	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0046	https://enzyme.expasy.org/EC/2.6.1.13 ; https://www.uniprot.org/uniprotkb/P04181/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00077|ODC1	KEGG:C00077	ornithine	ODC1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0047	https://enzyme.expasy.org/EC/4.1.1.17 ; https://www.uniprot.org/uniprotkb/P11926/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00077|OTC	KEGG:C00077	ornithine	OTC	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0048	https://enzyme.expasy.org/EC/2.1.3.3 ; https://www.uniprot.org/uniprotkb/P00480/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00095|KHK	KEGG:C00095	fructose	KHK	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0049	https://enzyme.expasy.org/EC/2.7.1.3 ; https://www.uniprot.org/uniprotkb/P50053/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00095|SORD	KEGG:C00095	fructose	SORD	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0050	https://enzyme.expasy.org/EC/1.1.1.14 ; https://www.uniprot.org/uniprotkb/Q00796/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00097|CDO1	KEGG:C00097	cysteine	CDO1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0051	https://enzyme.expasy.org/EC/1.13.11.20 ; https://www.uniprot.org/uniprotkb/Q16878/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00097|GCLC	KEGG:C00097	cysteine	GCLC	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0052	https://enzyme.expasy.org/EC/6.3.2.2 ; https://www.uniprot.org/uniprotkb/P48506/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00099|UPB1	KEGG:C00099	beta-alanine	UPB1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0053	https://enzyme.expasy.org/EC/3.5.1.6 ; https://www.uniprot.org/uniprotkb/Q9UBR1/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00106|DPYD	KEGG:C00106	uracil	DPYD	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0054	https://enzyme.expasy.org/EC/1.3.1.2 ; https://www.uniprot.org/uniprotkb/Q12882/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00106|SLC29A2	KEGG:C00106	uracil	SLC29A2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	transporter	M190E0176	https://www.uniprot.org/uniprotkb/Q14542/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00106|UPP1	KEGG:C00106	uracil	UPP1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0055	https://enzyme.expasy.org/EC/2.4.2.3 ; https://www.uniprot.org/uniprotkb/Q16831/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00106|UPP2	KEGG:C00106	uracil	UPP2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0056	https://enzyme.expasy.org/EC/2.4.2.3 ; https://www.uniprot.org/uniprotkb/O95045/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00114|CHKA	KEGG:C00114	choline	CHKA	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0057	https://enzyme.expasy.org/EC/2.7.1.32 ; https://www.uniprot.org/uniprotkb/P35790/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00114|CHKB	KEGG:C00114	choline	CHKB	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0058	https://enzyme.expasy.org/EC/2.7.1.32 ; https://www.uniprot.org/uniprotkb/Q9Y259/entry	True	NOT_RUN	NOT_RUN
