cancer	cohort	metabolite_key	metabolite_name	gene	relation_id	relation_type	compartment	relation_source_url	human_relation_evidence	source_cohort_family	independence_from_CAMP_discovery	evidence_origin	published_edge_overlap	n_mapped_tumor_specimens	n_unit	independent_patient_id	n_author_data_available	true_detection_mask	metabolite_scale	rna_scale	identity_status	camp_hedges_g	camp_effect_q	test_method	p_method	ci_method	bootstrap_seed_rule	analysis_type	test_family	seed	n	rho	ci_lower	ci_upper	p_value	p_asymptotic_descriptive	bootstrap_valid	status	q_value	test_family_n_evaluable
PDAC	PDAC	KEGG:C00387	guanosine	PNP	KEGG:C00387|PNP	direct_consumption	Cytoplasm, cytosol	https://www.uniprot.org/uniprotkb/P00491/entry	human_experimental_reaction	CAMP_PDAC	SAME_SOURCE_NOT_EXTERNAL_VALIDATION	NEW_TEST_OF_EXISTING_CAMP_AUTHOR_PROCESSED_DATA	NOT_YET_EDGE_LEVEL_AUDITED; CAMP already studied metabolite-expression co-variation	27	author-mapped tumor specimens	NOT_SEPARATELY_PROVIDED	27	NOT_VERIFIED; data sheet provides preimputation availability	author_processed_no_new_transform	author_processed_no_new_transform:GSE62452.hugene10st.gene_symbol.csv	UNIQUE_SOURCE_NAME_PLUS_KEGG_NO_MIXTURE; stereochemistry not experimentally revalidated	-1.17230920845344	0.038488432104132	Spearman	two_sided_permutation_9999_plus_one	percentile_bootstrap_4000_95pct	first_8_hex_SHA256_of_cohort_relation_analysis	author_processed_primary	PDAC|author_processed_primary|locked_direct_panel_v1	230303960	27	-0.21001221001221002	-0.5591781088617481	0.19082358247914685	0.2934	0.29307437592659935	4000	COMPUTED_EXPLORATORY	0.4805	2
PDAC	PDAC	KEGG:C00387	guanosine	PNP	KEGG:C00387|PNP	direct_consumption	Cytoplasm, cytosol	https://www.uniprot.org/uniprotkb/P00491/entry	human_experimental_reaction	CAMP_PDAC	SAME_SOURCE_NOT_EXTERNAL_VALIDATION	NEW_TEST_OF_EXISTING_CAMP_AUTHOR_PROCESSED_DATA	NOT_YET_EDGE_LEVEL_AUDITED; CAMP already studied metabolite-expression co-variation	27	author-mapped tumor specimens	NOT_SEPARATELY_PROVIDED	27	NOT_VERIFIED; data sheet provides preimputation availability	author_processed_no_new_transform	author_processed_no_new_transform:GSE62452.hugene10st.gene_symbol.csv	UNIQUE_SOURCE_NAME_PLUS_KEGG_NO_MIXTURE; stereochemistry not experimentally revalidated	-1.17230920845344	0.038488432104132	Spearman	two_sided_permutation_9999_plus_one	percentile_bootstrap_4000_95pct	first_8_hex_SHA256_of_cohort_relation_analysis	author_data_available_sensitivity	PDAC|author_data_available_sensitivity|locked_direct_panel_v1	1744644758	27	-0.21001221001221002	-0.5595113091650433	0.18553153228567604	0.2851	0.29307437592659935	4000	COMPUTED_EXPLORATORY	0.4806	2
PDAC	PDAC	KEGG:C00387	guanosine	SLC29A2	KEGG:C00387|SLC29A2	direct_transport	Apical cell membrane;Basolateral cell membrane;Cell membrane	https://www.uniprot.org/uniprotkb/Q14542/entry	human_experimental_transport	CAMP_PDAC	SAME_SOURCE_NOT_EXTERNAL_VALIDATION	NEW_TEST_OF_EXISTING_CAMP_AUTHOR_PROCESSED_DATA	NOT_YET_EDGE_LEVEL_AUDITED; CAMP already studied metabolite-expression co-variation	27	author-mapped tumor specimens	NOT_SEPARATELY_PROVIDED	27	NOT_VERIFIED; data sheet provides preimputation availability	author_processed_no_new_transform	author_processed_no_new_transform:GSE62452.hugene10st.gene_symbol.csv	UNIQUE_SOURCE_NAME_PLUS_KEGG_NO_MIXTURE; stereochemistry not experimentally revalidated	-1.17230920845344	0.038488432104132	Spearman	two_sided_permutation_9999_plus_one	percentile_bootstrap_4000_95pct	first_8_hex_SHA256_of_cohort_relation_analysis	author_processed_primary	PDAC|author_processed_primary|locked_direct_panel_v1	1721895159	27	-0.14041514041514042	-0.5211533163285469	0.28408741151123423	0.4805	0.484822759456197	4000	COMPUTED_EXPLORATORY	0.4805	2
PDAC	PDAC	KEGG:C00387	guanosine	SLC29A2	KEGG:C00387|SLC29A2	direct_transport	Apical cell membrane;Basolateral cell membrane;Cell membrane	https://www.uniprot.org/uniprotkb/Q14542/entry	human_experimental_transport	CAMP_PDAC	SAME_SOURCE_NOT_EXTERNAL_VALIDATION	NEW_TEST_OF_EXISTING_CAMP_AUTHOR_PROCESSED_DATA	NOT_YET_EDGE_LEVEL_AUDITED; CAMP already studied metabolite-expression co-variation	27	author-mapped tumor specimens	NOT_SEPARATELY_PROVIDED	27	NOT_VERIFIED; data sheet provides preimputation availability	author_processed_no_new_transform	author_processed_no_new_transform:GSE62452.hugene10st.gene_symbol.csv	UNIQUE_SOURCE_NAME_PLUS_KEGG_NO_MIXTURE; stereochemistry not experimentally revalidated	-1.17230920845344	0.038488432104132	Spearman	two_sided_permutation_9999_plus_one	percentile_bootstrap_4000_95pct	first_8_hex_SHA256_of_cohort_relation_analysis	author_data_available_sensitivity	PDAC|author_data_available_sensitivity|locked_direct_panel_v1	2073229803	27	-0.14041514041514042	-0.508147086716902	0.27757522311750255	0.4806	0.484822759456197	4000	COMPUTED_EXPLORATORY	0.4806	2
