cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	partition	celltype	n_source_labels_total	n_source_labels_eligible	n_cells_total	n_cells_eligible	mean_detection_fraction	median_donor_mean	q25	q75	annotation_origin	normalization
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A1	author_patient	23	NA	donor_equal_mean_log1pCP10k	0.029754817290613182	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6576	CARE2025_primary	Neuron	55	23	7482	7352	0.062071807992182974	0.025098034446742586	0.015342964936451667	0.04559092647780586	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A1	author_patient	20	NA	donor_equal_mean_log1pCP10k	0.03354694533851779	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6576	CARE2025_primary	OPC	55	20	5657	5503	0.03496808824571177	0.0326026377588366	0.012399173165734443	0.047609316190128675	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A1	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.04764554732693905	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6576	CARE2025_primary	Oligodendrocyte	55	32	13481	13385	0.0482302079240715	0.03680388606970035	0.026299174795582917	0.05061782929062301	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A1	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.02604752604878121	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6576	CARE2025_primary	Unresolved	55	32	5079	4940	0.025152854301723423	0.019286559066177367	0.0	0.043000369463582544	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A1	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.03177711706350774	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6576	CARE2025_primary	Vascular	55	30	3053	2872	0.036513072042292295	0.0264847133033733	0.014499311535250385	0.0491745246137786	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.0485765354742542	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Astrocyte	55	21	2205	2057	0.07184728576657548	0.050925762584840224	0.028015108286672998	0.06714403426862864	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	24	NA	donor_equal_mean_log1pCP10k	0.03565022516388623	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Lymphoid	55	24	2765	2575	0.025451536634140525	0.028582580754608705	0.02010095639477875	0.050926756695395835	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	51	NA	donor_equal_mean_log1pCP10k	0.030544487049596933	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Myeloid	55	51	33051	33034	0.02964885037384901	0.030763490055358736	0.022127868541390185	0.03799794262846706	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	55	NA	donor_equal_mean_log1pCP10k	0.06397474893159204	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Neoplastic	55	55	133107	133107	0.08675189706240204	0.06135652498981779	0.049771173495887805	0.07823356956260126	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	23	NA	donor_equal_mean_log1pCP10k	0.07334759736936851	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Neuron	55	23	7482	7352	0.13933877964425903	0.08569964907155837	0.05263648381281623	0.09777174990564638	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	20	NA	donor_equal_mean_log1pCP10k	0.035290929695278216	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	OPC	55	20	5657	5503	0.04464442008331644	0.03062971057657391	0.010679278778207816	0.05258360965500083	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.03766687395363451	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Oligodendrocyte	55	32	13481	13385	0.03701666453557592	0.037084611832993414	0.022406690161727954	0.04723867152005506	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.03748272446407421	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Unresolved	55	32	5079	4940	0.03383751714500561	0.02761124479839723	0.0	0.0605779926421343	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A14	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.04411357769133447	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:9016	CARE2025_primary	Vascular	55	30	3053	2872	0.050222935027896015	0.04688559922576947	0.0	0.06216531970379741	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.07172060663282524	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Astrocyte	55	21	2205	2057	0.07038098970893088	0.07072041417785913	0.04667814055282408	0.10503296765668008	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	24	NA	donor_equal_mean_log1pCP10k	0.00928496642023545	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Lymphoid	55	24	2765	2575	0.005412936815105848	0.0	0.0	0.011365243064821387	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	51	NA	donor_equal_mean_log1pCP10k	0.016010298394954894	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Myeloid	55	51	33051	33034	0.014575963507101846	0.013157371236736874	0.007466588732630819	0.023658103672035552	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	55	NA	donor_equal_mean_log1pCP10k	0.055938162033299745	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Neoplastic	55	55	133107	133107	0.04928026952155337	0.021807317430011075	0.012933680717601549	0.03671013382102762	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	23	NA	donor_equal_mean_log1pCP10k	0.14510512858226515	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Neuron	55	23	7482	7352	0.16202355490944448	0.10797826425488413	0.053639503556502655	0.17639195108788455	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	20	NA	donor_equal_mean_log1pCP10k	0.07690996127326147	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	OPC	55	20	5657	5503	0.06595900259927828	0.09333002669127398	0.011920687810593151	0.1155552394112324	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.041390042422374894	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Oligodendrocyte	55	32	13481	13385	0.0319730856118001	0.038799486734436325	0.022400634010605942	0.057756413922140135	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.03241649549237818	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Unresolved	55	32	5079	4940	0.019070204924716345	0.01582632001737395	0.0	0.037117775872232625	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC25A21	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.06547240907261072	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:89874	CARE2025_primary	Vascular	55	30	3053	2872	0.05397622298928344	0.0561917884663198	0.02224496009499479	0.09724867670267803	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.27605915315788865	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Astrocyte	55	21	2205	2057	0.3056296810312096	0.2892622547975846	0.21638319954211094	0.35177399392730335	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	24	NA	donor_equal_mean_log1pCP10k	0.03397372769322748	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Lymphoid	55	24	2765	2575	0.02614693513998376	0.020034756955274312	0.0	0.042826125366794636	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	51	NA	donor_equal_mean_log1pCP10k	0.1382134813345303	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Myeloid	55	51	33051	33034	0.10346060805945752	0.11772090337116399	0.051544977045479196	0.1572592274729459	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	55	NA	donor_equal_mean_log1pCP10k	0.2140887402119023	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Neoplastic	55	55	133107	133107	0.2377373919511328	0.21894866279452058	0.1572500841886003	0.271188856362192	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	23	NA	donor_equal_mean_log1pCP10k	0.03401145287519878	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Neuron	55	23	7482	7352	0.04789291008979399	0.03484428619187869	0.021435378209321548	0.04414878416770082	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	20	NA	donor_equal_mean_log1pCP10k	0.14732579938113752	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	OPC	55	20	5657	5503	0.15782993076591806	0.1251626795614494	0.08687406341227988	0.22369562888271055	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.5922928279615967	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Oligodendrocyte	55	32	13481	13385	0.4298819478031274	0.629384936782271	0.4626677110155655	0.7121497413732844	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.27056146800925046	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Unresolved	55	32	5079	4940	0.17663229251557835	0.22617041387356077	0.10835755770989165	0.3665222072791862	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CYP27A1	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.15866166734068343	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	HGNC:2605	CARE2025_primary	Vascular	55	30	3053	2872	0.15329646325351506	0.14171815765112122	0.09151954548456515	0.21078298582077604	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.2307311359852004	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Astrocyte	55	21	2205	2057	0.22351242418343284	0.20160125375540153	0.15176722425281688	0.2733812623826634	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	24	NA	donor_equal_mean_log1pCP10k	0.3424287862334663	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Lymphoid	55	24	2765	2575	0.20858260540030535	0.31820465423550304	0.24141904346676782	0.4011502578830708	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	51	NA	donor_equal_mean_log1pCP10k	0.8700764008132553	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Myeloid	55	51	33051	33034	0.5656125660145875	0.8751827136221311	0.7046170014501374	0.9866655844191783	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	55	NA	donor_equal_mean_log1pCP10k	0.19724163406336762	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Neoplastic	55	55	133107	133107	0.21840649587205632	0.19662243554577388	0.15916810422506897	0.22608423611879241	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	23	NA	donor_equal_mean_log1pCP10k	0.1300143923574809	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Neuron	55	23	7482	7352	0.19767532228918247	0.12176452380884556	0.09368531852282158	0.1622200503771733	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	20	NA	donor_equal_mean_log1pCP10k	0.1422076646218186	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	OPC	55	20	5657	5503	0.13128731181263095	0.14244909164846065	0.07783928899634728	0.18172801743798891	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.09754195702814093	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Oligodendrocyte	55	32	13481	13385	0.08815283761563811	0.0971060169393181	0.07464627601569443	0.11816851197921585	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.6494023546884216	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Unresolved	55	32	5079	4940	0.36503330913821164	0.6203539923897974	0.4691439735719426	0.8629147309545628	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT1	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.28459275342941864	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:P35610	CARE2025_primary	Vascular	55	30	3053	2872	0.2315540882899338	0.25964902153201863	0.17959665139407677	0.35562149264616305	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.003728010643298705	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	Astrocyte	55	21	2205	2057	0.005112941584956133	0.0	0.0	0.0018962644478205171	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	24	NA	donor_equal_mean_log1pCP10k	0.012777918146176882	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	Lymphoid	55	24	2765	2575	0.008792452613435184	0.0	0.0	0.015139116437111213	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	51	NA	donor_equal_mean_log1pCP10k	0.0027659689938590148	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	Myeloid	55	51	33051	33034	0.0028050261512258035	0.0006315568338238612	0.0	0.003445119083590183	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	55	NA	donor_equal_mean_log1pCP10k	0.006171144212955966	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	Neoplastic	55	55	133107	133107	0.006396290777836848	0.0024524696103124396	0.00149322532003111	0.00499416785499519	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	23	NA	donor_equal_mean_log1pCP10k	0.011410962653897986	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	Neuron	55	23	7482	7352	0.010236759923969349	0.0019287549115797604	0.0	0.004755956716695747	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	20	NA	donor_equal_mean_log1pCP10k	0.00040388936270241156	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	OPC	55	20	5657	5503	0.0012087026591458502	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.001380111290520764	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	Oligodendrocyte	55	32	13481	13385	0.0016229096809983828	0.0	0.0	0.000453041788472939	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_primary	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SOAT2	author_patient	32	NA	donor_equal_mean_log1pCP10k	0.0025168741216699156	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	UniProt:O75908	CARE2025_primary	Unresolved	55	32	5079	4940	0.0015619144301505065	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
