study	gene	stable_gene_id	status	reason	top_celltype	runner_celltype	top_gap	bootstrap_top_frequency	bootstrap_valid	rank_tie
CARE2025_recurrent	MGAM	hsa:8972	DONE	expression_source_only;not_function	Myeloid	Neoplastic	0.35650377680822243	1.0	1000	False
CARE2025_recurrent	ADPGK	hsa:83440	DONE	expression_source_only;not_function	Myeloid	Lymphoid	0.37014135745923804	1.0	1000	False
CARE2025_recurrent	B4GALT1	hsa:2683	DONE	expression_source_only;not_function	Myeloid	Lymphoid	0.43437810742010485	1.0	1000	False
CARE2025_recurrent	B4GALT2	hsa:8704	DONE	expression_source_only;not_function	Neoplastic	OPC	0.016878851575933038	0.953	1000	False
CARE2025_recurrent	G6PC1	hsa:2538	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False
CARE2025_recurrent	G6PC2	hsa:57818	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False
CARE2025_recurrent	G6PC3	hsa:92579	DONE	expression_source_only;not_function	OPC	Neoplastic	0.0022391230386117553	0.524	1000	False
CARE2025_recurrent	GBA1	hsa:2629	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False
CARE2025_recurrent	GBA2	hsa:57704	DONE	expression_source_only;not_function	Vascular	Neoplastic	0.06026822389466918	0.993	1000	False
CARE2025_recurrent	GBA3	hsa:57733	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False
CARE2025_recurrent	GCK	hsa:2645	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.002933205302495639	0.726	1000	False
CARE2025_recurrent	H6PD	hsa:9563	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0359177144942657	0.986	1000	False
CARE2025_recurrent	HK1	hsa:3098	DONE	expression_source_only;not_function	Myeloid	Neuron	0.054524096674501144	0.935	1000	False
CARE2025_recurrent	HK2	hsa:3099	DONE	expression_source_only;not_function	Myeloid	Vascular	0.1865746393298633	0.997	1000	False
CARE2025_recurrent	HK3	hsa:3101	DONE	expression_source_only;not_function	Myeloid	Neuron	0.042669609566708275	1.0	1000	False
CARE2025_recurrent	HKDC1	hsa:80201	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.12240086445759693	1.0	1000	False
CARE2025_recurrent	IMPA1	UniProt:P29218	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.010348151449234122	0.746	1000	False
CARE2025_recurrent	IMPA2	UniProt:O14732	DONE	expression_source_only;not_function	Astrocyte	Myeloid	0.019194441341641652	0.963	1000	False
CARE2025_recurrent	LCT	hsa:3938	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.005677798611539674	0.764	1000	False
CARE2025_recurrent	SI	hsa:6476	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.009791205023532623	0.924	1000	False
CARE2025_recurrent	SLC2A1	hsa:6513	DONE	expression_source_only;not_function	Vascular	Neoplastic	0.21488294437866057	1.0	1000	False
CARE2025_recurrent	SLC2A10	hsa:81031	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.00434039839663343	0.682	1000	False
CARE2025_recurrent	SLC2A11	hsa:66035	DONE	expression_source_only;not_function	Neuron	OPC	0.007758469382045507	0.962	1000	False
CARE2025_recurrent	SLC2A12	hsa:154091	DONE	expression_source_only;not_function	Astrocyte	Oligodendrocyte	0.016274254298194707	0.934	1000	False
CARE2025_recurrent	SLC2A14	hsa:144195	DONE	expression_source_only;not_function	Neuron	Vascular	0.02413308606329124	0.941	1000	False
CARE2025_recurrent	SLC2A2	hsa:6514	DONE	expression_source_only;not_function	Oligodendrocyte	Neoplastic	0.041427947439015005	1.0	1000	False
CARE2025_recurrent	SLC2A3	hsa:6515	DONE	expression_source_only;not_function	Vascular	Myeloid	0.1106101612399275	0.891	1000	False
CARE2025_recurrent	SLC2A4	hsa:6517	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.005072461699456825	0.953	1000	False
CARE2025_recurrent	SLC2A7	hsa:155184	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False
CARE2025_recurrent	SLC2A8	hsa:29988	DONE	expression_source_only;not_function	Myeloid	Neuron	0.011978802107337351	0.962	1000	False
CARE2025_recurrent	SLC45A1	hsa:50651	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.019520142935203932	0.995	1000	False
CARE2025_recurrent	SLC45A2	hsa:51151	DONE	expression_source_only;not_function	Oligodendrocyte	Neoplastic	0.011427682974174534	0.984	1000	False
CARE2025_recurrent	SLC5A1	hsa:6523	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False
CARE2025_recurrent	SLC5A11	hsa:115584	DONE	expression_source_only;not_function	Oligodendrocyte	Astrocyte	1.3113137111951578	1.0	1000	False
CARE2025_recurrent	SLC5A2	hsa:6524	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False
CARE2025_recurrent	SLC60A2	hsa:91749	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False
CARE2025_recurrent	ASNS	hsa:440	DONE	expression_source_only;not_function	Neoplastic	Neuron	0.014418191889989634	0.776	1000	False
CARE2025_recurrent	ASS1	UniProt:P00966	DONE	expression_source_only;not_function	Astrocyte	Vascular	0.023316416916312824	0.763	1000	False
CARE2025_recurrent	GOT1	UniProt:P17174	DONE	expression_source_only;not_function	Neuron	Oligodendrocyte	0.04098370416885197	0.995	1000	False
CARE2025_recurrent	GOT2	hsa:2806	DONE	expression_source_only;not_function	Neuron	OPC	0.07626657956231456	0.996	1000	False
CARE2025_recurrent	LDHA	UniProt:P00338	DONE	expression_source_only;not_function	Myeloid	Vascular	0.03114092577489952	0.824	1000	False
CARE2025_recurrent	LDHB	UniProt:P07195	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0290428368144377	0.939	1000	False
CARE2025_recurrent	AADAT	hsa:51166	DONE	expression_source_only;not_function	Astrocyte	OPC	0.001287325087552027	0.424	1000	False
CARE2025_recurrent	CDO1	UniProt:Q16878	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.026385340886720864	0.999	1000	False
CARE2025_recurrent	CNDP2	hsa:55748	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.068209302517556	1.0	1000	False
CARE2025_recurrent	GCLC	UniProt:P48506	DONE	expression_source_only;not_function	Oligodendrocyte	Myeloid	0.009844530657291961	0.658	1000	False
CARE2025_recurrent	AASS	UniProt:Q9UDR5	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.043621724897374536	0.843	1000	False
CARE2025_recurrent	ACE2	UniProt:Q9BYF1	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False
CARE2025_recurrent	LARS1	hsa:51520	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	0	False
CARE2025_recurrent	LARS2	hsa:23395	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.07325139725616592	0.998	1000	False
CARE2025_recurrent	PLBD1	UniProt:Q6P4A8	DONE	expression_source_only;not_function	Myeloid	Neoplastic	0.10038065714762463	1.0	1000	False
CARE2025_recurrent	PM20D1	UniProt:Q6GTS8	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.009608143400307759	0.789	1000	False
CARE2025_recurrent	SLC25A44	hsa:9673	DONE	expression_source_only;not_function	Neoplastic	Neuron	0.004114396958276312	0.426	1000	False
CARE2025_recurrent	SLC38A10	hsa:124565	DONE	expression_source_only;not_function	Myeloid	Lymphoid	0.04043120166272257	0.996	1000	False
CARE2025_recurrent	SLC38A2	hsa:54407	DONE	expression_source_only;not_function	Vascular	Oligodendrocyte	0.044955835232077024	0.786	1000	False
CARE2025_recurrent	SLC38A8	hsa:146167	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.014940773647743547	1.0	1000	False
CARE2025_recurrent	SLC38A9	hsa:153129	DONE	expression_source_only;not_function	Oligodendrocyte	Myeloid	0.08008012759354544	1.0	1000	False
CARE2025_recurrent	SLC6A17	hsa:388662	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.3312931924694649	1.0	1000	False
CARE2025_recurrent	SLC7A13	hsa:157724	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.014461806871660187	0.979	1000	False
CARE2025_recurrent	SLC7A6	hsa:9057	DONE	expression_source_only;not_function	Myeloid	Lymphoid	0.016580756995429602	0.735	1000	False
CARE2025_recurrent	SLC7A7	hsa:9056	DONE	expression_source_only;not_function	Myeloid	Vascular	0.33860673539631064	1.0	1000	False
CARE2025_recurrent	SLC7A9	hsa:11136	DONE	expression_source_only;not_function	Neuron	Astrocyte	0.0027466842397105215	0.618	1000	False
CARE2025_recurrent	ABHD12	UniProt:Q8N2K0	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	0.32532290105775274	1.0	1000	False
CARE2025_recurrent	ABHD6	UniProt:Q9BV23	DONE	expression_source_only;not_function	Oligodendrocyte	Neuron	0.19957955289878782	1.0	1000	False
CARE2025_recurrent	ACSL1	UniProt:P33121	DONE	expression_source_only;not_function	Myeloid	Oligodendrocyte	1.2222981796614456	1.0	1000	False
CARE2025_recurrent	ACSL5	UniProt:Q9ULC5	DONE	expression_source_only;not_function	Lymphoid	Vascular	0.006506685541435603	0.584	1000	False
CARE2025_recurrent	LYPLA1	hsa:10434	DONE	expression_source_only;not_function	Myeloid	Vascular	0.13608257917142164	1.0	1000	False
CARE2025_recurrent	MGLL	UniProt:Q99685	DONE	expression_source_only;not_function	Astrocyte	Vascular	0.044488413258694126	0.856	1000	False
CARE2025_recurrent	PLA2G4A	HGNC:9035	DONE	expression_source_only;not_function	Myeloid	Vascular	0.5174634219669199	1.0	1000	False
CARE2025_recurrent	PLA2G6	HGNC:9039	DONE	expression_source_only;not_function	Lymphoid	Oligodendrocyte	0.005202425858660445	0.535	1000	False
CARE2025_recurrent	FOLH1	UniProt:Q04609	DONE	expression_source_only;not_function	Oligodendrocyte	Vascular	0.9894515255612348	1.0	1000	False
CARE2025_recurrent	GLS	hsa:2744	DONE	expression_source_only;not_function	Neuron	Lymphoid	0.006784687058210892	0.501	1000	False
CARE2025_recurrent	GLS2	hsa:27165	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0302570287969047	0.97	1000	False
CARE2025_recurrent	GLUL	hsa:2752	DONE	expression_source_only;not_function	Myeloid	Astrocyte	0.019768270805422317	0.571	1000	False
CARE2025_recurrent	OAT	UniProt:P04181	DONE	expression_source_only;not_function	Astrocyte	Oligodendrocyte	0.03416696784409973	0.976	1000	False
CARE2025_recurrent	SLC7A11	hsa:23657	DONE	expression_source_only;not_function	Astrocyte	Vascular	0.096965492036576	0.786	1000	False
CARE2025_recurrent	TAT	hsa:6898	NOT_EVALUABLE	fewer_than2_categories_or_detection_below1percent	NA	NA	NA	NA	1000	False
CARE2025_recurrent	LYPLA2	hsa:11313	DONE	expression_source_only;not_function	Vascular	Neoplastic	0.007384841353887436	0.79	1000	False
CARE2025_recurrent	DPEP1	HGNC:3002	DONE	expression_source_only;not_function	Vascular	Neuron	0.03726858754206712	0.996	1000	False
CARE2025_recurrent	GCAT	HGNC:4188	DONE	expression_source_only;not_function	OPC	Neoplastic	0.000272295315488065	0.423	1000	False
CARE2025_recurrent	GSS	hsa:2937	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0070377372147574085	0.666	1000	False
CARE2025_recurrent	PEPD	UniProt:P12955	DONE	expression_source_only;not_function	Myeloid	Neoplastic	0.009459940668049088	0.843	1000	False
CARE2025_recurrent	SLC22A7	hsa:10864	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0012914405225781106	0.908	1000	False
CARE2025_recurrent	SLC47A1	hsa:55244	DONE	expression_source_only;not_function	Myeloid	Neuron	0.0047839888519818075	0.585	1000	False
CARE2025_recurrent	SLC47A2	hsa:146802	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.020873603018644424	0.78	1000	False
CARE2025_recurrent	KHK	UniProt:P50053	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0011981766646550311	0.631	1000	False
CARE2025_recurrent	SORD	UniProt:Q00796	DONE	expression_source_only;not_function	Oligodendrocyte	Myeloid	0.02651066809164568	0.999	1000	False
