gene	status
AL121772.3	LOW_EXPRESSION
ABHD12	TESTED
NINL	LOW_EXPRESSION
NANP	TESTED
ZNF337	TESTED
LINC01597	LOW_EXPRESSION
HM13-AS1	LOW_EXPRESSION
BCL2L1	TESTED
FOXS1	LOW_EXPRESSION
DUSP15	LOW_EXPRESSION
PDRG1	TESTED
AL031658.1	LOW_EXPRESSION
PLAGL2	TESTED
NOL4L	TESTED
COMMD7	LOW_EXPRESSION
CDK5RAP1	TESTED
SNTA1	LOW_EXPRESSION
AL121906.2	LOW_EXPRESSION
NECAB3	LOW_EXPRESSION
E2F1	TESTED
PXMP4	TESTED
ZNF341-AS1	LOW_EXPRESSION
AL034549.1	LOW_EXPRESSION
EIF2S2	TESTED
AHCY	TESTED
ITCH-AS1	LOW_EXPRESSION
PIGU	TESTED
NCOA6	TESTED
GGT7	TESTED
GSS	TESTED
TRPC4AP	TESTED
EDEM2	TESTED
AL356652.1	LOW_EXPRESSION
MMP24OS	LOW_EXPRESSION
AL121753.1	LOW_EXPRESSION
EIF6	TESTED
FAM83C	LOW_EXPRESSION
UQCC1	TESTED
GDF5	LOW_EXPRESSION
FO393401.1	LOW_EXPRESSION
CPNE1	TESTED
NFS1	LOW_EXPRESSION
RBM39	TESTED
SCAND1	TESTED
NORAD	TESTED
AL035420.3	LOW_EXPRESSION
AL035420.2	LOW_EXPRESSION
DLGAP4-AS1	LOW_EXPRESSION
SLA2	LOW_EXPRESSION
NDRG3	TESTED
DSN1	TESTED
SOGA1	TESTED
SAMHD1	TESTED
RBL1	TESTED
MROH8	LOW_EXPRESSION
BLCAP	LOW_EXPRESSION
TTI1	TESTED
TGM2	TESTED
KIAA1755	LOW_EXPRESSION
AL391095.1	LOW_EXPRESSION
AL391095.3	LOW_EXPRESSION
AL023803.1	LOW_EXPRESSION
MAFB	TESTED
PLCG1-AS1	LOW_EXPRESSION
ZHX3	TESTED
EMILIN3	LOW_EXPRESSION
CHD6	TESTED
PTPRT	LOW_EXPRESSION
Z98752.4	LOW_EXPRESSION
JPH2	LOW_EXPRESSION
OSER1	TESTED
FITM2	TESTED
AL117382.1	TESTED
LINC01620	LOW_EXPRESSION
SERINC3	TESTED
ADA	TESTED
RIMS4	LOW_EXPRESSION
TOMM34	TESTED
STK4-AS1	LOW_EXPRESSION
WFDC12	LOW_EXPRESSION
SLPI	TESTED
MATN4	LOW_EXPRESSION
SDC4	TESTED
TP53TG5	LOW_EXPRESSION
AL031663.3	LOW_EXPRESSION
WFDC10B	TESTED
WFDC3	TESTED
TNNC2	TESTED
ACOT8	TESTED
SPATA25	LOW_EXPRESSION
NEURL2	TESTED
AL008726.1	LOW_EXPRESSION
PLTP	TESTED
ZNF335	TESTED
NCOA5	TESTED
SLC35C2	TESTED
ELMO2	TESTED
ZNF334	LOW_EXPRESSION
SLC13A3	LOW_EXPRESSION
TP53RK	TESTED
ZMYND8	TESTED
LINC01754	LOW_EXPRESSION
SULF2	TESTED
PREX1	TESTED
CSE1L-AS1	LOW_EXPRESSION
STAU1	TESTED
ZNFX1	TESTED
KCNB1	LOW_EXPRESSION
PTGIS	LOW_EXPRESSION
B4GALT5	TESTED
SPATA2	TESTED
TRERNA1	LOW_EXPRESSION
UBE2V1	TESTED
TMEM189	LOW_EXPRESSION
AL161937.2	LOW_EXPRESSION
CEBPB-AS1	LOW_EXPRESSION
AL133230.1	LOW_EXPRESSION
RIPOR3	LOW_EXPRESSION
ADNP	TESTED
DPM1	TESTED
KCNG1	LOW_EXPRESSION
NFATC2	TESTED
ATP9A	TESTED
SALL4	TESTED
LINC01429	LOW_EXPRESSION
ZFP64	LOW_EXPRESSION
AL391097.1	LOW_EXPRESSION
AL354993.2	LOW_EXPRESSION
ZNF217	TESTED
BCAS1	TESTED
CYP24A1	LOW_EXPRESSION
CBLN4	LOW_EXPRESSION
AURKA	TESTED
BMP7	TESTED
MTRNR2L3	TESTED
AL109955.1	LOW_EXPRESSION
CTCFL	LOW_EXPRESSION
AL035541.1	LOW_EXPRESSION
ZBP1	TESTED
PMEPA1	TESTED
AL354984.1	LOW_EXPRESSION
APCDD1L	LOW_EXPRESSION
AL132655.2	LOW_EXPRESSION
GNAS-AS1	LOW_EXPRESSION
AL121917.1	LOW_EXPRESSION
CTSZ	TESTED
ATP5F1E	TESTED
PRELID3B	TESTED
SYCP2	TESTED
PPP1R3D	TESTED
AL162457.1	LOW_EXPRESSION
AL162457.2	LOW_EXPRESSION
TAF4	TESTED
PSMA7	TESTED
AL354836.1	LOW_EXPRESSION
LAMA5	TESTED
AL121832.2	TESTED
CABLES2	TESTED
RBBP8NL	TESTED
GATA5	LOW_EXPRESSION
MIR1-1HG-AS1	LOW_EXPRESSION
AL357033.1	LOW_EXPRESSION
AL357033.4	LOW_EXPRESSION
AL357033.3	LOW_EXPRESSION
SLCO4A1-AS1	TESTED
AL357033.2	LOW_EXPRESSION
LINC00659	TESTED
OGFR-AS1	LOW_EXPRESSION
TCFL5	TESTED
DIDO1	TESTED
HAR1B	LOW_EXPRESSION
YTHDF1	TESTED
NKAIN4	LOW_EXPRESSION
KCNQ2	LOW_EXPRESSION
EEF1A2	LOW_EXPRESSION
PTK6	TESTED
SRMS	LOW_EXPRESSION
HELZ2	TESTED
GMEB2	TESTED
STMN3	TESTED
ARFRP1	TESTED
AL121845.4	LOW_EXPRESSION
ZBTB46	LOW_EXPRESSION
AL118506.1	TESTED
UCKL1	TESTED
ZNF512B	LOW_EXPRESSION
SAMD10	TESTED
SOX18	LOW_EXPRESSION
RGS19	TESTED
LKAAEAR1	LOW_EXPRESSION
ZCCHC3	TESTED
SOX12	TESTED
NRSN2	LOW_EXPRESSION
TRIB3	TESTED
RBCK1	TESTED
FAM110A	LOW_EXPRESSION
PSMF1	LOW_EXPRESSION
C20orf202	LOW_EXPRESSION
SNPH	LOW_EXPRESSION
SDCBP2-AS1	LOW_EXPRESSION
SIRPA	LOW_EXPRESSION
STK35	LOW_EXPRESSION
AL121899.1	LOW_EXPRESSION
TGM3	TESTED
NOP56	TESTED
AL049712.1	LOW_EXPRESSION
EBF4	LOW_EXPRESSION
VPS16	TESTED
PTPRA	TESTED
MRPS26	TESTED
OXT	LOW_EXPRESSION
ITPA	TESTED
AL109976.1	LOW_EXPRESSION
ATRN	TESTED
HSPA12B	LOW_EXPRESSION
CDC25B	TESTED
LINC01730	LOW_EXPRESSION
AP5S1	TESTED
MAVS	TESTED
PANK2	TESTED
SMOX	TESTED
LINC01433	LOW_EXPRESSION
PRNP	TESTED
PRND	LOW_EXPRESSION
CDS2	TESTED
AL121757.1	LOW_EXPRESSION
AL109935.2	LOW_EXPRESSION
AL109935.1	LOW_EXPRESSION
SHLD1	TESTED
CHGB	LOW_EXPRESSION
MCM8	TESTED
AL035461.2	LOW_EXPRESSION
CRLS1	TESTED
BMP2	TESTED
PLCB1	TESTED
PLCB4	TESTED
LAMP5	LOW_EXPRESSION
ANKEF1	TESTED
SNAP25	LOW_EXPRESSION
SLX4IP	LOW_EXPRESSION
AL050403.2	LOW_EXPRESSION
LINC01752	LOW_EXPRESSION
AL158042.1	LOW_EXPRESSION
BTBD3	TESTED
SPTLC3	LOW_EXPRESSION
ISM1	LOW_EXPRESSION
NDUFAF5	TESTED
MACROD2	LOW_EXPRESSION
AL049794.1	LOW_EXPRESSION
SNRPB2	TESTED
PCSK2	LOW_EXPRESSION
DSTN	TESTED
MGME1	TESTED
PET117	TESTED
KAT14	TESTED
ZNF133	TESTED
POLR3F	TESTED
SEC23B	TESTED
SMIM26	TESTED
DTD1	TESTED
AL035563.1	LOW_EXPRESSION
SLC24A3	LOW_EXPRESSION
AL121761.1	LOW_EXPRESSION
RIN2	TESTED
NAA20	TESTED
INSM1	LOW_EXPRESSION
KIZ	TESTED
XRN2	TESTED
AL118508.1	LOW_EXPRESSION
NXT1	TESTED
GZF1	TESTED
SYNDIG1	LOW_EXPRESSION
AL035661.1	TESTED
CST7	LOW_EXPRESSION
ENTPD6	TESTED
AL035252.3	LOW_EXPRESSION
PYGB	TESTED
GINS1	TESTED
ZNF337-AS1	LOW_EXPRESSION
AL031673.1	LOW_EXPRESSION
AL390198.1	TESTED
REM1	LOW_EXPRESSION
HM13	TESTED
AL110115.2	LOW_EXPRESSION
ID1	TESTED
COX4I2	LOW_EXPRESSION
AL117381.1	LOW_EXPRESSION
ABALON	LOW_EXPRESSION
TPX2	TESTED
MYLK2	LOW_EXPRESSION
TTLL9	LOW_EXPRESSION
CCM2L	LOW_EXPRESSION
HCK	TESTED
TM9SF4	TESTED
POFUT1	TESTED
KIF3B	TESTED
AL121583.1	LOW_EXPRESSION
ASXL1	TESTED
AL034550.1	LOW_EXPRESSION
AL034550.2	LOW_EXPRESSION
DNMT3B	LOW_EXPRESSION
MAPRE1	TESTED
AL035071.1	TESTED
EFCAB8	LOW_EXPRESSION
BPIFB1	LOW_EXPRESSION
CBFA2T2	TESTED
C20orf144	LOW_EXPRESSION
ACTL10	TESTED
AL121906.1	LOW_EXPRESSION
ZNF341	LOW_EXPRESSION
CHMP4B	TESTED
RALY	TESTED
ASIP	LOW_EXPRESSION
ITCH	TESTED
DYNLRB1	TESTED
MAP1LC3A	TESTED
TP53INP2	TESTED
ACSS2	TESTED
MYH7B	LOW_EXPRESSION
PROCR	LOW_EXPRESSION
MMP24	LOW_EXPRESSION
FAM83C-AS1	LOW_EXPRESSION
CEP250	TESTED
ERGIC3	TESTED
SPAG4	TESTED
ROMO1	TESTED
PHF20	TESTED
CNBD2	LOW_EXPRESSION
AL035420.1	LOW_EXPRESSION
EPB41L1	TESTED
AL121895.2	LOW_EXPRESSION
AAR2	LOW_EXPRESSION
DLGAP4	TESTED
MYL9	TESTED
TGIF2	LOW_EXPRESSION
RAB5IF	TESTED
TLDC2	TESTED
AL136172.1	LOW_EXPRESSION
RPN2	TESTED
MANBAL	TESTED
SRC	TESTED
NNAT	LOW_EXPRESSION
CTNNBL1	TESTED
VSTM2L	LOW_EXPRESSION
RPRD1B	TESTED
AL359555.4	LOW_EXPRESSION
LBP	LOW_EXPRESSION
RALGAPB	TESTED
SLC32A1	LOW_EXPRESSION
ACTR5	TESTED
PPP1R16B	LOW_EXPRESSION
FAM83D	TESTED
AL023803.2	LOW_EXPRESSION
DHX35	TESTED
TOP1	TESTED
PLCG1	LOW_EXPRESSION
LPIN3	TESTED
AL021395.1	LOW_EXPRESSION
SRSF6	TESTED
L3MBTL1	LOW_EXPRESSION
SGK2	TESTED
IFT52	TESTED
MYBL2	TESTED
TOX2	LOW_EXPRESSION
OSER1-DT	TESTED
R3HDML	LOW_EXPRESSION
HNF4A	TESTED
TTPAL	TESTED
PKIG	TESTED
WISP2	LOW_EXPRESSION
KCNK15	LOW_EXPRESSION
YWHAB	TESTED
PABPC1L	TESTED
STK4	TESTED
PI3	TESTED
SEMG1	LOW_EXPRESSION
SYS1	LOW_EXPRESSION
PIGT	LOW_EXPRESSION
WFDC2	TESTED
DNTTIP1	TESTED
UBE2C	TESTED
SNX21	LOW_EXPRESSION
ZSWIM3	LOW_EXPRESSION
ZSWIM1	TESTED
CTSA	TESTED
PCIF1	TESTED
MMP9	TESTED
SLC12A5	LOW_EXPRESSION
CD40	TESTED
AL133227.1	LOW_EXPRESSION
AL031055.1	LOW_EXPRESSION
SLC2A10	TESTED
EYA2	LOW_EXPRESSION
AL031666.2	LOW_EXPRESSION
AL031666.1	LOW_EXPRESSION
NCOA3	TESTED
AL354813.1	LOW_EXPRESSION
LINC00494	LOW_EXPRESSION
ARFGEF2	TESTED
CSE1L	TESTED
DDX27	TESTED
ZFAS1	TESTED
SLC9A8	TESTED
RNF114	TESTED
SNAI1	TESTED
LINC01273	LOW_EXPRESSION
CEBPB	TESTED
SMIM25	LOW_EXPRESSION
LINC01270	LOW_EXPRESSION
PTPN1	TESTED
PARD6B	TESTED
BCAS4	TESTED
ADNP-AS1	LOW_EXPRESSION
MOCS3	TESTED
TSHZ2	TESTED
AL157838.1	LOW_EXPRESSION
AC005220.1	LOW_EXPRESSION
PFDN4	TESTED
DOK5	LOW_EXPRESSION
FAM210B	TESTED
CSTF1	TESTED
CASS4	LOW_EXPRESSION
RTF2	TESTED
FAM209A	LOW_EXPRESSION
FAM209B	LOW_EXPRESSION
TFAP2C	TESTED
AL122058.1	LOW_EXPRESSION
RAE1	TESTED
RBM38	TESTED
PCK1	TESTED
NKILA	TESTED
RAB22A	TESTED
VAPB	TESTED
LINC01711	LOW_EXPRESSION
STX16	LOW_EXPRESSION
STX16-NPEPL1	LOW_EXPRESSION
NPEPL1	TESTED
GNAS	TESTED
NELFCD	TESTED
TUBB1	LOW_EXPRESSION
ZNF831	LOW_EXPRESSION
EDN3	TESTED
PHACTR3	TESTED
FAM217B	TESTED
CDH26	LOW_EXPRESSION
C20orf197	LOW_EXPRESSION
MIR646HG	LOW_EXPRESSION
CDH4	LOW_EXPRESSION
AL137077.2	TESTED
LSM14B	TESTED
SS18L1	TESTED
MTG2	TESTED
OSBPL2	TESTED
ADRM1	TESTED
LAMA5-AS1	LOW_EXPRESSION
RPS21	TESTED
AL121832.1	LOW_EXPRESSION
SLCO4A1	LOW_EXPRESSION
NTSR1	LOW_EXPRESSION
MRGBP	TESTED
OGFR	LOW_EXPRESSION
COL9A3	TESTED
GID8	TESTED
SLC17A9	TESTED
HAR1A	LOW_EXPRESSION
AL096828.3	LOW_EXPRESSION
BIRC7	LOW_EXPRESSION
AL121827.2	LOW_EXPRESSION
ARFGAP1	TESTED
COL20A1	LOW_EXPRESSION
PPDPF	TESTED
AL121829.2	LOW_EXPRESSION
FNDC11	LOW_EXPRESSION
MHENCR	TESTED
ZGPAT	LOW_EXPRESSION
SLC2A4RG	TESTED
AL121845.1	LOW_EXPRESSION
TPD52L2	TESTED
DNAJC5	TESTED
UCKL1-AS1	TESTED
PRPF6	TESTED
C20orf204	TESTED
TCEA2	LOW_EXPRESSION
OPRL1	LOW_EXPRESSION
MYT1	LOW_EXPRESSION
PCMTD2	LOW_EXPRESSION
LINC00266-1	LOW_EXPRESSION
FP565260.1	LOW_EXPRESSION
FP565260.6	TESTED
FP236315.1	LOW_EXPRESSION
U2AF1L5	LOW_EXPRESSION
FP236383.2	LOW_EXPRESSION
HSPA13	TESTED
SAMSN1	LOW_EXPRESSION
AF127936.2	LOW_EXPRESSION
AF127936.1	LOW_EXPRESSION
AF127577.4	LOW_EXPRESSION
NRIP1	LOW_EXPRESSION
AJ009632.2	LOW_EXPRESSION
BTG3	TESTED
C21orf91	TESTED
LINC02573	LOW_EXPRESSION
LINC01687	LOW_EXPRESSION
LINC00158	LOW_EXPRESSION
AP000223.1	LOW_EXPRESSION
MRPL39	TESTED
ATP5PF	TESTED
APP	TESTED
CYYR1	LOW_EXPRESSION
ADAMTS1	LOW_EXPRESSION
ADAMTS5	LOW_EXPRESSION
LINC01695	LOW_EXPRESSION
AF165147.1	LOW_EXPRESSION
N6AMT1	TESTED
LTN1	TESTED
RWDD2B	TESTED
AF129075.2	LOW_EXPRESSION
CCT8	TESTED
BACH1-AS1	LOW_EXPRESSION
GRIK1	LOW_EXPRESSION
CLDN8	LOW_EXPRESSION
KRTAP13-2	LOW_EXPRESSION
TIAM1	LOW_EXPRESSION
AP000253.1	LOW_EXPRESSION
AP000254.1	LOW_EXPRESSION
SCAF4	TESTED
AP000265.1	LOW_EXPRESSION
MIS18A	TESTED
URB1	TESTED
TCP10L	LOW_EXPRESSION
CFAP298	TESTED
SYNJ1	TESTED
PAXBP1	TESTED
LINC01548	LOW_EXPRESSION
IL10RB-DT	LOW_EXPRESSION
TMEM50B	TESTED
DNAJC28	LOW_EXPRESSION
GART	TESTED
DONSON	LOW_EXPRESSION
CRYZL1	LOW_EXPRESSION
ATP5PO	TESTED
AP000569.1	LOW_EXPRESSION
RCAN1	TESTED
RUNX1	TESTED
SETD4	TESTED
AP000692.2	TESTED
CLDN14	TESTED
HLCS	TESTED
PIGP	TESTED
VPS26C	TESTED
AP001437.1	LOW_EXPRESSION
KCNJ6	LOW_EXPRESSION
ERG	LOW_EXPRESSION
LINC00114	TESTED
AF064858.1	TESTED
PSMG1	TESTED
BRWD1	TESTED
HMGN1	TESTED
LCA5L	LOW_EXPRESSION
B3GALT5-AS1	LOW_EXPRESSION
DSCAM	LOW_EXPRESSION
LINC00323	LOW_EXPRESSION
PLAC4	TESTED
AP001610.1	LOW_EXPRESSION
TMPRSS2	TESTED
AP001610.2	LOW_EXPRESSION
AP006748.1	LOW_EXPRESSION
LINC00479	LOW_EXPRESSION
RIPK4	TESTED
PRDM15	LOW_EXPRESSION
C2CD2	TESTED
ZBTB21	TESTED
TFF3	TESTED
TFF2	TESTED
TFF1	TESTED
TMPRSS3	TESTED
RSPH1	TESTED
AP001626.1	TESTED
AP001627.1	LOW_EXPRESSION
LINC01668	LOW_EXPRESSION
AP001628.2	LOW_EXPRESSION
AP001628.1	LOW_EXPRESSION
WDR4	TESTED
U2AF1	LOW_EXPRESSION
FRGCA	LOW_EXPRESSION
LINC01679	LOW_EXPRESSION
SIK1	LOW_EXPRESSION
HSF2BP	LOW_EXPRESSION
CSTB	TESTED
AATBC	LOW_EXPRESSION
LINC01678	LOW_EXPRESSION
C21orf2	TESTED
TRPM2-AS	TESTED
TSPEAR	LOW_EXPRESSION
UBE2G2	TESTED
SUMO3	TESTED
PTTG1IP	TESTED
ITGB2	LOW_EXPRESSION
LINC01547	LOW_EXPRESSION
PICSAR	LOW_EXPRESSION
POFUT2	TESTED
BX322562.1	LOW_EXPRESSION
SLC19A1	LOW_EXPRESSION
AL133492.1	LOW_EXPRESSION
SPATC1L	TESTED
LSS	LOW_EXPRESSION
MCM3AP	TESTED
C21orf58	TESTED
S100B	LOW_EXPRESSION
SIK1B	LOW_EXPRESSION
CR381653.1	LOW_EXPRESSION
AP001347.1	LOW_EXPRESSION
RBM11	LOW_EXPRESSION
SAMSN1-AS1	LOW_EXPRESSION
AF127577.3	LOW_EXPRESSION
AF127577.1	LOW_EXPRESSION
USP25	TESTED
MIR99AHG	LOW_EXPRESSION
LINC01549	LOW_EXPRESSION
CXADR	TESTED
AL109761.1	LOW_EXPRESSION
CHODL	LOW_EXPRESSION
NCAM2	LOW_EXPRESSION
LINC01684	LOW_EXPRESSION
MIR155HG	LOW_EXPRESSION
JAM2	LOW_EXPRESSION
GABPA	TESTED
USP16	TESTED
MAP3K7CL	LOW_EXPRESSION
BACH1	TESTED
AP000238.1	LOW_EXPRESSION
GRIK1-AS1	LOW_EXPRESSION
AP000251.1	LOW_EXPRESSION
SOD1	TESTED
HUNK	LOW_EXPRESSION
MIS18A-AS1	LOW_EXPRESSION
URB1-AS1	TESTED
EVA1C	TESTED
PAXBP1-AS1	LOW_EXPRESSION
C21orf62-AS1	LOW_EXPRESSION
OLIG2	LOW_EXPRESSION
OLIG1	LOW_EXPRESSION
IFNAR2	TESTED
IL10RB	LOW_EXPRESSION
IFNAR1	TESTED
IFNGR2	TESTED
SON	TESTED
ITSN1	TESTED
LINC00649	LOW_EXPRESSION
MRPS6	TESTED
SLC5A3	LOW_EXPRESSION
LINC00310	LOW_EXPRESSION
KCNE2	LOW_EXPRESSION
CLIC6	LOW_EXPRESSION
LINC01426	LOW_EXPRESSION
LINC01436	LOW_EXPRESSION
CBR1	TESTED
CBR3	TESTED
DOPEY2	TESTED
MORC3	TESTED
CHAF1B	TESTED
AP000695.2	LOW_EXPRESSION
SIM2	TESTED
AP000704.1	LOW_EXPRESSION
RIPPLY3	LOW_EXPRESSION
TTC3	TESTED
AP001432.1	LOW_EXPRESSION
AP001412.1	LOW_EXPRESSION
DYRK1A	TESTED
KCNJ15	LOW_EXPRESSION
ETS2	TESTED
AF129408.1	LOW_EXPRESSION
BRWD1-AS2	LOW_EXPRESSION
BRWD1-AS1	LOW_EXPRESSION
WRB	LOW_EXPRESSION
SH3BGR	LOW_EXPRESSION
B3GALT5	TESTED
AF064860.2	LOW_EXPRESSION
IGSF5	LOW_EXPRESSION
PCP4	TESTED
BACE2	TESTED
FAM3B	TESTED
MX2	TESTED
MX1	TESTED
LINC00111	LOW_EXPRESSION
ZNF295-AS1	LOW_EXPRESSION
UMODL1	LOW_EXPRESSION
ABCG1	TESTED
UBASH3A	LOW_EXPRESSION
SLC37A1	TESTED
PDE9A	TESTED
NDUFV3	TESTED
PKNOX1	TESTED
AP001046.1	LOW_EXPRESSION
RRP1B	TESTED
PDXK	TESTED
RRP1	TESTED
AGPAT3	TESTED
TRAPPC10	TESTED
PWP2	LOW_EXPRESSION
GATD3A	LOW_EXPRESSION
AIRE	LOW_EXPRESSION
PFKL	TESTED
AP001062.1	LOW_EXPRESSION
AP001062.2	LOW_EXPRESSION
TRPM2	TESTED
LRRC3	LOW_EXPRESSION
AP001065.1	LOW_EXPRESSION
TSPEAR-AS2	LOW_EXPRESSION
LINC01424	LOW_EXPRESSION
ITGB2-AS1	LOW_EXPRESSION
AL844908.1	LOW_EXPRESSION
FAM207A	TESTED
AP001505.1	TESTED
ADARB1	LOW_EXPRESSION
LINC00334	LOW_EXPRESSION
COL18A1	TESTED
LINC01694	LOW_EXPRESSION
PCBP3	LOW_EXPRESSION
AJ011932.1	LOW_EXPRESSION
COL6A1	TESTED
COL6A2	LOW_EXPRESSION
AP001469.1	LOW_EXPRESSION
MCM3AP-AS1	LOW_EXPRESSION
YBEY	TESTED
PCNT	TESTED
DIP2A	TESTED
PRMT2	TESTED
TMEM121B	LOW_EXPRESSION
HDHD5	TESTED
ADA2	TESTED
CECR3	LOW_EXPRESSION
AC007666.1	LOW_EXPRESSION
ATP6V1E1	TESTED
BID	TESTED
MICAL3	TESTED
AC016027.1	LOW_EXPRESSION
AC008079.2	LOW_EXPRESSION
DGCR2	TESTED
ESS2	TESTED
SLC25A1	TESTED
CLTCL1	LOW_EXPRESSION
HIRA	TESTED
C22orf39	TESTED
UFD1	TESTED
CLDN5	LOW_EXPRESSION
LINC00895	LOW_EXPRESSION
GNB1L	LOW_EXPRESSION
TXNRD2	TESTED
ARVCF	TESTED
AC006547.1	LOW_EXPRESSION
AC006547.2	LOW_EXPRESSION
TRMT2A	TESTED
CCDC188	LOW_EXPRESSION
RTN4R	TESTED
DGCR6L	TESTED
SCARF2	LOW_EXPRESSION
KLHL22	LOW_EXPRESSION
PI4KA	TESTED
AC002470.1	LOW_EXPRESSION
THAP7	TESTED
SLC7A4	LOW_EXPRESSION
YDJC	TESTED
YPEL1	TESTED
MAPK1	TESTED
PPM1F	TESTED
TOP3B	TESTED
AC245060.5	TESTED
ZNF280B	TESTED
ZNF280A	LOW_EXPRESSION
PRAME	TESTED
AC244250.1	LOW_EXPRESSION
RSPH14	LOW_EXPRESSION
LINC01658	LOW_EXPRESSION
IGLL1	LOW_EXPRESSION
AP000345.2	LOW_EXPRESSION
DRICH1	LOW_EXPRESSION
ZNF70	LOW_EXPRESSION
VPREB3	LOW_EXPRESSION
CHCHD10	TESTED
DERL3	TESTED
AP000350.5	LOW_EXPRESSION
AP000350.7	LOW_EXPRESSION
MIF-AS1	LOW_EXPRESSION
AP000350.6	LOW_EXPRESSION
DDT	TESTED
GGT5	LOW_EXPRESSION
ADORA2A-AS1	LOW_EXPRESSION
GUCD1	TESTED
LRRC75B	TESTED
AP000357.2	LOW_EXPRESSION
TMEM211	TESTED
AL022323.3	TESTED
AL022323.5	LOW_EXPRESSION
AL022323.2	LOW_EXPRESSION
AL022323.4	TESTED
AL022323.1	LOW_EXPRESSION
Z99916.3	LOW_EXPRESSION
AL022332.1	LOW_EXPRESSION
LRP5L	TESTED
HPS4	TESTED
TFIP11	TESTED
TPST2	TESTED
CRYBB1	LOW_EXPRESSION
Z99774.1	LOW_EXPRESSION
LINC01638	LOW_EXPRESSION
MN1	LOW_EXPRESSION
PITPNB	TESTED
TTC28	LOW_EXPRESSION
CHEK2	TESTED
XBP1	TESTED
ZNRF3-AS1	TESTED
C22orf31	LOW_EXPRESSION
RHBDD3	TESTED
RASL10A	LOW_EXPRESSION
AP1B1	TESTED
RFPL1S	LOW_EXPRESSION
THOC5	TESTED
NIPSNAP1	TESTED
ZMAT5	TESTED
ASCC2	TESTED
AC003681.1	LOW_EXPRESSION
LIF	TESTED
OSM	LOW_EXPRESSION
CASTOR1	LOW_EXPRESSION
TBC1D10A	LOW_EXPRESSION
SF3A1	TESTED
RNF215	LOW_EXPRESSION
SEC14L3	LOW_EXPRESSION
SEC14L4	LOW_EXPRESSION
SEC14L6	LOW_EXPRESSION
GAL3ST1	TESTED
PES1	TESTED
DUSP18	LOW_EXPRESSION
MORC2	TESTED
AC004542.2	LOW_EXPRESSION
AC005005.3	LOW_EXPRESSION
SELENOM	TESTED
PLA2G3	TESTED
PIK3IP1	TESTED
PATZ1	TESTED
EIF4ENIF1	TESTED
PISD	TESTED
PRR14L	TESTED
RFPL2	LOW_EXPRESSION
SLC5A4	LOW_EXPRESSION
RFPL3S	LOW_EXPRESSION
RTCB	TESTED
SYN3	LOW_EXPRESSION
LARGE1	LOW_EXPRESSION
AL008635.1	LOW_EXPRESSION
MB	TESTED
RBFOX2	TESTED
APOL3	TESTED
APOL4	LOW_EXPRESSION
APOL2	TESTED
MYH9	TESTED
AL022313.2	LOW_EXPRESSION
TXN2	TESTED
FOXRED2	TESTED
EIF3D	TESTED
IFT27	TESTED
PVALB	LOW_EXPRESSION
TST	TESTED
TMPRSS6	LOW_EXPRESSION
IL2RB	LOW_EXPRESSION
C1QTNF6	TESTED
SSTR3	LOW_EXPRESSION
RAC2	TESTED
ELFN2	LOW_EXPRESSION
MFNG	TESTED
CARD10	TESTED
LGALS2	TESTED
Z83844.2	LOW_EXPRESSION
ANKRD54	TESTED
SLC16A8	LOW_EXPRESSION
BAIAP2L2	TESTED
PLA2G6	TESTED
TMEM184B	TESTED
CSNK1E	TESTED
TPTEP2-CSNK1E	LOW_EXPRESSION
DDX17	TESTED
DMC1	LOW_EXPRESSION
FAM227A	TESTED
AL021707.4	LOW_EXPRESSION
JOSD1	TESTED
SUN2	TESTED
DNAL4	LOW_EXPRESSION
NPTXR	LOW_EXPRESSION
CBX6	TESTED
CBX7	LOW_EXPRESSION
PDGFB	TESTED
RPL3	TESTED
RPS19BP1	TESTED
ENTHD1	LOW_EXPRESSION
Z83847.1	LOW_EXPRESSION
MKL1	TESTED
SLC25A17	TESTED
ST13	TESTED
DNAJB7	LOW_EXPRESSION
EP300-AS1	LOW_EXPRESSION
AL035681.1	LOW_EXPRESSION
CHADL	LOW_EXPRESSION
RANGAP1	TESTED
TOB2	TESTED
PHF5A	TESTED
POLR3H	TESTED
PMM1	TESTED
DESI1	TESTED
SNU13	TESTED
AL021453.1	TESTED
SHISA8	LOW_EXPRESSION
TNFRSF13C	LOW_EXPRESSION
CENPM	TESTED
NAGA	TESTED
NDUFA6	TESTED
CYP2D6	TESTED
TCF20	TESTED
LINC01315	TESTED
NFAM1	LOW_EXPRESSION
RRP7A	TESTED
POLDIP3	TESTED
CYB5R3	TESTED
A4GALT	LOW_EXPRESSION
ARFGAP3	TESTED
PACSIN2	TESTED
TTLL1	LOW_EXPRESSION
MCAT	TESTED
TTLL12	TESTED
SCUBE1	LOW_EXPRESSION
EFCAB6	LOW_EXPRESSION
AL031595.2	LOW_EXPRESSION
SHISAL1	LOW_EXPRESSION
RTL6	TESTED
NUP50-DT	TESTED
KIAA0930	TESTED
SMC1B	LOW_EXPRESSION
LINC01589	LOW_EXPRESSION
WNT7B	TESTED
PRR34	LOW_EXPRESSION
AL121672.1	LOW_EXPRESSION
AL121672.2	LOW_EXPRESSION
CDPF1	LOW_EXPRESSION
PKDREJ	LOW_EXPRESSION
GTSE1-DT	LOW_EXPRESSION
CELSR1	TESTED
CERK	TESTED
AL118516.1	TESTED
