pathway_id	pathway	direction	background_genes	selected_genes	pathway_tested_genes	overlap	fold_enrichment	p_value	overlap_genes	status	reason	selected
R-HSA-375276	Peptide ligand-binding receptors	higher_in_LYPLA1_high	11058	39	42	3	20.252747252747252	0.0004233848014044597	KISS1;NMU;PPBP	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	lower_in_LYPLA1_high	11058	92	19	3	18.97826086956522	0.0004903503492532562	ITPKA;ITPKB;PLCD1	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	higher_in_LYPLA1_high	11058	39	65	3	13.086390532544378	0.0015232304762586035	KISS1;NMU;PPBP	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	higher_in_LYPLA1_high	11058	39	67	3	12.695752009184845	0.0016624649757309858	MMP1;PIM1;PTGS2	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-6783783	Interleukin-10 signaling	higher_in_LYPLA1_high	11058	39	23	2	24.655518394648826	0.002926360392328329	IL1RN;PTGS2	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-416476	G alpha (q) signalling events	higher_in_LYPLA1_high	11058	39	82	3	10.373358348968106	0.0029633836762198705	KISS1;NMU;RGS13	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-500792	GPCR ligand binding	higher_in_LYPLA1_high	11058	39	93	3	9.146401985111662	0.004227896011572177	KISS1;NMU;PPBP	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-418594	G alpha (i) signalling events	higher_in_LYPLA1_high	11058	39	106	3	8.024673439767781	0.0060906576613356	NMU;PPBP;RGS13	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-2022854	Keratan sulfate biosynthesis	lower_in_LYPLA1_high	11058	92	15	2	16.026086956521738	0.006700326210046251	B3GNT7;FMOD	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-388396	GPCR downstream signalling	higher_in_LYPLA1_high	11058	39	222	4	5.108801108801108	0.007501130716900005	KISS1;NMU;PPBP;RGS13	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	higher_in_LYPLA1_high	11058	39	39	2	14.540433925049308	0.00827180316250596	CD109;VNN1	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-6805567	Keratinization	higher_in_LYPLA1_high	11058	39	39	2	14.540433925049308	0.00827180316250596	CDSN;KRT7	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-6809371	Formation of the cornified envelope	higher_in_LYPLA1_high	11058	39	39	2	14.540433925049308	0.00827180316250596	CDSN;KRT7	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-2980736	Peptide hormone metabolism	higher_in_LYPLA1_high	11058	39	41	2	13.831144465290807	0.009113212269805146	DPP4;REN	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-372790	Signaling by GPCR	higher_in_LYPLA1_high	11058	39	244	4	4.648171500630517	0.010383360780825702	KISS1;NMU;PPBP;RGS13	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-399719	Trafficking of AMPA receptors	lower_in_LYPLA1_high	11058	92	19	2	12.652173913043478	0.010679105879445249	CACNG8;PRKCG	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	lower_in_LYPLA1_high	11058	92	19	2	12.652173913043478	0.010679105879445249	CACNG8;PRKCG	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-6803157	Antimicrobial peptides	lower_in_LYPLA1_high	11058	92	20	2	12.019565217391303	0.011801960045986814	PRSS2;S100A7	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-1638074	Keratan sulfate/keratin metabolism	lower_in_LYPLA1_high	11058	92	22	2	10.92687747035573	0.014195167351717938	B3GNT7;FMOD	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-1483249	Inositol phosphate metabolism	lower_in_LYPLA1_high	11058	92	64	3	5.634171195652174	0.01611199231845651	ITPKA;ITPKB;PLCD1	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-449147	Signaling by Interleukins	higher_in_LYPLA1_high	11058	39	293	4	3.870832239432922	0.019172935455186686	IL1RN;MMP1;PIM1;PTGS2	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-76002	Platelet activation, signaling and aggregation	higher_in_LYPLA1_high	11058	39	162	3	5.250712250712251	0.01918240770129564	CD109;PLCG2;PPBP	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-1442490	Collagen degradation	lower_in_LYPLA1_high	11058	92	26	2	9.24581939799331	0.019547260035851156	COL1A2;PRSS2	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	higher_in_LYPLA1_high	11058	39	64	2	8.860576923076923	0.021295107450703794	IGFBP6;MMP1	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-397014	Muscle contraction	lower_in_LYPLA1_high	11058	92	79	3	4.564391854705558	0.02798684496703461	CACNB2;CACNG8;DES	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-9031628	NGF-stimulated transcription	lower_in_LYPLA1_high	11058	92	33	2	7.284584980237154	0.030589617141699825	EGR2;REST	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-114608	Platelet degranulation	higher_in_LYPLA1_high	11058	39	79	2	7.178188899707887	0.031488395332937784	CD109;PPBP	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-3000178	ECM proteoglycans	lower_in_LYPLA1_high	11058	92	35	2	6.868322981366459	0.03410549433172629	COL1A2;FMOD	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-913709	O-linked glycosylation of mucins	lower_in_LYPLA1_high	11058	92	35	2	6.868322981366459	0.03410549433172629	B3GNT7;MUC5AC	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	higher_in_LYPLA1_high	11058	39	83	2	6.832252085264133	0.03447527024005406	CD109;PPBP	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-109582	Hemostasis	higher_in_LYPLA1_high	11058	39	361	4	3.1417004048582995	0.03742310996111718	CD109;MMP1;PLCG2;PPBP	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-187037	Signaling by NTRK1 (TRKA)	lower_in_LYPLA1_high	11058	92	92	3	3.9194234404536856	0.041175127448584134	EGR2;REST;SHC2	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	lower_in_LYPLA1_high	11058	92	39	2	6.163879598662207	0.04157942256452796	COL1A2;NPDC1	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-375276	Peptide ligand-binding receptors	lower_in_LYPLA1_high	11058	92	42	2	5.72360248447205	0.047549302930884274	EDN3;NPW	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-5668914	Diseases of metabolism	lower_in_LYPLA1_high	11058	92	164	4	2.9316012725344645	0.04773943079918525	ALDOB;FMOD;MUC5AC;NAGS	DONE	NOMINAL_P_EXPLORATORY	True
R-HSA-196071	Metabolism of steroid hormones	higher_in_LYPLA1_high	11058	39	15	1	18.902564102564103	0.05164846033051227	STS	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-166520	Signaling by NTRKs	lower_in_LYPLA1_high	11058	92	102	3	3.535166240409207	0.05309850017037015	EGR2;REST;SHC2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1433559	Regulation of KIT signaling	higher_in_LYPLA1_high	11058	39	16	1	17.721153846153847	0.05499770510522111	KITLG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	higher_in_LYPLA1_high	11058	39	16	1	17.721153846153847	0.05499770510522111	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-5576891	Cardiac conduction	lower_in_LYPLA1_high	11058	92	46	2	5.225897920604914	0.055959945835783134	CACNB2;CACNG8	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-199220	Vitamin B5 (pantothenate) metabolism	higher_in_LYPLA1_high	11058	39	17	1	16.678733031674206	0.058335423770399214	VNN1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2029485	Role of phospholipids in phagocytosis	higher_in_LYPLA1_high	11058	39	17	1	16.678733031674206	0.058335423770399214	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-210991	Basigin interactions	higher_in_LYPLA1_high	11058	39	17	1	16.678733031674206	0.058335423770399214	MMP1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-380108	Chemokine receptors bind chemokines	higher_in_LYPLA1_high	11058	39	17	1	16.678733031674206	0.058335423770399214	PPBP	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9006335	Signaling by Erythropoietin	higher_in_LYPLA1_high	11058	39	17	1	16.678733031674206	0.058335423770399214	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2424491	DAP12 signaling	higher_in_LYPLA1_high	11058	39	18	1	15.752136752136753	0.06166165495171925	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9703465	Signaling by FLT3 fusion proteins	higher_in_LYPLA1_high	11058	39	18	1	15.752136752136753	0.06166165495171925	PIM1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	higher_in_LYPLA1_high	11058	39	19	1	14.923076923076923	0.06497643714890067	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-202433	Generation of second messenger molecules	higher_in_LYPLA1_high	11058	39	19	1	14.923076923076923	0.06497643714890067	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	higher_in_LYPLA1_high	11058	39	19	1	14.923076923076923	0.06497643714890067	RGCC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2871809	FCERI mediated Ca+2 mobilization	higher_in_LYPLA1_high	11058	39	20	1	14.176923076923076	0.06827980873610903	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	lower_in_LYPLA1_high	11058	92	52	2	4.622909698996655	0.06945777953353127	EGR2;REST	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2172127	DAP12 interactions	higher_in_LYPLA1_high	11058	39	21	1	13.5018315018315	0.07157180796235392	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-425407	SLC-mediated transmembrane transport	lower_in_LYPLA1_high	11058	92	117	3	3.0819397993311037	0.07372205821576178	SLC29A4;SLC2A6;SLC45A3	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	higher_in_LYPLA1_high	11058	39	22	1	12.888111888111888	0.07485247295188623	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-112315	Transmission across Chemical Synapses	lower_in_LYPLA1_high	11058	92	122	3	2.955630791161796	0.08128326995383246	CACNB2;CACNG8;PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-114604	GPVI-mediated activation cascade	higher_in_LYPLA1_high	11058	39	24	1	11.814102564102564	0.08137995209639415	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9680350	Signaling by CSF1 (M-CSF) in myeloid cells	higher_in_LYPLA1_high	11058	39	24	1	11.814102564102564	0.08137995209639415	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-5173105	O-linked glycosylation	lower_in_LYPLA1_high	11058	92	58	2	4.144677661169415	0.08389709156990963	B3GNT7;MUC5AC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9682385	FLT3 signaling in disease	higher_in_LYPLA1_high	11058	39	25	1	11.341538461538462	0.08462684187963147	PIM1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9840310	Glycosphingolipid catabolism	higher_in_LYPLA1_high	11058	39	25	1	11.341538461538462	0.08462684187963147	STS	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1442490	Collagen degradation	higher_in_LYPLA1_high	11058	39	26	1	10.905325443786982	0.0878625486834649	MMP1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2871796	FCERI mediated MAPK activation	higher_in_LYPLA1_high	11058	39	26	1	10.905325443786982	0.0878625486834649	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9664323	FCGR3A-mediated IL10 synthesis	higher_in_LYPLA1_high	11058	39	27	1	10.501424501424502	0.09108711001426126	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1474228	Degradation of the extracellular matrix	lower_in_LYPLA1_high	11058	92	63	2	3.8157349896480333	0.09656064296894776	COL1A2;PRSS2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1980145	Signaling by NOTCH2	higher_in_LYPLA1_high	11058	39	30	1	9.451282051282051	0.10069429439837667	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2142753	Arachidonate metabolism	higher_in_LYPLA1_high	11058	39	30	1	9.451282051282051	0.10069429439837667	PTGS2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	lower_in_LYPLA1_high	11058	92	65	2	3.698327759197324	0.10177048925847976	EDN3;NPW	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9013407	RHOH GTPase cycle	higher_in_LYPLA1_high	11058	39	31	1	9.14640198511166	0.1038746464584477	STOM	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-6798695	Neutrophil degranulation	higher_in_LYPLA1_high	11058	39	328	3	2.5933395872420264	0.10824971565514778	PPBP;STOM;VNN1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1630316	Glycosaminoglycan metabolism	lower_in_LYPLA1_high	11058	92	68	2	3.535166240409207	0.10972740339798304	B3GNT7;FMOD	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-111465	Apoptotic cleavage of cellular proteins	higher_in_LYPLA1_high	11058	39	34	1	8.339366515837103	0.11335009101256678	BMX	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-388396	GPCR downstream signalling	lower_in_LYPLA1_high	11058	92	222	4	2.1656874265569916	0.11361388244282182	EDN3;NPW;OBSCN;PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity	higher_in_LYPLA1_high	11058	39	35	1	8.1010989010989	0.11648682418115446	KITLG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	lower_in_LYPLA1_high	11058	92	15	1	8.013043478260869	0.11785452259588279	AMACR	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-419037	NCAM1 interactions	lower_in_LYPLA1_high	11058	92	15	1	8.013043478260869	0.11785452259588279	CACNB2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-70263	Gluconeogenesis	lower_in_LYPLA1_high	11058	92	15	1	8.013043478260869	0.11785452259588279	ALDOB	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-8948216	Collagen chain trimerization	lower_in_LYPLA1_high	11058	92	15	1	8.013043478260869	0.11785452259588279	COL1A2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9820448	Developmental Cell Lineages of the Exocrine Pancreas	lower_in_LYPLA1_high	11058	92	15	1	8.013043478260869	0.11785452259588279	COL1A2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1474244	Extracellular matrix organization	lower_in_LYPLA1_high	11058	92	144	3	2.504076086956522	0.11820424641298821	COL1A2;FMOD;PRSS2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1660662	Glycosphingolipid metabolism	higher_in_LYPLA1_high	11058	39	36	1	7.8760683760683765	0.11961274397222182	STS	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	higher_in_LYPLA1_high	11058	39	345	3	2.465551839464883	0.12108675870420475	HES5;KITLG;PIM1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9035034	RHOF GTPase cycle	higher_in_LYPLA1_high	11058	39	37	1	7.663201663201662	0.12272788668543913	BASP1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	lower_in_LYPLA1_high	11058	92	16	1	7.5122282608695645	0.12520373783822442	CACNB2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1433557	Signaling by SCF-KIT	higher_in_LYPLA1_high	11058	39	38	1	7.461538461538462	0.12583228850190495	KITLG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-202733	Cell surface interactions at the vascular wall	lower_in_LYPLA1_high	11058	92	75	2	3.205217391304348	0.12889031422629782	COL1A2;PROC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9012852	Signaling by NOTCH3	higher_in_LYPLA1_high	11058	39	39	1	7.270216962524654	0.1289259854845207	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	higher_in_LYPLA1_high	11058	39	40	1	7.088461538461538	0.13200901357836792	KITLG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-6798695	Neutrophil degranulation	lower_in_LYPLA1_high	11058	92	328	5	1.8322507953340403	0.13768346035580548	ANPEP;CRACR2A;ORM1;PRSS2;S100A7	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-163841	Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	higher_in_LYPLA1_high	11058	39	42	1	6.75091575091575	0.13814320629322488	STS	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	higher_in_LYPLA1_high	11058	39	42	1	6.75091575091575	0.13814320629322488	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-75153	Apoptotic execution phase	higher_in_LYPLA1_high	11058	39	42	1	6.75091575091575	0.13814320629322488	BMX	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-189445	Metabolism of porphyrins	lower_in_LYPLA1_high	11058	92	18	1	6.6775362318840585	0.13972096163430014	PPOX	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9734767	Developmental Cell Lineages	lower_in_LYPLA1_high	11058	92	18	1	6.6775362318840585	0.13972096163430014	COL1A2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-372790	Signaling by GPCR	lower_in_LYPLA1_high	11058	92	244	4	1.9704205274411974	0.14557226522572803	EDN3;NPW;OBSCN;PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-112316	Neuronal System	lower_in_LYPLA1_high	11058	92	159	3	2.2678424938474158	0.14635051730376633	CACNB2;CACNG8;PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	higher_in_LYPLA1_high	11058	39	45	1	6.300854700854701	0.14726537059355238	BMX	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	higher_in_LYPLA1_high	11058	39	46	1	6.163879598662207	0.15028513365056242	RGCC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9013409	RHOJ GTPase cycle	higher_in_LYPLA1_high	11058	39	46	1	6.163879598662207	0.15028513365056242	STOM	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-3781865	Diseases of glycosylation	lower_in_LYPLA1_high	11058	92	83	2	2.896280775275013	0.1516540456269699	FMOD;MUC5AC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	lower_in_LYPLA1_high	11058	92	83	2	2.896280775275013	0.1516540456269699	ORM1;PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-76002	Platelet activation, signaling and aggregation	lower_in_LYPLA1_high	11058	92	162	3	2.225845410628019	0.15222685725663418	COL1A2;ORM1;PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	higher_in_LYPLA1_high	11058	39	47	1	6.032733224222586	0.15329447616669295	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9664433	Leishmania parasite growth and survival	higher_in_LYPLA1_high	11058	39	47	1	6.032733224222586	0.15329447616669295	PLCG2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-3000170	Syndecan interactions	lower_in_LYPLA1_high	11058	92	20	1	6.009782608695652	0.15399984801934916	COL1A2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	lower_in_LYPLA1_high	11058	92	20	1	6.009782608695652	0.15399984801934916	SLC29A4	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-8874081	MET activates PTK2 signaling	lower_in_LYPLA1_high	11058	92	20	1	6.009782608695652	0.15399984801934916	COL1A2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	lower_in_LYPLA1_high	11058	92	20	1	6.009782608695652	0.15399984801934916	EGR2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9769739	Regulation of clotting cascade	lower_in_LYPLA1_high	11058	92	20	1	6.009782608695652	0.15399984801934916	PROC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9769740	Coagulation pathway	lower_in_LYPLA1_high	11058	92	20	1	6.009782608695652	0.15399984801934916	PROC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2672351	Stimuli-sensing channels	higher_in_LYPLA1_high	11058	39	48	1	5.907051282051282	0.156293433157838	STOM	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-76009	Platelet Aggregation (Plug Formation)	lower_in_LYPLA1_high	11058	92	21	1	5.72360248447205	0.16105112669141108	COL1A2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-111933	Calmodulin induced events	lower_in_LYPLA1_high	11058	92	22	1	5.463438735177865	0.16804426761234878	PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-111997	CaM pathway	lower_in_LYPLA1_high	11058	92	22	1	5.463438735177865	0.16804426761234878	PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-192105	Synthesis of bile acids and bile salts	lower_in_LYPLA1_high	11058	92	22	1	5.463438735177865	0.16804426761234878	AMACR	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-3560782	Diseases associated with glycosaminoglycan metabolism	lower_in_LYPLA1_high	11058	92	22	1	5.463438735177865	0.16804426761234878	FMOD	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	higher_in_LYPLA1_high	11058	39	53	1	5.34978229317852	0.17113365280090145	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2644603	Signaling by NOTCH1 in Cancer	higher_in_LYPLA1_high	11058	39	53	1	5.34978229317852	0.17113365280090145	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	higher_in_LYPLA1_high	11058	39	53	1	5.34978229317852	0.17113365280090145	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	higher_in_LYPLA1_high	11058	39	53	1	5.34978229317852	0.17113365280090145	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	higher_in_LYPLA1_high	11058	39	53	1	5.34978229317852	0.17113365280090145	HES5	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9013406	RHOQ GTPase cycle	higher_in_LYPLA1_high	11058	39	53	1	5.34978229317852	0.17113365280090145	STOM	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-186712	Regulation of beta-cell development	lower_in_LYPLA1_high	11058	92	23	1	5.225897920604914	0.17497974490300344	NEUROG3	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-390918	Peroxisomal lipid metabolism	lower_in_LYPLA1_high	11058	92	23	1	5.225897920604914	0.17497974490300344	AMACR	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-418597	G alpha (z) signalling events	lower_in_LYPLA1_high	11058	92	23	1	5.225897920604914	0.17497974490300344	PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	lower_in_LYPLA1_high	11058	92	23	1	5.225897920604914	0.17497974490300344	TACC3	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9634815	Transcriptional Regulation by NPAS4	lower_in_LYPLA1_high	11058	92	23	1	5.225897920604914	0.17497974490300344	REST	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	lower_in_LYPLA1_high	11058	92	93	2	2.584852734922861	0.18110172485335235	CACNG8;PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-500792	GPCR ligand binding	lower_in_LYPLA1_high	11058	92	93	2	2.584852734922861	0.18110172485335235	EDN3;NPW	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-109582	Hemostasis	lower_in_LYPLA1_high	11058	92	361	5	1.6647597254004576	0.1817643182945625	COL1A2;ORM1;PRKCG;PRKG1;PROC	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-111996	Ca-dependent events	lower_in_LYPLA1_high	11058	92	24	1	5.008152173913043	0.18185802886031424	PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-114452	Activation of BH3-only proteins	lower_in_LYPLA1_high	11058	92	24	1	5.008152173913043	0.18185802886031424	PPP1R13B	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-114604	GPVI-mediated activation cascade	lower_in_LYPLA1_high	11058	92	24	1	5.008152173913043	0.18185802886031424	COL1A2	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-9013026	RHOB GTPase cycle	higher_in_LYPLA1_high	11058	39	60	1	4.725641025641026	0.19148343669227683	STOM	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-71387	Metabolism of carbohydrates and carbohydrate derivatives	lower_in_LYPLA1_high	11058	92	182	3	1.9812470138557094	0.19316290623763965	ALDOB;B3GNT7;FMOD	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1489509	DAG and IP3 signaling	lower_in_LYPLA1_high	11058	92	26	1	4.622909698996655	0.19544487902589408	PRKCG	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-194068	Bile acid and bile salt metabolism	lower_in_LYPLA1_high	11058	92	26	1	4.622909698996655	0.19544487902589408	AMACR	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-5663084	Diseases of carbohydrate metabolism	lower_in_LYPLA1_high	11058	92	26	1	4.622909698996655	0.19544487902589408	ALDOB	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-3858494	Beta-catenin independent WNT signaling	lower_in_LYPLA1_high	11058	92	98	2	2.4529724933451638	0.19613540941702792	PRKCG;PRKG1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-1474228	Degradation of the extracellular matrix	higher_in_LYPLA1_high	11058	39	63	1	4.500610500610501	0.2000549885831464	MMP1	DONE	NOMINAL_P_EXPLORATORY	False
R-HSA-2219528	PI3K/AKT Signaling in Cancer	higher_in_LYPLA1_high	11058	39	63	1	4.500610500610501	0.2000549885831464	KITLG	DONE	NOMINAL_P_EXPLORATORY	False
