cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	tissue	enrichment	technology	annotation_level	cell_type	n_cells	n_patients_ge20	patient_cells_min	patient_cells_q25	patient_cells_median	patient_cells_q75	patient_cells_max	n_specimens	composition_eligible
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	B cells	5208	10	262	446.5	503.5	585.5	788	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Epithelial cells	1070	9	18	67.5	122.0	151.25	189	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Mast cells	184	3	1	3.5	6.5	23.25	82	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Myeloids	369	9	3	22.5	31.0	58.25	67	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Stromal cells	3197	10	25	160.25	264.5	439.75	730	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	T cells	6376	10	406	473.75	568.0	850.0	970	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	B cells	3938	22	12	64.0	106.0	255.5	814	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Epithelial cells	17469	22	13	319.5	505.0	944.5	2720	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Mast cells	3	0	1	1.25	1.5	1.75	2	2	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Myeloids	6400	23	20	77.5	242.0	370.5	823	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Stromal cells	2736	19	4	31.0	83.0	180.5	374	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	T cells	16739	23	149	473.5	635.0	911.5	2171	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD19+CD20+ B	1684	10	26	75.75	121.5	250.5	432	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD4+ T cells	3325	10	186	223.75	289.5	462.25	540	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD8+ T cells	1757	10	61	116.0	197.5	224.75	294	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Enteric glial cells	282	5	1	7.25	25.0	47.75	63	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Goblet cells	139	4	1	3.75	16.5	20.75	30	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	IgA+ Plasma	3366	10	129	230.25	353.0	376.75	633	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	IgG+ Plasma	94	1	1	1.0	3.0	9.5	49	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Intermediate	181	3	8	12.25	17.5	21.25	33	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Lymphatic ECs	80	1	2	3.5	10.5	13.25	24	8	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Mast cells	184	3	1	3.5	6.5	23.25	82	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Mature Enterocytes type 1	213	2	3	4.0	7.5	30.25	96	8	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Mature Enterocytes type 2	131	3	1	5.0	10.5	20.75	31	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Myofibroblasts	9	0	1	1.0	1.0	1.0	4	6	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	NK cells	163	5	5	15.0	21.0	22.0	30	9	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Pericytes	92	1	1	4.25	7.0	15.25	22	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Pro-inflammatory	74	0	1	4.25	5.0	8.5	19	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Proliferating	6	0	1	1.0	1.0	1.5	3	4	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Regulatory T cells	154	3	6	10.0	15.0	19.5	30	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	SPP1+	156	3	2	8.0	17.0	28.0	35	9	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Smooth muscle cells	123	2	2	5.0	16.0	19.0	30	9	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Stalk-like ECs	96	1	3	4.0	10.0	17.0	22	9	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Stem-like/TA	406	8	5	28.5	44.0	52.25	90	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Stromal 1	972	9	1	47.5	66.5	148.25	240	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Stromal 2	236	6	1	16.0	23.0	28.5	65	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Stromal 3	744	8	2	33.75	42.5	108.75	236	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	T follicular helper cells	72	2	1	2.0	3.0	8.0	26	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	T helper 17 cells	17	0	1	1.0	1.0	2.5	8	7	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Tip-like ECs	563	8	7	29.0	54.0	78.25	124	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Unknown	179	3	6	11.75	16.5	21.25	42	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	cDC	129	3	2	5.5	10.5	19.75	29	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Normal	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	gamma delta T cells	777	10	40	54.0	74.5	83.0	147	10	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD19+CD20+ B	2049	19	8	30.5	61.0	142.0	282	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD4+ T cells	3980	22	12	74.0	127.0	164.5	934	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD8+ T cells	4647	23	20	85.0	118.0	251.0	1017	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CMS1	1201	5	1	2.0	3.0	18.0	722	21	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CMS2	10771	17	1	27.0	316.0	493.0	1841	21	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CMS3	5486	19	3	35.0	56.0	190.5	2614	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CMS4	11	0	1	1.0	1.0	1.0	2	9	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Enteric glial cells	23	0	1	1.0	1.0	4.5	10	7	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	IgA+ Plasma	180	2	1	1.0	2.5	6.25	106	14	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	IgG+ Plasma	1661	17	3	19.0	54.0	89.5	415	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Lymphatic ECs	28	0	1	1.0	2.0	3.25	5	12	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Mast cells	3	0	1	1.25	1.5	1.75	2	2	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Myofibroblasts	1146	13	1	4.0	26.0	71.5	299	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	NK cells	948	18	10	20.5	29.0	55.0	138	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Pericytes	353	5	2	5.0	9.0	19.0	71	21	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Pro-inflammatory	2325	18	4	29.5	72.0	133.0	400	23	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Proliferating	165	2	1	3.0	5.0	6.0	42	21	True
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Lee2020_GSE132465	Lee2020_GSE132465	Tumor	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	Proliferative ECs	44	0	1	2.0	2.0	4.0	9	14	True
