cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	tissue	enrichment	technology	annotation_level	cell_type	n_cells	n_patients_ge20	patient_cells_min	patient_cells_q25	patient_cells_median	patient_cells_q75	patient_cells_max	n_specimens	composition_eligible
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pCD3nCD19nMACS	SC3Pv2	midway	Peri	1	0	1	1.0	1.0	1.0	1	1	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pCD3nCD19nMACS	SC3Pv2	midway	Plasma	4	0	4	4.0	4.0	4.0	4	1	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pCD3nCD19nMACS	SC3Pv2	midway	TCD4	11	0	11	11.0	11.0	11.0	11	1	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pCD3nCD19nMACS	SC3Pv2	midway	TCD8	42	1	42	42.0	42.0	42.0	42	1	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pCD3nCD19nMACS	SC3Pv2	midway	TZBTB16	100	1	100	100.0	100.0	100.0	100	1	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pCD3nCD19nMACS	SC3Pv2	midway	Tgd	24	1	24	24.0	24.0	24.0	24	1	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	B	3948	29	3	34.25	54.0	142.5	638	35	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	DC	1986	26	2	18.0	42.0	78.5	234	36	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Endo	836	15	1	6.25	13.0	27.5	154	35	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Epi	17504	34	10	233.5	395.0	619.0	1681	36	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Fibro	335	4	1	2.0	8.0	13.0	77	28	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Granulo	256	2	1	2.0	4.0	7.5	88	32	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	ILC	100	0	1	1.0	2.0	6.0	16	25	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Macro	7629	34	10	85.5	162.0	307.0	676	36	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Mast	1345	18	2	13.0	26.5	49.5	255	35	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Mono	5344	35	23	56.0	124.0	186.0	547	36	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	NK	1029	19	3	13.25	25.0	43.75	105	35	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Peri	288	3	1	3.0	5.0	12.0	61	29	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Plasma	5189	25	1	18.0	60.5	250.5	628	35	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Schwann	3	0	1	1.25	1.5	1.75	2	2	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	SmoothMuscle	27	0	1	1.0	1.0	2.75	15	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	TCD4	6594	34	7	81.5	145.0	245.0	642	36	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	TCD8	5061	31	10	34.0	71.0	183.5	1007	36	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	TZBTB16	1520	14	1	6.25	14.5	43.0	368	33	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv2	midway	Tgd	1413	18	1	5.75	23.0	48.0	280	35	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	B	1051	5	6	25.5	71.0	269.5	384	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	DC	437	6	14	38.5	51.0	89.0	117	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Endo	434	5	5	27.5	48.0	69.5	187	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Epi	5663	7	59	165.0	258.0	1452.5	2111	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Fibro	135	2	2	3.0	11.0	27.0	92	6	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Granulo	1046	3	1	2.0	13.0	76.5	875	7	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	ILC	56	0	2	2.0	4.0	13.5	19	7	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Macro	2639	7	88	200.0	345.0	511.5	783	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Mast	203	4	14	18.0	25.0	35.5	57	7	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Mono	1745	7	41	84.5	235.0	326.5	647	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	NK	162	2	7	12.5	16.0	18.0	78	7	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Peri	126	2	1	5.25	7.0	28.25	71	7	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Plasma	6489	3	1	8.5	56.5	315.25	5981	7	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Schwann	5	0	5	5.0	5.0	5.0	5	1	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	SmoothMuscle	24	0	2	4.0	6.0	11.0	16	3	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	TCD4	1826	7	22	125.5	194.0	377.0	605	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	TCD8	1369	5	2	28.5	138.0	316.0	540	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	TZBTB16	140	3	3	7.5	11.0	33.5	44	8	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	CD45pMACS	SC3Pv3	midway	Tgd	83	1	1	3.5	6.5	13.25	51	6	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	B	350	4	17	32.0	33.0	46.0	222	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	DC	191	4	19	22.0	28.0	44.0	78	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Endo	43	1	2	2.75	10.0	18.0	21	4	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Epi	1036	5	85	141.0	162.0	285.0	363	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Fibro	18	0	1	1.0	2.0	6.0	8	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Granulo	49	1	2	3.0	4.0	9.0	31	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	ILC	12	0	1	1.0	1.0	3.0	9	4	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Macro	186	3	8	13.0	43.0	60.0	62	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Mast	34	0	1	1.0	1.0	14.0	17	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Mono	134	2	12	18.0	19.0	24.0	61	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	NK	195	4	15	22.0	28.0	60.0	70	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Peri	11	0	2	2.5	3.0	4.5	6	3	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Plasma	167	3	1	6.0	24.0	27.0	109	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	TCD4	1236	5	95	105.0	321.0	344.0	371	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	TCD8	899	5	28	44.0	107.0	130.0	590	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	TZBTB16	91	3	2	9.0	21.0	21.0	38	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	LiveMACS	SC3Pv2	midway	Tgd	59	1	3	4.0	8.0	11.0	33	5	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	mixUnsortCD45MACS	SC3Pv2	midway	B	120	2	10	19.0	28.0	55.0	82	3	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	mixUnsortCD45MACS	SC3Pv2	midway	DC	61	3	20	20.0	20.0	20.5	21	3	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	mixUnsortCD45MACS	SC3Pv2	midway	Endo	17	0	2	3.5	5.0	7.5	10	3	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	mixUnsortCD45MACS	SC3Pv2	midway	Epi	1804	3	485	518.5	552.0	659.5	767	3	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	mixUnsortCD45MACS	SC3Pv2	midway	Fibro	4	0	1	1.0	1.0	1.5	2	3	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	mixUnsortCD45MACS	SC3Pv2	midway	Granulo	82	1	1	21.0	41.0	61.0	81	2	False
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T050000Z_cell_origin_v1	COAD_cell_origin_v1	cell_coverage	NA	NA	NA	patient	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	Descriptive only; no hypothesis tests	Pelka2021_GSE178341	Pelka2021_GSE178341	T	mixUnsortCD45MACS	SC3Pv2	midway	ILC	7	0	1	1.5	2.0	3.0	4	3	False
