config	gene	module	module_size	kME	rank	rank_fraction	Pal_kME	Pal_rank_fraction
split1	NSA2	magenta	171	0.492905468813292	104	0.608187134502924	0.147531037511702	0.701754385964912
split1	BUD23	grey	NA	NA	NA	NA	NA	NA
split1	SEC11C	blue	627	0.403690139934041	456	0.727272727272727	0.45461797909466	0.259968102073365
split1	FCGRT	turquoise	771	0.683391730505921	68	0.0881971465629053	0.216317010808437	0.65974025974026
split1	CCDC124	green	293	0.413420987603866	259	0.883959044368601	0.29516046833847	0.745704467353952
split1	PTTG1IP	grey	NA	NA	NA	NA	NA	NA
split1	TMEM183A	tan	127	0.446355562476375	93	0.732283464566929	0.0881159554960935	0.968503937007874
split1	PON2	grey	NA	NA	NA	NA	NA	NA
split1	TGIF1	yellow	299	0.478069314682961	206	0.688963210702341	0.490338852037935	0.193979933110368
split1	GSPT1	grey	NA	NA	NA	NA	NA	NA
split1	FAM3C	tan	127	0.627032372620144	22	0.173228346456693	0.285389112730599	0.755905511811024
split1	AHCY	magenta	171	0.564108233615285	84	0.491228070175439	0.0694408483285938	0.807017543859649
split1	SEC13	green	293	0.493893518860502	186	0.63481228668942	0.473218359424059	0.288659793814433
split1	TSEN34	blue	627	0.573812896177501	148	0.236044657097289	0.359405633648121	0.507177033492823
split1	SOCS3	yellow	299	0.387274354642064	278	0.929765886287625	0.56506760880515	0.100334448160535
split1	CHCHD1	blue	627	0.370871703084792	532	0.848484848484849	0.299297070251198	0.676236044657097
split1	NGRN	greenyellow	145	0.799812530812701	5	0.0344827586206897	0.101765993893985	0.611111111111111
split1	SFN	greenyellow	145	0.359739799967804	120	0.827586206896552	0.415530465000354	0.159722222222222
split1	METTL9	blue	627	0.443409012964805	360	0.574162679425837	0.415983327220925	0.344497607655502
split1	HSD17B10	blue	627	0.631982243104617	91	0.145135566188198	0.388824059754302	0.432216905901116
split1	PAXX	brown	491	0.454888058770206	269	0.54786150712831	0.0686049580803209	0.928716904276986
split1	IRF2BP2	yellow	299	0.490010815783884	191	0.638795986622074	0.481604469188796	0.214046822742475
split1	SDCBP	black	272	0.34158807923242	256	0.941176470588235	0.225492227859348	0.691176470588235
split1	HP1BP3	grey	NA	NA	NA	NA	NA	NA
split1	FSCN1	tan	127	0.65658369723873	17	0.133858267716535	0.580057294303278	0.244094488188976
split1	MAGOH	tan	127	0.470120219645961	81	0.637795275590551	0.393039964274412	0.559055118110236
split1	DAP3	green	293	0.31054047177701	293	1	0.214418608831121	0.869415807560137
split1	ZNF428	greenyellow	145	0.556803120358631	45	0.310344827586207	0.0349378675390884	0.729166666666667
split1	MMADHC	blue	627	0.739519169283025	22	0.0350877192982456	0.5542307122459	0.0701754385964912
split1	UQCC3	black	272	0.398446820787826	207	0.761029411764706	0.389866100039358	0.404411764705882
split1	PRPF40A	blue	627	0.628342077617906	96	0.15311004784689	0.536032725322939	0.111642743221691
split1	RAB4A	grey	NA	NA	NA	NA	NA	NA
split1	DPP7	turquoise	771	0.492573071626727	336	0.43579766536965	0.210385948154726	0.675324675324675
split1	MRPS35	magenta	171	0.450372169125987	119	0.695906432748538	-0.107190212603755	0.970760233918129
split1	NIPSNAP2	pink	187	0.529515734851322	80	0.427807486631016	-0.224415054958836	0.983870967741935
split1	ILF3	grey	NA	NA	NA	NA	NA	NA
split1	STAU1	grey	NA	NA	NA	NA	NA	NA
split1	HNRNPAB	purple	154	0.549796894025778	73	0.474025974025974	0.22711539135834	0.837662337662338
split1	PPP1R1B	brown	491	0.470366303164052	247	0.503054989816701	0.0393073735406137	0.953156822810591
split1	INSIG1	grey	NA	NA	NA	NA	NA	NA
split1	CXCL2	grey	NA	NA	NA	NA	NA	NA
split1	GCSH	green	293	0.534091339270648	127	0.433447098976109	0.518140446049116	0.209621993127148
split1	GFUS	grey	NA	NA	NA	NA	NA	NA
split1	TFAP2A	grey	NA	NA	NA	NA	NA	NA
split1	ARL1	pink	187	0.624023879191206	43	0.229946524064171	0.0123800413783257	0.747311827956989
split1	DPM3	pink	187	0.504005857872122	105	0.561497326203209	0.309792586338466	0.306451612903226
split1	SRSF10	grey	NA	NA	NA	NA	NA	NA
split1	JUP	brown	491	0.550834368992052	120	0.244399185336049	0.243303218327655	0.720977596741344
split1	YIPF3	grey	NA	NA	NA	NA	NA	NA
split1	ERRFI1	yellow	299	0.385801546701151	279	0.933110367892977	0.515915788266899	0.160535117056856
split1	GLO1	blue	627	0.309161788434312	614	0.9792663476874	0.414094901390549	0.349282296650718
split1	PMVK	grey	NA	NA	NA	NA	NA	NA
split1	PSMB4	grey	NA	NA	NA	NA	NA	NA
split1	ANXA11	greenyellow	145	0.440329455404718	84	0.579310344827586	0.381048549551132	0.194444444444444
split1	PSMD7	blue	627	0.774425550717924	10	0.0159489633173844	0.626528110226371	0.0239234449760766
split1	TAF7	turquoise	771	0.377678071813569	603	0.782101167315175	0.133540567015484	0.825974025974026
split1	FAM174C	grey	NA	NA	NA	NA	NA	NA
split1	NANS	grey	NA	NA	NA	NA	NA	NA
split1	COL1A2	grey	NA	NA	NA	NA	NA	NA
split1	MLEC	blue	627	0.427466080481451	402	0.641148325358852	0.177889499984679	0.878787878787879
split1	ANP32A	blue	627	0.486180762044974	282	0.449760765550239	0.268603869138681	0.749601275917065
split1	GID8	turquoise	771	0.407693862904411	535	0.69390402075227	0.20700668288099	0.688311688311688
split1	CIAO2A	black	272	0.498966343711504	134	0.492647058823529	0.407000464597314	0.345588235294118
split1	PSENEN	red	286	0.738226665181668	29	0.101398601398601	0.184612017219147	0.733333333333333
split1	PTTG1	purple	154	0.81407127415161	4	0.025974025974026	0.657129777863427	0.038961038961039
split1	GOLGB1	yellow	299	0.591199247932145	96	0.321070234113712	0.320971697229718	0.561872909698997
split1	PPT1	grey	NA	NA	NA	NA	NA	NA
split1	SDF4	greenyellow	145	0.413922994407001	94	0.648275862068965	0.419436512685411	0.138888888888889
split1	ERLEC1	red	286	0.409170964383925	233	0.814685314685315	0.322997848378634	0.396491228070175
split1	TMED4	turquoise	771	0.437425809717576	452	0.586251621271077	0.255108338412897	0.587012987012987
split1	PPP1CC	magenta	171	0.295046704249437	171	1	0.0307433610859503	0.883040935672515
split1	DSC2	tan	127	0.480851532711839	76	0.598425196850394	0.650996152218992	0.133858267716535
split1	SSNA1	grey	NA	NA	NA	NA	NA	NA
split1	UBE2N	grey	NA	NA	NA	NA	NA	NA
split1	PTP4A2	turquoise	771	0.574773738647754	220	0.285343709468223	0.512667543861392	0.111688311688312
split1	PPIG	grey	NA	NA	NA	NA	NA	NA
split1	COA4	magenta	171	0.319558313280812	164	0.95906432748538	-0.0419610364028363	0.935672514619883
split1	C1orf21	turquoise	771	0.339396323017071	688	0.892347600518807	0.486884535628002	0.135064935064935
split1	PRKAR1A	turquoise	771	0.590358385733094	197	0.255512321660182	0.36477168694317	0.332467532467532
split1	TM7SF2	brown	491	0.528264097209353	157	0.319755600814664	0.110441214210881	0.910386965376782
split1	HOOK2	yellow	299	0.516566922758456	162	0.54180602006689	0.222081423413708	0.836120401337793
split1	RBMX	blue	627	0.496008753892717	269	0.42902711323764	-0.0659228617596654	0.996810207336523
split1	RNH1	turquoise	771	0.32385867890411	718	0.931258106355383	0.284955028941896	0.522077922077922
split1	COL6A2	grey	NA	NA	NA	NA	NA	NA
split1	GPBP1	turquoise	771	0.645567906765837	119	0.154345006485084	0.219134671353805	0.654545454545455
split1	HILPDA	grey	NA	NA	NA	NA	NA	NA
split1	KHDRBS1	green	293	0.478685861545324	199	0.679180887372014	0.356672751584926	0.570446735395189
split1	NDUFS3	blue	627	0.44644787123927	354	0.564593301435407	0.451006605251489	0.272727272727273
split1	ASS1	greenyellow	145	0.542583712567881	49	0.337931034482759	0.450759868393853	0.111111111111111
split1	RAB11B	greenyellow	145	0.445271454190075	83	0.572413793103448	0.155655362477262	0.520833333333333
split1	ACTN4	grey	NA	NA	NA	NA	NA	NA
split1	ANTKMT	turquoise	771	0.606453421580784	174	0.22568093385214	0.483600888713251	0.141558441558442
split1	PSMC3	blue	627	0.718671325718349	28	0.0446570972886762	0.264210573842064	0.760765550239234
split1	TMEM106C	black	272	0.413806911726631	201	0.738970588235294	0.427173013178631	0.294117647058824
split1	CTSC	tan	127	0.585264350342125	42	0.330708661417323	0.590012165899939	0.236220472440945
split1	POLR2H	grey	NA	NA	NA	NA	NA	NA
split1	MRPL34	grey	NA	NA	NA	NA	NA	NA
split1	PPCS	blue	627	0.414613981179912	430	0.685805422647528	0.209051470264456	0.840510366826156
split1	RBBP4	blue	627	0.527072512708453	215	0.342902711323764	0.197496972416536	0.861244019138756
split1	NONO	grey	NA	NA	NA	NA	NA	NA
split1	BNIP3L	greenyellow	145	0.484451002355345	71	0.489655172413793	0.330631020343126	0.243055555555556
split1	XRN2	blue	627	0.377816940302411	513	0.818181818181818	0.35846690787306	0.515151515151515
split1	RNF114	blue	627	0.405045415349553	451	0.719298245614035	0.244567472429582	0.791068580542265
