cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	partition	celltype	n_source_labels_total	n_source_labels_eligible	n_cells_total	n_cells_eligible	mean_detection_fraction	median_donor_mean	q25	q75	annotation_origin	normalization	bootstrap_first_frequency
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AADAT	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.023593374671579882	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Acinar	8	4	294	281	0.04014492963550526	0.02522470364959413	0.01768933019197025	0.031128748129203767	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.236
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AADAT	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.00012728868106948296	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	B/Plasma	21	17	2440	2401	0.00048216007714561236	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AADAT	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.01521055848397843	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Endothelial	13	4	494	440	0.016109760891240988	0.008814821573137645	0.00518375658721354	0.018841623469902532	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.044
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AADAT	author_source_label	18	21	equal_donor_mean_cellwise_log1p10k	0.009935944213335724	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Epithelial/Ductal	21	18	8598	8585	0.04333563109659762	0.008688029988279066	0.006750521262088589	0.011806060712815359	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AADAT	author_source_label	11	21	equal_donor_mean_cellwise_log1p10k	0.028517199035873964	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Fibroblast/CAF	20	11	1151	1084	0.08399686060681986	0.02476102381833793	0.02016208647013185	0.030216791711256658	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.72
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AADAT	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.00016177643025652198	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Myeloid	21	20	9381	9363	0.0002346301546854251	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AADAT	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.0018111042707124457	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	T/NK	21	20	23790	23783	0.003521887920881975	3.400050381263648e-05	0.0	0.0005111993108554472	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AASS	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.03799673189212386	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q9UDR5	primary_tumor	Acinar	8	4	294	281	0.08803069368599446	0.021745647369501214	0.002655105547850266	0.05708727371377481	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.068
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AASS	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.01273726974156138	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q9UDR5	primary_tumor	B/Plasma	21	17	2440	2401	0.013134719721317627	0.006846051386708518	0.0	0.014540505001815902	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T120400Z_sop_v3_source	PDAC_CAMP_source_SOP_v3	sc_expression_source	NA	NA	AASS	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.08366055707978945	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q9UDR5	primary_tumor	Endothelial	13	4	494	440	0.1368913224804418	0.09753384898530798	0.05622169566179944	0.12497271040329802	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.586
