cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	feature_id	n_pairs_total	n_both_available	mask_semantics	n_pairs_used	n_nonzero	n_up	n_down	n_equal	up_fraction	down_fraction	mean_delta	median_delta	rank_biserial	seed	zero_method	tie_method	continuity_correction	B	bootstrap_valid	ci_estimand	ci_method	p_method	family_n_planned	evidence_label	level
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:docosadienoylcarnitine (C22:2)	docosadienoylcarnitine (C22:2)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.1684993972425874	-0.4158536228079629	0.863581332825745	0.88991	0.90860087517934	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:b3801d8d4efbc593	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	6	11	0	0.3529411764705882	0.6470588235294118	0.1684993972425874	-0.2490494908353149	-0.0457516339869281	3448503078	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-2.535245261601145	-3.276082664765196	-1.777209637034455	3e-05	0.0002127254710477	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	1	16	0	0.0588235294117647	0.9411764705882352	-2.535245261601145	-2.5247961331661166	-0.9738562091503268	1523953338	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:docosahexaenoylcarnitine (C22:6)	docosahexaenoylcarnitine (C22:6)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.6573260552487237	-0.188055206362828	1.446261419126921	0.15913	0.2073359340659341	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:12c94ad317e34e90	17	4	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	12	5	0	0.7058823529411765	0.2941176470588235	0.6573260552487237	0.9914828705141367	0.3986928104575163	2930827296	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C16513	docosapentaenoate (n3 DPA; 22:5n3)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.0117044519047009	-0.511106125929391	0.5387634539984096	0.88996	0.90860087517934	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:30cb3d4e05a5cc74	17	16	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	8	9	0	0.4705882352941176	0.5294117647058824	0.0117044519047009	-0.0289144727204302	0.0457516339869281	1182092472	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C16513	docosapentaenoate (n6 DPA; 22:5n6)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-0.615467475975764	-1.2115757627336474	-0.0281105588420502	0.07183	0.103174	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:25500a1e425641f0	17	16	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	4	13	0	0.2352941176470588	0.7647058823529411	-0.615467475975764	-0.5956572249925252	-0.5032679738562091	3922799079	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:docosapentaenoylcarnitine (C22:5n3)	docosapentaenoylcarnitine (C22:5n3)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	1.4859992823115709	0.7346727203952509	2.2083490750718187	0.00262451171875	0.0058496170283111	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:e886a43c3ed760ba	17	1	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	15	12	3	2	0.7058823529411765	0.1764705882352941	1.4859992823115709	1.636780060917058	0.8333333333333334	4236232288	wilcox	average_ranks	False	32768	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	exhaustive_sign_flip	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C16534	docosatrienoate (22:3n3)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	2.198050339207797	1.471653742222886	2.8923506719896777	0.00027	0.0008970560747663	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:09b8c28788d95373	17	6	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	14	3	0	0.8235294117647058	0.1764705882352941	2.198050339207797	2.3356393137468707	0.9215686274509804	2375158627	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:docosatrienoylcarnitine (C22:3)	docosatrienoylcarnitine (C22:3)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.471154902806467	-0.1199270125471967	1.2799502201637465	0.64467	0.6955392564491654	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:8b50e7f067f55602	17	15	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	9	8	0	0.5294117647058824	0.4705882352941176	0.471154902806467	0.0686780762709702	0.1372549019607843	128532118	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:dodecadienoate (12:2)	dodecadienoate (12:2)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.1781180508862032	-0.1716365598179993	0.5880768079683096	0.54887	0.607905	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:2cb87625f5d6ad33	17	14	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	10	7	0	0.5882352941176471	0.4117647058823529	0.1781180508862032	0.2830887934189654	0.1764705882352941	834310230	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C02678	dodecanedioate	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-0.1294829169655827	-0.545054898476526	0.2974668144600098	0.52447509765625	0.5844855712125294	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:80b842d7eb58120c	17	3	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	15	6	9	2	0.3529411764705882	0.5294117647058824	-0.1294829169655827	-0.2222021784798968	-0.2	694247589	wilcox	average_ranks	False	32768	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	exhaustive_sign_flip	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:eicosanoylsphingosine (d20:1)	eicosanoylsphingosine (d20:1)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.6810392360599029	0.4035416476664813	0.9414031106495836	0.00038	0.0011902202643171	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:3825c44948f07e29	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	15	2	0	0.8823529411764706	0.1176470588235294	0.6810392360599029	0.6510614686869438	0.8954248366013072	3281426183	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C06428	eicosapentaenoate (EPA; 20:5n3)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-1.04320992276845	-1.5851792129322648	-0.4927143656545231	0.00273	0.0060093808049535	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:d94989c2e5cc1168	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	4	13	0	0.2352941176470588	0.7647058823529411	-1.04320992276845	-1.1905004423929952	-0.7908496732026143	3478190506	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C16526	eicosenoate (20:1)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	2.279399577559857	1.8813119283079425	2.684230750138624	2e-05	0.0002127254710477	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:41912493dc2c3f53	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	17	0	0	1.0	0.0	2.279399577559857	2.415415639241459	1.0	4132977285	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:eicosenoylcarnitine (C20:1)	eicosenoylcarnitine (C20:1)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	1.3859899306963324	0.8760444359621598	2.018552575563373	5e-05	0.000237	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:a4df6c4ab3eafbcd	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	17	0	0	1.0	0.0	1.3859899306963324	1.041697039072183	1.0	2438105929	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C07635	epiandrosterone sulfate	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-1.2071326472109216	-1.6917369360342194	-0.7617182075895572	9.1552734375e-05	0.0003656965962956	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:0ff825292f59e777	17	5	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	16	1	15	1	0.0588235294117647	0.8823529411764706	-1.2071326472109216	-1.0179052306549965	-0.9705882352941176	146696056	wilcox	average_ranks	False	65536	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	exhaustive_sign_flip	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C05570	ergothioneine	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	1.6560783726708823	0.9071110246749244	2.164181696086928	0.00325	0.0069600903614457	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:93266a960f9e1e2f	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	16	1	0	0.9411764705882352	0.0588235294117647	1.6560783726708823	1.879239757084484	0.7777777777777778	3524203392	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C08316	erucate (22:1n9)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	2.145711668158472	1.5842444665676063	2.617444431855992	8e-05	0.0003287861271676	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:f8012d6df3db8220	17	16	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	16	1	0	0.9411764705882352	0.0588235294117647	2.145711668158472	2.584104501338764	0.9607843137254902	3722018651	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	NAME:erucoylcarnitine (C22:1)	erucoylcarnitine (C22:1)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.072441901935739	-0.3403553189618601	0.5638952384403428	0.89034	0.90860087517934	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:02f7f1fe759f4a34	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	6	11	0	0.3529411764705882	0.6470588235294118	0.072441901935739	-0.2983864487394108	-0.0457516339869281	3472884255	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00503	erythritol	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-0.777442628894966	-1.2087252272504945	-0.3344437998732146	0.00404	0.0083018497109826	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:0765e103c60f4100	17	12	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	2	15	0	0.1176470588235294	0.8823529411764706	-0.777442628894966	-0.7371605521065518	-0.7647058823529411	2323126360	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	HMDB:HMDB00613	erythronate	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-0.2231487293155367	-0.5055858026315964	0.0837610689500619	0.13066	0.1754469491525424	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:89e3df6021abe89b	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	6	11	0	0.3529411764705882	0.6470588235294118	-0.2231487293155367	-0.2384875326186026	-0.4248366013071895	1858889312	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00189	ethanolamine	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-2.242184131931757	-2.730956030333187	-1.7265093727474992	3.0517578125e-05	0.0002127254710477	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:ebd342a3158f25ea	17	3	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	16	0	16	1	0.0	0.9411764705882352	-2.242184131931757	-2.485021648474998	-1.0	85284496	wilcox	average_ranks	False	65536	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	exhaustive_sign_flip	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	HMDB:HMDB00622	ethylmalonate	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-1.3277840588350838	-1.595561544730027	-1.0278679218336206	5e-05	0.000237	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:30b4720db1456673	17	16	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	0	17	0	0.0	1.0	-1.3277840588350838	-1.4538264541567043	-1.0	940958259	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00016	flavin adenine dinucleotide (FAD)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-2.3721077890097293	-2.995136888639313	-1.6487315404562026	0.00015	0.0005525906735751	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:15ed16df71d76271	17	12	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	1	16	0	0.0588235294117647	0.9411764705882352	-2.3721077890097293	-2.51472046742035	-0.934640522875817	571011824	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00061	flavin mononucleotide (FMN)	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-1.6710178739101156	-2.0883146416833074	-1.2449877704291925	4e-05	0.0002138345864661	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:62275d424dfaa6cd	17	4	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	1	16	0	0.0588235294117647	0.9411764705882352	-1.6710178739101156	-1.575912690702424	-0.9869281045751634	2828165437	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00095	fructose	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	1.0896645574410024	0.75999969162724	1.4448543700638667	8e-05	0.0003287861271676	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:ebfd8396e9cacde7	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	15	2	0	0.8823529411764706	0.1176470588235294	1.0896645574410024	0.9422430868859556	0.9607843137254902	2396291706	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00354	fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	1.4947252463702485	0.6680362822348638	2.136822265513984	0.00291	0.0063661846153846	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:a6fec4f7a4ba20ca	17	16	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	15	2	0	0.8823529411764706	0.1176470588235294	1.4947252463702485	1.71192984131757	0.7777777777777778	578080772	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	HMDB:HMDB0034879	fructosyllysine	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	0.5190153498558707	-0.0057424099974849	1.0936378243509732	0.14448	0.1909391821561338	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:993610a44fdea647	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	11	6	0	0.6470588235294118	0.3529411764705882	0.5190153498558707	0.195538029901634	0.4117647058823529	532679926	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00122	fumarate	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-1.128985396533079	-1.9250913837288115	-0.5527905745002466	0.00022	0.000755652173913	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:0f4bced33f0a5ce9	17	17	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	3	14	0	0.1764705882352941	0.8235294117647058	-1.128985396533079	-0.7547258438369191	-0.9215686274509804	768446116	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:D00332	gabapentin	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	-0.4453934513317196	-0.8178648576812774	-0.1282627104478942	0.0625	0.0918130165289256	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:3e0baa0973faa3f4	17	5	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	5	0	5	12	0.0	0.2941176470588235	-0.4453934513317196	0.0	-1.0	3194141630	wilcox	average_ranks	False	32	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	exhaustive_sign_flip	711.0	NOT_SUPPORTED_THIS_TEST	未过阈值
ccRCC	ccRCC3	04_ROBUSTNESS	20260925T151000Z_ccrcc3_v1	ccrcc3_discovery_v1	patient_region_mean_paired	KEGG:C00446	galactose 1-phosphate	NA	author_patient	17	17	mean_paired_difference_author_processed_scale	2.8759997493773497	2.2483366864303287	3.4243294425770503	3e-05	0.0002127254710477	METAB_PAIRED_PRIMARY	711.0	DONE	NA	CAMP_ccRCC3_original_SUBJECT_ID	ccRCC3_FEATURE:1a7151e8d2b23934	17	2	patient retained for a feature only if ALL included regions in BOTH tissues have finite author data values; no changing regional mixture	17	17	16	1	0	0.9411764705882352	0.0588235294117647	2.8759997493773497	3.41742937593072	0.9869281045751634	1265452989	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	711.0	FDR_SUPPORTED	q<0.05
