cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	model	nuisance_columns	design_rank	residual_df	min_category_n	n_excluded	bootstrap_valid	bootstrap_invalid	bootstrap_seed	ci_status	permutations	random_seed	ols_max_abs_error	loo_valid	loo_invalid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	m0_effect	m0_p	m0_q	m0_n	m0_cc_effect	m0_cc_p	m0_cc_q	m0_cc_n	m0_cc_origin	delta_adjustment	delta_case_selection
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	ENO2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.5151879000137649	0.16697134522442206	0.7783449974537822	0.0046	0.40750000000000003	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2026	ENO2	-1.44511128689612	2.1849625495186e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	3606544233	1.1102230246251565e-16	33	0	0.459034035065431	0.6163631646723939	0.10117526465862903	False	0.46982532071697597	0.0041	0.40624615384615387	33	0.46982532071697597	0.0041	0.40624615384615387	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.04536257929678894	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	ENO3	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.2372334918731798	-0.14900977010966293	0.6114668387489125	0.1951	0.9253742857142857	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2027	ENO3	-1.44511128689612	2.1849625495186e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	4047538018	1.3877787807814457e-16	33	0	0.17546223095288016	0.34056262601393167	0.10332913414075187	False	0.24397457307261364	0.1687	0.8362449438202246	33	0.24397457307261364	0.1687	0.8362449438202246	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.00674108119943384	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	ENO4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.1794771252240162	-0.4851263890381424	0.1371619191160495	0.3351	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:387712	ENO4	-1.44511128689612	2.1849625495186e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	3925264318	8.326672684688674e-17	33	0	-0.27301250652979303	-0.12353015181177458	0.09353538130577682	False	-0.11113290757103543	0.5412	0.9179794392523364	33	-0.11113290757103543	0.5412	0.9179794392523364	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.06834421765298078	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	GLYCTK	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:132158	GLYCTK	-1.44511128689612	2.1849625495186e-06	NA	M1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	MINPP1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.1909365189225147	-0.5048151312345593	0.15650747084001304	0.301	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9562	MINPP1	-1.44511128689612	2.1849625495186e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	2210242974	0.0	33	0	-0.274274706664524	-0.11951951763053238	0.08333818774200932	False	-0.207926085132905	0.2352	0.8389832599118944	33	-0.207926085132905	0.2352	0.8389832599118944	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.0169895662103903	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	PGAM1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.007720454876367891	-0.37727866677796357	0.33367166556738453	0.9683	0.9918118380062305	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	PGAM1	-1.44511128689612	2.1849625495186e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	1183082567	2.862293735361732e-17	33	0	-0.07725110663513747	0.07954485488135549	0.08726530975772338	True	0.03704430252367848	0.845	0.9691861351819758	33	0.03704430252367848	0.845	0.9691861351819758	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.044764757400046366	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	PGAM2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.3292273253462014	-0.014217132475517294	0.6020988832836476	0.0693	0.8660528301886793	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	PGAM2	-1.44511128689612	2.1849625495186e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	83671265	5.551115123125783e-17	33	0	0.2715216749907405	0.4025450883730129	0.07331776302681148	False	0.35251836272532744	0.0425	0.7489189189189189	33	0.35251836272532744	0.0425	0.7489189189189189	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.023291037379126023	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00631	2-phosphoglycerate	PGAM4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.035314953677103696	-0.3050657110850424	0.36876579831626644	0.8477	0.9784442930153322	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	PGAM4	-1.44511128689612	2.1849625495186e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	3491524612	2.7755575615628914e-17	33	0	-0.027465007974320887	0.13109760718188943	0.09578265350478574	True	0.07408860504735695	0.6858	0.9386414634146342	33	0.07408860504735695	0.6858	0.9386414634146342	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.03877365137025326	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C05147	3-hydroxyproline	L3HYPDH	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.11279587939163925	-0.26470083816558243	0.4603411475047982	0.5437	0.9359631578947368	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:112849	L3HYPDH	0.611551652327855	0.0128731320770819	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	179423806	1.3877787807814457e-17	33	0	0.046549456638143735	0.19660797910382466	0.08381209971218541	False	0.10661764705882353	0.5446	0.9179794392523364	33	0.10661764705882353	0.5446	0.9179794392523364	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.006178232332815725	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	ACYP1	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:97	ACYP1	-1.62220266413497	2.50033886118489e-07	NA	M1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	ACYP2	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:98	ACYP2	-1.62220266413497	2.50033886118489e-07	NA	M1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	BPGM	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.020207906332918878	-0.3995383027347965	0.3726602601556449	0.9143	0.983048434925865	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:669	BPGM	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	4251715223	7.28583859910259e-17	33	0	-0.13000900135243698	0.07078708840279845	0.1098010950195181	True	-0.002005347593582888	0.992	0.9994314814814814	33	-0.002005347593582888	0.992	0.9994314814814814	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.01820255873933599	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	PGAM1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.13796182667406642	-0.5226272166587917	0.27801525636048474	0.4631	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	PGAM1	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	2281842248	5.551115123125783e-17	33	0	-0.24688160792460798	-0.06303449986093689	0.10891978125054155	False	-0.14538770053475936	0.4239	0.9091539473684209	33	-0.14538770053475936	0.4239	0.9091539473684209	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.007425873860692933	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	PGAM2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.15174971331565645	-0.19805067198798154	0.5178369798080744	0.4145	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	PGAM2	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	4269185307	1.6653345369377348e-16	33	0	0.0816691645672708	0.24258632949980555	0.0908366161841491	False	0.16176470588235295	0.3674	0.8613385714285714	33	0.16176470588235295	0.3674	0.8613385714285714	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.010014992566696496	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	PGAM4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.15629690686647565	-0.5019532495590279	0.2551760901101697	0.3944	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	PGAM4	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	4120456283	2.7755575615628914e-17	33	0	-0.23350850364520784	-0.08406436611870322	0.07721159677873218	False	-0.16911764705882354	0.3408	0.8579212355212354	33	-0.16911764705882354	0.3408	0.8579212355212354	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.012820740192347885	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	PGK1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.1805815166201042	-0.5073336154724885	0.18758537894158364	0.3334	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5230	PGK1	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	1917322907	0.0	33	0	-0.25792630217169016	-0.10585469867072125	0.07734478555158597	False	-0.19752673796791445	0.2678	0.8389832599118944	33	-0.19752673796791445	0.2678	0.8389832599118944	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.016945221347810263	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	PGK2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.22469295973708742	-0.1172032260957466	0.5103085745326962	0.2196	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5232	PGK2	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	103853265	2.7755575615628914e-17	33	0	0.1579915690759466	0.27681226149171617	0.06670139066114081	False	0.26205398269817215	0.1408	0.8362449438202246	33	0.26205398269817215	0.1408	0.8362449438202246	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.03736102296108473	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	PGM2L1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	0.14750270532827534	-0.24201974774779073	0.5363963887968204	0.4286	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:283209	PGM2L1	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	1341235909	5.551115123125783e-17	33	0	0.0854298953903778	0.25746285913551176	0.10996015380723642	False	0.14772727272727273	0.4052	0.8895299663299664	33	0.14772727272727273	0.4052	0.8895299663299664	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.00022456739899739953	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00197	3PG	PHGDH	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.1510462934958628	-0.5343155758688815	0.20634230493467917	0.4107	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:26227	PHGDH	-1.62220266413497	2.50033886118489e-07	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	845833851	2.7755575615628914e-17	33	0	-0.25301341608447414	-0.06937620262498176	0.10196712258861135	False	-0.18516042780748662	0.2981	0.8440062992125984	33	-0.18516042780748662	0.2981	0.8440062992125984	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.03411413431162383	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.16828711243316025	-0.5719652028216767	0.2595292464973004	0.3629	0.9356873156342183	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:586	BCAT1	-1.47479797958175	2.22833094147422e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	987187498	5.551115123125783e-17	33	0	-0.27511643152742554	-0.10111887089256535	0.1068293190942653	False	-0.1826992072989819	0.3045	0.8440062992125984	33	-0.1826992072989819	0.3045	0.8440062992125984	33	IDENTICAL_INPUT_PRIMARY_REUSED	0.01441209486582165	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M1	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	-0.1110385267700155	-0.45619750561310174	0.29555342391881817	0.5631	0.946704	COAD_covariates_v1_M1	652	DONE	APPROXIMATE_FREEDMAN_LANE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:587	BCAT2	-1.47479797958175	2.22833094147422e-06	674	M1	3	3	29	15	0	4000	0	316174143	DONE	9999	1722642275	1.3877787807814457e-17	33	0	-0.1766707113977914	-0.008994358305825075	0.10204416846419043	False	-0.07120953355354019	0.6908	0.9386414634146342	33	-0.07120953355354019	0.6908	0.9386414634146342	33	IDENTICAL_INPUT_PRIMARY_REUSED	-0.0398289932164753	0.0
