dataset	cancer	feature_name	metabolite_standard_name	kegg_id	hmdb_id	metabolite_key	identity_confidence	super_pathway	sub_pathway	hedges_g	hedges_g_variance	hedges_g_se	effect_fdr	max_input_raw_missing_rate	source_type	source_effects
ccRCC_meta	ccRCC	behenoyl dihydrosphingomyelin (d18:0/22:0)	behenoyl dihydrosphingomyelin (d18:0/22:0)	NA	HMDB12091	HMDB:HMDB12091	HIGH_ID	Lipid	Dihydrosphingomyelins	-0.944223461184782	0.565526127843206	0.752014712517785	0.29040722220567	0.134615384615385	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	sphingomyelin (d18:1/14:0, d16:1/16:0)	sphingomyelin (d18:1/14:0, d16:1/16:0)	NA	HMDB12097	HMDB:HMDB12097	HIGH_ID	Lipid	Sphingomyelins (SM)	-0.25682511958323	0.0229361451584694	0.151446839380917	0.14636207776176	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	sphingomyelin (d18:1/18:1, d18:2/18:0)	sphingomyelin (d18:1/18:1, d18:2/18:0)	NA	HMDB12101	HMDB:HMDB12101	HIGH_ID	Lipid	Sphingomyelins (SM)	-0.848404479191313	0.175088263316802	0.418435494809895	0.07760165713999	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	sphingomyelin (d18:1/20:0, d16:1/22:0)	sphingomyelin (d18:1/20:0, d16:1/22:0)	NA	HMDB12102	HMDB:HMDB12102	HIGH_ID	Lipid	Sphingomyelins (SM)	-1.13167031616632	0.0704602455489078	0.265443488428154	7.75248087170193e-05	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	behenoyl sphingomyelin (d18:1/22:0)	behenoyl sphingomyelin (d18:1/22:0)	NA	HMDB12103	HMDB:HMDB12103	HIGH_ID	Lipid	Sphingomyelins (SM)	-0.463187695075919	0.155645578695659	0.394519427526274	0.325460523458101	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)	NA	HMDB12104	HMDB:HMDB12104	HIGH_ID	Lipid	Sphingomyelins (SM)	-0.561012902654028	0.144030773260007	0.379513864384435	0.207489323017228	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	tricosanoyl sphingomyelin (d18:1/23:0)	tricosanoyl sphingomyelin (d18:1/23:0)	NA	HMDB12105	HMDB:HMDB12105	HIGH_ID	Lipid	Sphingomyelins (SM)	-0.732475924473691	0.320565011066715	0.566184608645197	0.27416381284383	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	sphingomyelin (d18:1/24:1, d18:2/24:0)	sphingomyelin (d18:1/24:1, d18:2/24:0)	NA	HMDB12107	HMDB:HMDB12107	HIGH_ID	Lipid	Sphingomyelins (SM)	-0.0268065707254942	0.0947426652389003	0.307802964961191	0.949211945832905	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	NA	HMDB12383	HMDB:HMDB12383	HIGH_ID	Lipid	Phosphatidylserine (PS)	-1.19844856988676	0.0265764777531302	0.163022936279317	1.8186198658492798e-12	0.0298507462686567	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	valerylcarnitine	valerylcarnitine	NA	HMDB13128	HMDB:HMDB13128	HIGH_ID	Lipid	Fatty Acid Metabolism	-0.194316826245461	0.891204140341927	0.9440360905929	0.884618880343576	0.659574468085106	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	glutaroyl carnitine	glutaroyl carnitine	NA	HMDB13130	HMDB:HMDB13130	HIGH_ID	Amino acid	Lysine Metabolism	-1.82815162310246	0.0315697101591906	0.177678671086855	1.72495824737424e-23	0.192307692307692	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	5-dodecenoylcarnitine (C12:1)	5-dodecenoylcarnitine (C12:1)	NA	HMDB13326	HMDB:HMDB13326	HIGH_ID	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1.89350712935048	0.43780858799082	0.6616710572413	0.0099952739797018	0.404255319148936	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	10-nonadecenoate (19:1n9)	10-nonadecenoate (19:1n9)	NA	HMDB13622	HMDB:HMDB13622	HIGH_ID	Lipid	Long Chain Monounsaturated Fatty Acid	1.1812116197553	0.0264160470016887	0.162530141825105	3.2218755402165797e-12	0.0192307692307692	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	2,6-dihydroxybenzoic acid	2,6-dihydroxybenzoic acid	NA	HMDB13676	HMDB:HMDB13676	HIGH_ID	Xenobiotics	Drug - Topical Agents	0.169758581397665	0.0440484240522312	0.209877164199041	0.510328726257531	0.0961538461538462	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	4-hydroxyhippurate	4-hydroxyhippurate	NA	HMDB13678	HMDB:HMDB13678	HIGH_ID	Xenobiotics	Benzoate Metabolism	-2.84792031172909	0.0973207592594479	0.311962753000175	1.14311130759481e-18	0.432835820895522	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	leucylglycine	leucylglycine	NA	HMDB28929	HMDB:HMDB28929	HIGH_ID	Peptide	Dipeptide	-0.162803101875532	0.0471081423607194	0.21704410234033	0.549223511080608	0.74468085106383	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	phenylalanylglycine	phenylalanylglycine	NA	HMDB28995	HMDB:HMDB28995	HIGH_ID	Peptide	Dipeptide	-0.0128812119386759	0.241997278785293	0.491932189214421	0.98555134469514	0.194029850746269	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	tyrosylglycine	tyrosylglycine	NA	HMDB29105	HMDB:HMDB29105	HIGH_ID	Peptide	Dipeptide	0.494362076002487	0.985561638813281	0.99275457128803	0.69709970344558	0.765957446808511	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	gamma-glutamylmethionine	gamma-glutamylmethionine	NA	HMDB29155	HMDB:HMDB29155	HIGH_ID	Peptide	Gamma-glutamyl Amino Acid	0.968543773946037	0.424287210428356	0.651373326463677	0.206414209152013	0.276595744680851	ccRCC_random_effects_meta	ccRCC3;ccRCC4
