cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	pathway_id	pathway	direction
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	7.284584980237154	NA	NA	0.001947704296255	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa02010	ABC transporters	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.006521739130434	NA	NA	0.0037050445279627	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04080	Neuroactive ligand-receptor interaction	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.769668737060042	NA	NA	0.0037333734298202	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04970	Salivary secretion	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.658746208291204	NA	NA	0.0041401092105953	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04974	Protein digestion and absorption	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.081939799331104	NA	NA	0.0044344402009328	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04020	Calcium signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.359392405063291	NA	NA	0.0090005690761371	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05206	MicroRNAs in cancer	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.8454583391292254	NA	NA	0.0097035243246646	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04060	Cytokine-cytokine receptor interaction	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.645174050632912	NA	NA	0.0120536056359728	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04382	Cornified envelope formation	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	5.832278481012659	NA	NA	0.0144731131674529	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa00270	Cysteine and methionine metabolism	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.1208285385500574	NA	NA	0.0199955408394851	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05200	Pathways in cancer	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.683544303797469	NA	NA	0.0232608469227349	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04066	HIF-1 signaling pathway	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.035243741765481	NA	NA	0.024241651197921	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04657	IL-17 signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.9459718670076724	NA	NA	0.0271743139649973	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04625	C-type lectin receptor signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.409805735430157	NA	NA	0.0292509529554847	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05410	Hypertrophic cardiomyopathy	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	7.367088607594937	NA	NA	0.0295866585107495	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05143	African trypanosomiasis	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	6.99873417721519	NA	NA	0.0325708230177691	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa00260	Glycine, serine and threonine metabolism	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	6.99873417721519	NA	NA	0.0325708230177691	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04392	Hippo signaling pathway - multiple species	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.782306763285024	NA	NA	0.0336938898646442	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04270	Vascular smooth muscle contraction	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	6.665461121157324	NA	NA	0.0356676538858122	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa00670	One carbon pool by folate	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	6.665461121157324	NA	NA	0.0356676538858122	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa01523	Antifolate resistance	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.6710144927536232	NA	NA	0.0391700482268507	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04070	Phosphatidylinositol signaling system	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.081939799331104	NA	NA	0.040351062919121	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04540	Gap junction	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.081939799331104	NA	NA	0.040351062919121	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04925	Aldosterone synthesis and secretion	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	5.832278481012659	NA	NA	0.0455967142881559	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa00052	Galactose metabolism	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.9138339920948617	NA	NA	0.0480118392499357	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05214	Glioma	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.642292490118577	NA	NA	0.0483950852825561	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04730	Long-term depression	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.4995479204339963	NA	NA	0.0502463219265358	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04110	Cell cycle	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.499367088607595	NA	NA	0.0542383151430073	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04080	Neuroactive ligand-receptor interaction	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.799493670886076	NA	NA	0.0548822927019776	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04148	Efferocytosis	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.4135673127291777	NA	NA	0.0562922728786013	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04915	Estrogen signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	5.008152173913044	NA	NA	0.0591811876316061	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04742	Taste transduction	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.2485311398354875	NA	NA	0.064148399371286	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05219	Bladder cancer	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.713554987212277	NA	NA	0.0659961335945482	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05144	Malaria	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.1337615718873986	NA	NA	0.0707315533713424	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04914	Progesterone-mediated oocyte maturation	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.25085490962384	NA	NA	0.0715575944672224	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04921	Oxytocin signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.081939799331104	NA	NA	0.0728030758644018	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04924	Renin secretion	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.042927903137039	NA	NA	0.0758135786599653	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04115	p53 signaling pathway	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.374208860759493	NA	NA	0.0761443166477992	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa00514	Other types of O-glycan biosynthesis	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.374208860759493	NA	NA	0.0761443166477992	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04061	Viral protein interaction with cytokine and cytokine receptor	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.201385570950788	NA	NA	0.0771037149143616	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04668	TNF signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.020094994519547	NA	NA	0.077314632996354	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04621	NOD-like receptor signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.0048913043478263	NA	NA	0.0773157726874277	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.999457504520796	NA	NA	0.0784137177372462	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04670	Leukocyte transendothelial migration	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.241657077100115	NA	NA	0.0803208256647312	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa03272	Virion - Hepatitis viruses	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.241657077100115	NA	NA	0.0803208256647312	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04976	Bile secretion	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	4.217391304347826	NA	NA	0.0803483104084906	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05143	African trypanosomiasis	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.9161392405063293	NA	NA	0.0837296126715092	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04064	NF-kappa B signaling pathway	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.861801242236025	NA	NA	0.0866976739169475	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04918	Thyroid hormone synthesis	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.799493670886076	NA	NA	0.0919843410145133	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05222	Small cell lung cancer	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.3329113924050637	NA	NA	0.0929099798255237	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04530	Tight junction	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.783099555251454	NA	NA	0.0976948094201676	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05219	Bladder cancer	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.6710144927536232	NA	NA	0.1016168461199622	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04612	Antigen processing and presentation	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.225845410628019	NA	NA	0.1051393859236739	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04611	Platelet activation	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	1.8491638795986625	NA	NA	0.1067388087476036	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04015	Rap1 signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.589094449853944	NA	NA	0.1067447940560204	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa00600	Sphingolipid metabolism	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.589094449853944	NA	NA	0.1067447940560204	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05110	Vibrio cholerae infection	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.4839319470699435	NA	NA	0.1115043005001088	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04960	Aldosterone-regulated sodium reabsorption	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.557354301572618	NA	NA	0.1120908261755931	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04082	Neuroactive ligand signaling	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.165687426556992	NA	NA	0.1132866392537205	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04928	Parathyroid hormone synthesis, secretion and action	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.504076086956522	NA	NA	0.1174765589799858	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04726	Serotonergic synapse	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	2.504076086956522	NA	NA	0.1174765589799858	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05414	Dilated cardiomyopathy	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	1.627013904215405	NA	NA	0.1202673952182864	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04010	MAPK signaling pathway	lower_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	3.332730560578662	NA	NA	0.1207162864573133	NA	all_tested_higher_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa05140	Leishmaniasis	higher_in_LYPLA1_high
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T155303Z_lypla1_kegg_v1	COAD_LYPLA1_KEGG_v1	KEGG_ORA_all_tested	NA	NA	NA	gene_set	8	8	fold_enrichment	1.7806763285024154	NA	NA	0.1217853809977899	NA	all_tested_lower_in_LYPLA1_high	312	DONE	NOMINAL_P_ONLY	KEGG_hsa_official	hsa04510	Focal adhesion	lower_in_LYPLA1_high
