pathway_id	pathway	background	direction	background_genes	selected_genes	pathway_tested_genes	overlap	fold_enrichment	p_value	overlap_genes	status	reason	selected
hsa05220	Chronic myeloid leukemia	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	66	1	0.9034319094560058	0.6749371124779346	E2F1	DONE	NOMINAL_P_ONLY	False
hsa05218	Melanoma	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	45	1	0.8941282746160795	0.6794349882417101	PDGFA	DONE	NOMINAL_P_ONLY	False
hsa00564	Glycerophospholipid metabolism	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	67	1	0.8899478511059162	0.680462449292256	SGMS2	DONE	NOMINAL_P_ONLY	False
hsa04922	Glucagon signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	68	1	0.8768603827072998	0.6858949803673774	SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa00510	N-Glycan biosynthesis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	46	1	0.8746907034287734	0.6874752607633801	DHRSX	DONE	NOMINAL_P_ONLY	False
hsa04213	Longevity regulating pathway - multiple species	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	46	1	0.8746907034287734	0.6874752607633801	HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa04934	Cushing syndrome	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	95	2	0.847068891741549	0.6897090251819847	CREB3L1;ITPR2	DONE	NOMINAL_P_ONLY	False
hsa04156	Integrated stress response (ISR) signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	47	1	0.8560802629302888	0.6953154693960752	BBC3	DONE	NOMINAL_P_ONLY	False
hsa04920	Adipocytokine signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	47	1	0.8560802629302888	0.6953154693960752	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa01522	Endocrine resistance	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	70	1	0.8518072289156626	0.6964877604824933	E2F1	DONE	NOMINAL_P_ONLY	False
hsa03008	Ribosome biogenesis in eukaryotes	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	71	1	0.8398099440013576	0.7016510144033691	UTP4	DONE	NOMINAL_P_ONLY	False
hsa05132	Salmonella infection	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	191	4	0.8426339760779806	0.7063451764789712	DYNC2LI1;KLC1;RILP;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04611	Platelet activation	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	72	1	0.8281459170013387	0.7067274731578832	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05020	Prion disease	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	192	4	0.8382452574525745	0.7102434118825166	CREB3L1;HSPA1A;ITPR2;KLC1	DONE	NOMINAL_P_ONLY	False
hsa04350	TGF-beta signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	73	1	0.816801452384882	0.7117185782897051	EMP3	DONE	NOMINAL_P_ONLY	False
hsa05415	Diabetic cardiomyopathy	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	148	2	0.8057635949202214	0.7162423729539138	REN;SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa05145	Toxoplasmosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	75	1	0.7950200803212851	0.7214503759869727	MYD88	DONE	NOMINAL_P_ONLY	False
hsa05200	Pathways in cancer	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	330	7	0.8534860803153486	0.7226385333674239	BBC3;DAPK2;DAPK3;EDN1;PDGFA;PRKCG;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05215	Prostate cancer	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	77	1	0.7743702081051479	0.7308574736755811	E2F1	DONE	NOMINAL_P_ONLY	False
hsa04658	Th1 and Th2 cell differentiation	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	52	1	0.7737648530331457	0.7316842252141917	MAML3	DONE	NOMINAL_P_ONLY	False
hsa04723	Retrograde endocannabinoid signaling	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	78	1	0.7644423849243126	0.735442619341617	PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04141	Protein processing in endoplasmic reticulum	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	154	2	0.7743702081051479	0.7367175154501844	ERO1A;MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05163	Human cytomegalovirus infection	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	154	2	0.7743702081051479	0.7367175154501844	E2F1;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04390	Hippo signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	104	2	0.7737648530331457	0.736787189929649	BBC3;NKD1	DONE	NOMINAL_P_ONLY	False
hsa05135	Yersinia infection	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	104	2	0.7737648530331457	0.736787189929649	DOCK1;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa01524	Platinum drug resistance	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	53	1	0.7591655161834637	0.7384236249076069	BBC3	DONE	NOMINAL_P_ONLY	False
hsa05165	Human papillomavirus infection	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	226	3	0.7915022923552617	0.7387260635038932	E2F1;HES5;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04935	Growth hormone synthesis, secretion and action	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	79	1	0.7547658990391948	0.7399505771725852	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04151	PI3K-Akt signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	200	4	0.8047154471544715	0.7400933293729561	COL1A2;CREB3L1;PDGFA;THBS1	DONE	NOMINAL_P_ONLY	False
hsa04217	Necroptosis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	105	2	0.7663956639566396	0.741627814268489	HIST1H2AM;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05203	Viral carcinogenesis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	157	2	0.7595733251477247	0.7464825415604944	HIST2H2BE;SKP2	DONE	NOMINAL_P_ONLY	False
hsa04261	Adrenergic signaling in cardiomyocytes	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	81	1	0.7361297040011899	0.7487400435247356	TNNC1	DONE	NOMINAL_P_ONLY	False
hsa04380	Osteoclast differentiation	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	81	1	0.7361297040011899	0.7487400435247356	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05171	Coronavirus disease	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	157	3	0.7688364144787945	0.755532888342793	IKBKE;PRKCG;RPS17	DONE	NOMINAL_P_ONLY	False
hsa04926	Relaxin signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	83	1	0.7183916388445347	0.7572358922331502	MMP1	DONE	NOMINAL_P_ONLY	False
hsa04931	Insulin resistance	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	83	1	0.7183916388445347	0.7572358922331502	SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa04623	Cytosolic DNA-sensing pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	57	1	0.7058907431179575	0.7637428852182363	IKBKE	DONE	NOMINAL_P_ONLY	False
hsa04550	Signaling pathways regulating pluripotency of stem cells	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	87	1	0.6853621382080044	0.7733851918565292	LIF	DONE	NOMINAL_P_ONLY	False
hsa04912	GnRH signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	59	1	0.6819622433512471	0.775475181519693	ITPR2	DONE	NOMINAL_P_ONLY	False
hsa05160	Hepatitis C	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	113	2	0.7121375638535147	0.7776959982353624	IKBKE;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05225	Hepatocellular carcinoma	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	113	2	0.7121375638535147	0.7776959982353624	PRKCG;SHC2	DONE	NOMINAL_P_ONLY	False
hsa04921	Oxytocin signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	89	1	0.6699607418437796	0.7810570901389303	PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04620	Toll-like receptor signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	60	1	0.6705962059620596	0.7811227383035534	IKBKE	DONE	NOMINAL_P_ONLY	False
hsa05162	Measles	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	91	1	0.6552363299351252	0.7884722855631424	MYD88	DONE	NOMINAL_P_ONLY	False
hsa05164	Influenza A	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	116	2	0.6937202130641996	0.7900542380871747	IKBKE;PRSS2	DONE	NOMINAL_P_ONLY	False
hsa05418	Fluid shear stress and atherosclerosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	92	1	0.6481141959140911	0.7920862831543857	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa03013	Nucleocytoplasmic transport	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	95	1	0.6276474318325935	0.8025662426824606	NDC1	DONE	NOMINAL_P_ONLY	False
hsa05226	Gastric cancer	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	95	1	0.6276474318325935	0.8025662426824606	E2F1	DONE	NOMINAL_P_ONLY	False
hsa05202	Transcriptional misregulation in cancer	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	121	2	0.6650540885574145	0.8093203647583542	PDGFA;SLC45A3	DONE	NOMINAL_P_ONLY	False
hsa05220	Chronic myeloid leukemia	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	66	1	0.6096329145109632	0.8121677170166657	SHC2	DONE	NOMINAL_P_ONLY	False
hsa05152	Tuberculosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	98	1	0.608433734939759	0.8125240024716623	MYD88	DONE	NOMINAL_P_ONLY	False
hsa00564	Glycerophospholipid metabolism	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	67	1	0.6005339157869191	0.8168991056726049	PLPP1	DONE	NOMINAL_P_ONLY	False
hsa03018	RNA degradation	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	67	1	0.6005339157869191	0.8168991056726049	PABPC1L	DONE	NOMINAL_P_ONLY	False
hsa04211	Longevity regulating pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	68	1	0.5917025346724055	0.8215122580696285	CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa05017	Spinocerebellar ataxia	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	102	1	0.5845735884715332	0.8250329755069772	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa01522	Endocrine resistance	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	70	1	0.5747967479674797	0.8303955063196664	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04630	JAK-STAT signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	70	1	0.5747967479674797	0.8303955063196664	PDGFA	DONE	NOMINAL_P_ONLY	False
hsa04910	Insulin signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	104	1	0.5733317886932344	0.8309745460359168	HK2	DONE	NOMINAL_P_ONLY	False
hsa05135	Yersinia infection	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	104	1	0.5733317886932344	0.8309745460359168	MYD88	DONE	NOMINAL_P_ONLY	False
hsa04217	Necroptosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	105	1	0.5678714859437751	0.8338701317281807	IL33	DONE	NOMINAL_P_ONLY	False
hsa05034	Alcoholism	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	106	1	0.5625142077744942	0.8367167004867606	HIST2H2BE	DONE	NOMINAL_P_ONLY	False
hsa05132	Salmonella infection	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	191	2	0.624361319624046	0.8372025687088931	FBXO22;MYD88	DONE	NOMINAL_P_ONLY	False
hsa04064	NF-kappa B signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	72	1	0.5588301716350497	0.8388400559807221	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04210	Apoptosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	109	1	0.5470321653586825	0.8449704358216465	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa04820	Cytoskeleton in muscle cells	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	110	1	0.5420591456736035	0.847629000661895	TNNC1	DONE	NOMINAL_P_ONLY	False
hsa05145	Toxoplasmosis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	75	1	0.5364769647696477	0.8507310565068918	HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa05210	Colorectal cancer	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	75	1	0.5364769647696477	0.8507310565068918	BBC3	DONE	NOMINAL_P_ONLY	False
hsa05207	Chemical carcinogenesis - receptor activation	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	113	1	0.5276681949035078	0.8553373931179091	E2F1	DONE	NOMINAL_P_ONLY	False
hsa04142	Lysosome biogenesis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	189	3	0.6386630532971996	0.8560181806944905	CLTA;GPR155;SLC2A6	DONE	NOMINAL_P_ONLY	False
hsa04310	Wnt signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	114	1	0.5230395265271612	0.8578202294229574	RUVBL1	DONE	NOMINAL_P_ONLY	False
hsa04360	Axon guidance	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	116	1	0.5140216036560034	0.8626602833627718	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05012	Parkinson disease	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	192	3	0.6286839430894309	0.8633017467112273	DUSP1;ITPR2;KLC1	DONE	NOMINAL_P_ONLY	False
hsa04110	Cell cycle	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	140	2	0.5747967479674797	0.8689962529550904	ANAPC2;MAD1L1	DONE	NOMINAL_P_ONLY	False
hsa04519	Cadherin signaling	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	196	3	0.6158536585365854	0.8725139561366345	CDH13;DES;TMC4	DONE	NOMINAL_P_ONLY	False
hsa04931	Insulin resistance	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	83	1	0.4847683416593202	0.8783531564233222	CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa04932	Non-alcoholic fatty liver disease	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	125	1	0.4770120481927711	0.8825018892562868	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05168	Herpes simplex virus 1 infection	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	126	1	0.47322623828647925	0.8845235192711558	MYD88	DONE	NOMINAL_P_ONLY	False
hsa04120	Ubiquitin mediated proteolysis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	127	1	0.4695000474338298	0.8865107778032922	SKP2	DONE	NOMINAL_P_ONLY	False
hsa04152	AMPK signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	86	1	0.46785781811306487	0.8873485052315563	CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa05415	Diabetic cardiomyopathy	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	148	2	0.5437266534827511	0.8886040778189978	COL1A2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04550	Signaling pathways regulating pluripotency of stem cells	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	87	1	0.46248014204279975	0.8901978027550024	REST	DONE	NOMINAL_P_ONLY	False
hsa05016	Huntington disease	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	221	2	0.5396063893583384	0.8919555226429001	MAP3K5;RCOR1	DONE	NOMINAL_P_ONLY	False
hsa04015	Rap1 signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	130	1	0.45866543095458756	0.8922720504803542	KITLG	DONE	NOMINAL_P_ONLY	False
hsa04810	Regulation of actin cytoskeleton	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	151	2	0.5329241371883917	0.8952346786858789	DOCK1;PDGFA	DONE	NOMINAL_P_ONLY	False
hsa05224	Breast cancer	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	89	1	0.4520873298620627	0.8956836890237506	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04517	IgSF CAM signaling	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	152	2	0.5294180573384681	0.897362792827069	PMP22;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa03040	Spliceosome	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	133	1	0.44831959416613826	0.8977441987735449	PPIL1	DONE	NOMINAL_P_ONLY	False
hsa04936	Alcoholic liver disease	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	90	1	0.44706413730803973	0.8983237931904333	IKBKE	DONE	NOMINAL_P_ONLY	False
hsa04722	Neurotrophin signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	91	1	0.442151344590369	0.9008976094978169	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04510	Focal adhesion	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	135	1	0.44167782240071396	0.9012387844217281	ARHGAP5	DONE	NOMINAL_P_ONLY	False
hsa04141	Protein processing in endoplasmic reticulum	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	154	2	0.5225424981522543	0.9014998456687118	HSPA1A;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05205	Proteoglycans in cancer	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	136	1	0.4384301913536499	0.9029415640006639	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05226	Gastric cancer	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	95	1	0.4235344458707745	0.9105624113517179	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04140	Autophagy - animal	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	141	1	0.42288302144749207	0.9110299488314764	RRAGC	DONE	NOMINAL_P_ONLY	False
hsa05022	Pathways of neurodegeneration - multiple diseases	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	323	5	0.6228447733393743	0.9121898371033533	ITPR2;KLC1;MAP1LC3A;PRKCG;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04382	Cornified envelope formation	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	96	1	0.41912262872628725	0.9128287532148697	S100A7	DONE	NOMINAL_P_ONLY	False
hsa05022	Pathways of neurodegeneration - multiple diseases	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	323	3	0.5538065574993473	0.9154892462386237	MAP3K5;PRNP;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa05152	Tuberculosis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	98	1	0.4105691056910569	0.9171919364518091	CD74	DONE	NOMINAL_P_ONLY	False
hsa03010	Ribosome	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	164	2	0.49068015070394605	0.9199653093857221	MRPS25;RPS17	DONE	NOMINAL_P_ONLY	False
hsa04810	Regulation of actin cytoskeleton	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	151	1	0.39487752333838666	0.9252612410378686	RGCC	DONE	NOMINAL_P_ONLY	False
hsa04517	IgSF CAM signaling	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	152	1	0.392279644895371	0.9265541374517612	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04145	Phagocytosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	153	1	0.3897157256476888	0.927824933072254	MON1B	DONE	NOMINAL_P_ONLY	False
hsa04910	Insulin signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	104	1	0.38688242651657284	0.9290234597794881	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04714	Thermogenesis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	173	2	0.46515343766154427	0.9337733882170378	CREB3L1;PRKG1	DONE	NOMINAL_P_ONLY	False
hsa05208	Chemical carcinogenesis - reactive oxygen species	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	161	1	0.37035096909376636	0.9372391786410206	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05014	Amyotrophic lateral sclerosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	264	2	0.4517159547280029	0.9414703442926531	MAP3K5;NDC1	DONE	NOMINAL_P_ONLY	False
hsa04150	mTOR signaling pathway	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	115	1	0.3498762813715094	0.9465262757212394	PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04714	Thermogenesis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	173	1	0.344661884532349	0.9491315302584982	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05010	Alzheimer disease	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	275	2	0.4336473165388828	0.9501737178174143	MAP3K5;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04932	Non-alcoholic fatty liver disease	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	125	1	0.3218861788617886	0.9586858028187495	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04120	Ubiquitin mediated proteolysis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	127	1	0.3168171051789258	0.9607659748607945	ANAPC2	DONE	NOMINAL_P_ONLY	False
hsa04218	Cellular senescence	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	127	1	0.3168171051789258	0.9607659748607945	ITPR2	DONE	NOMINAL_P_ONLY	False
hsa04142	Lysosome biogenesis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	189	1	0.31548415885765285	0.9615908195156182	RRAGC	DONE	NOMINAL_P_ONLY	False
hsa04144	Endocytosis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	199	2	0.4043796216856641	0.9621397523019933	CLTA;HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa05012	Parkinson disease	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	192	1	0.310554718875502	0.9635656158248933	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05020	Prion disease	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	192	1	0.310554718875502	0.9635656158248933	PRNP	DONE	NOMINAL_P_ONLY	False
hsa05014	Amyotrophic lateral sclerosis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	264	3	0.45722468588322246	0.9641798304705141	KLC1;MAP1LC3A;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa03040	Spliceosome	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	133	1	0.3025246041934104	0.9664032776927725	HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa04144	Endocytosis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	199	1	0.2996306835381728	0.9677918149345117	ASAP1	DONE	NOMINAL_P_ONLY	False
hsa04151	PI3K-Akt signaling pathway	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	200	1	0.2981325301204819	0.9683546105893402	KITLG	DONE	NOMINAL_P_ONLY	False
hsa05010	Alzheimer disease	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	275	3	0.4389356984478936	0.9711972292447175	ITPR2;KLC1;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05130	Pathogenic Escherichia coli infection	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	143	1	0.2813690374665984	0.9740682891289337	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa00020	Citrate cycle (TCA cycle)	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00020	Citrate cycle (TCA cycle)	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00052	Galactose metabolism	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	24	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00062	Fatty acid elongation	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00062	Fatty acid elongation	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00100	Steroid biosynthesis	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	15	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00100	Steroid biosynthesis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	15	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00140	Steroid hormone biosynthesis	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00190	Oxidative phosphorylation	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	101	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00190	Oxidative phosphorylation	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	101	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00230	Purine metabolism	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	81	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00250	Alanine, aspartate and glutamate metabolism	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00250	Alanine, aspartate and glutamate metabolism	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00260	Glycine, serine and threonine metabolism	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00270	Cysteine and methionine metabolism	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	36	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00310	Lysine degradation	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00330	Arginine and proline metabolism	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	34	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00330	Arginine and proline metabolism	kegg_annotated_sensitivity	lower_in_LYPLA1_high	4949	123	34	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00350	Tyrosine metabolism	kegg_annotated_sensitivity	higher_in_LYPLA1_high	4949	83	16	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
