source_id	source_path	url	sha256	retrieved_utc	transport
pathways	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T155303Z_lypla1_kegg_v1/sources/pathways.txt	https://rest.kegg.jp/list/pathway/hsa	345290b203a665fa7604f36ba51d78095a712c6c02820fb09fde82a5a90c0a3a	2026-09-25T16:05:25.067816+00:00	local memory to server SFTP
genes	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T155303Z_lypla1_kegg_v1/sources/genes.txt	https://rest.kegg.jp/list/hsa	ec3c5896ed611b526b681d40a95ac593b802954574a36e357bf1827e70db94e3	2026-09-25T16:05:26.096055+00:00	local memory to server SFTP
links	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T155303Z_lypla1_kegg_v1/sources/links.txt	https://rest.kegg.jp/link/pathway/hsa	24c118ffadbc00f1f594a76bae0c6ee4c339a11cfd0bab867c5356b3f1b673cb	2026-09-25T16:05:27.130015+00:00	local memory to server SFTP
hierarchy	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T155303Z_lypla1_kegg_v1/sources/hierarchy.txt	https://rest.kegg.jp/get/br:br08901/json	9c5a163abf6b0994c6b969a0746304dd1e050cc8b07528b0da9fd4efaff8f93f	2026-09-25T16:05:28.140377+00:00	local memory to server SFTP
release	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T155303Z_lypla1_kegg_v1/sources/release.txt	https://rest.kegg.jp/info/kegg	26a1264cbdd23649e88b39e3611a8dcba8661506699d42b301ab508694be972f	2026-09-25T16:05:29.147077+00:00	local memory to server SFTP
prior_DE	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T153907Z_lypla1_fc025_v3/public/results.tsv	prior frozen batch	14e0b1342b8dfbd42714babca912b978d01f1494938ca0511afacb4f2bd0beeb	REUSED
prepare_lypla1_kegg_v1.py	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T155303Z_lypla1_kegg_v1/prepare_lypla1_kegg_v1.py	code lock 0b9d807824655e811e7899254aa4e89c22482135	f8c0cf4d46869265a071f71246e98665772a870f646d77cc52e402528a3e5f9c	CODE_LOCK
run_lypla1_kegg_gsea_v1.R	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/COAD/B/20260925T155303Z_lypla1_kegg_v1/run_lypla1_kegg_gsea_v1.R	code lock 0b9d807824655e811e7899254aa4e89c22482135	57880443944fe37b480f7cc684c6a3f0fa91baa0f43f63d6bf1a9375c4172dfb	CODE_LOCK
