gene	kegg_gene	candidate_ids	status	in_any_pathway
PRSS2	hsa:5645	hsa:5645	PRIMARY_SYMBOL	True
NMU	hsa:10874	hsa:10874	PRIMARY_SYMBOL	True
SOD3	hsa:6649	hsa:6649	PRIMARY_SYMBOL	False
S100A7	hsa:6278	hsa:6278	PRIMARY_SYMBOL	True
SCEL	hsa:8796	hsa:8796	PRIMARY_SYMBOL	False
KCTD12	hsa:115207	hsa:115207	PRIMARY_SYMBOL	False
NOP53	hsa:29997	hsa:29997	PRIMARY_SYMBOL	False
IER3	hsa:8870	hsa:8870	PRIMARY_SYMBOL	False
FAM3D	hsa:131177	hsa:131177	PRIMARY_SYMBOL	False
CDC42EP5	hsa:148170	hsa:148170	PRIMARY_SYMBOL	False
NRARP	hsa:441478	hsa:441478	PRIMARY_SYMBOL	True
ORM1	hsa:5004	hsa:5004	PRIMARY_SYMBOL	False
LGALS4	hsa:3960	hsa:3960	PRIMARY_SYMBOL	False
SLC2A1	hsa:6513	hsa:6513	PRIMARY_SYMBOL	True
DES	hsa:1674	hsa:1674	PRIMARY_SYMBOL	True
PRNP	hsa:5621	hsa:5621	PRIMARY_SYMBOL	True
ST6GALNAC1	hsa:55808	hsa:55808	PRIMARY_SYMBOL	True
PHGR1	hsa:644844	hsa:644844	PRIMARY_SYMBOL	False
PMEPA1	hsa:56937	hsa:56937	PRIMARY_SYMBOL	False
RPL28	hsa:6158	hsa:6158	PRIMARY_SYMBOL	True
CACNG8	hsa:59283	hsa:59283	PRIMARY_SYMBOL	True
CMTM6	hsa:54918	hsa:54918	PRIMARY_SYMBOL	False
PTGS2	hsa:5743	hsa:5743	PRIMARY_SYMBOL	True
KITLG	hsa:4254	hsa:4254	PRIMARY_SYMBOL	True
PIM1	hsa:5292	hsa:5292	PRIMARY_SYMBOL	True
ADIRF	hsa:10974	hsa:10974	PRIMARY_SYMBOL	False
RPS18	hsa:6222	hsa:6222	PRIMARY_SYMBOL	True
RPS27	hsa:6232	hsa:6232	PRIMARY_SYMBOL	True
NXPE1	hsa:120400	hsa:120400	PRIMARY_SYMBOL	False
MAL2	hsa:114569	hsa:114569	PRIMARY_SYMBOL	False
BEST2	hsa:54831	hsa:54831	PRIMARY_SYMBOL	True
C4BPB	hsa:725	hsa:725	PRIMARY_SYMBOL	True
RPL13	hsa:6137	hsa:6137	PRIMARY_SYMBOL	True
RPS9	hsa:6203	hsa:6203	PRIMARY_SYMBOL	True
RPS19	hsa:6223	hsa:6223	PRIMARY_SYMBOL	True
RPL37	hsa:6167	hsa:6167	PRIMARY_SYMBOL	True
TACSTD2	hsa:4070	hsa:4070	PRIMARY_SYMBOL	False
PRDX5	hsa:25824	hsa:25824	PRIMARY_SYMBOL	True
SMIM22	hsa:440335	hsa:440335	PRIMARY_SYMBOL	False
RAD21	hsa:5885	hsa:5885	PRIMARY_SYMBOL	True
NCEH1	hsa:57552	hsa:57552	PRIMARY_SYMBOL	True
ADAM9	hsa:8754	hsa:8754	PRIMARY_SYMBOL	True
NPTX2	hsa:4885	hsa:4885	PRIMARY_SYMBOL	False
RPL36	hsa:25873	hsa:25873	PRIMARY_SYMBOL	True
BTG2	hsa:7832	hsa:7832	PRIMARY_SYMBOL	True
AP001626.1			UNMAPPED	False
GBP2	hsa:2634	hsa:2634	PRIMARY_SYMBOL	True
ERO1A	hsa:30001	hsa:30001	PRIMARY_SYMBOL	True
ZC3H12A	hsa:80149	hsa:80149	PRIMARY_SYMBOL	False
BMX	hsa:660	hsa:660	PRIMARY_SYMBOL	False
JUN	hsa:3725	hsa:3725	PRIMARY_SYMBOL	True
TMEM238	hsa:388564	hsa:388564	PRIMARY_SYMBOL	False
IL1RN	hsa:3557	hsa:3557	PRIMARY_SYMBOL	True
IFI27	hsa:3429	hsa:3429	PRIMARY_SYMBOL	False
DUSP1	hsa:1843	hsa:1843	PRIMARY_SYMBOL	True
HSPA1B	hsa:3304	hsa:3304	PRIMARY_SYMBOL	True
UBB	hsa:7314	hsa:7314	PRIMARY_SYMBOL	True
IGFBP6	hsa:3489	hsa:3489	PRIMARY_SYMBOL	False
FXYD3	hsa:5349	hsa:5349	PRIMARY_SYMBOL	False
CYBA	hsa:1535	hsa:1535	PRIMARY_SYMBOL	True
ZFP36	hsa:7538	hsa:7538	PRIMARY_SYMBOL	True
YWHAG	hsa:7532	hsa:7532	PRIMARY_SYMBOL	True
RPS5	hsa:6193	hsa:6193	PRIMARY_SYMBOL	True
RPS11	hsa:6205	hsa:6205	PRIMARY_SYMBOL	True
NFKBIA	hsa:4792	hsa:4792	PRIMARY_SYMBOL	True
HSPA1A	hsa:3303	hsa:3303	PRIMARY_SYMBOL	True
SMIM24	hsa:284422	hsa:284422	PRIMARY_SYMBOL	False
PSAT1	hsa:29968	hsa:29968	PRIMARY_SYMBOL	True
TRAPPC6A	hsa:79090	hsa:79090	PRIMARY_SYMBOL	False
CDC25B	hsa:994	hsa:994	PRIMARY_SYMBOL	True
RPS15	hsa:6209	hsa:6209	PRIMARY_SYMBOL	True
SLCO4A1-AS1			UNMAPPED	False
AVIL	hsa:10677	hsa:10677	PRIMARY_SYMBOL	False
ADGRF1	hsa:266977	hsa:266977	PRIMARY_SYMBOL	False
EDN3	hsa:1908	hsa:1908	PRIMARY_SYMBOL	True
RPL13A	hsa:23521	hsa:23521	PRIMARY_SYMBOL	True
MEP1A	hsa:4224	hsa:4224	PRIMARY_SYMBOL	True
ITPR2	hsa:3709	hsa:3709	PRIMARY_SYMBOL	True
PPBP	hsa:5473	hsa:5473	PRIMARY_SYMBOL	True
AL356488.3			UNMAPPED	False
HNRNPA1	hsa:3178	hsa:3178	PRIMARY_SYMBOL	True
RPS2	hsa:6187	hsa:6187	PRIMARY_SYMBOL	True
MUC5AC	hsa:4586	hsa:4586	PRIMARY_SYMBOL	True
RPL10	hsa:6134	hsa:6134	PRIMARY_SYMBOL	True
JUNB	hsa:3726	hsa:3726	PRIMARY_SYMBOL	True
ILDR1	hsa:286676	hsa:286676	PRIMARY_SYMBOL	False
RPL29	hsa:6159	hsa:6159	PRIMARY_SYMBOL	True
LIMS1	hsa:3987	hsa:3987	PRIMARY_SYMBOL	True
DNAJC7	hsa:7266	hsa:7266	PRIMARY_SYMBOL	False
RPL18A	hsa:6142	hsa:6142	PRIMARY_SYMBOL	True
RAB26	hsa:25837	hsa:25837	PRIMARY_SYMBOL	False
UCHL5	hsa:51377	hsa:51377	PRIMARY_SYMBOL	True
MAD2L1	hsa:4085	hsa:4085	PRIMARY_SYMBOL	True
PPIL1	hsa:51645	hsa:51645	PRIMARY_SYMBOL	True
RPL27A	hsa:6157	hsa:6157	PRIMARY_SYMBOL	True
NKD1	hsa:85407	hsa:85407	PRIMARY_SYMBOL	True
EGR2	hsa:1959	hsa:1959	PRIMARY_SYMBOL	True
RPL3	hsa:6122	hsa:6122	PRIMARY_SYMBOL	True
RACK1	hsa:10399	hsa:10399	PRIMARY_SYMBOL	True
CCNB2	hsa:9133	hsa:9133	PRIMARY_SYMBOL	True
TMC4	hsa:147798	hsa:147798	PRIMARY_SYMBOL	True
RPL10A	hsa:4736	hsa:4736	PRIMARY_SYMBOL	True
SPAG1	hsa:6674	hsa:6674	PRIMARY_SYMBOL	False
TMEM176A	hsa:55365	hsa:55365	PRIMARY_SYMBOL	False
ALDH2	hsa:217	hsa:217	PRIMARY_SYMBOL	True
RPL36A	hsa:6173	hsa:6173	PRIMARY_SYMBOL	True
ALKBH7	hsa:84266	hsa:84266	PRIMARY_SYMBOL	False
LGALS2	hsa:3957	hsa:3957	PRIMARY_SYMBOL	False
GAL	hsa:51083	hsa:51083	PRIMARY_SYMBOL	True
RPL14	hsa:9045	hsa:9045	PRIMARY_SYMBOL	True
HIST2H2BE	hsa:8349	hsa:8349	UNIQUE_ALIAS	True
LDHB	hsa:3945	hsa:3945	PRIMARY_SYMBOL	True
NOP58	hsa:51602	hsa:51602	PRIMARY_SYMBOL	True
SLC9A3R2	hsa:9351	hsa:9351	UNIQUE_ALIAS	True
TACC3	hsa:10460	hsa:10460	PRIMARY_SYMBOL	False
IER2	hsa:9592	hsa:9592	PRIMARY_SYMBOL	False
KIAA1324	hsa:57535	hsa:57535	UNIQUE_ALIAS	False
RPE	hsa:6120	hsa:6120	PRIMARY_SYMBOL	True
VNN1	hsa:8876	hsa:8876	PRIMARY_SYMBOL	True
RPS17	hsa:6218	hsa:6218	PRIMARY_SYMBOL	True
DAPK3	hsa:1613	hsa:1613	PRIMARY_SYMBOL	True
SUZ12	hsa:23512	hsa:23512	PRIMARY_SYMBOL	True
TNFSF10	hsa:8743	hsa:8743	PRIMARY_SYMBOL	True
TCIM	hsa:56892	hsa:56892	PRIMARY_SYMBOL	False
SMDT1	hsa:91689	hsa:91689	PRIMARY_SYMBOL	False
NES	hsa:10763	hsa:10763	PRIMARY_SYMBOL	False
CDSN	hsa:1041	hsa:1041	PRIMARY_SYMBOL	True
IFI35	hsa:3430	hsa:3430	PRIMARY_SYMBOL	False
RPS12	hsa:6206	hsa:6206	PRIMARY_SYMBOL	True
GPR155	hsa:151556	hsa:151556	PRIMARY_SYMBOL	True
AAMDC	hsa:28971	hsa:28971	PRIMARY_SYMBOL	False
MRPS6	hsa:64968	hsa:64968	PRIMARY_SYMBOL	True
PCNP	hsa:57092	hsa:57092	PRIMARY_SYMBOL	False
TRIM44	hsa:54765	hsa:54765	PRIMARY_SYMBOL	False
GFER	hsa:2671	hsa:2671	PRIMARY_SYMBOL	False
JUND	hsa:3727	hsa:3727	PRIMARY_SYMBOL	True
ANO9	hsa:338440	hsa:338440	PRIMARY_SYMBOL	True
RPL34	hsa:6164	hsa:6164	PRIMARY_SYMBOL	True
PPP1CC	hsa:5501	hsa:5501	PRIMARY_SYMBOL	True
CAP1	hsa:10487	hsa:10487	PRIMARY_SYMBOL	False
RPL32	hsa:6161	hsa:6161	PRIMARY_SYMBOL	True
CD74	hsa:972	hsa:972	PRIMARY_SYMBOL	True
SULT1A1	hsa:6817	hsa:6817	PRIMARY_SYMBOL	True
MTHFD2	hsa:10797	hsa:10797	PRIMARY_SYMBOL	True
APMAP	hsa:57136	hsa:57136	PRIMARY_SYMBOL	False
SMIM14	hsa:201895	hsa:201895	PRIMARY_SYMBOL	False
CRACR2A	hsa:84766	hsa:84766	PRIMARY_SYMBOL	False
WSB2	hsa:55884	hsa:55884	PRIMARY_SYMBOL	False
SLC20A2	hsa:6575	hsa:6575	PRIMARY_SYMBOL	False
MFSD14B	hsa:84641	hsa:84641	UNIQUE_ALIAS	False
AP003774.4			UNMAPPED	False
PNRC2	hsa:55629	hsa:55629	PRIMARY_SYMBOL	False
RPL35A	hsa:6165	hsa:6165	PRIMARY_SYMBOL	True
IL33	hsa:90865	hsa:90865	PRIMARY_SYMBOL	True
PELI1	hsa:57162	hsa:57162	PRIMARY_SYMBOL	False
UQCC2	hsa:84300	hsa:84300	PRIMARY_SYMBOL	False
RPL18	hsa:6141	hsa:6141	PRIMARY_SYMBOL	True
DKC1	hsa:1736	hsa:1736	PRIMARY_SYMBOL	True
TPPP3	hsa:51673	hsa:51673	PRIMARY_SYMBOL	False
NR4A1	hsa:3164	hsa:3164	PRIMARY_SYMBOL	True
FABP6	hsa:2172	hsa:2172	PRIMARY_SYMBOL	True
SERPINB5	hsa:5268	hsa:5268	PRIMARY_SYMBOL	True
SIGIRR	hsa:59307	hsa:59307	PRIMARY_SYMBOL	False
ARHGAP5	hsa:394	hsa:394	PRIMARY_SYMBOL	True
RPS3	hsa:6188	hsa:6188	PRIMARY_SYMBOL	True
ERN2	hsa:10595	hsa:10595	PRIMARY_SYMBOL	False
RPL7A	hsa:6130	hsa:6130	PRIMARY_SYMBOL	True
SYPL1	hsa:6856	hsa:6856	PRIMARY_SYMBOL	False
OFD1	hsa:8481	hsa:8481	PRIMARY_SYMBOL	False
MGST3	hsa:4259	hsa:4259	PRIMARY_SYMBOL	True
AMOTL2	hsa:51421	hsa:51421	PRIMARY_SYMBOL	True
SULT1B1	hsa:27284	hsa:27284	PRIMARY_SYMBOL	False
RPLP1	hsa:6176	hsa:6176	PRIMARY_SYMBOL	True
RPS6	hsa:6194	hsa:6194	PRIMARY_SYMBOL	True
FOSB	hsa:2354	hsa:2354	PRIMARY_SYMBOL	True
SSR4	hsa:6748	hsa:6748	PRIMARY_SYMBOL	True
PDP1	hsa:54704	hsa:54704	PRIMARY_SYMBOL	False
RPS14	hsa:6208	hsa:6208	PRIMARY_SYMBOL	True
REEP5	hsa:7905	hsa:7905	PRIMARY_SYMBOL	False
WNK2	hsa:65268	hsa:65268	PRIMARY_SYMBOL	True
SAT2	hsa:112483	hsa:112483	PRIMARY_SYMBOL	True
RPL37A	hsa:6168	hsa:6168	PRIMARY_SYMBOL	True
RAP1GAP	hsa:5909	hsa:5909	PRIMARY_SYMBOL	True
KDELC2	hsa:143888	hsa:143888	UNIQUE_ALIAS	False
PPRC1	hsa:23082	hsa:23082	PRIMARY_SYMBOL	False
ETFB	hsa:2109	hsa:2109	PRIMARY_SYMBOL	False
SNHG8			UNMAPPED	False
APCDD1	hsa:147495	hsa:147495	PRIMARY_SYMBOL	True
ARL6IP4	hsa:51329	hsa:51329	PRIMARY_SYMBOL	False
PSMD14	hsa:10213	hsa:10213	PRIMARY_SYMBOL	True
NME3	hsa:4832	hsa:4832	PRIMARY_SYMBOL	True
TBC1D8B	hsa:54885	hsa:54885	PRIMARY_SYMBOL	False
PLSCR1	hsa:5359	hsa:5359	PRIMARY_SYMBOL	False
ANPEP	hsa:290	hsa:290	PRIMARY_SYMBOL	True
NEK7	hsa:140609	hsa:140609	PRIMARY_SYMBOL	True
MYCL	hsa:4610	hsa:4610	PRIMARY_SYMBOL	False
ABCE1	hsa:6059	hsa:6059	PRIMARY_SYMBOL	False
EMP3	hsa:2014	hsa:2014	PRIMARY_SYMBOL	True
CDX2	hsa:1045	hsa:1045	PRIMARY_SYMBOL	True
RPS16	hsa:6217	hsa:6217	PRIMARY_SYMBOL	True
SGMS2	hsa:166929	hsa:166929	PRIMARY_SYMBOL	True
RPS21	hsa:6227	hsa:6227	PRIMARY_SYMBOL	True
ENTPD2	hsa:954	hsa:954	PRIMARY_SYMBOL	True
MYO9B	hsa:4650	hsa:4650	PRIMARY_SYMBOL	True
YWHAH	hsa:7533	hsa:7533	PRIMARY_SYMBOL	True
RPS23	hsa:6228	hsa:6228	PRIMARY_SYMBOL	True
TRIM27	hsa:5987	hsa:5987	PRIMARY_SYMBOL	False
RNASE1	hsa:6035	hsa:6035	PRIMARY_SYMBOL	False
TPM3	hsa:7170	hsa:7170	PRIMARY_SYMBOL	True
MBNL1	hsa:4154	hsa:4154	PRIMARY_SYMBOL	False
NXPE4	hsa:54827	hsa:54827	PRIMARY_SYMBOL	False
HK2	hsa:3099	hsa:3099	PRIMARY_SYMBOL	True
PLCD1	hsa:5333	hsa:5333	PRIMARY_SYMBOL	True
PTP4A2	hsa:8073	hsa:8073	PRIMARY_SYMBOL	False
RPL11	hsa:6135	hsa:6135	PRIMARY_SYMBOL	True
MAD1L1	hsa:8379	hsa:8379	PRIMARY_SYMBOL	True
UFL1	hsa:23376	hsa:23376	PRIMARY_SYMBOL	False
UCP2	hsa:7351	hsa:7351	PRIMARY_SYMBOL	False
SELENOK	hsa:58515	hsa:58515	PRIMARY_SYMBOL	False
ARMT1	hsa:79624	hsa:79624	UNIQUE_ALIAS	False
PFDN5	hsa:5204	hsa:5204	PRIMARY_SYMBOL	False
RPL12	hsa:6136	hsa:6136	PRIMARY_SYMBOL	True
HLA-A	hsa:3105	hsa:3105	PRIMARY_SYMBOL	True
C1orf53	hsa:388722	hsa:388722	PRIMARY_SYMBOL	False
AC023157.3			UNMAPPED	False
C19orf70	hsa:125988	hsa:125988	UNIQUE_ALIAS	False
HMGN1	hsa:3150	hsa:3150	PRIMARY_SYMBOL	False
ETFA	hsa:2108	hsa:2108	PRIMARY_SYMBOL	False
PDGFA	hsa:5154	hsa:5154	PRIMARY_SYMBOL	True
SLC25A6	hsa:293	hsa:293	PRIMARY_SYMBOL	True
EDF1	hsa:8721	hsa:8721	PRIMARY_SYMBOL	False
MYD88	hsa:4615	hsa:4615	PRIMARY_SYMBOL	True
TTC30B		hsa:150737;hsa:92104	AMBIGUOUS	False
FBXO22	hsa:26263	hsa:26263	PRIMARY_SYMBOL	True
BLOC1S1	hsa:2647	hsa:2647	PRIMARY_SYMBOL	True
PRKCG	hsa:5582	hsa:5582	PRIMARY_SYMBOL	True
SH3KBP1	hsa:30011	hsa:30011	PRIMARY_SYMBOL	True
TUBB4B	hsa:10383	hsa:10383	PRIMARY_SYMBOL	True
RPL19	hsa:6143	hsa:6143	PRIMARY_SYMBOL	True
PTTG1IP	hsa:754	hsa:754	PRIMARY_SYMBOL	False
RPL39	hsa:6170	hsa:6170	PRIMARY_SYMBOL	True
TMEM150C	hsa:441027	hsa:441027	PRIMARY_SYMBOL	False
EIF4EBP1	hsa:1978	hsa:1978	PRIMARY_SYMBOL	True
HYI	hsa:81888	hsa:81888	PRIMARY_SYMBOL	True
CHCHD10	hsa:400916	hsa:400916	PRIMARY_SYMBOL	True
MMP1	hsa:4312	hsa:4312	PRIMARY_SYMBOL	True
YES1	hsa:7525	hsa:7525	PRIMARY_SYMBOL	True
PSMD10	hsa:5716	hsa:5716	PRIMARY_SYMBOL	False
C11orf96	hsa:387763	hsa:387763	PRIMARY_SYMBOL	False
HID1	hsa:283987	hsa:283987	PRIMARY_SYMBOL	False
RPL35	hsa:11224	hsa:11224	PRIMARY_SYMBOL	True
TOMM7	hsa:54543	hsa:54543	PRIMARY_SYMBOL	True
MIEF1	hsa:54471	hsa:54471	PRIMARY_SYMBOL	False
RPS10	hsa:6204	hsa:6204	PRIMARY_SYMBOL	True
FUT6	hsa:2528	hsa:2528	PRIMARY_SYMBOL	True
UBC	hsa:7316	hsa:7316	PRIMARY_SYMBOL	True
NEK1	hsa:4750	hsa:4750	PRIMARY_SYMBOL	False
PRSS56	hsa:646960	hsa:646960	PRIMARY_SYMBOL	False
ZFP36L1	hsa:677	hsa:677	PRIMARY_SYMBOL	True
ZBTB7A	hsa:51341	hsa:51341	PRIMARY_SYMBOL	False
SHC2	hsa:25759	hsa:25759	PRIMARY_SYMBOL	True
SOWAHC	hsa:65124	hsa:65124	PRIMARY_SYMBOL	False
B3GALT4	hsa:8705	hsa:8705	PRIMARY_SYMBOL	True
DPP4	hsa:1803	hsa:1803	PRIMARY_SYMBOL	True
MPHOSPH8	hsa:54737	hsa:54737	PRIMARY_SYMBOL	False
BBC3	hsa:27113	hsa:27113	PRIMARY_SYMBOL	True
CLTA	hsa:1211	hsa:1211	PRIMARY_SYMBOL	True
RPL38	hsa:6169	hsa:6169	PRIMARY_SYMBOL	True
SRP9	hsa:6726	hsa:6726	PRIMARY_SYMBOL	True
UXT	hsa:8409	hsa:8409	PRIMARY_SYMBOL	False
NDFIP2	hsa:54602	hsa:54602	PRIMARY_SYMBOL	False
ENTPD8	hsa:377841	hsa:377841	PRIMARY_SYMBOL	True
NUDT8	hsa:254552	hsa:254552	PRIMARY_SYMBOL	False
HAGH	hsa:3029	hsa:3029	PRIMARY_SYMBOL	True
GADD45B	hsa:4616	hsa:4616	PRIMARY_SYMBOL	True
FAM13A	hsa:10144	hsa:10144	PRIMARY_SYMBOL	False
MAML3	hsa:55534	hsa:55534	PRIMARY_SYMBOL	True
KLF4	hsa:9314	hsa:9314	PRIMARY_SYMBOL	True
SAMHD1	hsa:25939	hsa:25939	PRIMARY_SYMBOL	True
NPEPPS	hsa:9520	hsa:9520	PRIMARY_SYMBOL	False
TYMS	hsa:7298	hsa:7298	PRIMARY_SYMBOL	True
GNS	hsa:2799	hsa:2799	PRIMARY_SYMBOL	True
FBXO28	hsa:23219	hsa:23219	PRIMARY_SYMBOL	False
GLRX5	hsa:51218	hsa:51218	PRIMARY_SYMBOL	False
CDHR5	hsa:53841	hsa:53841	PRIMARY_SYMBOL	False
CAPZA1	hsa:829	hsa:829	PRIMARY_SYMBOL	True
RGCC	hsa:28984	hsa:28984	PRIMARY_SYMBOL	True
ZFAS1			UNMAPPED	False
TFF1	hsa:7031	hsa:7031	PRIMARY_SYMBOL	True
PSMC3	hsa:5702	hsa:5702	PRIMARY_SYMBOL	True
PEX16	hsa:9409	hsa:9409	PRIMARY_SYMBOL	True
PLEKHA4	hsa:57664	hsa:57664	PRIMARY_SYMBOL	False
KCNN4	hsa:3783	hsa:3783	PRIMARY_SYMBOL	True
PSME3	hsa:10197	hsa:10197	PRIMARY_SYMBOL	True
DCUN1D5	hsa:84259	hsa:84259	PRIMARY_SYMBOL	False
NOXO1	hsa:124056	hsa:124056	PRIMARY_SYMBOL	False
DHFR	hsa:1719	hsa:1719	PRIMARY_SYMBOL	True
SNX9	hsa:51429	hsa:51429	PRIMARY_SYMBOL	True
LIMCH1	hsa:22998	hsa:22998	PRIMARY_SYMBOL	False
UTP20	hsa:27340	hsa:27340	PRIMARY_SYMBOL	False
SPINK1	hsa:6690	hsa:6690	PRIMARY_SYMBOL	False
WDR4	hsa:10785	hsa:10785	PRIMARY_SYMBOL	False
BCL3	hsa:602	hsa:602	PRIMARY_SYMBOL	True
RPS4X	hsa:6191	hsa:6191	PRIMARY_SYMBOL	True
TMEM248	hsa:55069	hsa:55069	PRIMARY_SYMBOL	False
RPS15A	hsa:6210	hsa:6210	PRIMARY_SYMBOL	True
TUBA1C	hsa:84790	hsa:84790	PRIMARY_SYMBOL	True
REN	hsa:5972	hsa:5972	PRIMARY_SYMBOL	True
CRCP	hsa:27297	hsa:27297	PRIMARY_SYMBOL	True
CENPN	hsa:55839	hsa:55839	PRIMARY_SYMBOL	False
NDUFB10	hsa:4716	hsa:4716	PRIMARY_SYMBOL	True
GMFB	hsa:2764	hsa:2764	PRIMARY_SYMBOL	False
ENOPH1	hsa:58478	hsa:58478	PRIMARY_SYMBOL	True
CAPN2	hsa:824	hsa:824	PRIMARY_SYMBOL	True
STOM	hsa:2040	hsa:2040	PRIMARY_SYMBOL	False
EDN1	hsa:1906	hsa:1906	PRIMARY_SYMBOL	True
CLASP1	hsa:23332	hsa:23332	PRIMARY_SYMBOL	False
SPIRE2	hsa:84501	hsa:84501	PRIMARY_SYMBOL	False
ANKRD13A	hsa:88455	hsa:88455	PRIMARY_SYMBOL	False
FCGRT	hsa:2217	hsa:2217	PRIMARY_SYMBOL	False
WDR81	hsa:124997	hsa:124997	PRIMARY_SYMBOL	False
LDHA	hsa:3939	hsa:3939	PRIMARY_SYMBOL	True
DALRD3	hsa:55152	hsa:55152	PRIMARY_SYMBOL	False
BTBD6	hsa:90135	hsa:90135	PRIMARY_SYMBOL	False
STC2	hsa:8614	hsa:8614	PRIMARY_SYMBOL	False
CD320	hsa:51293	hsa:51293	PRIMARY_SYMBOL	True
ALDOB	hsa:229	hsa:229	PRIMARY_SYMBOL	True
GALNT1	hsa:2589	hsa:2589	PRIMARY_SYMBOL	True
LRMP	hsa:4033	hsa:4033	UNIQUE_ALIAS	False
RAB14	hsa:51552	hsa:51552	PRIMARY_SYMBOL	True
ACADS	hsa:35	hsa:35	PRIMARY_SYMBOL	True
PRKDC	hsa:5591	hsa:5591	PRIMARY_SYMBOL	True
ACTL6A	hsa:86	hsa:86	PRIMARY_SYMBOL	True
CPSF2	hsa:53981	hsa:53981	PRIMARY_SYMBOL	True
NUDT21	hsa:11051	hsa:11051	PRIMARY_SYMBOL	True
TMEM106B	hsa:54664	hsa:54664	PRIMARY_SYMBOL	False
TCEA1	hsa:6917	hsa:6917	PRIMARY_SYMBOL	False
PAPOLA	hsa:10914	hsa:10914	PRIMARY_SYMBOL	True
GPRC5A	hsa:9052	hsa:9052	PRIMARY_SYMBOL	False
SDCBP	hsa:6386	hsa:6386	PRIMARY_SYMBOL	False
NT5C	hsa:30833	hsa:30833	PRIMARY_SYMBOL	True
SELENBP1	hsa:8991	hsa:8991	PRIMARY_SYMBOL	True
ZNF337	hsa:26152	hsa:26152	PRIMARY_SYMBOL	False
RPS8	hsa:6202	hsa:6202	PRIMARY_SYMBOL	True
CCNY	hsa:219771	hsa:219771	PRIMARY_SYMBOL	False
H2AFZ	hsa:3015	hsa:3015	UNIQUE_ALIAS	True
TSN	hsa:7247	hsa:7247	PRIMARY_SYMBOL	False
KLK10	hsa:5655	hsa:5655	PRIMARY_SYMBOL	False
DUSP23	hsa:54935	hsa:54935	PRIMARY_SYMBOL	False
SET	hsa:6418	hsa:6418	PRIMARY_SYMBOL	False
ANXA3	hsa:306	hsa:306	PRIMARY_SYMBOL	False
PYCARD	hsa:29108	hsa:29108	PRIMARY_SYMBOL	True
MYO18A	hsa:399687	hsa:399687	PRIMARY_SYMBOL	True
LINC01559			UNMAPPED	False
UTP4	hsa:84916	hsa:84916	PRIMARY_SYMBOL	True
LYPD8	hsa:646627	hsa:646627	PRIMARY_SYMBOL	False
CLTC	hsa:1213	hsa:1213	PRIMARY_SYMBOL	True
FAM89B	hsa:23625	hsa:23625	PRIMARY_SYMBOL	False
AC087623.3			UNMAPPED	False
IRF1	hsa:3659	hsa:3659	PRIMARY_SYMBOL	True
EPAS1	hsa:2034	hsa:2034	PRIMARY_SYMBOL	True
SAV1	hsa:60485	hsa:60485	PRIMARY_SYMBOL	True
RPS28	hsa:6234	hsa:6234	PRIMARY_SYMBOL	True
ITM2C	hsa:81618	hsa:81618	PRIMARY_SYMBOL	False
SLC29A4	hsa:222962	hsa:222962	PRIMARY_SYMBOL	False
GBP1	hsa:2633	hsa:2633	PRIMARY_SYMBOL	True
RHOV	hsa:171177	hsa:171177	PRIMARY_SYMBOL	False
AL024507.2			UNMAPPED	False
ALDH1B1	hsa:219	hsa:219	PRIMARY_SYMBOL	True
RBM42	hsa:79171	hsa:79171	PRIMARY_SYMBOL	False
ADIPOR1	hsa:51094	hsa:51094	PRIMARY_SYMBOL	True
GPR157	hsa:80045	hsa:80045	PRIMARY_SYMBOL	False
PRPS2	hsa:5634	hsa:5634	PRIMARY_SYMBOL	True
CCDC174	hsa:51244	hsa:51244	PRIMARY_SYMBOL	False
TRUB2	hsa:26995	hsa:26995	PRIMARY_SYMBOL	False
RTF1	hsa:23168	hsa:23168	PRIMARY_SYMBOL	False
RTKN2	hsa:219790	hsa:219790	PRIMARY_SYMBOL	False
AC022075.1			UNMAPPED	False
SIL1	hsa:64374	hsa:64374	PRIMARY_SYMBOL	True
PLXDC2	hsa:84898	hsa:84898	PRIMARY_SYMBOL	False
GUCA2B	hsa:2981	hsa:2981	PRIMARY_SYMBOL	True
ARMC1	hsa:55156	hsa:55156	PRIMARY_SYMBOL	False
LIF	hsa:3976	hsa:3976	PRIMARY_SYMBOL	True
CCL26	hsa:10344	hsa:10344	PRIMARY_SYMBOL	True
TRAM1	hsa:23471	hsa:23471	PRIMARY_SYMBOL	True
ING3	hsa:54556	hsa:54556	PRIMARY_SYMBOL	True
DNAJC12	hsa:56521	hsa:56521	PRIMARY_SYMBOL	False
MFGE8	hsa:4240	hsa:4240	PRIMARY_SYMBOL	True
ALCAM	hsa:214	hsa:214	PRIMARY_SYMBOL	True
RCOR1	hsa:23186	hsa:23186	PRIMARY_SYMBOL	True
SLC7A5	hsa:8140	hsa:8140	PRIMARY_SYMBOL	True
GARS		hsa:2617;hsa:2618	AMBIGUOUS	False
SEZ6L2	hsa:26470	hsa:26470	PRIMARY_SYMBOL	False
COX6B1	hsa:1340	hsa:1340	PRIMARY_SYMBOL	True
SRSF2	hsa:6427	hsa:6427	PRIMARY_SYMBOL	True
ITGAE	hsa:3682	hsa:3682	PRIMARY_SYMBOL	True
RRAS	hsa:6237	hsa:6237	PRIMARY_SYMBOL	True
UBR5	hsa:51366	hsa:51366	PRIMARY_SYMBOL	True
