gene	kegg_gene	candidate_ids	status	in_any_pathway
AC007114.2			UNMAPPED	False
PTTG1	hsa:9232	hsa:9232	PRIMARY_SYMBOL	True
HAX1	hsa:10456	hsa:10456	PRIMARY_SYMBOL	False
JPH1	hsa:56704	hsa:56704	PRIMARY_SYMBOL	False
MYLIP	hsa:29116	hsa:29116	PRIMARY_SYMBOL	True
XBP1	hsa:7494	hsa:7494	PRIMARY_SYMBOL	True
BAHCC1	hsa:57597	hsa:57597	PRIMARY_SYMBOL	False
C8orf76	hsa:84933	hsa:84933	PRIMARY_SYMBOL	False
ADGRF4	hsa:221393	hsa:221393	PRIMARY_SYMBOL	False
HECTD1	hsa:25831	hsa:25831	PRIMARY_SYMBOL	False
PAFAH1B3	hsa:5050	hsa:5050	PRIMARY_SYMBOL	True
LBR	hsa:3930	hsa:3930	PRIMARY_SYMBOL	True
ZNF514	hsa:84874	hsa:84874	PRIMARY_SYMBOL	False
MAP2K1	hsa:5604	hsa:5604	PRIMARY_SYMBOL	True
CEP70	hsa:80321	hsa:80321	PRIMARY_SYMBOL	False
PLPBP	hsa:11212	hsa:11212	PRIMARY_SYMBOL	False
SETMAR	hsa:6419	hsa:6419	PRIMARY_SYMBOL	True
BCAT2	hsa:587	hsa:587	PRIMARY_SYMBOL	True
ZDHHC3	hsa:51304	hsa:51304	PRIMARY_SYMBOL	False
GTF2H1	hsa:2965	hsa:2965	PRIMARY_SYMBOL	True
RABL6	hsa:55684	hsa:55684	PRIMARY_SYMBOL	False
EDEM1	hsa:9695	hsa:9695	PRIMARY_SYMBOL	True
TXLNG	hsa:55787	hsa:55787	PRIMARY_SYMBOL	False
ATAT1	hsa:79969	hsa:79969	PRIMARY_SYMBOL	False
SUGP2	hsa:10147	hsa:10147	PRIMARY_SYMBOL	False
SUCLG2	hsa:8801	hsa:8801	PRIMARY_SYMBOL	True
MPPE1	hsa:65258	hsa:65258	PRIMARY_SYMBOL	True
PISD	hsa:23761	hsa:23761	PRIMARY_SYMBOL	True
ZNF322	hsa:79692	hsa:79692	PRIMARY_SYMBOL	False
ARNTL2	hsa:56938	hsa:56938	UNIQUE_ALIAS	False
DDX58	hsa:23586	hsa:23586	UNIQUE_ALIAS	True
NDUFA4L2	hsa:56901	hsa:56901	UNIQUE_ALIAS	True
CDKN2A	hsa:1029	hsa:1029	PRIMARY_SYMBOL	True
FRAT2	hsa:23401	hsa:23401	PRIMARY_SYMBOL	True
LHFPL2	hsa:10184	hsa:10184	PRIMARY_SYMBOL	True
RPL17	hsa:6139	hsa:6139	PRIMARY_SYMBOL	True
KAT5	hsa:10524	hsa:10524	PRIMARY_SYMBOL	True
MTM1	hsa:4534	hsa:4534	PRIMARY_SYMBOL	True
GNPNAT1	hsa:64841	hsa:64841	PRIMARY_SYMBOL	True
RIPK4	hsa:54101	hsa:54101	PRIMARY_SYMBOL	False
PLXNB2	hsa:23654	hsa:23654	PRIMARY_SYMBOL	True
KLK1	hsa:3816	hsa:3816	PRIMARY_SYMBOL	True
SLC38A10	hsa:124565	hsa:124565	PRIMARY_SYMBOL	False
HMGN5	hsa:79366	hsa:79366	PRIMARY_SYMBOL	False
NAA10	hsa:8260	hsa:8260	PRIMARY_SYMBOL	False
IKBKB	hsa:3551	hsa:3551	PRIMARY_SYMBOL	True
SRP72	hsa:6731	hsa:6731	PRIMARY_SYMBOL	True
ZNF688	hsa:146542	hsa:146542	PRIMARY_SYMBOL	False
ZNF865	hsa:100507290	hsa:100507290	PRIMARY_SYMBOL	False
KPNA3	hsa:3839	hsa:3839	PRIMARY_SYMBOL	True
MOGAT2	hsa:80168	hsa:80168	PRIMARY_SYMBOL	True
MIER2	hsa:54531	hsa:54531	PRIMARY_SYMBOL	False
SLMAP	hsa:7871	hsa:7871	PRIMARY_SYMBOL	False
CARD11	hsa:84433	hsa:84433	PRIMARY_SYMBOL	True
ICA1	hsa:3382	hsa:3382	PRIMARY_SYMBOL	True
HIST1H4E	hsa:8367	hsa:8367	UNIQUE_ALIAS	True
YBEY	hsa:54059	hsa:54059	PRIMARY_SYMBOL	False
TCEAL8	hsa:90843	hsa:90843	PRIMARY_SYMBOL	False
RRP1	hsa:8568	hsa:8568	PRIMARY_SYMBOL	False
MRS2	hsa:57380	hsa:57380	PRIMARY_SYMBOL	False
ADGRG1	hsa:9289	hsa:9289	PRIMARY_SYMBOL	False
DUSP22	hsa:56940	hsa:56940	PRIMARY_SYMBOL	False
FIP1L1	hsa:81608	hsa:81608	PRIMARY_SYMBOL	True
PPP2R5E	hsa:5529	hsa:5529	PRIMARY_SYMBOL	True
LINC02562			UNMAPPED	False
NPHP4	hsa:261734	hsa:261734	PRIMARY_SYMBOL	False
ARHGAP22	hsa:58504	hsa:58504	PRIMARY_SYMBOL	False
ETV1	hsa:2115	hsa:2115	PRIMARY_SYMBOL	True
AL353759.1			UNMAPPED	False
CCDC186	hsa:55088	hsa:55088	PRIMARY_SYMBOL	False
NFKBIZ	hsa:64332	hsa:64332	PRIMARY_SYMBOL	True
GMPR	hsa:2766	hsa:2766	PRIMARY_SYMBOL	True
TIMM21	hsa:29090	hsa:29090	PRIMARY_SYMBOL	False
IPO8	hsa:10526	hsa:10526	PRIMARY_SYMBOL	True
KYAT1	hsa:883	hsa:883	PRIMARY_SYMBOL	True
ARIH1	hsa:25820	hsa:25820	PRIMARY_SYMBOL	True
ZNF428	hsa:126299	hsa:126299	PRIMARY_SYMBOL	False
TMEM50B	hsa:757	hsa:757	PRIMARY_SYMBOL	False
AMZ2	hsa:51321	hsa:51321	PRIMARY_SYMBOL	False
GIMAP2	hsa:26157	hsa:26157	PRIMARY_SYMBOL	False
RAB7A	hsa:7879	hsa:7879	PRIMARY_SYMBOL	True
MATN2	hsa:4147	hsa:4147	PRIMARY_SYMBOL	False
PPP2R3C	hsa:55012	hsa:55012	PRIMARY_SYMBOL	True
AATF	hsa:26574	hsa:26574	PRIMARY_SYMBOL	False
PAIP1	hsa:10605	hsa:10605	PRIMARY_SYMBOL	False
MIR34AHG			UNMAPPED	False
TRMT13	hsa:54482	hsa:54482	PRIMARY_SYMBOL	False
ARC	hsa:23237	hsa:23237	PRIMARY_SYMBOL	True
MXRA7	hsa:439921	hsa:439921	PRIMARY_SYMBOL	False
FLII	hsa:2314	hsa:2314	PRIMARY_SYMBOL	False
TMEM185B	hsa:79134	hsa:79134	PRIMARY_SYMBOL	False
CCDC32	hsa:90416	hsa:90416	PRIMARY_SYMBOL	False
JAK2	hsa:3717	hsa:3717	PRIMARY_SYMBOL	True
MTMR10	hsa:54893	hsa:54893	PRIMARY_SYMBOL	False
RBM47	hsa:54502	hsa:54502	PRIMARY_SYMBOL	False
SWI5	hsa:375757	hsa:375757	PRIMARY_SYMBOL	False
AL049840.1			UNMAPPED	False
UQCR11	hsa:10975	hsa:10975	PRIMARY_SYMBOL	True
MAPK1IP1L	hsa:93487	hsa:93487	PRIMARY_SYMBOL	False
PMVK	hsa:10654	hsa:10654	PRIMARY_SYMBOL	True
UBALD2	hsa:283991	hsa:283991	PRIMARY_SYMBOL	False
SHROOM3	hsa:57619	hsa:57619	PRIMARY_SYMBOL	False
PRICKLE3	hsa:4007	hsa:4007	PRIMARY_SYMBOL	True
ZNF227	hsa:7770	hsa:7770	PRIMARY_SYMBOL	False
DCAF8	hsa:50717	hsa:50717	PRIMARY_SYMBOL	False
TMEM138	hsa:51524	hsa:51524	PRIMARY_SYMBOL	False
SYTL1	hsa:84958	hsa:84958	PRIMARY_SYMBOL	False
PLPP5	hsa:84513	hsa:84513	PRIMARY_SYMBOL	True
KANTR	hsa:102723508	hsa:102723508	PRIMARY_SYMBOL	False
C3	hsa:718	hsa:718	PRIMARY_SYMBOL	True
LSM7	hsa:51690	hsa:51690	PRIMARY_SYMBOL	True
MTPN	hsa:136319	hsa:136319	PRIMARY_SYMBOL	False
SBF1	hsa:6305	hsa:6305	PRIMARY_SYMBOL	False
KCND3	hsa:3752	hsa:3752	PRIMARY_SYMBOL	True
SCYL1	hsa:57410	hsa:57410	PRIMARY_SYMBOL	False
TOP1	hsa:7150	hsa:7150	PRIMARY_SYMBOL	False
DDRGK1	hsa:65992	hsa:65992	PRIMARY_SYMBOL	False
SEC14L1	hsa:6397	hsa:6397	PRIMARY_SYMBOL	False
RPH3AL	hsa:9501	hsa:9501	PRIMARY_SYMBOL	False
OSER1	hsa:51526	hsa:51526	PRIMARY_SYMBOL	False
FCHO2	hsa:115548	hsa:115548	PRIMARY_SYMBOL	False
RSL24D1	hsa:51187	hsa:51187	PRIMARY_SYMBOL	True
LINC02323			UNMAPPED	False
REPS2	hsa:9185	hsa:9185	PRIMARY_SYMBOL	False
TIMP4	hsa:7079	hsa:7079	PRIMARY_SYMBOL	False
PDCD7	hsa:10081	hsa:10081	PRIMARY_SYMBOL	False
FXYD5	hsa:53827	hsa:53827	PRIMARY_SYMBOL	False
GIF		hsa:2694;hsa:4282;hsa:4504	AMBIGUOUS	False
PRPS1	hsa:5631	hsa:5631	PRIMARY_SYMBOL	True
EPS8L1	hsa:54869	hsa:54869	PRIMARY_SYMBOL	False
HSDL1	hsa:83693	hsa:83693	PRIMARY_SYMBOL	False
SNRNP27	hsa:11017	hsa:11017	PRIMARY_SYMBOL	True
WDR12	hsa:55759	hsa:55759	PRIMARY_SYMBOL	False
WDR48	hsa:57599	hsa:57599	PRIMARY_SYMBOL	True
PRKRA	hsa:8575	hsa:8575	PRIMARY_SYMBOL	False
ID4	hsa:3400	hsa:3400	PRIMARY_SYMBOL	True
GTF2E1	hsa:2960	hsa:2960	PRIMARY_SYMBOL	True
ZNF267	hsa:10308	hsa:10308	PRIMARY_SYMBOL	False
UTP25	hsa:27042	hsa:27042	PRIMARY_SYMBOL	False
NSUN3	hsa:63899	hsa:63899	PRIMARY_SYMBOL	False
MS4A12	hsa:54860	hsa:54860	PRIMARY_SYMBOL	False
DCPS	hsa:28960	hsa:28960	PRIMARY_SYMBOL	True
IRF3	hsa:3661	hsa:3661	PRIMARY_SYMBOL	True
USH1C	hsa:10083	hsa:10083	PRIMARY_SYMBOL	True
ADD3	hsa:120	hsa:120	PRIMARY_SYMBOL	False
RANBP9	hsa:10048	hsa:10048	PRIMARY_SYMBOL	False
LSG1	hsa:55341	hsa:55341	PRIMARY_SYMBOL	True
FSCN1	hsa:6624	hsa:6624	PRIMARY_SYMBOL	True
TPCN1	hsa:53373	hsa:53373	PRIMARY_SYMBOL	True
SNAPC4	hsa:6621	hsa:6621	PRIMARY_SYMBOL	False
NANOS3	hsa:342977	hsa:342977	PRIMARY_SYMBOL	False
MTMR6	hsa:9107	hsa:9107	PRIMARY_SYMBOL	True
DCTN6	hsa:10671	hsa:10671	PRIMARY_SYMBOL	True
TNRC6A	hsa:27327	hsa:27327	PRIMARY_SYMBOL	False
SDHAF3	hsa:57001	hsa:57001	PRIMARY_SYMBOL	False
SLC51B	hsa:123264	hsa:123264	PRIMARY_SYMBOL	True
TTC21B	hsa:79809	hsa:79809	PRIMARY_SYMBOL	False
GNAQ	hsa:2776	hsa:2776	PRIMARY_SYMBOL	True
RAD17	hsa:5884	hsa:5884	PRIMARY_SYMBOL	False
KRTCAP2	hsa:200185	hsa:200185	PRIMARY_SYMBOL	True
TSPAN7	hsa:7102	hsa:7102	PRIMARY_SYMBOL	True
WNT4	hsa:54361	hsa:54361	PRIMARY_SYMBOL	True
EEF2	hsa:1938	hsa:1938	PRIMARY_SYMBOL	True
OPTN	hsa:10133	hsa:10133	PRIMARY_SYMBOL	True
PARP2	hsa:10038	hsa:10038	PRIMARY_SYMBOL	True
STAT6	hsa:6778	hsa:6778	PRIMARY_SYMBOL	True
CIB2	hsa:10518	hsa:10518	PRIMARY_SYMBOL	True
UBXN2B	hsa:137886	hsa:137886	PRIMARY_SYMBOL	False
ELOA-AS1			UNMAPPED	False
PIP4K2B	hsa:8396	hsa:8396	PRIMARY_SYMBOL	True
TSTD3			UNMAPPED	False
LSM2	hsa:57819	hsa:57819	PRIMARY_SYMBOL	True
CREM	hsa:1390	hsa:1390	PRIMARY_SYMBOL	True
SBDS	hsa:51119	hsa:51119	PRIMARY_SYMBOL	True
BRAP	hsa:8315	hsa:8315	PRIMARY_SYMBOL	True
RTRAF	hsa:51637	hsa:51637	PRIMARY_SYMBOL	False
AAK1	hsa:22848	hsa:22848	PRIMARY_SYMBOL	False
TM4SF20	hsa:79853	hsa:79853	PRIMARY_SYMBOL	False
PKD1	hsa:5310	hsa:5310	PRIMARY_SYMBOL	False
CES3	hsa:23491	hsa:23491	PRIMARY_SYMBOL	False
GMCL1	hsa:64395	hsa:64395	PRIMARY_SYMBOL	False
BCS1L	hsa:617	hsa:617	PRIMARY_SYMBOL	False
SGCB	hsa:6443	hsa:6443	PRIMARY_SYMBOL	True
TMA7	hsa:51372	hsa:51372	PRIMARY_SYMBOL	False
GOLGA2	hsa:2801	hsa:2801	PRIMARY_SYMBOL	False
B3GALNT2	hsa:148789	hsa:148789	PRIMARY_SYMBOL	True
CDC42EP4	hsa:23580	hsa:23580	PRIMARY_SYMBOL	False
GSKIP	hsa:51527	hsa:51527	PRIMARY_SYMBOL	False
ARL6IP1	hsa:23204	hsa:23204	PRIMARY_SYMBOL	False
RNF208	hsa:727800	hsa:727800	PRIMARY_SYMBOL	False
CRBN	hsa:51185	hsa:51185	PRIMARY_SYMBOL	False
SELENOF	hsa:9403	hsa:9403	PRIMARY_SYMBOL	False
MAPRE3	hsa:22924	hsa:22924	PRIMARY_SYMBOL	False
FGFR4	hsa:2264	hsa:2264	PRIMARY_SYMBOL	True
TUBA1A	hsa:7846	hsa:7846	PRIMARY_SYMBOL	True
CPNE3	hsa:8895	hsa:8895	PRIMARY_SYMBOL	False
FAM43A	hsa:131583	hsa:131583	PRIMARY_SYMBOL	False
PKP3	hsa:11187	hsa:11187	PRIMARY_SYMBOL	True
FGFR1OP2	hsa:26127	hsa:26127	PRIMARY_SYMBOL	False
SPAG7	hsa:9552	hsa:9552	PRIMARY_SYMBOL	False
KMT5B	hsa:51111	hsa:51111	PRIMARY_SYMBOL	True
TIMM29	hsa:90580	hsa:90580	PRIMARY_SYMBOL	False
LAD1	hsa:3898	hsa:3898	PRIMARY_SYMBOL	False
PPM1F	hsa:9647	hsa:9647	PRIMARY_SYMBOL	False
FAM98A	hsa:25940	hsa:25940	PRIMARY_SYMBOL	False
PAN2	hsa:9924	hsa:9924	PRIMARY_SYMBOL	True
GPR137	hsa:56834	hsa:56834	PRIMARY_SYMBOL	False
HMG20A	hsa:10363	hsa:10363	PRIMARY_SYMBOL	False
RCC2	hsa:55920	hsa:55920	PRIMARY_SYMBOL	False
TESMIN	hsa:9633	hsa:9633	PRIMARY_SYMBOL	False
SF3B6	hsa:51639	hsa:51639	PRIMARY_SYMBOL	True
OSGEP	hsa:55644	hsa:55644	PRIMARY_SYMBOL	False
CAPZA2	hsa:830	hsa:830	PRIMARY_SYMBOL	True
LDB1	hsa:8861	hsa:8861	PRIMARY_SYMBOL	True
YLPM1	hsa:56252	hsa:56252	PRIMARY_SYMBOL	False
RHOQ	hsa:23433	hsa:23433	PRIMARY_SYMBOL	True
GAPDH	hsa:2597	hsa:2597	PRIMARY_SYMBOL	True
SUMO1	hsa:7341	hsa:7341	PRIMARY_SYMBOL	True
PC	hsa:5091	hsa:5091	PRIMARY_SYMBOL	True
CENPC	hsa:1060	hsa:1060	PRIMARY_SYMBOL	False
SLC15A4	hsa:121260	hsa:121260	PRIMARY_SYMBOL	True
CDCA2	hsa:157313	hsa:157313	PRIMARY_SYMBOL	False
C1QTNF12	hsa:388581	hsa:388581	PRIMARY_SYMBOL	False
PTPN2	hsa:5771	hsa:5771	PRIMARY_SYMBOL	True
UGP2	hsa:7360	hsa:7360	PRIMARY_SYMBOL	True
MED29	hsa:55588	hsa:55588	PRIMARY_SYMBOL	False
ZNF777	hsa:27153	hsa:27153	PRIMARY_SYMBOL	False
RAB1A	hsa:5861	hsa:5861	PRIMARY_SYMBOL	True
PHF8	hsa:23133	hsa:23133	PRIMARY_SYMBOL	False
CSK	hsa:1445	hsa:1445	PRIMARY_SYMBOL	True
GANAB	hsa:23193	hsa:23193	PRIMARY_SYMBOL	True
SERPINE1	hsa:5054	hsa:5054	PRIMARY_SYMBOL	True
CNBP	hsa:7555	hsa:7555	PRIMARY_SYMBOL	False
SMARCE1	hsa:6605	hsa:6605	PRIMARY_SYMBOL	True
ARL8B	hsa:55207	hsa:55207	PRIMARY_SYMBOL	True
NECAP1	hsa:25977	hsa:25977	PRIMARY_SYMBOL	False
NAF1	hsa:92345	hsa:92345	PRIMARY_SYMBOL	False
HDHD3	hsa:81932	hsa:81932	PRIMARY_SYMBOL	False
EPHB3	hsa:2049	hsa:2049	PRIMARY_SYMBOL	True
ASCL2	hsa:430	hsa:430	PRIMARY_SYMBOL	False
TACO1	hsa:51204	hsa:51204	PRIMARY_SYMBOL	False
RAB15	hsa:376267	hsa:376267	PRIMARY_SYMBOL	False
GEMIN6	hsa:79833	hsa:79833	PRIMARY_SYMBOL	False
WDR76	hsa:79968	hsa:79968	PRIMARY_SYMBOL	False
CEP44	hsa:80817	hsa:80817	PRIMARY_SYMBOL	False
RAP1GDS1	hsa:5910	hsa:5910	PRIMARY_SYMBOL	False
SCAPER	hsa:49855	hsa:49855	PRIMARY_SYMBOL	False
CARF	hsa:79800	hsa:79800	PRIMARY_SYMBOL	False
FAM221A	hsa:340277	hsa:340277	PRIMARY_SYMBOL	False
CCDC91	hsa:55297	hsa:55297	PRIMARY_SYMBOL	False
SLC30A9	hsa:10463	hsa:10463	PRIMARY_SYMBOL	False
MEST	hsa:4232	hsa:4232	PRIMARY_SYMBOL	False
AIG1	hsa:51390	hsa:51390	PRIMARY_SYMBOL	False
BRMS1	hsa:25855	hsa:25855	PRIMARY_SYMBOL	False
SLC39A6	hsa:25800	hsa:25800	PRIMARY_SYMBOL	True
POLR2K	hsa:5440	hsa:5440	PRIMARY_SYMBOL	True
NELFCD	hsa:51497	hsa:51497	PRIMARY_SYMBOL	True
AQP8	hsa:343	hsa:343	PRIMARY_SYMBOL	True
RPSA	hsa:3921	hsa:3921	PRIMARY_SYMBOL	True
LGALS3BP	hsa:3959	hsa:3959	PRIMARY_SYMBOL	False
HILPDA	hsa:29923	hsa:29923	PRIMARY_SYMBOL	False
CYP4F11	hsa:57834	hsa:57834	PRIMARY_SYMBOL	False
BCLAF1	hsa:9774	hsa:9774	PRIMARY_SYMBOL	False
CHD3	hsa:1107	hsa:1107	PRIMARY_SYMBOL	True
TFG	hsa:10342	hsa:10342	PRIMARY_SYMBOL	True
FAM198B	hsa:51313	hsa:51313	UNIQUE_ALIAS	False
ABRACL	hsa:58527	hsa:58527	PRIMARY_SYMBOL	False
MLX	hsa:6945	hsa:6945	PRIMARY_SYMBOL	True
SEC63	hsa:11231	hsa:11231	PRIMARY_SYMBOL	True
HELLS	hsa:3070	hsa:3070	PRIMARY_SYMBOL	False
ATP6AP1	hsa:537	hsa:537	PRIMARY_SYMBOL	True
ZYG11B	hsa:79699	hsa:79699	PRIMARY_SYMBOL	False
AK2	hsa:204	hsa:204	PRIMARY_SYMBOL	True
MAFB	hsa:9935	hsa:9935	PRIMARY_SYMBOL	True
OXSR1	hsa:9943	hsa:9943	PRIMARY_SYMBOL	True
EIF1AX	hsa:1964	hsa:1964	PRIMARY_SYMBOL	False
BTNL9	hsa:153579	hsa:153579	PRIMARY_SYMBOL	False
PPARD	hsa:5467	hsa:5467	PRIMARY_SYMBOL	True
CLPB	hsa:81570	hsa:81570	PRIMARY_SYMBOL	True
C9orf16	hsa:79095	hsa:79095	UNIQUE_ALIAS	False
TFCP2L1	hsa:29842	hsa:29842	PRIMARY_SYMBOL	False
POLH	hsa:5429	hsa:5429	PRIMARY_SYMBOL	True
AC016773.1			UNMAPPED	False
PSD3	hsa:23362	hsa:23362	PRIMARY_SYMBOL	True
CDC123	hsa:8872	hsa:8872	PRIMARY_SYMBOL	False
SMARCA1	hsa:6594	hsa:6594	PRIMARY_SYMBOL	True
HNRNPA2B1	hsa:3181	hsa:3181	PRIMARY_SYMBOL	True
RTN3	hsa:10313	hsa:10313	PRIMARY_SYMBOL	True
CLIC3	hsa:9022	hsa:9022	PRIMARY_SYMBOL	False
NOP14	hsa:8602	hsa:8602	PRIMARY_SYMBOL	False
RAB21	hsa:23011	hsa:23011	PRIMARY_SYMBOL	False
CAB39	hsa:51719	hsa:51719	PRIMARY_SYMBOL	True
RPS13	hsa:6207	hsa:6207	PRIMARY_SYMBOL	True
MCM6	hsa:4175	hsa:4175	PRIMARY_SYMBOL	True
CUL3	hsa:8452	hsa:8452	PRIMARY_SYMBOL	True
MDM4	hsa:4194	hsa:4194	PRIMARY_SYMBOL	True
SHMT2	hsa:6472	hsa:6472	PRIMARY_SYMBOL	True
NDUFC2	hsa:4718	hsa:4718	PRIMARY_SYMBOL	True
CLCN2	hsa:1181	hsa:1181	PRIMARY_SYMBOL	True
SSBP1	hsa:6742	hsa:6742	PRIMARY_SYMBOL	True
ZNF628	hsa:89887	hsa:89887	PRIMARY_SYMBOL	False
C9orf40	hsa:55071	hsa:55071	PRIMARY_SYMBOL	False
LINC01311			UNMAPPED	False
DHX40	hsa:79665	hsa:79665	PRIMARY_SYMBOL	False
NUBP2	hsa:10101	hsa:10101	PRIMARY_SYMBOL	False
PRKRIP1	hsa:79706	hsa:79706	PRIMARY_SYMBOL	False
RHBDL1	hsa:9028	hsa:9028	PRIMARY_SYMBOL	False
GLUD1	hsa:2746	hsa:2746	PRIMARY_SYMBOL	True
DZIP3	hsa:9666	hsa:9666	PRIMARY_SYMBOL	False
HDGF	hsa:3068	hsa:3068	PRIMARY_SYMBOL	False
CCDC71L	hsa:168455	hsa:168455	PRIMARY_SYMBOL	False
PDLIM4	hsa:8572	hsa:8572	PRIMARY_SYMBOL	True
SPG7	hsa:6687	hsa:6687	PRIMARY_SYMBOL	False
NUDT15	hsa:55270	hsa:55270	PRIMARY_SYMBOL	False
VAMP3	hsa:9341	hsa:9341	PRIMARY_SYMBOL	True
RNF11	hsa:26994	hsa:26994	PRIMARY_SYMBOL	False
MR1	hsa:3140	hsa:3140	PRIMARY_SYMBOL	False
SSRP1	hsa:6749	hsa:6749	PRIMARY_SYMBOL	False
CSKMT	hsa:751071	hsa:751071	PRIMARY_SYMBOL	False
FBXL19	hsa:54620	hsa:54620	PRIMARY_SYMBOL	False
RTCA	hsa:8634	hsa:8634	PRIMARY_SYMBOL	False
SLC39A8	hsa:64116	hsa:64116	PRIMARY_SYMBOL	True
TSTD2	hsa:158427	hsa:158427	PRIMARY_SYMBOL	False
CEMIP	hsa:57214	hsa:57214	PRIMARY_SYMBOL	False
KIFC2	hsa:90990	hsa:90990	PRIMARY_SYMBOL	True
IRF6	hsa:3664	hsa:3664	PRIMARY_SYMBOL	False
TIMMDC1	hsa:51300	hsa:51300	PRIMARY_SYMBOL	False
DEPTOR	hsa:64798	hsa:64798	PRIMARY_SYMBOL	True
INPP4A	hsa:3631	hsa:3631	PRIMARY_SYMBOL	True
CASP6	hsa:839	hsa:839	PRIMARY_SYMBOL	True
EI24	hsa:9538	hsa:9538	PRIMARY_SYMBOL	True
ARHGEF11	hsa:9826	hsa:9826	PRIMARY_SYMBOL	True
POC1A	hsa:25886	hsa:25886	PRIMARY_SYMBOL	False
GCLC	hsa:2729	hsa:2729	PRIMARY_SYMBOL	True
FIZ1	hsa:84922	hsa:84922	PRIMARY_SYMBOL	False
CELF2	hsa:10659	hsa:10659	PRIMARY_SYMBOL	False
KIAA1191	hsa:57179	hsa:57179	PRIMARY_SYMBOL	False
LRMDA	hsa:83938	hsa:83938	PRIMARY_SYMBOL	False
GPR161	hsa:23432	hsa:23432	PRIMARY_SYMBOL	True
TRAPPC2L	hsa:51693	hsa:51693	PRIMARY_SYMBOL	False
CELSR3	hsa:1951	hsa:1951	PRIMARY_SYMBOL	True
WDR11	hsa:55717	hsa:55717	PRIMARY_SYMBOL	False
ACTN1	hsa:87	hsa:87	PRIMARY_SYMBOL	True
ZBTB24	hsa:9841	hsa:9841	PRIMARY_SYMBOL	False
SCAMP3	hsa:10067	hsa:10067	PRIMARY_SYMBOL	False
ACAD8	hsa:27034	hsa:27034	PRIMARY_SYMBOL	True
DST	hsa:667	hsa:667	PRIMARY_SYMBOL	True
CCDC9B	hsa:388115	hsa:388115	PRIMARY_SYMBOL	False
DOC2B	hsa:8447	hsa:8447	PRIMARY_SYMBOL	False
PTPN11	hsa:5781	hsa:5781	PRIMARY_SYMBOL	True
ATP5ME	hsa:521	hsa:521	PRIMARY_SYMBOL	True
CLCN7	hsa:1186	hsa:1186	PRIMARY_SYMBOL	True
MPHOSPH6	hsa:10200	hsa:10200	PRIMARY_SYMBOL	True
MYCBP2	hsa:23077	hsa:23077	PRIMARY_SYMBOL	False
PCIF1	hsa:63935	hsa:63935	PRIMARY_SYMBOL	False
SLC7A8	hsa:23428	hsa:23428	PRIMARY_SYMBOL	True
SLC35F2	hsa:54733	hsa:54733	PRIMARY_SYMBOL	False
ZC3H7A	hsa:29066	hsa:29066	PRIMARY_SYMBOL	False
HLA-DQB1	hsa:3119	hsa:3119	PRIMARY_SYMBOL	True
NRAV	hsa:100506668	hsa:100506668	PRIMARY_SYMBOL	False
HMCES	hsa:56941	hsa:56941	PRIMARY_SYMBOL	False
PRDM10	hsa:56980	hsa:56980	PRIMARY_SYMBOL	False
CBY1	hsa:25776	hsa:25776	PRIMARY_SYMBOL	True
TCP1	hsa:6950	hsa:6950	PRIMARY_SYMBOL	False
CLSTN3	hsa:9746	hsa:9746	PRIMARY_SYMBOL	False
CEP162	hsa:22832	hsa:22832	PRIMARY_SYMBOL	False
L3MBTL2	hsa:83746	hsa:83746	PRIMARY_SYMBOL	True
DUS3L	hsa:56931	hsa:56931	PRIMARY_SYMBOL	False
AL365226.2			UNMAPPED	False
GADD45A	hsa:1647	hsa:1647	PRIMARY_SYMBOL	True
PARN	hsa:5073	hsa:5073	PRIMARY_SYMBOL	True
RHOA	hsa:387	hsa:387	PRIMARY_SYMBOL	True
RALA	hsa:5898	hsa:5898	PRIMARY_SYMBOL	True
PICALM	hsa:8301	hsa:8301	PRIMARY_SYMBOL	False
REC8	hsa:9985	hsa:9985	PRIMARY_SYMBOL	True
F12	hsa:2161	hsa:2161	PRIMARY_SYMBOL	True
TMEM181	hsa:57583	hsa:57583	PRIMARY_SYMBOL	False
DVL1	hsa:1855	hsa:1855	PRIMARY_SYMBOL	True
NDUFB1	hsa:4707	hsa:4707	PRIMARY_SYMBOL	True
TGFBRAP1	hsa:9392	hsa:9392	PRIMARY_SYMBOL	True
ANAPC11	hsa:51529	hsa:51529	PRIMARY_SYMBOL	True
ZNF350	hsa:59348	hsa:59348	PRIMARY_SYMBOL	False
C1orf198	hsa:84886	hsa:84886	PRIMARY_SYMBOL	False
VEGFB	hsa:7423	hsa:7423	PRIMARY_SYMBOL	True
AKR7A3	hsa:22977	hsa:22977	PRIMARY_SYMBOL	True
NARS2	hsa:79731	hsa:79731	PRIMARY_SYMBOL	True
TSPAN17	hsa:26262	hsa:26262	PRIMARY_SYMBOL	False
KIF1C	hsa:10749	hsa:10749	PRIMARY_SYMBOL	True
ARID1B	hsa:57492	hsa:57492	PRIMARY_SYMBOL	True
BEND7	hsa:222389	hsa:222389	PRIMARY_SYMBOL	False
RNF139-AS1			UNMAPPED	False
CASP5	hsa:838	hsa:838	PRIMARY_SYMBOL	True
SCIN	hsa:85477	hsa:85477	PRIMARY_SYMBOL	True
RSPH1	hsa:89765	hsa:89765	PRIMARY_SYMBOL	False
PIP4K2C	hsa:79837	hsa:79837	PRIMARY_SYMBOL	True
INSR	hsa:3643	hsa:3643	PRIMARY_SYMBOL	True
