cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	test_id	score_gene_n	permutation_extreme	permutation_n	permutation_mc_se	bootstrap_valid	bootstrap_n	seed	nominal_P_lt005
BRCA	Wu2021	06_EXTERNAL	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	LYPLA1	NA	NA	LYPLA1	publisher_donor_label	20	20	Spearman_rho	0.24511278195488723	-0.27645279484867874	0.6952236542835482	0.29509	0.3372457142857143	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	Wu2021|LYPLA1	24	29508	99999	0.001442261737341735	4000	4000	1367094880	False
BRCA	Wu2021	06_EXTERNAL	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	LYPLA2	NA	NA	LYPLA2	publisher_donor_label	20	20	Spearman_rho	0.20300751879699247	-0.33689184891755586	0.6747361692930947	0.39113	0.39113	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	Wu2021|LYPLA2	24	39112	99999	0.0015432022650968343	4000	4000	1931909484	False
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	LYPLA1	NA	NA	LYPLA1	publisher_donor_label	33	33	Spearman_rho	0.3850267379679144	0.022659920678328282	0.6623833768037704	0.02779	0.13808	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	Pal2021_reprocessed|LYPLA1	24	2778	99999	0.0005197856856436121	4000	4000	706778505	True
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	LYPLA2	NA	NA	LYPLA2	publisher_donor_label	33	33	Spearman_rho	0.24665775401069517	-0.15669849491575819	0.5771270347373721	0.16782	0.22376	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	Pal2021_reprocessed|LYPLA2	24	16781	99999	0.0011817632910189756	4000	4000	88801750	False
BRCA	CAMP	03_PATIENT	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	processed	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	60	60	Spearman_rho	-0.27448583606009586	-0.4989423069925727	-0.007955726180877495	0.03452	0.13808	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	CAMP|processed	24	3451	99999	0.0005773072803975367	4000	4000	2897906432	True
BRCA	CAMP	03_PATIENT	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	author_available	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	55	55	Spearman_rho	-0.23874458874458873	-0.4768907372486392	0.029868237222898067	0.07993	0.15986	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	CAMP|author_available	24	7992	99999	0.0008575616310213511	4000	4000	1965153508	False
BRCA	CAMP	04_ROBUSTNESS	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	processed_ER_PC12	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	60	60	partial_rank_correlation	-0.24973340423521456	-0.48117903368722065	0.01762850230267372	0.06184	0.15986	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	CAMP|processed_ER_PC12	24	6183	99999	0.000761681130132551	4000	4000	2316595489	False
BRCA	CAMP	04_ROBUSTNESS	20260925T130907Z_lypla1_PCscore_v1	lypla1_PCscore_v1	author_available_ER_PC12	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	55	55	partial_rank_correlation	-0.20098215720426868	-0.4400975763034056	0.07920170156739703	0.15197	0.22376	PCscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_Reactome_R-HSA-1482788	CAMP|author_available_ER_PC12	24	15196	99999	0.0011352317785368765	4000	4000	2013321531	False
