cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	covariates	baseline_same_subset_rho	df	bootstrap_valid	holm_p
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T111727Z_glutamine_conditional_v1	glutamine_context_v1	other_three	KEGG:C00064	glutamine	ASNS	author_patient_id	258	NA	partial_rank_rho	-0.16053452248253267	-0.27945175734719335	-0.03004131345441577	0.010240222283179562	0.015360333424769343	exploratory_conditional6	6	DONE	post_selection_exploratory;approximate_t_p;pointwise_bootstrap_CI	FUSCC_BRCA_2022	GLS;GLS2;GLUL	-0.30731683116082714	253	2000	0.030720666849538683
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T111727Z_glutamine_conditional_v1	glutamine_context_v1	other_three	KEGG:C00064	glutamine	GLS	author_patient_id	258	NA	partial_rank_rho	-0.2713583650844414	-0.37707548973808097	-0.15648789171617714	1.1092885506900038e-05	6.655731304140024e-05	exploratory_conditional6	6	DONE	post_selection_exploratory;approximate_t_p;pointwise_bootstrap_CI	FUSCC_BRCA_2022	ASNS;GLS2;GLUL	-0.3549751258555891	253	2000	6.655731304140022e-05
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T111727Z_glutamine_conditional_v1	glutamine_context_v1	other_three	KEGG:C00064	glutamine	GLS2	author_patient_id	258	NA	partial_rank_rho	0.0033152378493685425	-0.12811417915155204	0.1241337686880368	0.9579867550866419	0.9579867550866419	exploratory_conditional6	6	DONE	post_selection_exploratory;approximate_t_p;pointwise_bootstrap_CI	FUSCC_BRCA_2022	ASNS;GLS;GLUL	-0.07433834906935892	253	2000	0.9579867550866419
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T111727Z_glutamine_conditional_v1	glutamine_context_v1	other_three	KEGG:C00064	glutamine	GLUL	author_patient_id	258	NA	partial_rank_rho	0.14951624628028992	0.024324331119371777	0.2600939157285977	0.016880582631056063	0.020256699157267275	exploratory_conditional6	6	DONE	post_selection_exploratory;approximate_t_p;pointwise_bootstrap_CI	FUSCC_BRCA_2022	ASNS;GLS;GLS2	0.1383948551625685	253	2000	0.033761165262112126
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T111727Z_glutamine_conditional_v1	glutamine_context_v1	mutual_pair	KEGG:C00064	glutamine	ASNS	author_patient_id	258	NA	partial_rank_rho	-0.17881575255185117	-0.3005818122551491	-0.056406114125616566	0.004029088395584095	0.00805817679116819	exploratory_conditional6	6	DONE	post_selection_exploratory;approximate_t_p;pointwise_bootstrap_CI	FUSCC_BRCA_2022	GLS	-0.30731683116082714	255	2000	0.01611635358233638
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T111727Z_glutamine_conditional_v1	glutamine_context_v1	mutual_pair	KEGG:C00064	glutamine	GLS	author_patient_id	258	NA	partial_rank_rho	-0.2563516285332294	-0.36397797204420984	-0.13922115963665443	3.192103549232726e-05	9.576310647698178e-05	exploratory_conditional6	6	DONE	post_selection_exploratory;approximate_t_p;pointwise_bootstrap_CI	FUSCC_BRCA_2022	ASNS	-0.3549751258555891	255	2000	0.0001596051774616363
