relation_id	gene	metabolite	primary_er_n	primary_er_rho	primary_er_p	primary_er_q	original_q	n	n_er_positive	n_er_negative	n_excluded	status	origin	partial_rank_rho	p_value	seed	q_value	family_n_evaluable
KEGG:C00255|RFK	RFK	riboflavin (Vitamin B2)	61.0	0.1979782251576366	0.1223	0.362048275862069	0.3290653846153846	40.0	17.0	23.0	21.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.24839765362992086	0.1291	109100912.0	0.4091333333333334	171
KEGG:C00257|IDNK	IDNK	gluconate	61.0	0.1108430091583168	0.3964	0.6124221238938053	0.6172682926829269	54.0	26.0	28.0	7.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.10044486435354463	0.4718	967137774.0	0.7008126050420168	171
KEGG:C00262|HPRT1	HPRT1	hypoxanthine	61.0	0.1551684850898895	0.2368	0.4601454545454546	0.392723595505618	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.15516848508988954	0.2368	1905810055.0	0.49527439024390246	171
KEGG:C00262|PNP	PNP	hypoxanthine	61.0	0.2452922034724583	0.0584	0.2699027027027027	0.15705	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.24529220347245836	0.0584	1227070449.0	0.30261818181818184	171
KEGG:C00270|CMAS	CMAS	N-acetylneuraminate	61.0	0.0176084588993639	0.8978	0.9418638036809815	0.5552470588235294	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.01760845889936394	0.8978	3555687061.0	0.9406030120481929	171
KEGG:C00270|NPL	NPL	N-acetylneuraminate	61.0	-0.1473478110729628	0.2616	0.4862347826086957	0.9540585798816568	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.1473478110729628	0.2616	2999053103.0	0.5098909090909092	171
KEGG:C00275|MPI	MPI	mannose 6-phosphate	61.0	-0.0960518880223228	0.4712	0.6550829268292683	0.5264583333333334	51.0	25.0	26.0	10.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.2787250280009147	0.0529	2410096520.0	0.2918032258064516	171
KEGG:C00275|PMM1	PMM1	mannose 6-phosphate	61.0	0.2713033116687595	0.0345	0.1903064516129032	0.1367999999999999	51.0	25.0	26.0	10.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.29991477767512825	0.0342	2107876652.0	0.22493076923076924	171
KEGG:C00275|PMM2	PMM2	mannose 6-phosphate	61.0	0.304856966423414	0.0181	0.1382869565217391	0.0884739130434782	51.0	25.0	26.0	10.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.26968288860376893	0.0565	533905453.0	0.301921875	171
KEGG:C00294|ADA	ADA	inosine	61.0	-0.1998454746595608	0.1228	0.362048275862069	0.2478184615384615	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.19984547465956087	0.1228	3290627722.0	0.40382307692307695	171
KEGG:C00294|ADA2	ADA2	inosine	61.0	-0.2191514296343834	0.0929	0.3074711538461538	0.2100857142857142	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.21915142963438347	0.0929	645067906.0	0.33799787234042555	171
KEGG:C00294|PNP	PNP	inosine	61.0	-0.0946362849783293	0.4647	0.6550829268292683	0.54705	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.09463628497832935	0.4647	1107098462.0	0.6970500000000001	171
KEGG:C00300|CKB	CKB	creatine	61.0	0.2226308292312297	0.0853	0.3074711538461538	0.20270625	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.22263082923122976	0.0853	45026584.0	0.33799787234042555	171
KEGG:C00300|CKM	CKM	creatine	61.0	0.0313361032449869	0.8127	0.8908442307692308	0.8839384615384615	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.03133610324498697	0.8127	1835113901.0	0.8795677215189873	171
KEGG:C00300|GAMT	GAMT	creatine	61.0	0.1946903688680492	0.1324	0.37734	0.55632	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.1946903688680492	0.1324	337397678.0	0.4116436363636364	171
KEGG:C00300|SLC6A8	SLC6A8	creatine	61.0	0.152567410189079	0.2353	0.4601454545454546	0.334305	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.15256741018907904	0.2353	1264041993.0	0.49527439024390246	171
KEGG:C00307|CEPT1	CEPT1	cytidine 5'-diphosphocholine	61.0	0.2484258482106643	0.0565	0.268375	0.1624499999999999	49.0	24.0	25.0	12.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.130372246708208	0.3728	3151025642.0	0.61218	171
KEGG:C00307|CHPT1	CHPT1	cytidine 5'-diphosphocholine	61.0	-0.1672932270772866	0.1995	0.4279275	0.2100857142857142	49.0	24.0	25.0	12.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.2138100889323124	0.1425	1993712672.0	0.4201293103448276	171
KEGG:C00307|PCYT1A	PCYT1A	cytidine 5'-diphosphocholine	61.0	0.1921870071594429	0.1443	0.3916714285714286	0.2100857142857142	49.0	24.0	25.0	12.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.20235588202356444	0.1698	3028122404.0	0.4467046153846154	171
KEGG:C00307|PCYT1B	PCYT1B	cytidine 5'-diphosphocholine	61.0	-0.1654543032058669	0.2115	0.4382132530120482	0.32535	49.0	24.0	25.0	12.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.10290643856089736	0.4841	1801336448.0	0.7008126050420168	171
KEGG:C00319|SPHK1	SPHK1	sphingosine	61.0	0.2189201867065446	0.0935	0.3074711538461538	0.2100857142857142	45.0	21.0	24.0	16.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.12050386625329346	0.4362	3247153111.0	0.6776837837837838	171
KEGG:C00319|SPHK2	SPHK2	sphingosine	61.0	-0.2379263685821595	0.0635	0.2793	0.13145625	45.0	21.0	24.0	16.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.0398815035228513	0.7868	4063456023.0	0.8736545454545456	171
KEGG:C00327|ASS1	ASS1	citrulline	61.0	-0.052856188478543	0.6829	0.8166146853146853	0.5494112068965517	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.05285618847854309	0.6829	960138366.0	0.8281978723404254	171
KEGG:C00327|OTC	OTC	citrulline	61.0	0.1103704995070105	0.4047	0.6124221238938053	0.5742516393442623	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.11037049950701053	0.4047	552808880.0	0.6407750000000001	171
KEGG:C00328|AFMID	AFMID	kynurenine	61.0	-0.1642214474185487	0.2178	0.4433785714285714	0.20270625	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.16422144741854874	0.2178	581723875.0	0.49527439024390246	171
KEGG:C00328|KMO	KMO	kynurenine	61.0	0.2132220959615954	0.0954	0.3078	0.1406	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.21322209596159544	0.0954	3159149976.0	0.3398625	171
KEGG:C00328|KYNU	KYNU	kynurenine	61.0	0.3465345438492198	0.0075	0.09918	0.01995	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.3465345438492198	0.0075	808122708.0	0.10917692307692309	171
KEGG:C00345|IDNK	IDNK	6-phosphogluconate	61.0	0.0146976945469904	0.9089	0.947694512195122	0.8638331125827815	42.0	23.0	19.0	19.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.0946984694410073	0.5579	961160441.0	0.7394142857142856	171
KEGG:C00345|PGD	PGD	6-phosphogluconate	61.0	0.0973165544027503	0.4593	0.6545025	0.9141844311377246	42.0	23.0	19.0	19.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.20395524615198746	0.2023	885830841.0	0.48046250000000007	171
KEGG:C00346|CHKA	CHKA	phosphoethanolamine	61.0	0.050083087320187	0.7001	0.8289372413793104	0.6893023255813954	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.05008308732018701	0.7001	1095894150.0	0.83469375	171
KEGG:C00346|CHKB	CHKB	phosphoethanolamine										NOT_EVALUABLE_PREVIOUS	NOT_COMPUTED					171
KEGG:C00346|ETNK1	ETNK1	phosphoethanolamine	61.0	0.1782824624871529	0.1809	0.4180256756756757	0.3768035294117647	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.1782824624871529	0.1809	1615941596.0	0.46170000000000005	171
KEGG:C00346|ETNK2	ETNK2	phosphoethanolamine	61.0	0.2624504139385992	0.0436	0.2259272727272727	0.2478184615384615	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.2624504139385992	0.0436	3820281402.0	0.25708965517241383	171
KEGG:C00346|PCYT2	PCYT2	phosphoethanolamine	61.0	0.3768436747516131	0.0038	0.06498	0.0342	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.3768436747516131	0.0038	76417072.0	0.0722	171
KEGG:C00357|AMDHD2	AMDHD2	N-acetylglucosamine 6-phosphate	61.0	-0.10255510975624	0.4305	0.6346163793103449	0.731514503816794	60.0	30.0	30.0	1.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.11476964586279848	0.3882	3433254483.0	0.6258280373831776	171
KEGG:C00357|GNPNAT1	GNPNAT1	N-acetylglucosamine 6-phosphate	61.0	0.1320712782616947	0.3231	0.5580818181818181	0.4955679611650485	60.0	30.0	30.0	1.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.14756853417203464	0.2706	19617473.0	0.5199168539325842	171
KEGG:C00357|NAGK	NAGK	N-acetylglucosamine 6-phosphate	61.0	0.2358152254067915	0.0701	0.2923682926829268	0.1126241379310344	60.0	30.0	30.0	1.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.21265119251601722	0.1041	1469136919.0	0.3632877551020408	171
KEGG:C00357|PGM3	PGM3	N-acetylglucosamine 6-phosphate	61.0	0.2785549932715947	0.0334	0.1903064516129032	0.0693	60.0	30.0	30.0	1.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.312842553734939	0.017	1713490839.0	0.18105882352941177	171
KEGG:C00385|GDA	GDA	xanthine	61.0	0.2249404612444853	0.0842	0.3074711538461538	0.2478184615384615	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.22494046124448538	0.0842	4215632898.0	0.33799787234042555	171
KEGG:C00407|BCAT1	BCAT1	isoleucine	61.0	-0.0100260572055028	0.9408	0.9691373493975904	0.4405548387096774	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.010026057205502807	0.9408	1320996561.0	0.9576	171
KEGG:C00407|BCAT2	BCAT2	isoleucine	61.0	-0.3355241589643783	0.0094	0.1004625	0.2100857142857142	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.3355241589643783	0.0094	1558400334.0	0.11481428571428573	171
KEGG:C00429|DPYD	DPYD	5,6-dihydrouracil	61.0	0.0088730454611244	0.9468	0.9694778443113772	0.9134078313253012	50.0	22.0	28.0	11.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.01570543399070535	0.9104	2095939852.0	0.9406030120481929	171
KEGG:C00429|DPYS	DPYS	5,6-dihydrouracil	61.0	-0.258651760151706	0.0486	0.2444294117647059	0.1406	50.0	22.0	28.0	11.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.17374783855063022	0.2477	225463707.0	0.5021364705882353	171
KEGG:C00491|CTNS	CTNS	cystine	61.0	0.0260434842050131	0.8418	0.905332075471698	0.7333568181818183	56.0	27.0	29.0	5.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.06652089293135131	0.6207	3902456480.0	0.7747423357664234	171
KEGG:C00491|SLC7A11	SLC7A11	cystine	61.0	0.1811496411608661	0.167	0.396625	0.1956999999999999	56.0	27.0	29.0	5.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.15101724692885504	0.2872	2728048916.0	0.5210999999999999	171
KEGG:C00668|GPI	GPI	glucose 6-phosphate	61.0	0.4492392328358756	0.0005	0.0399	0.0171	60.0	30.0	30.0	1.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.45819043800349557	0.0005	1655366206.0	0.0285	171
KEGG:C00670|GDPD5	GDPD5	glycerophosphorylcholine (GPC)	61.0	0.0501956839017079	0.7029	0.8289372413793104	0.8638331125827815	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.050195683901707984	0.7029	512580053.0	0.83469375	171
KEGG:C00670|GPCPD1	GPCPD1	glycerophosphorylcholine (GPC)	61.0	-0.5152108107796246	0.0001	0.0171	0.0171	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.5152108107796246	0.0001	2377090026.0	0.0171	171
KEGG:C00751|FDFT1	FDFT1	squalene	61.0	-0.0629101541364533	0.6292	0.7685228571428572	0.7798821428571429	38.0	20.0	18.0	23.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.042440139929028765	0.8066	980249833.0	0.8795677215189873	171
KEGG:C00751|SQLE	SQLE	squalene	61.0	0.0763686869485889	0.5456	0.7232372093023255	0.8638331125827815	38.0	20.0	18.0	23.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.032665776564067474	0.8486	3970770339.0	0.90694125	171
KEGG:C00794|SORD	SORD	sorbitol	61.0	0.3349808473633051	0.0087	0.09918	0.0693	34.0	18.0	16.0	27.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.020281059723768514	0.9131	2580153294.0	0.9406030120481929	171
KEGG:C00864|PANK1	PANK1	pantothenate	61.0	0.3037178814047891	0.018	0.1382869565217391	0.1956999999999999	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.3037178814047891	0.018	4075388233.0	0.18105882352941177	171
KEGG:C00864|PANK2	PANK2	pantothenate	61.0	-0.0378208107041727	0.7733	0.8601077922077922	0.8350300699300699	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	-0.03782081070417274	0.7733	358196701.0	0.8704235294117647	171
KEGG:C00864|PANK3	PANK3	pantothenate	61.0	0.0062066302390199	0.9599	0.9770410714285714	0.899314024390244	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.0062066302390199005	0.9599	8372409.0	0.9655464705882353	171
KEGG:C01157|PRODH2	PRODH2	trans-4-hydroxyproline	61.0	0.0379316813610168	0.7743	0.8601077922077922	0.8839384615384615	52.0	26.0	26.0	9.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.08814876097096892	0.5345	3738364154.0	0.731196	171
KEGG:C01179|HPD	HPD	4-hydroxyphenylpyruvate	61.0	-0.1006956505909306	0.4428	0.6469016949152543	0.54705	38.0	20.0	18.0	23.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.051307211674657585	0.761	3985088264.0	0.8704235294117647	171
KEGG:C01179|TAT	TAT	4-hydroxyphenylpyruvate	61.0	-0.1207929811740898	0.3523	0.5814	0.6893023255813954	38.0	20.0	18.0	23.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.04784133736151708	0.7788	1740083383.0	0.8704235294117647	171
KEGG:C01181|BBOX1	BBOX1	deoxycarnitine	61.0	-0.3128300878303388	0.016	0.1382869565217391	0.1611675	60.0	30.0	30.0	1.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.28587508037310483	0.0311	2578346686.0	0.2215875	171
KEGG:C01835|MGAM	MGAM	maltotriose	61.0	-0.0986185572546094	0.4464	0.6469016949152543	0.7550211678832117	42.0	22.0	20.0	19.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.28594228899143187	0.0749	2469586650.0	0.33799787234042555	171
KEGG:C02838|CRAT	CRAT	octanoylcarnitine (C8)	61.0	0.0179214050446161	0.8858	0.9350111111111112	0.8626775510204082	34.0	20.0	14.0	27.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.10520939875897582	0.554	3458181836.0	0.7394142857142856	171
KEGG:C02838|CROT	CROT	octanoylcarnitine (C8)	61.0	0.1564721028437208	0.2262	0.4550611764705883	0.2489863636363636	34.0	20.0	14.0	27.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.21372842515391713	0.2284	789335136.0	0.49527439024390246	171
KEGG:C02862|CRAT	CRAT	butyrylcarnitine	61.0	0.2230952115256796	0.0789	0.3074711538461538	0.2100857142857142	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.22309521152567965	0.0789	2850541895.0	0.33799787234042555	171
KEGG:C02918|AOX1	AOX1	1-methylnicotinamide	61.0	0.075865283147741	0.5566	0.7265541984732824	0.7547142857142857	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.07586528314774109	0.5566	3219448286.0	0.7394142857142856	171
KEGG:C02918|NNMT	NNMT	1-methylnicotinamide	61.0	0.3844277473038987	0.0025	0.0534375	0.0418	61.0	31.0	30.0	0.0	DONE_EXPLORATORY	REUSED_IDENTICAL_INPUT_V2_P	0.3844277473038987	0.0025	1023177192.0	0.053437500000000006	171
KEGG:C02990|CPT1A	CPT1A	palmitoylcarnitine	61.0	-0.0265094829682374	0.8365	0.905332075471698	0.8830125000000001	58.0	30.0	28.0	3.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.025931474695335306	0.8457	943860425.0	0.90694125	171
KEGG:C02990|CPT1B	CPT1B	palmitoylcarnitine	61.0	-0.0539983261007811	0.6793	0.8166146853146853	0.7550211678832117	58.0	30.0	28.0	3.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.034916623138285655	0.7976	1015188425.0	0.8795677215189873	171
KEGG:C02990|CPT2	CPT2	palmitoylcarnitine	61.0	0.0669314341367514	0.6063	0.7512847826086956	0.7206992307692309	58.0	30.0	28.0	3.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.1557812842454022	0.2374	1984199187.0	0.49527439024390246	171
KEGG:C04006|IMPA1	IMPA1	inositol 1-phosphate (I1P)	61.0	0.1423817896514938	0.2894	0.515671875	0.4955679611650485	56.0	27.0	29.0	5.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.16991276825341142	0.2303	373319577.0	0.49527439024390246	171
KEGG:C04006|IMPA2	IMPA2	inositol 1-phosphate (I1P)	61.0	0.0263409018488687	0.8406	0.905332075471698	0.4967221153846153	56.0	27.0	29.0	5.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.10648188720101036	0.4568	145030220.0	0.6912637168141592	171
KEGG:C05282|FOLH1	FOLH1	gamma-glutamylglutamate	61.0	-0.071969552450453	0.5918	0.7440372262773722	0.6803064000000001	53.0	28.0	25.0	8.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.09090387185070908	0.5161	4032928651.0	0.7233860655737705	171
KEGG:C05345|GPI	GPI	fructose-6-phosphate	61.0	0.4041199434748819	0.0007	0.0399	0.0171	53.0	25.0	28.0	8.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.42866819209760915	0.001	2920523858.0	0.04275	171
KEGG:C05345|MPI	MPI	fructose-6-phosphate	61.0	-0.1179537590311178	0.383	0.6064166666666667	0.3743231707317073	53.0	25.0	28.0	8.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.1550544452904724	0.2737	1392586748.0	0.52003	171
KEGG:C05345|PFKL	PFKL	fructose-6-phosphate	61.0	0.3033217648160928	0.0186	0.1382869565217391	0.052725	53.0	25.0	28.0	8.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.30421228930940547	0.0265	3939448284.0	0.20597727272727273	171
KEGG:C05345|PFKM	PFKM	fructose-6-phosphate	61.0	0.2791313737476898	0.0324	0.1903064516129032	0.2100857142857142	53.0	25.0	28.0	8.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.22505680182497337	0.1169	266915934.0	0.3959823529411765	171
KEGG:C05345|PFKP	PFKP	fructose-6-phosphate	61.0	0.1101699218139232	0.4012	0.6124221238938053	0.2635842857142857	53.0	25.0	28.0	8.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	0.1529474082824951	0.2867	2008404718.0	0.5210999999999999	171
KEGG:C12270|FOLH1	FOLH1	N-acetyl-aspartyl-glutamate (NAAG)	61.0	-0.0055106195619428	0.9668	0.9782414201183433	0.899314024390244	46.0	23.0	23.0	15.0	DONE_EXPLORATORY	NEW_SUBSET_CALCULATION	-0.023117624759979267	0.8812	327646401.0	0.9301555555555556	171
