cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	current_pool	history_only	n_pairs_total	expression_scale	n_up	n_down	n_equal	mean_delta	median_delta	up_fraction	seed	p_method	ci_method	bootstrap_mean_lower	bootstrap_mean_upper	family_n_planned	evidence_label
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	AADAT	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-0.22915982997587372	-0.581417896013309	0.12309823606156148	0.1817997469995106	0.24825815862323336	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	HGNC:17929	True	False	13	patient_mean_log2_1plus_author_TPM	3	10	0	-0.22915982997587372	-0.3166805824123222	0.23076923076923078	4113016585	paired_t_on_patient_means	t_df_nminus1_pointwise	-0.5112084675200429	0.08674808945832659	94.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	AASS	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-1.4341931600360287	-1.8881551084668842	-0.9802312116051731	1.690068412997648e-05	0.00010591095388118593	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000008311	True	False	13	patient_mean_log2_1plus_author_TPM	0	13	0	-1.4341931600360287	-1.2893058231569006	0.0	4045896055	paired_t_on_patient_means	t_df_nminus1_pointwise	-1.8380193233325266	-1.0361880742086753	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ABHD12	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	0.13202152247543134	-0.03424147194164823	0.2982845168925109	0.10922383298269603	0.17701793621333495	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000100997	True	False	13	patient_mean_log2_1plus_author_TPM	11	2	0	0.13202152247543134	0.0881731573502611	0.8461538461538461	1532920183	paired_t_on_patient_means	t_df_nminus1_pointwise	-0.015020779694768015	0.2754431203220566	94.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ABHD6	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-0.4547299839712461	-0.9944112657334611	0.08495129779096888	0.09126934898702328	0.15887627416259606	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000163686	True	False	13	patient_mean_log2_1plus_author_TPM	4	9	0	-0.4547299839712461	-0.4482044645830019	0.3076923076923077	2645080760	paired_t_on_patient_means	t_df_nminus1_pointwise	-0.9246813867749031	0.006087326960802006	94.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL1	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-0.34862194835823535	-0.8780399236173059	0.18079602690083518	0.17690387067373228	0.24825815862323336	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000151726	True	False	13	patient_mean_log2_1plus_author_TPM	6	7	0	-0.34862194835823535	-0.2460825769956454	0.46153846153846156	2224855592	paired_t_on_patient_means	t_df_nminus1_pointwise	-0.826480380934605	0.06432872221159124	94.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL3	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-0.4727664407361808	-0.7972430098404555	-0.14828987163190616	0.008001630273609405	0.01834520111510449	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000123983	True	False	13	patient_mean_log2_1plus_author_TPM	3	10	0	-0.4727664407361808	-0.5524569485021651	0.23076923076923078	542893183	paired_t_on_patient_means	t_df_nminus1_pointwise	-0.762071834692326	-0.19946351719222874	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL4	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-1.2153858845881929	-1.4809599977384753	-0.9498117714379104	3.6945658077679137e-07	1.651550522013543e-05	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000068366	True	False	13	patient_mean_log2_1plus_author_TPM	0	13	0	-1.2153858845881929	-1.303540155169216	0.0	4001113498	paired_t_on_patient_means	t_df_nminus1_pointwise	-1.4349806545042463	-0.9837958516643458	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL5	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	0.4337366208392241	-0.14687555177832573	1.0143487934567739	0.12955379751983107	0.20104672773245902	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000197142	True	False	13	patient_mean_log2_1plus_author_TPM	10	3	0	0.4337366208392241	0.7312604847148121	0.7692307692307693	2988371683	paired_t_on_patient_means	t_df_nminus1_pointwise	-0.08898391813644789	0.8935167119441744	94.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL6	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-1.4967123063081744	-2.2111496679127223	-0.7822749447036268	0.0006496285571643216	0.0022616697916091194	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000164398	True	False	13	patient_mean_log2_1plus_author_TPM	1	12	0	-1.4967123063081744	-1.684919847846806	0.07692307692307693	3766947388	paired_t_on_patient_means	t_df_nminus1_pointwise	-2.0025288582543816	-0.7844690500205971	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ADA	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	1.0920099845633489	0.5637673321779462	1.6202526369487515	0.0007214194094627471	0.0024219080174820795	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000196839	True	False	13	patient_mean_log2_1plus_author_TPM	12	1	0	1.0920099845633489	1.1221421306642827	0.9230769230769231	1069182412	paired_t_on_patient_means	t_df_nminus1_pointwise	0.5970559668809943	1.5010331474698897	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ADA2	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	0.8683133227474982	0.2579132087598289	1.4787134367351675	0.00919973958791137	0.020589893363420687	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000093072	True	False	13	patient_mean_log2_1plus_author_TPM	11	2	0	0.8683133227474982	0.9575104451034724	0.8461538461538461	294037444	paired_t_on_patient_means	t_df_nminus1_pointwise	0.3344425188856259	1.391468534402672	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	AFMID	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-1.4568601300340909	-1.9000686893032084	-1.0136515707649734	1.1452329551080198e-05	9.786536161832168e-05	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000183077	True	False	13	patient_mean_log2_1plus_author_TPM	0	13	0	-1.4568601300340909	-1.4018029413479196	0.0	447277338	paired_t_on_patient_means	t_df_nminus1_pointwise	-1.8395202778488937	-1.0909655199216335	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	AHCY	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	-0.8545167656473314	-1.3239054205820082	-0.3851281107126546	0.0018712498543676471	0.005674112461630931	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000101444	True	False	13	patient_mean_log2_1plus_author_TPM	1	12	0	-0.8545167656473314	-0.6063106753385261	0.07692307692307693	1089146591	paired_t_on_patient_means	t_df_nminus1_pointwise	-1.2657530491975468	-0.4740031588745088	94.0	FDR_SUPPORTED
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ALOX15	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	0.312632809460334	-0.4426557071483864	1.0679213260690545	0.3848729637195105	0.44664269863745665	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000161905	True	False	13	patient_mean_log2_1plus_author_TPM	6	7	0	0.312632809460334	-0.012474024832833303	0.46153846153846156	3669369540	paired_t_on_patient_means	t_df_nminus1_pointwise	-0.16130316800266645	1.0212235483731733	94.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC4	03_PATIENT	20260925T143000Z_discovery_v1	ccrcc_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ALOX5	author_patient	13	13	mean_paired_difference_log2_1plus_TPM	1.696012373722554	0.972808896750664	2.419215850694444	0.0002576566486919622	0.001008415602727314	RNA_PAIRED_CURRENT	94.0	DONE	NA	CAMP_ccRCC4_SUBJECT_ID	ENSG00000012779	True	False	13	patient_mean_log2_1plus_author_TPM	12	1	0	1.696012373722554	1.7008109108976912	0.9230769230769231	912024098	paired_t_on_patient_means	t_df_nminus1_pointwise	1.057030575615885	2.3067574444678827	94.0	FDR_SUPPORTED
