cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	contrast	n_high	tested_genes	P_lt05	q_contrast_lt05	up_P_effect	down_P_effect	GSEA_terms	GSEA_nominalP_lt05	GSEA_empiricalFDR_lt025
BRCA	Wu2021	06_EXTERNAL	20260925T151104Z_lypla1_highlow_v1	LYPLA1_highlow_v1	DE_enrichment_summary	NA	NA	NA	cell_exploratory	7222	7222	NA	NA	NA	NA	NA	NA	high_vs_low_detected	14558	DONE	Per-gene effects and P/q in corresponding DE table; summary has no single effect	Wu2021	high_vs_low_detected	7222	14558	10910	10713	1358	1481	1037	329	445
BRCA	Wu2021	06_EXTERNAL	20260925T151104Z_lypla1_highlow_v1	LYPLA1_highlow_v1	DE_enrichment_summary	NA	NA	NA	cell_exploratory	7222	10045	NA	NA	NA	NA	NA	NA	high_vs_zero	14558	DONE	Per-gene effects and P/q in corresponding DE table; summary has no single effect	Wu2021	high_vs_zero	7222	14558	10361	10070	1305	1568	1037	332	378
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260925T151104Z_lypla1_highlow_v1	LYPLA1_highlow_v1	DE_enrichment_summary	NA	NA	NA	cell_exploratory	25622	25623	NA	NA	NA	NA	NA	NA	high_vs_low_detected	13204	DONE	Per-gene effects and P/q in corresponding DE table; summary has no single effect	Pal2021_reprocessed	high_vs_low_detected	25622	13204	11235	11170	1191	869	1004	358	482
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260925T151104Z_lypla1_highlow_v1	LYPLA1_highlow_v1	DE_enrichment_summary	NA	NA	NA	cell_exploratory	25622	78833	NA	NA	NA	NA	NA	NA	high_vs_zero	13204	DONE	Per-gene effects and P/q in corresponding DE table; summary has no single effect	Pal2021_reprocessed	high_vs_zero	25622	13204	12462	12454	1491	282	1004	416	551
