cohort	contrast	direction	library	term	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332	13204	1491	24	3	0.5193945977	TUBA3D;TUBB;TUBB4B	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cardiac Conduction R-HSA-5576891	13204	1491	50	10	0.05016934346	AHCYL1;ASPH;ATP2A2;ATP2A3;ATP2B1;CALM1;HIPK2;ITPR1;KCNK1;KCNK15	0.4310323875	0.4386563927
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cargo Concentration In ER R-HSA-5694530	13204	1491	27	2	0.8256782369	AREG;SAR1B	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825	13204	1491	85	14	0.09426397883	AREG;CLTC;CLTCL1;COPS3;COPS5;EPN2;EREG;GRB2;REPS1;SCARB2;SYT12;TGOLN2;TOR1A;UBQLN1	0.5576655759	0.5682764617
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cargo Trafficking To Periciliary Membrane R-HSA-5620920	13204	1491	43	5	0.5433292688	CCT2;CCT5;EXOC1;EXOC5;TCP1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769	13204	1491	21	1	0.9194000132	CASP3	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184	13204	1491	69	13	0.04327377555	ANAPC7;BUB3;CDC16;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;UBE2C	0.4102310375	0.4159879887
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	13204	1491	252	38	0.03849944441	ANAPC7;BUB3;CDC16;CDKN1B;CENPF;CLIP1;DYNC1H1;DYNC1LI2;H2BC21;MAPRE1;MCM4;MDM2;ORC4;PPP1CC;PPP2CA;PPP2R1A;PPP2R5A;PPP2R5E;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;RRAD;TAOK1;UBE2C;UBE2N;UBE2V2;YWHAB;YWHAG;YWHAH;YWHAQ;YWHAZ;ZNF385A	0.3926442001	0.3982613589
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell Cycle, Mitotic R-HSA-69278	13204	1491	487	61	0.2090167562	ANAPC7;AURKA;BLZF1;BUB3;CDC16;CDKN1B;CENPF;CLIP1;DYNC1H1;DYNC1LI2;ESCO1;GORASP2;GSK3B;H2BC21;H3-3B;HSP90AA1;KPNB1;LPIN2;MAPK1;MAPK3;MAPRE1;MCM4;MYBL2;MZT2A;NEK6;NIPBL;NUP153;NUP54;NUP58;ORC4;PDS5A;PMEPA1;PPP1CC;PPP2CA;PPP2R1A;PPP2R5A;PPP2R5E;PRKAR2B;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;RAD21;RRM2;SMC1A;TAOK1;TFDP1;TNPO1;TOP2A;TUBA3D;TUBB;TUBB4B;TYMS;UBE2C;USO1;YWHAG	0.8199371142	0.7846648486
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998	13204	1491	65	3	0.9823796813	CASP3;MCF2L;VAV3	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell Junction Organization R-HSA-446728	13204	1491	60	9	0.2320741964	CD151;CLDN3;CLDN7;CLDN9;CTNNA1;FBLIM1;JUP;NECTIN2;RSU1	0.8593301698	0.8172421134
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424	13204	1491	16	4	0.09766933631	ENTPD5;P2RX4;SUGT1;TXNIP	0.5581563347	0.5747362538
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell Surface Interactions At Vascular Wall R-HSA-202733	13204	1491	79	13	0.1046956405	CEACAM5;CEACAM6;EPCAM;GRB14;GRB2;GRB7;HRAS;NRAS;PTPN11;SDC1;SDC2;SLC16A3;YES1	0.5721269061	0.5870066564
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell-Cell Communication R-HSA-1500931	13204	1491	87	13	0.1791217632	CD151;CLDN3;CLDN7;CLDN9;CTNNA1;FBLIM1;GRB2;JUP;NECTIN2;PTK2;PTPN11;RSU1;WASL	0.7485832302	0.7435673933
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cell-cell Junction Organization R-HSA-421270	13204	1491	37	6	0.2345968508	CLDN3;CLDN7;CLDN9;CTNNA1;JUP;NECTIN2	0.8593301698	0.8205720979
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cellular Senescence R-HSA-2559583	13204	1491	143	17	0.4494845678	ANAPC7;CBX4;CDC16;CDKN1B;EHMT1;ETF1;H1-0;H2BC21;H3-3B;MAPK1;MAPK3;MDM2;RBBP7;SUZ12;TERF1;TFDP1;UBE2C	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123	13204	1491	162	24	0.09975527977	COX14;CUL3;CYBA;GSK3B;IDH1;LRPPRC;MBD4;NCOA2;NCOR1;PRDX3;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;RXRA;SCO1;SESN1;TBL1X;TXNIP	0.559317323	0.5776526634
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556	13204	1491	89	16	0.03977936322	BAG4;DNAJB6;GSK3B;HSP90AA1;HSPA5;HSPA6;HSPA8;HSPA9;HSPH1;MAPK1;MAPK3;NUP153;NUP54;NUP58;PTGES3;SERPINH1	0.3926442001	0.4012471461
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cellular Response To Hypoxia R-HSA-1234174	13204	1491	69	11	0.1506671009	CITED2;HIF1A;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7	0.6843405181	0.6854861431
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cellular Response To Starvation R-HSA-9711097	13204	1491	144	10	0.9702704005	ATP6V0E2;ATP6V1A;ATP6V1C1;ATP6V1G1;ATP6V1H;MRPL13;RHEB;RPL19;SESN1;WDR24	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Centrosome Maturation R-HSA-380287	13204	1491	80	9	0.557357435	DYNC1H1;HSP90AA1;MAPRE1;MZT2A;PPP2R1A;PRKAR2B;TUBB;TUBB4B;YWHAG	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Chaperone Mediated Autophagy R-HSA-9613829	13204	1491	17	2	0.587486527	HSP90AA1;HSPA8	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Chaperonin-mediated Protein Folding R-HSA-390466	13204	1491	68	16	0.003148338051	CCT2;CCT5;DCAF7;FBXL3;FBXL5;FBXW2;GNAQ;GNB1;GNB4;KIF13A;LONP2;TCP1;TUBA3D;TUBB;TUBB4B;XRN2	0.1007600192	0.1068366132
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Chemokine Receptors Bind Chemokines R-HSA-380108	13204	1491	18	1	0.8844723058	CXCL13	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273	13204	1491	24	6	0.04634787301	DHCR7;GGPS1;HMGCR;LMBR1;MSMO1;SC5D	0.4103367567	0.4196511398
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Chondroitin Sulfate Biosynthesis R-HSA-2022870	13204	1491	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	13204	1491	41	2	0.9545012172	SDC1;SDC2	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Chromatin Modifying Enzymes R-HSA-3247509	13204	1491	206	32	0.0380954415	ARID1A;ARID1B;ARID4B;ASH2L;BRWD1;CLOCK;EHMT1;H2BC21;HAT1;HDAC2;JADE3;KAT6B;KDM1B;KDM2A;KDM5B;KDM7A;KMT2C;KMT5B;MSL1;MTA3;NCOA2;NCOR1;NSD3;RBBP7;REST;SAP18;SMYD3;SUPT20H;SUZ12;TADA1;TBL1X;USP22	0.3926442001	0.3972900419
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Chromosome Maintenance R-HSA-73886	13204	1491	101	9	0.8190102151	ATRX;DAXX;H2BC21;H3-3B;PPP6C;PPP6R3;RBBP7;SMARCA5;TERF1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cilium Assembly R-HSA-5617833	13204	1491	171	25	0.1060667643	CCT2;CCT5;DYNC1H1;DYNC2I2;EXOC1;EXOC5;HSP90AA1;IFT122;IFT140;IFT46;IFT52;KIF3A;MAPRE1;PPP2R1A;PRKAR2B;SEPTIN2;TCP1;TCTN1;TMEM67;TNPO1;TRAF3IP1;TRIP11;TUBB;TUBB4B;YWHAG	0.5735879983	0.5923123089
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Circadian Clock R-HSA-400253	13204	1491	60	12	0.03389316104	CLOCK;CREB1;FBXL3;HIF1A;MBD4;NCOA2;NCOR1;NRIP1;PPP1CC;RBM4;RXRA;TBL1X	0.3779676094	0.374376219
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Citric Acid Cycle (TCA Cycle) R-HSA-71403	13204	1491	18	2	0.6193789187	SUCLA2;SUCLG2	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	13204	1491	76	5	0.9407374142	CXCL13;HEBP1;NPW;P2RY2;PTGER3	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Class B/2 (Secretin Family Receptors) R-HSA-373080	13204	1491	38	2	0.9387687248	GNB1;GNB4	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	13204	1491	327	52	0.006658693599	ANAPC13;ANAPC7;BECN1;BLMH;CANX;CDC16;CUL3;CYBA;FBXL20;FBXL3;FBXL5;FBXO21;FBXO30;FBXW2;GAN;HECTD1;HSPA5;HUWE1;LMO7;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;RBBP6;RBCK1;RCHY1;RNF115;RNF144B;RNF6;SAR1B;TRIP12;UBA6;UBE2B;UBE2C;UBE2E2;UBE2E3;UBE2G1;UBE2H;UBE2K;UBE2N;UBE2Q2;UBE2R2;UBE2V2;UBE2W;UFL1;WWP1;ZNRF2	0.1521274568	0.1606793986
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Class I Peroxisomal Membrane Protein Import R-HSA-9603798	13204	1491	19	4	0.1594812465	ABCD3;PEX11B;PEX2;PEX3	0.7059764902	0.7025349064
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Clathrin-mediated Endocytosis R-HSA-8856828	13204	1491	118	20	0.04116298047	ACTR2;ACTR3;AREG;CLTC;CLTCL1;COPS3;COPS5;EPN2;EREG;FNBP1L;GRB2;HSPA8;RAB5A;REPS1;SCARB2;SYT12;TGOLN2;TOR1A;UBQLN1;WASL	0.3987287481	0.4051082972
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cleavage Of Damaged Purine R-HSA-110331	13204	1491	24	2	0.7716571886	H2BC21;TERF1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cleavage Of Damaged Pyrimidine R-HSA-110329	13204	1491	29	3	0.6512515781	H2BC21;MBD4;TERF1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741	13204	1491	15	1	0.8344232127	MTRR	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	13204	1491	36	1	0.9866950933	SERPINH1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	13204	1491	22	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Collagen Degradation R-HSA-1442490	13204	1491	21	2	0.7035729212	ADAM9;CTSD	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Collagen Formation R-HSA-1474290	13204	1491	54	2	0.987925112	CD151;SERPINH1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Complement Cascade R-HSA-166658	13204	1491	21	2	0.7035729212	CD46;CD81	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Complex I Biogenesis R-HSA-6799198	13204	1491	51	4	0.842754075	NDUFA5;NDUFAF5;NDUFAF6;NDUFS1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Condensation Of Prophase Chromosomes R-HSA-2299718	13204	1491	29	2	0.8550069545	H2BC21;H3-3B	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400	13204	1491	26	6	0.06538561254	CDKN1B;CREB1;FOXO3;GSK3B;MDM2;PDPK1	0.4919258621	0.4983046864
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	13204	1491	46	11	0.01170137363	AREG;ERBB2;ERBB4;EREG;ESR1;FGFR3;FGFR4;FRS2;GRB2;KITLG;PTPN11	0.2111562863	0.218657984
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	13204	1491	17	4	0.1168394024	GRB2;HRAS;HSP90AA1;NRAS	0.6026561048	0.6167862101
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	13204	1491	52	5	0.7136019103	CCNC;HDAC2;MIB1;NCOR1;TBL1X	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407	13204	1491	20	3	0.3968971609	ANAPC7;CDC16;UBE2C	0.9857787792	0.9696127477
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122	13204	1491	24	6	0.04634787301	CCT2;CCT5;GNAQ;GNB1;GNB4;TCP1	0.4103367567	0.4196511398
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	13204	1491	26	6	0.06538561254	CCT2;CCT5;TCP1;TUBA3D;TUBB;TUBB4B	0.4919258621	0.4983046864
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Costimulation By CD28 Family R-HSA-388841	13204	1491	50	8	0.1977028302	GRB2;PDPK1;PPP2CA;PPP2R1A;PPP2R5A;PPP2R5E;PTPN11;YES1	0.7970834529	0.7699488247
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cristae Formation R-HSA-8949613	13204	1491	29	5	0.2242747705	CHCHD3;HSPA9;IMMT;MTX2;TMEM11	0.8518531135	0.8025666107
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cross-presentation Of Soluble Exogenous Antigens (Endosomes) R-HSA-1236978	13204	1491	43	9	0.04774841715	PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7	0.4189714398	0.4301545039
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cyclin A/B1/B2 Associated Events During G2/M Transition R-HSA-69273	13204	1491	24	2	0.7716571886	PPP2CA;PPP2R1A	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656	13204	1491	82	11	0.3191340625	CDKN1B;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;TFDP1	0.9375891243	0.9049704442
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cyclin D Associated Events In G1 R-HSA-69231	13204	1491	47	4	0.7928781146	CDKN1B;PPP2CA;PPP2R1A;TFDP1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cyclin E Associated Events During G1/S Transition R-HSA-69202	13204	1491	80	11	0.2903528097	CDKN1B;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;TFDP1	0.9201290671	0.8789431943
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	13204	1491	26	4	0.3372153219	CYP4F22;FDX1;NCOA2;RXRA	0.9402123612	0.9185166056
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cytoprotection By HMOX1 R-HSA-9707564	13204	1491	52	9	0.126516046	COX14;LRPPRC;MBD4;NCOA2;NCOR1;RXRA;SCO1;TBL1X;TXNIP	0.6277441021	0.6386837846
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	13204	1491	57	5	0.7863288996	POLR3E;POLR3F;POLR3K;PRKDC;XRCC5	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Cytosolic tRNA Aminoacylation R-HSA-379716	13204	1491	24	4	0.2838027984	CARS1;DARS1;EPRS1;IARS1	0.9201290671	0.8724211045
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DAG And IP3 Signaling R-HSA-1489509	13204	1491	31	6	0.1299368624	AHCYL1;CALM1;CREB1;ITPR1;KPNA2;PRKAR2B	0.6344457207	0.6474008218
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DAP12 Interactions R-HSA-2172127	13204	1491	24	6	0.04634787301	GRB2;HRAS;NRAS;SIGLEC15;SPNS1;VAV3	0.4103367567	0.4196511398
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DAP12 Signaling R-HSA-2424491	13204	1491	21	5	0.07987869969	GRB2;HRAS;NRAS;SPNS1;VAV3	0.5198903537	0.529369935
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DARPP-32 Events R-HSA-180024	13204	1491	22	4	0.2318581558	CALM1;PPP2CA;PPP2R1A;PRKAR2B	0.8593301698	0.8172421134
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	13204	1491	65	5	0.8717620088	ATG5;HSP90AA1;PCBP2;TKFC;UBE2K	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Damage Bypass R-HSA-73893	13204	1491	48	3	0.9196843167	CUL4A;RCHY1;UBE2B	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Damage Recognition In GG-NER R-HSA-5696394	13204	1491	36	5	0.3844271559	COPS3;COPS5;CUL4A;RAD23B;YY1	0.9837454801	0.9696127477
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586	13204	1491	47	4	0.7928781146	CDKN1B;H1-0;H2BC21;TERF1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	13204	1491	51	5	0.6971396037	H2BC21;KPNA2;SMARCA5;UBE2N;UBE2V2	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Double-Strand Break Repair R-HSA-5693532	13204	1491	131	12	0.8182150458	ERCC4;H2BC21;KPNA2;LRIF1;PPP4C;PRKDC;RRAD;SMARCA5;SPIDR;UBE2N;UBE2V2;XRCC5	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Repair R-HSA-73894	13204	1491	282	25	0.922612425	COPS3;COPS5;CUL4A;ERCC4;GTF2H3;H2BC21;HMGN1;KPNA2;LRIF1;MBD4;PPP4C;PRKDC;RAD23B;RCHY1;RRAD;SMARCA5;SPIDR;TCEA1;TERF1;UBE2B;UBE2N;UBE2V2;USP7;XRCC5;YY1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Replication Pre-Initiation R-HSA-69002	13204	1491	112	17	0.1258388184	ANAPC7;CDC16;H2BC21;H3-3B;KPNB1;MCM4;ORC4;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;UBE2C	0.6277441021	0.6386837846
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Replication R-HSA-69306	13204	1491	137	17	0.3779278805	ANAPC7;CDC16;H2BC21;H3-3B;KPNB1;MCM4;ORC4;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;UBE2C	0.9749781137	0.9627262137
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Methylation R-HSA-5334118	13204	1491	20	2	0.6773826594	H2BC21;H3-3B	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	DNA Strand Elongation R-HSA-69190	13204	1491	31	1	0.9757399678	MCM4	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402	13204	1491	37	3	0.8044457845	ASH2L;SOX4;YWHAZ	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Deadenylation Of mRNA R-HSA-429947	13204	1491	24	2	0.7716571886	CNOT2;EIF4A1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Deadenylation-dependent mRNA Decay R-HSA-429914	13204	1491	54	5	0.7445981511	CNOT2;EIF4A1;EXOSC3;HBS1L;LSM1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Death Receptor Signaling R-HSA-73887	13204	1491	121	9	0.9391121904	BAG4;CASP3;HDAC2;MCF2L;RBCK1;RTN4;SMPD2;TAB2;VAV3	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Dectin-1 Mediated Noncanonical NF-kB Signaling R-HSA-5607761	13204	1491	57	9	0.1891340972	PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7	0.7769144732	0.7571238966
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332	13204	1491	16	2	0.5536494734	SDC1;SDC2	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective B3GAT3 Causes JDSSDHD R-HSA-3560801	13204	1491	16	2	0.5536494734	SDC1;SDC2	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783	13204	1491	16	2	0.5536494734	SDC1;SDC2	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective CFTR Causes Cystic Fibrosis R-HSA-5678895	13204	1491	57	12	0.02343392381	DERL1;ERLIN2;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;SEL1L	0.312794169	0.3103418215
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	13204	1491	24	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	13204	1491	21	3	0.4285751727	C1QBP;CAPN2;FOXO3	1	0.9896691836
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107	13204	1491	31	3	0.6961653247	NUP153;NUP54;NUP58	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	13204	1491	38	1	0.9895376186	RRAD	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defective Pyroptosis R-HSA-9710421	13204	1491	28	4	0.3909462675	H2BC21;H3-3B;RBBP7;SUZ12	0.9851047619	0.9696127477
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Defects In Vitamin And Cofactor Metabolism R-HSA-3296482	13204	1491	17	2	0.587486527	MTRR;PCCA	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Degradation Of AXIN R-HSA-4641257	13204	1491	52	10	0.06302341568	PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;TNKS2	0.4823624036	0.4875572256
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Degradation Of DVL R-HSA-4641258	13204	1491	51	10	0.05635644469	CUL3;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7	0.4571466923	0.4632641687
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Degradation Of GLI1 By Proteasome R-HSA-5610780	13204	1491	55	9	0.1626266631	PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7	0.7099063014	0.7090244415
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Degradation Of GLI2 By Proteasome R-HSA-5610783	13204	1491	55	11	0.04118018218	CSNK1A1;GSK3B;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7	0.3987287481	0.4051187189
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253	13204	1491	81	16	0.0177621518	CSNK1A1;CTBP2;GSK3B;PPP2CA;PPP2R1A;PPP2R5A;PPP2R5E;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7	0.2736485255	0.2730088869
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Degradation Of Extracellular Matrix R-HSA-1474228	13204	1491	59	6	0.6686203406	ADAM9;CAPN2;CAPN9;CASP3;CTSD;TPSAB1	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	13204	1491	40	3	0.8451482218	H2BC21;RBBP7;SMARCA5	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803	13204	1491	18	2	0.6193789187	CAPN2;FOXO3	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Detoxification Of Reactive Oxygen Species R-HSA-3299685	13204	1491	24	2	0.7716571886	CYBA;PRDX3	1	1
Pal2021_reprocessed	high_vs_zero	up	Reactome_2022	Deubiquitination R-HSA-5688426	13204	1491	235	32	0.1510958624	ADRM1;AREG;BECN1;ESR1;H2BC21;HIF1A;KDM1B;MDM2;PSMC2;PSMC6;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD5;PSMD7;RAD23B;RHOT1;SNX3;TGFBR1;TNKS2;TOMM20;UCHL5;USP14;USP22;USP47;USP7;USP9X;VCPIP1;VDAC1;YY1	0.6857773516	0.6873122643
