cohort	contrast	gene	n_high	n_reference	mean_log_high	mean_log_reference	mean_log_difference	mean_CP10k_high	mean_CP10k_reference	descriptive_log2ratio	detection_high	detection_reference	welch_t	welch_df	p_value	q_contrast	q_joint4
Wu2021	high_vs_zero	MEG3	7222	10045	0.008072915999	0.01313626156	-0.005063345566	0.0171766242	0.0360619418	-0.2155787914	0.008169482138	0.01015430562	-2.71868169	17247.65267	0.006560817937	0.01068610288	0.008840958526
Wu2021	high_vs_zero	PPP2R5C	7222	10045	0.1934860428	0.1748890156	0.01859702723	0.3186267908	0.3620698545	-0.1424463285	0.3072556079	0.1794922847	3.124793215	16855.8085	0.001782319811	0.003146999613	0.002518489469
Wu2021	high_vs_zero	ENSG00000271780	7222	10045	0.01968022064	0.02476625311	-0.005086032474	0.0325703732	0.04785382823	-0.1574131999	0.03627803932	0.02717770035	-2.284969561	17167.34847	0.0223267525	0.03332644959	0.02860668295
Wu2021	high_vs_zero	DYNC1H1	7222	10045	0.3061216695	0.5108278667	-0.2047061971	0.5740978759	1.307383675	-1.061985699	0.3849349211	0.380985565	-22.30584664	17119.71891	1.141101453e-108	6.41395944e-107	1.674379415e-107
Wu2021	high_vs_zero	HSP90AA1	7222	10045	2.563910385	2.502945002	0.06096538314	17.68030225	18.84530474	-0.09156049667	0.9516754362	0.899950224	3.835502981	16831.08845	0.0001257645376	0.0002543242308	0.0001932943083
Wu2021	high_vs_zero	WDR20	7222	10045	0.1215437301	0.09351351422	0.02803021583	0.1997834991	0.1841908421	0.07706091014	0.2103295486	0.1017421603	6.024105213	16082.2518	1.737530108e-09	5.324134564e-09	3.458863535e-09
Wu2021	high_vs_zero	MOK	7222	10045	0.09632261758	0.08520650267	0.01111611491	0.1629312504	0.1738480642	-0.05869005983	0.1572971476	0.09019412643	2.505606072	16430.62876	0.01223376567	0.01904600156	0.01607011296
Wu2021	high_vs_zero	ZNF839	7222	10045	0.02748331425	0.02126299913	0.00622031512	0.04544316016	0.0415571103	0.03907123508	0.04846302963	0.02349427576	2.664421899	15720.54887	0.007719947517	0.01243631691	0.01033844736
Wu2021	high_vs_zero	CINP	7222	10045	0.1889094942	0.2009177102	-0.012008216	0.3179090518	0.4103035217	-0.2881665905	0.294793686	0.2026879044	-1.954960641	17027.4466	0.05060405354	0.07106142678	0.06245114509
Wu2021	high_vs_zero	TECPR2	7222	10045	0.04958947438	0.05317734572	-0.003587871343	0.07795360248	0.1015348569	-0.1795282457	0.08903350872	0.0606271777	-1.107105489	16998.97432	0.2682639883	0.3212755579	0.3008470174
Wu2021	high_vs_zero	ANKRD9	7222	10045	0.06938151191	0.06734176622	0.002039745689	0.1173830568	0.131200616	-0.08890574327	0.1165882027	0.07416625187	0.5310882912	16526.62033	0.5953647346	0.648002737	0.6280069822
Wu2021	high_vs_zero	RCOR1	7222	10045	0.06425214323	0.06340106201	0.0008510812261	0.1043513808	0.1229749437	-0.1258296085	0.1142342841	0.07167745147	0.2338516467	16757.87551	0.8151030093	0.8454167576	0.8345678417
Wu2021	high_vs_zero	TRAF3	7222	10045	0.0420259298	0.03144663085	0.01057929895	0.06591021354	0.06264572226	0.02866982372	0.08543339795	0.03424589348	3.826742185	16231.32488	0.0001303372071	0.0002630231578	0.0002001007323
Wu2021	high_vs_zero	AMN	7222	10045	0.017064808	0.01159371973	0.005471088268	0.02821787779	0.02972587052	-0.01686878194	0.02852395458	0.0112493778	2.903963904	16340.54468	0.003689640378	0.006239259452	0.005080186291
