cohort	contrast	gene	n_high	n_reference	mean_log_high	mean_log_reference	mean_log_difference	mean_CP10k_high	mean_CP10k_reference	descriptive_log2ratio	detection_high	detection_reference	welch_t	welch_df	p_value	q_contrast	q_joint4
Wu2021	high_vs_low_detected	PRRX1	7222	7222	0.0193947321	0.04906493383	-0.02967020173	0.03605453751	0.0761745377	-0.3728203561	0.03087787317	0.09387981169	-10.98396304	13356.45097	6.011097489e-28	4.386443972e-27	2.18015662e-27
Wu2021	high_vs_low_detected	FMO2	7222	7222	0.005668536647	0.01052892392	-0.004860387273	0.01610907534	0.01817116506	-0.02539730564	0.006507892551	0.01689282747	-3.083395188	14417.802	0.002050397661	0.003289584434	0.002884553136
Wu2021	high_vs_low_detected	FMO4	7222	7222	0.0251074537	0.0197219151	0.005385538602	0.04409432844	0.02726660667	0.1791596302	0.0393242869	0.04250900028	2.463564252	12897.43161	0.01376928011	0.01987848636	0.01798642876
Wu2021	high_vs_low_detected	PRRC2C	7222	7222	0.7787884684	0.9845122662	-0.2057237978	1.680630217	2.080824848	-0.2924859616	0.6913597341	0.8802270839	-20.93193268	14067.17569	7.875187622e-96	6.299284693e-94	9.648321217e-95
Wu2021	high_vs_low_detected	VAMP4	7222	7222	0.1614991959	0.1427926146	0.01870658131	0.2734170888	0.2042436723	0.2955606939	0.2452229299	0.2845472168	3.64365069	13614.49061	0.0002697974062	0.0004774171192	0.0004054189765
Wu2021	high_vs_low_detected	METTL13	7222	7222	0.1106477041	0.1278147842	-0.0171670801	0.1818769134	0.173573172	0.04313856247	0.1913597341	0.2838548878	-3.963176672	13978.017	7.432666969e-05	0.0001392596728	0.0001160712701
Wu2021	high_vs_low_detected	DNM3	7222	7222	0.005502392354	0.00757922705	-0.002076834697	0.008809506686	0.01012924358	-0.01739300079	0.009554140127	0.01993907505	-1.919546244	14377.4998	0.05493500799	0.07284305004	0.06757524444
Wu2021	high_vs_low_detected	PIGC	7222	7222	0.3189690411	0.3402883117	-0.02131927057	0.567565753	0.5198623846	0.1069619855	0.4278593187	0.5560786486	-3.056352645	13921.07512	0.002244719753	0.003587510172	0.003148243693
Wu2021	high_vs_low_detected	SUCO	7222	7222	0.351597986	0.3499901424	0.001607843636	0.6673522254	0.5665011475	0.2032815878	0.4291055109	0.5314317364	0.2090820543	13927.62081	0.8343872415	0.8577790736	0.8522224568
Wu2021	high_vs_low_detected	PRDX6	7222	7222	1.109528439	1.228712512	-0.1191840729	2.974630211	3.138553185	-0.07493653043	0.7970091387	0.9231514816	-10.47023431	14042.94802	1.469887142e-25	9.617355961e-25	5.010375939e-25
Wu2021	high_vs_low_detected	KLHL20	7222	7222	0.06895162743	0.07294168059	-0.003990053165	0.1111292285	0.09774706308	0.09447004954	0.1275270008	0.1718360565	-1.170936798	13930.78997	0.2416442109	0.2852161847	0.2730095262
Wu2021	high_vs_low_detected	CENPL	7222	7222	0.03663808393	0.05275726314	-0.01611917921	0.05889252067	0.07172771492	-0.1120716766	0.07034062587	0.128080864	-5.896920553	14430.41242	3.786256542e-09	1.00879068e-08	7.428555062e-09
Wu2021	high_vs_low_detected	DARS2	7222	7222	0.053474212	0.05412597164	-0.0006517596352	0.08793825999	0.07350553162	0.115277138	0.0924951537	0.127388535	-0.210188037	13795.96945	0.83352402	0.8570732225	0.851450422
