cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	same_cohort_postselection	normal_source_confounding	degrees_freedom	p_method	ci_method	bootstrap_mean_lower	bootstrap_mean_upper	bootstrap_valid	seed	family_n_planned
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PLA2G4A	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.16589279319029718	0.08043265093981149	0.25135293544078285	0.0002313703975480392	0.0005847360956214081	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:9035	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PLA2G6	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.42783425056676316	-0.6592458502646086	-0.19642265086891775	0.004057908662570408	0.01025544189267794	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:9039	True	True	5.936411160890705	Welch_t	analytic_Welch_t95	-0.6022521477934566	-0.25781697972475565	4000.0	3684035971.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PLA2G6	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.42672052001192795	-0.6463659016374504	-0.20707513838640548	0.00022886333985442202	0.0005847360956214081	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:9039	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	FOLH1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.43812706007254565	-1.1263870235083944	0.25013290336330307	0.16631416500279053	0.22664381309203807	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q04609	True	True	5.43456877449794	Welch_t	analytic_Welch_t95	-0.9397617461610153	0.026615483007455223	4000.0	4234844919.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	FOLH1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.43436430361666667	-1.0278360817306258	0.15910747449729246	0.1490396288404661	0.20511394464182955	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q04609	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GLS	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-1.9116043321328262	-2.697677242679096	-1.1255314215865562	0.0013844317557069894	0.004183391609636338	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2744	True	True	5.232254923115841	Welch_t	analytic_Welch_t95	-2.3482389043622898	-1.2898332159622834	4000.0	657610759.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GLS	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.9078923826553928	-2.603437663307557	-1.212347102003229	5.688723876785433e-07	2.0808753128241453e-06	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2744	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GLS2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-1.0227919266524848	-1.1941794684191358	-0.8514043848858337	1.7503845307285883e-06	1.6220229984751587e-05	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:27165	True	True	7.182901016044058	Welch_t	analytic_Welch_t95	-1.1528571948795763	-0.8870026312630394	4000.0	4280348563.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GLS2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.0124393766008004	-1.1498245660602726	-0.8750541871413281	6.961945258299745e-24	3.225701303012215e-22	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:27165	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GLUL	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.7718110587177289	-1.15467643684823	-0.3889456805872278	0.0012585398805569918	0.003975841895395952	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2752	True	True	9.479990757830993	Welch_t	analytic_Welch_t95	-1.06024149522372	-0.4557301621654327	4000.0	167046004.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GLUL	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.8157440260834726	-1.2439502111436802	-0.3875378410232651	0.0002955853824847309	0.0007208134765855718	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2752	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	OAT	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-1.6522920518455861	-2.3887541477504906	-0.9158299559406816	0.0019227498076209105	0.005357800373965761	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P04181	True	True	5.354136522755955	Welch_t	analytic_Welch_t95	-2.110681929798169	-1.090089457273126	4000.0	484036748.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	OAT	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.643487854679583	-2.2804510326245833	-1.0065246767345828	2.0787115657679815e-06	7.223522691043736e-06	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P04181	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC7A11	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.4176824958517247	-0.7963602066407748	-0.039004785062674574	0.0344490289464922	0.05911623485879525	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:23657	True	True	8.168894253970711	Welch_t	analytic_Welch_t95	-0.7026718636111317	-0.10612752637262787	4000.0	2786776900.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC7A11	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.3970355595204892	-0.8219951727782207	0.027924053737242327	0.06664025202261906	0.10179115418839614	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:23657	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	TAT	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.0776250836638892	0.0066276657375649445	0.14862250159021345	0.03363109977931004	0.05911623485879525	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:6898	True	True	20.485337206073748	Welch_t	analytic_Welch_t95	0.016577622588981933	0.1449520814572574	4000.0	3127434310.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	TAT	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.07905009695566702	0.009994696769904596	0.14810549714142945	0.025416717079832212	0.043616341655514534	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:6898	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	LYPLA2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.49150413720354535	0.25280911268394346	0.7301991617231472	0.00151720601171249	0.0044870560771922575	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:11313	True	True	7.782959497611028	Welch_t	analytic_Welch_t95	0.3109326449236222	0.6788312906799711	4000.0	1894643159.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	LYPLA2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.49611693735134926	0.25299093128533745	0.7392429434173611	0.00011640765511503046	0.0003302176338977395	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:11313	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	DPEP1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.6710351298886339	0.5299880781878602	0.8120821815894076	1.8201774094654994e-14	6.32511649789261e-13	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:3002	True	True	75.13418993242217	Welch_t	analytic_Welch_t95	0.5343065325603407	0.8096856758095647	4000.0	932905496.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	DPEP1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.6814165294508496	0.478959865027194	0.8838731938745052	3.1614392030297764e-09	1.690154035465919e-08	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:3002	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GCAT	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.4350548602085875	-0.6696709432398991	-0.20043877717727593	0.0019272663215704176	0.005357800373965761	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:4188	True	True	10.470660604870277	Welch_t	analytic_Welch_t95	-0.6126143492664278	-0.22436342765163056	4000.0	1543049812.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GCAT	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.42794703184131144	-0.6491600416253007	-0.20673402205732214	0.00024204069705663467	0.000600779587337004	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:4188	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GSS	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.37256290759593114	0.04338659275186496	0.7017392224399973	0.032470914870947255	0.05861632684495673	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2937	True	True	5.9718984789612835	Welch_t	analytic_Welch_t95	0.1632534943118896	0.6394861376772789	4000.0	1696400979.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GSS	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.37122068164307476	0.06232769194736337	0.6801136713387861	0.019153903495784264	0.03327990732392516	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2937	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PEPD	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.48834251238491266	0.3289579341648011	0.6477270906050242	0.00013152555090167135	0.0006304155715631833	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P12955	True	True	7.529386332720439	Welch_t	analytic_Welch_t95	0.36713766129701086	0.6134477401831953	4000.0	1041514319.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PEPD	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.4881654864360464	0.3370749952816518	0.639255977590441	9.9762192757435e-09	4.7817051011322286e-08	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P12955	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC22A7	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.3060018247542294	-0.7082558884930817	0.09625223898462298	0.10942784437367485	0.15520888130551844	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:10864	True	True	5.336279190985762	Welch_t	analytic_Welch_t95	-0.5828083168567298	-0.01666742897730428	4000.0	855410620.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC22A7	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.29322166464036586	-0.6609251431794234	0.07448181389869174	0.11638384425854864	0.16851410783269022	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:10864	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC47A1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.048460528876397346	-0.05884215895360545	0.15576321670640014	0.35671232894704075	0.4097769729226336	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55244	True	True	19.307231197218453	Welch_t	analytic_Welch_t95	-0.04725856419941509	0.14465337158253788	4000.0	1682902179.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC47A1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.05551636828190548	-0.07306885481995173	0.1841015913837627	0.3925486050410427	0.45094426529508214	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55244	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC47A2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.47912181180032276	0.15167122791814647	0.806572395682499	0.008759455286109446	0.017905357128959014	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:146802	True	True	9.608556963112786	Welch_t	analytic_Welch_t95	0.21195140236764995	0.7519253560412468	4000.0	2081421440.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC47A2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.4847381051478666	0.1606390654221893	0.8088371448735439	0.0038823373361197492	0.007820940430733987	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:146802	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	KHK	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.821469796006068	-1.1029530879460396	-0.5399865040660963	0.00032696910108594087	0.0013367266191454642	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P50053	True	True	6.290355609033207	Welch_t	analytic_Welch_t95	-1.0156917978195372	-0.6050143204456304	4000.0	3741642131.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	KHK	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.815182839694619	-1.0520335146950002	-0.5783321646942379	1.6460354772463542e-09	9.15195725348973e-09	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P50053	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SORD	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.20695486903416904	0.04171664966723329	0.37219308840110477	0.020245716576733873	0.03855006307076724	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q00796	True	True	8.01370432850499	Welch_t	analytic_Welch_t95	0.08813843257588275	0.3463958546278623	4000.0	1800065037.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SORD	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.21894373566069145	0.07583905827076254	0.36204841305062035	0.003176020878721702	0.006492160325622303	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q00796	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
