cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	same_cohort_postselection	normal_source_confounding	degrees_freedom	p_method	ci_method	bootstrap_mean_lower	bootstrap_mean_upper	bootstrap_valid	seed	family_n_planned
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	CDO1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.2790503710001541	-0.6360101458320189	0.07790940383171069	0.12363144887588846	0.17716259168812884	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q16878	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	CNDP2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.1473603921917368	-0.40411563839877845	0.10939485401530485	0.2228261553903092	0.2815712327204816	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55748	True	True	8.125512096503062	Welch_t	analytic_Welch_t95	-0.3608711797950185	0.042420700168184014	4000.0	2000952121.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	CNDP2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.1460654254930272	-0.3853115257315509	0.09318067474549652	0.22776224547269047	0.2931384455620738	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55748	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GCLC	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.21681468932928527	-0.5468770213630649	0.11324764270449439	0.1598805937553913	0.2222340253199939	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P48506	True	True	6.133113532626063	Welch_t	analytic_Welch_t95	-0.4511973743594826	0.03240299841526302	4000.0	2459370145.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GCLC	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.20472652691077084	-0.48371672142070377	0.07426366759916206	0.14799680462607825	0.20511394464182955	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P48506	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	AASS	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.8728217957244138	0.5477395723449405	1.197904019103887	0.0003947612050260421	0.0015242168749616625	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9UDR5	True	True	6.943242182149529	Welch_t	analytic_Welch_t95	0.6336777896640113	1.1292626644163977	4000.0	4070945441.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	AASS	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.8947837775894844	0.5901716578204008	1.1993958973585679	1.1649932056633265e-07	4.7627663408000697e-07	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9UDR5	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ACE2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.02160035944134786	-0.06944545087355224	0.026244731990856515	0.31357022934048756	0.37574363688213597	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9BYF1	True	True	6.180960048989308	Welch_t	analytic_Welch_t95	-0.05563478498132771	0.014881730952993364	4000.0	2994624815.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ACE2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.022341844719696066	-0.06243460181664868	0.017750912377256546	0.27055561494495195	0.3357788435477529	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9BYF1	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	LARS1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.18637223676385917	-0.14917972879474356	0.521924202322462	0.21893883721610488	0.2815712327204816	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:51520	True	True	5.564408279278689	Welch_t	analytic_Welch_t95	-0.03234766833907789	0.43629552403173255	4000.0	1637560403.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	LARS1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.1929565629785469	-0.07965136029752556	0.4655644862546194	0.16269566702246255	0.2217127227070813	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:51520	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	LARS2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.015065312157506838	-0.08738976989206344	0.11752039420707712	0.7496620550951913	0.8015617358325507	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:23395	True	True	9.892033714183597	Welch_t	analytic_Welch_t95	-0.06211390587639242	0.10618822574265337	4000.0	1813735574.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	LARS2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.017854761421167972	-0.06849712070735735	0.10420664354969329	0.6816355496446218	0.7232621480962017	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:23395	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PLBD1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.5534036283720445	0.4726407179506903	0.6341665387933987	1.1984028357813842e-18	8.32889970868062e-17	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q6P4A8	True	True	50.09533351736494	Welch_t	analytic_Welch_t95	0.47682123363217227	0.6268970533849992	4000.0	1674406957.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PLBD1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.547389212205425	0.4678643846257216	0.6269140397851285	3.056625770380225e-22	1.0621774552071281e-20	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q6P4A8	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PM20D1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.26368847171699106	-0.7137540994756135	0.18637715604163146	0.20415560292876447	0.26771347931224776	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q6GTS8	True	True	6.333032003050007	Welch_t	analytic_Welch_t95	-0.6076592105726429	0.05130912640365639	4000.0	471424241.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PM20D1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.24144629414330548	-0.7042138437482657	0.22132125546165465	0.3020326482251189	0.36506554872427416	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q6GTS8	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC25A44	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.7065121348673378	-0.9655125099780197	-0.44751175975665575	0.000340630490297599	0.0013527896614676075	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:9673	True	True	7.065817156398876	Welch_t	analytic_Welch_t95	-0.9027486963022515	-0.5046917623779306	4000.0	205308959.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC25A44	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.6951180054098534	-0.9043719774111343	-0.4858640334085724	4.600194908703773e-09	2.3682484900363867e-08	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:9673	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC38A10	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.25799613122170983	-0.17146206802099717	0.6874543304644168	0.18928175764657842	0.2505729934559467	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:124565	True	True	5.658694106983319	Welch_t	analytic_Welch_t95	-0.05926582875491214	0.5581452517055829	4000.0	2651078971.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC38A10	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.2531091160710594	-0.13286340165936844	0.6390816338014873	0.19546506757647258	0.25392191021616534	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:124565	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC38A2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.32963181024802957	-1.0969862052415755	0.4377225847455165	0.3254185832549927	0.3833320599359659	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:54407	True	True	5.362165310336825	Welch_t	analytic_Welch_t95	-0.9651876521434429	0.1211314660987389	4000.0	2664422433.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC38A2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.35261774536296575	-1.0777414611881446	0.372505970462213	0.33585531971235083	0.3956261816950573	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:54407	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC38A8	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.0817352891440691	-0.13611961438024361	-0.027350963907894606	0.01114022038945178	0.02212129477333996	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:146167	True	True	5.429746829477707	Welch_t	analytic_Welch_t95	-0.11919877846517975	-0.041636228192119394	4000.0	1138391630.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC38A8	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.08147366223006489	-0.12991670533989969	-0.033030619120230094	0.0012617096666330864	0.0026981175947999847	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:146167	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC38A9	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.04641001996253802	-0.20720562755723898	0.11438558763216294	0.5036707510951214	0.5556367809700148	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:153129	True	True	5.777324527975519	Welch_t	analytic_Welch_t95	-0.16406936387995139	0.06497894936871283	4000.0	824613313.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC38A9	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.05058789460231741	-0.1968279746245449	0.09565218541991008	0.4929423239728965	0.5353045549393173	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:153129	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC6A17	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-3.851517567953144	-4.1862843156769465	-3.516750820229342	3.693228944482687e-11	6.416985291038668e-10	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:388662	True	True	11.087016235344926	Welch_t	analytic_Welch_t95	-4.145908161927862	-3.580338576994303	4000.0	1767486708.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC6A17	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-3.831381989654406	-4.14533856098083	-3.517425418327982	1.3991367911473261e-37	1.9448001396947833e-35	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:388662	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC7A13	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.0013202245621272918	-0.0025188969052030896	-0.00012155221905149399	0.036355403756279624	0.0616268429527179	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:157724	True	True	5.296216512918629	Welch_t	analytic_Welch_t95	-0.0021658559543445907	-0.000498677340715835	4000.0	3050006001.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC7A13	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.0013407216202778252	-0.002309789243534719	-0.0003716539970209314	0.007331103658647831	0.01415310289655623	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:157724	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC7A6	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.11260880789939431	-0.12710512233694826	0.3523227381357369	0.3013879862932462	0.3642863486500976	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:9057	True	True	6.7614346696245144	Welch_t	analytic_Welch_t95	-0.06596894971930442	0.2933334111711523	4000.0	1434509887.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC7A6	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.12000389617450398	-0.08856948467344093	0.3285772770224489	0.25542351542404174	0.31985467246794413	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:9057	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC7A7	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.9462226495778974	0.8252113778965678	1.0672339212592268	7.677852056246163e-19	8.32889970868062e-17	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:9056	True	True	40.188662893206505	Welch_t	analytic_Welch_t95	0.8344724361876018	1.0610874829177892	4000.0	180818237.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC7A7	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.925660309487359	0.7838269419593484	1.0674936770153696	5.292130790973616e-21	1.4712123598906652e-19	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:9056	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC7A9	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.07202609532541976	-0.20381210669050331	0.059759916039663796	0.22261160797358062	0.2815712327204816	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:11136	True	True	5.302951086464652	Welch_t	analytic_Welch_t95	-0.16002849961821694	0.02386524348510658	4000.0	3740470656.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC7A9	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.0713881425355065	-0.19071629762369918	0.04794001255268618	0.2371574394373285	0.30243012919072165	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:11136	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ABHD12	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.3244775369635555	-0.5921832242943057	-0.056771849632805294	0.02500122182657266	0.046335597785248005	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q8N2K0	True	True	6.083984415206555	Welch_t	analytic_Welch_t95	-0.5075427034534751	-0.11474493504649327	4000.0	4243754648.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ABHD12	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.3232018613130947	-0.5618183643405641	-0.08458535828562536	0.008597383649264628	0.01637036064722991	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q8N2K0	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ABHD6	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.5819961178954043	-0.9340739584924102	-0.22991827729839842	0.006812635885463871	0.015031053779039334	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9BV23	True	True	5.957595346713395	Welch_t	analytic_Welch_t95	-0.8304704896635897	-0.3226167529727429	4000.0	2383586978.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ABHD6	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.5925478268443815	-0.9587838995577596	-0.2263117541310033	0.0018729855209687388	0.003944621021434162	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9BV23	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ACSL1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.29230136203316404	-0.22649559002045871	0.8110983140867868	0.2257678245218463	0.28271826674357325	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P33121	True	True	7.206133486619943	Welch_t	analytic_Welch_t95	-0.15013711698199572	0.6511383941865408	4000.0	1547816285.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ACSL1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.24821831751431905	-0.3216164600941727	0.8180530951228109	0.3883627407997776	0.4498535080930758	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P33121	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ACSL5	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.4351365943559581	-0.9594451576820192	0.08917196897010304	0.08703909886230103	0.12918231169931252	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9ULC5	True	True	5.361330696609503	Welch_t	analytic_Welch_t95	-0.8242083529108221	-0.08467349621954727	4000.0	1508264967.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ACSL5	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.45573021954133913	-0.8777810366325273	-0.033679402450151	0.03468649938364146	0.057397897789597176	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q9ULC5	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	LYPLA1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.3491057231598911	0.24720390307057102	0.4510075432492111	2.1455704428071641e-07	2.4852857629182985e-06	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:10434	True	True	24.99200931193067	Welch_t	analytic_Welch_t95	0.255938060070764	0.4416201717816118	4000.0	2162420401.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	LYPLA1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.3440997415348964	0.2320102109242342	0.4561892721455586	3.876618898422254e-08	1.7382258931635267e-07	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:10434	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	MGLL	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-1.4157268139269616	-1.7870332495006154	-1.044420378353308	5.972335474566492e-05	0.00030746467813508977	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q99685	True	True	6.499359738388897	Welch_t	analytic_Welch_t95	-1.710869121604097	-1.1573130405468248	4000.0	328478105.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	MGLL	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.4064583521174483	-1.7652552708166998	-1.0476614334181968	2.5730479108812462e-11	1.882387682171017e-10	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q99685	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PLA2G4A	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.170671228917878	0.0875990421009765	0.2537434157347795	0.0007266248285382841	0.0024634353943127196	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	HGNC:9035	True	True	12.320384950369682	Welch_t	analytic_Welch_t95	0.10567041206924015	0.24409722240347978	4000.0	2586579724.0	142.0
