module	GO	description	overlap	module_annotated_genes	term_universe_genes	universe_genes	p	genes	q_all_module_terms
pink	GO:0006368	transcription elongation by RNA polymerase II	0	199	74	5553	1		1
pink	GO:0006376	mRNA splice site recognition	1	199	21	5553	0.535963037271251	SRSF6	1
pink	GO:0006378	mRNA polyadenylation	0	199	16	5553	1		1
pink	GO:0006383	transcription by RNA polymerase III	0	199	36	5553	1		1
pink	GO:0006390	mitochondrial transcription	1	199	11	5553	0.330889967554278	MRPL12	1
pink	GO:0006397	mRNA processing	10	199	301	5553	0.645202077775423	SNRPE;EIF4A3;HNRNPH1;SRSF6;CRIPT;THOC6;MFAP1;ALKBH5;TARDBP;RBM7	1
pink	GO:0006399	tRNA metabolic process	0	199	91	5553	1		1
pink	GO:0006400	tRNA modification	0	199	32	5553	1		1
pink	GO:0006401	RNA catabolic process	4	199	161	5553	0.836058841053767	EIF4A3;ALKBH5;TARDBP;RBM7	1
pink	GO:0006402	mRNA catabolic process	3	199	132	5553	0.858788977197415	EIF4A3;ALKBH5;TARDBP	1
pink	GO:0006403	RNA localization	5	199	119	5553	0.424108489058239	EIF4A3;CETN2;TERF1;THOC6;ALKBH5	1
pink	GO:0006405	RNA export from nucleus	3	199	52	5553	0.285501788405616	EIF4A3;THOC6;ALKBH5	1
pink	GO:0006406	mRNA export from nucleus	3	199	41	5553	0.18049519046809	EIF4A3;THOC6;ALKBH5	1
pink	GO:0006412	translation	18	199	475	5553	0.43803492809494	RPS20;RPL7;RPS10;RPL21;EIF4A3;MRPL12;EIF4A1;AIMP1;MRPL32;MRPL22;EIF3J;MRPL23;NDUFA7;EEF1E1;TARDBP;TSFM;UNK;MRPS17	1
pink	GO:0006413	translational initiation	2	199	87	5553	0.825330705175638	EIF4A1;EIF3J	1
pink	GO:0006414	translational elongation	2	199	44	5553	0.471687309311112	EIF4A3;TSFM	1
pink	GO:0006417	regulation of translation	4	199	244	5553	0.978516651659226	EIF4A3;TARDBP;TSFM;UNK	1
pink	GO:0006418	tRNA aminoacylation for protein translation	0	199	24	5553	1		1
pink	GO:0006446	regulation of translational initiation	0	199	58	5553	1		1
pink	GO:0006457	protein folding	4	199	147	5553	0.779561594643148	BAG1;PFDN6;ERP44;ARL2	1
pink	GO:0006458	'de novo' protein folding	1	199	32	5553	0.689990656496842	BAG1	1
pink	GO:0006465	signal peptide processing	0	199	11	5553	1		1
pink	GO:0006468	protein phosphorylation	8	199	423	5553	0.987647200354055	HES1;NDUFS4;CSNK2B;RAP1A;TARDBP;MAP2K1;HYAL2;MAPK3	1
pink	GO:0006469	negative regulation of protein kinase activity	1	199	80	5553	0.94718231661019	HYAL2	1
pink	GO:0006470	protein dephosphorylation	3	199	83	5553	0.576705232831451	PPP1CB;BOD1;SDHAF2	1
pink	GO:0006473	protein acetylation	4	199	50	5553	0.102940538994848	MORF4L2;BLOC1S1;NAA10;NFYB	1
pink	GO:0006475	internal protein amino acid acetylation	3	199	30	5553	0.0907280261627335	MORF4L2;NAA10;NFYB	1
pink	GO:0006476	protein deacetylation	1	199	25	5553	0.599232366265256	SIRT7	1
pink	GO:0006479	protein methylation	0	199	41	5553	1		1
pink	GO:0006486	protein glycosylation	1	199	66	5553	0.91135381567376	DPM1	1
pink	GO:0006487	protein N-linked glycosylation	1	199	39	5553	0.760275275917249	DPM1	1
pink	GO:0006488	dolichol-linked oligosaccharide biosynthetic process	1	199	10	5553	0.305973632139476	DPM1	1
pink	GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	1	199	10	5553	0.305973632139476	DPM1	1
pink	GO:0006493	protein O-linked glycosylation	1	199	22	5553	0.552655617817712	DPM1	1
pink	GO:0006497	protein lipidation	2	199	43	5553	0.459708374224202	DPM1;SVIP	1
pink	GO:0006505	GPI anchor metabolic process	1	199	16	5553	0.442735211515897	DPM1	1
pink	GO:0006506	GPI anchor biosynthetic process	1	199	16	5553	0.442735211515897	DPM1	1
pink	GO:0006509	membrane protein ectodomain proteolysis	1	199	21	5553	0.535963037271251	PSENEN	1
pink	GO:0006511	ubiquitin-dependent protein catabolic process	16	199	367	5553	0.240905226087115	NEDD8;CHMP2A;STUB1;CHMP5;PSMA2;RAD23B;PSMA1;SNF8;RNF5;CHMP3;SVIP;CHMP4A;NDFIP2;UBQLN2;NPLOC4;UBE2W	1
pink	GO:0006513	protein monoubiquitination	1	199	20	5553	0.518650822126328	UBE2W	1
pink	GO:0006516	glycoprotein catabolic process	0	199	18	5553	1		1
pink	GO:0006520	amino acid metabolic process	5	199	121	5553	0.438372437610415	PTS;ETFB;ACAT1;PYCR2;MTAP	1
pink	GO:0006536	glutamate metabolic process	0	199	10	5553	1		1
pink	GO:0006541	glutamine metabolic process	0	199	12	5553	1		1
pink	GO:0006575	cellular modified amino acid metabolic process	2	199	44	5553	0.471687309311112	ACADM;FOLR1	1
pink	GO:0006576	biogenic amine metabolic process	1	199	31	5553	0.678400977865032	OAZ2	1
pink	GO:0006584	catecholamine metabolic process	0	199	14	5553	1		1
pink	GO:0006595	polyamine metabolic process	1	199	10	5553	0.305973632139476	OAZ2	1
pink	GO:0006605	protein targeting	7	199	188	5553	0.514424827844458	ARL6IP1;NDUFA13;LAMP2;CHMP4A;SRP19;SYNGR1;NACA2	1
pink	GO:0006606	protein import into nucleus	2	199	79	5553	0.781870632843509	TARDBP;HYAL2	1
pink	GO:0006611	protein export from nucleus	1	199	36	5553	0.732338677106021	SIRT7	1
pink	GO:0006612	protein targeting to membrane	4	199	65	5553	0.203225045085292	ARL6IP1;CHMP4A;SRP19;NACA2	1
pink	GO:0006613	cotranslational protein targeting to membrane	2	199	19	5553	0.146897726529165	ARL6IP1;SRP19	1
pink	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	1	199	14	5553	0.400423308802387	SRP19	1
pink	GO:0006620	post-translational protein targeting to endoplasmic reticulum membrane	1	199	13	5553	0.378083716675758	CHMP4A	1
pink	GO:0006622	protein targeting to lysosome	1	199	18	5553	0.482075125187993	LAMP2	1
pink	GO:0006623	protein targeting to vacuole	1	199	25	5553	0.599232366265256	LAMP2	1
pink	GO:0006625	protein targeting to peroxisome	0	199	10	5553	1		1
pink	GO:0006626	protein targeting to mitochondrion	1	199	74	5553	0.934047925785246	NDUFA13	1
pink	GO:0006629	lipid metabolic process	18	199	449	5553	0.343619729582265	ECH1;SCP2;LYPLA1;STUB1;ATP1A1;CHPT1;ACADM;ETFB;EBP;MGST2;GGPS1;DPM1;ACAT1;CRLS1;FMC1;HEXA;PLBD1;SOCS2	1
pink	GO:0006631	fatty acid metabolic process	6	199	150	5553	0.451620311631292	ECH1;SCP2;LYPLA1;ACADM;ETFB;ACAT1	1
pink	GO:0006633	fatty acid biosynthetic process	0	199	57	5553	1		1
pink	GO:0006636	unsaturated fatty acid biosynthetic process	0	199	17	5553	1		1
pink	GO:0006637	acyl-CoA metabolic process	2	199	41	5553	0.435289774463969	MPC2;ACAT1	1
pink	GO:0006638	neutral lipid metabolic process	0	199	42	5553	1		1
pink	GO:0006639	acylglycerol metabolic process	0	199	42	5553	1		1
pink	GO:0006641	triglyceride metabolic process	0	199	35	5553	1		1
pink	GO:0006643	membrane lipid metabolic process	3	199	76	5553	0.516524714761989	MGST2;DPM1;HEXA	1
pink	GO:0006644	phospholipid metabolic process	6	199	129	5553	0.316109690697557	CHPT1;GGPS1;DPM1;CRLS1;PLBD1;SOCS2	1
pink	GO:0006650	glycerophospholipid metabolic process	4	199	99	5553	0.476792365806871	CHPT1;DPM1;CRLS1;SOCS2	1
pink	GO:0006656	phosphatidylcholine biosynthetic process	1	199	13	5553	0.378083716675758	CHPT1	1
pink	GO:0006661	phosphatidylinositol biosynthetic process	2	199	43	5553	0.459708374224202	DPM1;SOCS2	1
pink	GO:0006664	glycolipid metabolic process	2	199	37	5553	0.384771934816286	DPM1;HEXA	1
pink	GO:0006665	sphingolipid metabolic process	1	199	55	5553	0.866972205802905	HEXA	1
pink	GO:0006672	ceramide metabolic process	1	199	35	5553	0.722324651301189	HEXA	1
pink	GO:0006687	glycosphingolipid metabolic process	1	199	18	5553	0.482075125187993	HEXA	1
pink	GO:0006690	icosanoid metabolic process	1	199	33	5553	0.701164693692482	MGST2	1
pink	GO:0006692	prostanoid metabolic process	0	199	20	5553	1		1
pink	GO:0006693	prostaglandin metabolic process	0	199	19	5553	1		1
pink	GO:0006694	steroid biosynthetic process	3	199	75	5553	0.507562064635853	SCP2;ATP1A1;EBP	1
pink	GO:0006695	cholesterol biosynthetic process	1	199	36	5553	0.732338677106021	EBP	1
pink	GO:0006699	bile acid biosynthetic process	1	199	10	5553	0.305973632139476	SCP2	1
pink	GO:0006720	isoprenoid metabolic process	2	199	47	5553	0.506650245113803	GGPS1;DPM1	1
pink	GO:0006721	terpenoid metabolic process	1	199	28	5553	0.640981445489882	GGPS1	1
pink	GO:0006730	one-carbon metabolic process	0	199	14	5553	1		1
pink	GO:0006739	NADP metabolic process	0	199	21	5553	1		1
pink	GO:0006740	NADPH regeneration	0	199	12	5553	1		1
pink	GO:0006743	ubiquinone metabolic process	1	199	12	5553	0.354916112710665	NDUFA9	1
pink	GO:0006744	ubiquinone biosynthetic process	1	199	11	5553	0.330889967554278	NDUFA9	1
pink	GO:0006749	glutathione metabolic process	1	199	25	5553	0.599232366265256	MGST2	1
pink	GO:0006760	folic acid-containing compound metabolic process	1	199	13	5553	0.378083716675758	FOLR1	1
pink	GO:0006766	vitamin metabolic process	3	199	41	5553	0.18049519046809	VKORC1;RFK;FOLR1	1
pink	GO:0006767	water-soluble vitamin metabolic process	2	199	27	5553	0.251993751613072	RFK;FOLR1	1
pink	GO:0006775	fat-soluble vitamin metabolic process	1	199	12	5553	0.354916112710665	VKORC1	1
pink	GO:0006778	porphyrin-containing compound metabolic process	0	199	22	5553	1		1
pink	GO:0006779	porphyrin-containing compound biosynthetic process	0	199	17	5553	1		1
pink	GO:0006783	heme biosynthetic process	0	199	15	5553	1		1
pink	GO:0006790	sulfur compound metabolic process	7	199	116	5553	0.121645634323116	MPC2;ACAT1;NFU1;SQOR;HEXA;CHST12;MTAP	1
pink	GO:0006801	superoxide metabolic process	0	199	20	5553	1		1
pink	GO:0006805	xenobiotic metabolic process	1	199	29	5553	0.653912611525631	VKORC1	1
pink	GO:0006809	nitric oxide biosynthetic process	0	199	28	5553	1		1
pink	GO:0006811	monoatomic ion transport	14	199	306	5553	0.206601448482189	FXYD3;HES1;ATP6V1F;ATP5PO;ATP1A1;ATP6V1E1;VAMP2;COMMD3;COA8;NDUFA9;PGRMC2;NDFIP2;ATP5F1EP2;SLC39A3	1
pink	GO:0006812	monoatomic cation transport	14	199	271	5553	0.10594397071115	FXYD3;HES1;ATP6V1F;ATP5PO;ATP1A1;ATP6V1E1;VAMP2;COMMD3;COA8;NDUFA9;PGRMC2;NDFIP2;ATP5F1EP2;SLC39A3	1
pink	GO:0006813	potassium ion transport	3	199	41	5553	0.18049519046809	FXYD3;ATP1A1;VAMP2	1
pink	GO:0006814	sodium ion transport	4	199	45	5553	0.0762150203300414	FXYD3;ATP1A1;COMMD3;NDUFA9	1
pink	GO:0006816	calcium ion transport	1	199	98	5553	0.972911532245454	HES1	1
pink	GO:0006820	monoatomic anion transport	1	199	30	5553	0.666380278127079	FXYD3	1
pink	GO:0006821	chloride transport	1	199	17	5553	0.462763330155655	FXYD3	1
pink	GO:0006825	copper ion transport	0	199	10	5553	1		1
pink	GO:0006826	iron ion transport	1	199	23	5553	0.568750633557049	PGRMC2	1
pink	GO:0006829	zinc ion transport	1	199	11	5553	0.330889967554278	SLC39A3	1
pink	GO:0006835	dicarboxylic acid transport	2	199	19	5553	0.146897726529165	ARL6IP1;FOLR1	1
pink	GO:0006839	mitochondrial transport	1	199	114	5553	0.985065466899633	NDUFA13	1
pink	GO:0006851	mitochondrial calcium ion transmembrane transport	0	199	11	5553	1		1
pink	GO:0006862	nucleotide transport	0	199	13	5553	1		1
pink	GO:0006865	amino acid transport	2	199	30	5553	0.292350280083636	ARL6IP1;LLGL2	1
pink	GO:0006869	lipid transport	2	199	117	5553	0.927285924170692	SCP2;LYPLA1	1
pink	GO:0006873	intracellular monoatomic ion homeostasis	5	199	170	5553	0.736239799101598	ATP6V1F;ATP1A1;COX19;COX11;MAPK3	1
pink	GO:0006874	intracellular calcium ion homeostasis	0	199	73	5553	1		1
pink	GO:0006879	intracellular iron ion homeostasis	0	199	33	5553	1		1
pink	GO:0006882	intracellular zinc ion homeostasis	0	199	16	5553	1		1
pink	GO:0006884	cell volume homeostasis	0	199	10	5553	1		1
pink	GO:0006885	regulation of pH	2	199	45	5553	0.483506499642339	ATP6V1F;MAPK3	1
pink	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	5	199	87	5553	0.200766392090702	RAB1A;IER3IP1;YIPF6;BET1;SCFD1	1
pink	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	1	199	32	5553	0.689990656496842	SCFD1	1
pink	GO:0006891	intra-Golgi vesicle-mediated transport	0	199	19	5553	1		1
pink	GO:0006892	post-Golgi vesicle-mediated transport	3	199	66	5553	0.423442746602868	LYPLA1;VAMP2;SCFD1	1
pink	GO:0006893	Golgi to plasma membrane transport	2	199	37	5553	0.384771934816286	LYPLA1;VAMP2	1
pink	GO:0006895	Golgi to endosome transport	0	199	13	5553	1		1
pink	GO:0006896	Golgi to vacuole transport	0	199	11	5553	1		1
pink	GO:0006897	endocytosis	11	199	241	5553	0.245449534009044	NME1;RAB1A;RAB5C;ARF6;CTTN;VAMP2;FOLR1;SNX10;MAPK3;UBQLN2;RAB27A	1
pink	GO:0006898	receptor-mediated endocytosis	4	199	85	5553	0.363275140684091	ARF6;CTTN;FOLR1;UBQLN2	1
pink	GO:0006900	vesicle budding from membrane	3	199	54	5553	0.305290694583038	CHMP5;RAB1A;CHMP4A	1
pink	GO:0006901	vesicle coating	0	199	24	5553	1		1
pink	GO:0006903	vesicle targeting	0	199	38	5553	1		1
pink	GO:0006904	vesicle docking involved in exocytosis	2	199	16	5553	0.110401237638133	STXBP2;STXBP3	1
pink	GO:0006907	pinocytosis	0	199	11	5553	1		1
pink	GO:0006909	phagocytosis	1	199	69	5553	0.920654816852546	RAB27A	1
pink	GO:0006911	phagocytosis, engulfment	0	199	14	5553	1		1
pink	GO:0006913	nucleocytoplasmic transport	6	199	177	5553	0.614683330893898	EIF4A3;SIRT7;THOC6;ALKBH5;TARDBP;HYAL2	1
pink	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	0	199	25	5553	1		1
pink	GO:0006921	cellular component disassembly involved in execution phase of apoptosis	0	199	12	5553	1		1
pink	GO:0006929	substrate-dependent cell migration	1	199	11	5553	0.330889967554278	CTTN	1
pink	GO:0006935	chemotaxis	5	199	119	5553	0.424108489058239	CXCL17;CKLF;MAP2K1;MAPK3;NBL1	1
pink	GO:0006936	muscle contraction	2	199	81	5553	0.793544911244618	ATP1A1;CTTN	1
pink	GO:0006937	regulation of muscle contraction	2	199	43	5553	0.459708374224202	ATP1A1;CTTN	1
pink	GO:0006939	smooth muscle contraction	1	199	23	5553	0.568750633557049	CTTN	1
pink	GO:0006940	regulation of smooth muscle contraction	1	199	13	5553	0.378083716675758	CTTN	1
pink	GO:0006941	striated muscle contraction	1	199	41	5553	0.777267858791771	ATP1A1	1
pink	GO:0006942	regulation of striated muscle contraction	1	199	27	5553	0.6275696391547	ATP1A1	1
pink	GO:0006949	syncytium formation	0	199	16	5553	1		1
pink	GO:0006953	acute-phase response	1	199	11	5553	0.330889967554278	CEBPB	1
pink	GO:0006954	inflammatory response	7	199	223	5553	0.695027547751607	CEBPB;PSMA1;CXCL17;AIMP1;MGST2;HYAL2;LXN	1
pink	GO:0006956	complement activation	0	199	15	5553	1		1
pink	GO:0006958	complement activation, classical pathway	0	199	10	5553	1		1
pink	GO:0006959	humoral immune response	2	199	61	5553	0.648907817125998	SLPI;PPP2R3C	1
pink	GO:0006968	cellular defense response	0	199	10	5553	1		1
pink	GO:0006970	response to osmotic stress	0	199	37	5553	1		1
pink	GO:0006972	hyperosmotic response	0	199	13	5553	1		1
pink	GO:0006974	DNA damage response	14	199	415	5553	0.634892659489556	MORF4L2;STUB1;RAD23B;ACTR2;CETN2;NDRG1;BABAM1;SIRT7;SMUG1;EEF1E1;MAPK3;RAD9A;UBE2W;BABAM2	1
pink	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0	199	11	5553	1		1
pink	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0	199	13	5553	1		1
pink	GO:0006979	response to oxidative stress	5	199	184	5553	0.79639411975914	MSRB2;COA8;PYCR2;HYAL2;MAPK3	1
pink	GO:0006984	ER-nucleus signaling pathway	1	199	33	5553	0.701164693692482	TMEM33	1
pink	GO:0006986	response to unfolded protein	3	199	92	5553	0.646875389135768	STUB1;ERP44;TMEM33	1
pink	GO:0006991	response to sterol depletion	0	199	10	5553	1		1
pink	GO:0006997	nucleus organization	6	199	82	5553	0.0727313767765261	CHMP2A;CHMP5;CHMP3;CHMP4A;EMG1;TARDBP	1
pink	GO:0006999	nuclear pore organization	0	199	11	5553	1		1
pink	GO:0007004	telomere maintenance via telomerase	3	199	43	5553	0.198823266204931	GAR1;TERF1;MAPK3	1
pink	GO:0007006	mitochondrial membrane organization	2	199	73	5553	0.743340700317367	MICOS10;NDUFA13	1
pink	GO:0007007	inner mitochondrial membrane organization	2	199	30	5553	0.292350280083636	MICOS10;NDUFA13	1
pink	GO:0007008	outer mitochondrial membrane organization	0	199	14	5553	1		1
pink	GO:0007015	actin filament organization	8	199	181	5553	0.322480310623635	ARPC1B;RHOC;ARF6;ACTR2;CTTN;ARPC4;MSRB2;MSRB1	1
pink	GO:0007017	microtubule-based process	15	199	336	5553	0.222594172237856	CHMP2A;CHMP5;RAB1A;ACTR2;BLOC1S1;MAPRE1;CETN2;CHMP3;CRIPT;CHMP4A;DCTN6;LLGL2;ARL2;DYNLT2B;PPP2R3C	1
pink	GO:0007018	microtubule-based movement	4	199	124	5553	0.655429861069397	RAB1A;ACTR2;BLOC1S1;DYNLT2B	1
pink	GO:0007019	microtubule depolymerization	0	199	10	5553	1		1
pink	GO:0007020	microtubule nucleation	0	199	23	5553	1		1
pink	GO:0007029	endoplasmic reticulum organization	3	199	58	5553	0.344986350920196	ARL6IP1;EMC7;TMEM33	1
pink	GO:0007030	Golgi organization	5	199	74	5553	0.12505512813893	RAB1A;BET1;MAP2K1;MAPK3;NPLOC4	1
pink	GO:0007031	peroxisome organization	0	199	19	5553	1		1
pink	GO:0007035	vacuolar acidification	1	199	26	5553	0.613659421097603	ATP6V1F	1
pink	GO:0007039	protein catabolic process in the vacuole	1	199	15	5553	0.421964338148537	LAMP2	1
pink	GO:0007042	lysosomal lumen acidification	1	199	21	5553	0.535963037271251	ATP6V1F	1
pink	GO:0007043	cell-cell junction assembly	2	199	50	5553	0.540083673426081	RHOC;ARL2	1
pink	GO:0007044	cell-substrate junction assembly	1	199	42	5553	0.785309167953679	CTTN	1
pink	GO:0007051	spindle organization	6	199	103	5553	0.163399036308379	CHMP2A;CHMP5;MAPRE1;CHMP3;CHMP4A;DCTN6	1
pink	GO:0007052	mitotic spindle organization	5	199	72	5553	0.114809387331891	CHMP2A;CHMP5;CHMP3;CHMP4A;DCTN6	1
pink	GO:0007059	chromosome segregation	10	199	192	5553	0.150054550426275	CHMP2A;CHMP5;ACTR2;MAPRE1;CHMP3;CHMP4A;BOD1;SIRT7;PMF1;TERF1	1
pink	GO:0007062	sister chromatid cohesion	2	199	30	5553	0.292350280083636	NAA10;BOD1	1
pink	GO:0007063	regulation of sister chromatid cohesion	1	199	10	5553	0.305973632139476	NAA10	1
pink	GO:0007064	mitotic sister chromatid cohesion	2	199	19	5553	0.146897726529165	NAA10;BOD1	1
pink	GO:0007088	regulation of mitotic nuclear division	0	199	52	5553	1		1
pink	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	0	199	49	5553	1		1
pink	GO:0007093	mitotic cell cycle checkpoint signaling	3	199	71	5553	0.470891741901604	BABAM1;RAD9A;BABAM2	1
pink	GO:0007094	mitotic spindle assembly checkpoint signaling	0	199	22	5553	1		1
pink	GO:0007095	mitotic G2 DNA damage checkpoint signaling	2	199	17	5553	0.122285313279779	BABAM1;BABAM2	1
pink	GO:0007097	nuclear migration	0	199	13	5553	1		1
pink	GO:0007099	centriole replication	2	199	12	5553	0.0666023708340172	CHMP2A;CETN2	1
pink	GO:0007127	meiosis I	2	199	32	5553	0.319120940278901	SIRT7;TERF1	1
pink	GO:0007131	reciprocal meiotic recombination	0	199	14	5553	1		1
pink	GO:0007143	female meiotic nuclear division	0	199	14	5553	1		1
pink	GO:0007155	cell adhesion	9	199	420	5553	0.970732272608439	HES1;CEBPB;RAB1A;PPP1CB;ARF6;CTTN;ARL2;FOLR1;STXBP3	1
pink	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	0	199	12	5553	1		1
pink	GO:0007159	leukocyte cell-cell adhesion	2	199	133	5553	0.955416320334045	HES1;CEBPB	1
pink	GO:0007160	cell-matrix adhesion	1	199	82	5553	0.950953761141574	CTTN	1
pink	GO:0007162	negative regulation of cell adhesion	1	199	94	5553	0.968572350036232	CEBPB	1
pink	GO:0007163	establishment or maintenance of cell polarity	5	199	90	5553	0.220117937505556	HES1;ARF6;ACTR2;MAPRE1;LLGL2	1
pink	GO:0007164	establishment of tissue polarity	0	199	13	5553	1		1
pink	GO:0007167	enzyme-linked receptor protein signaling pathway	9	199	281	5553	0.685182151707032	HES1;STUB1;CSNK2B;FOLR1;HEXA;MAP2K1;MAPK3;SOCS2;NBL1	1
pink	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	4	199	178	5553	0.887965103765945	STUB1;MAP2K1;MAPK3;SOCS2	1
pink	GO:0007173	epidermal growth factor receptor signaling pathway	0	199	43	5553	1		1
pink	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	7	199	116	5553	0.121645634323116	HES1;STUB1;CSNK2B;FOLR1;HEXA;MAPK3;NBL1	1
pink	GO:0007179	transforming growth factor beta receptor signaling pathway	2	199	78	5553	0.775820252641053	STUB1;FOLR1	1
pink	GO:0007186	G protein-coupled receptor signaling pathway	3	199	116	5553	0.792359678322354	CPE;ARRDC3;UBQLN2	1
pink	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	1	199	28	5553	0.640981445489882	ARRDC3	1
pink	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	1	199	18	5553	0.482075125187993	ARRDC3	1
pink	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	0	199	10	5553	1		1
pink	GO:0007204	positive regulation of cytosolic calcium ion concentration	0	199	25	5553	1		1
pink	GO:0007212	dopamine receptor signaling pathway	0	199	11	5553	1		1
pink	GO:0007218	neuropeptide signaling pathway	1	199	10	5553	0.305973632139476	CPE	1
pink	GO:0007219	Notch signaling pathway	3	199	63	5553	0.394294380664136	HES1;PSENEN;LLGL2	1
pink	GO:0007224	smoothened signaling pathway	1	199	35	5553	0.722324651301189	HES1	1
pink	GO:0007229	integrin-mediated signaling pathway	0	199	43	5553	1		1
pink	GO:0007249	canonical NF-kappaB signal transduction	2	199	128	5553	0.947981460092521	RHOC;NDFIP2	1
pink	GO:0007254	JNK cascade	1	199	52	5553	0.851421131459521	ZNF622	1
pink	GO:0007259	receptor signaling pathway via JAK-STAT	2	199	45	5553	0.483506499642339	HES1;SOCS2	1
pink	GO:0007260	tyrosine phosphorylation of STAT protein	1	199	21	5553	0.535963037271251	HES1	1
pink	GO:0007264	small GTPase mediated signal transduction	3	199	155	5553	0.921665484467151	RHOC;ARF6;RAP1A	1
pink	GO:0007265	Ras protein signal transduction	2	199	110	5553	0.9103197596624	ARF6;RAP1A	1
pink	GO:0007266	Rho protein signal transduction	0	199	49	5553	1		1
pink	GO:0007267	cell-cell signaling	16	199	411	5553	0.402330109594888	MPC2;HES1;EIF4A3;RAB1A;CSNK2B;AIMP1;VAMP2;CPE;RAP1A;STXBP2;SYNGR1;FOLR1;TARDBP;SDHAF2;MAPK3;STXBP3	1
pink	GO:0007268	chemical synaptic transmission	7	199	147	5553	0.274255826160436	EIF4A3;VAMP2;RAP1A;STXBP2;SYNGR1;MAPK3;STXBP3	1
pink	GO:0007272	ensheathment of neurons	2	199	51	5553	0.550877001376138	NDRG1;HEXA	1
pink	GO:0007276	gamete generation	5	199	209	5553	0.876617899714165	RAD23B;CETN2;TSNAX;ALKBH5;STRBP	1
pink	GO:0007281	germ cell development	1	199	82	5553	0.950953761141574	STRBP	1
pink	GO:0007283	spermatogenesis	5	199	154	5553	0.652997497815513	RAD23B;CETN2;TSNAX;ALKBH5;STRBP	1
pink	GO:0007286	spermatid development	1	199	43	5553	0.793061567804381	STRBP	1
pink	GO:0007289	spermatid nucleus differentiation	0	199	10	5553	1		1
pink	GO:0007292	female gamete generation	0	199	46	5553	1		1
pink	GO:0007338	single fertilization	1	199	38	5553	0.751301381994663	FOLR1	1
pink	GO:0007339	binding of sperm to zona pellucida	0	199	13	5553	1		1
pink	GO:0007346	regulation of mitotic cell cycle	4	199	234	5553	0.97199197349273	HES1;BABAM1;RAD9A;BABAM2	1
pink	GO:0007368	determination of left/right symmetry	1	199	24	5553	0.58426937206015	FOLR1	1
pink	GO:0007369	gastrulation	1	199	58	5553	0.880902940264698	MAP2K1	1
pink	GO:0007389	pattern specification process	3	199	96	5553	0.67531244502988	HES1;FOLR1;NBL1	1
pink	GO:0007405	neuroblast proliferation	0	199	18	5553	1		1
pink	GO:0007409	axonogenesis	2	199	113	5553	0.918000051258092	CTTN;MAP2K1	1
pink	GO:0007411	axon guidance	0	199	43	5553	1		1
pink	GO:0007416	synapse assembly	2	199	32	5553	0.319120940278901	ARF6;CRIPT	1
pink	GO:0007417	central nervous system development	9	199	291	5553	0.724557050844106	HES1;PTS;IER3IP1;NDUFS4;TMX2;THOC6;MAP2K1;MAPK3;STXBP3	1
pink	GO:0007420	brain development	6	199	208	5553	0.763629738527289	HES1;IER3IP1;NDUFS4;TMX2;MAP2K1;STXBP3	1
pink	GO:0007422	peripheral nervous system development	1	199	26	5553	0.613659421097603	NDRG1	1
pink	GO:0007423	sensory organ development	2	199	123	5553	0.939380448459274	HES1;MAPK3	1
pink	GO:0007492	endoderm development	1	199	31	5553	0.678400977865032	MAP2K1	1
pink	GO:0007498	mesoderm development	0	199	32	5553	1		1
pink	GO:0007507	heart development	6	199	174	5553	0.597848980619136	HES1;ACADM;CPE;FOLR1;MAP2K1;MAPK3	1
pink	GO:0007517	muscle organ development	1	199	98	5553	0.972911532245454	COPRS	1
pink	GO:0007519	skeletal muscle tissue development	0	199	54	5553	1		1
pink	GO:0007520	myoblast fusion	0	199	12	5553	1		1
pink	GO:0007528	neuromuscular junction development	0	199	14	5553	1		1
pink	GO:0007548	sex differentiation	1	199	94	5553	0.968572350036232	CEBPB	1
pink	GO:0007549	dosage compensation	0	199	21	5553	1		1
pink	GO:0007565	female pregnancy	0	199	67	5553	1		1
pink	GO:0007566	embryo implantation	0	199	26	5553	1		1
pink	GO:0007584	response to nutrient	1	199	48	5553	0.82783886475027	FOLR1	1
pink	GO:0007585	respiratory gaseous exchange by respiratory system	0	199	22	5553	1		1
pink	GO:0007586	digestion	1	199	29	5553	0.653912611525631	SNX10	1
pink	GO:0007589	body fluid secretion	2	199	32	5553	0.319120940278901	NME1;SOCS2	1
pink	GO:0007595	lactation	2	199	19	5553	0.146897726529165	NME1;SOCS2	1
pink	GO:0007596	blood coagulation	3	199	67	5553	0.433056824502145	VKORC1;RAB27A;STXBP3	1
