dataset	cancer	feature_name	metabolite_standard_name	kegg_id	hmdb_id	metabolite_key	identity_confidence	super_pathway	sub_pathway	n_tumor	n_normal	missing_rate_tumor_raw	missing_rate_normal_raw	missing_rate_tumor_processed	missing_rate_normal_processed	tumor_mean_processed	normal_mean_processed	tumor_sd_processed	normal_sd_processed	author_log2_fc_tumor_vs_normal	wilcoxon_p	rank_biserial_tumor_vs_normal	hedges_g	hedges_g_variance	hedges_g_se	hedges_g_ci_lower	hedges_g_ci_upper	analysis_design	wilcoxon_fdr	duplicate_metabolite_key_within_dataset	meta_eligible	high_missing_flag
GBM	GBM	TG(56:9)	TG(56:9)	NA	HMDB55784	HMDB:HMDB55784	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	18.0316081081081	16.1931666666667	1.1676747391169	1.70910601387587	1.45016619320541	0.0097454557362156	0.63963963963964	1.50511546122499	0.194338758627796	0.440838699104101	0.641071610980948	2.36915931146902	Unpaired; author supplied processed values; no new transformation	0.0169391088482351	No	Yes	No
GBM	GBM	TG(58:1)	TG(58:1)	NA	HMDB51964	HMDB:HMDB51964	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	18.4420945945946	15.6053333333333	1.00954016616164	0.993222163801567	2.86777137223726	0.000129797192587	0.945945945945946	2.78569812298986	0.228680892882863	0.478205910547813	1.84841453831614	3.72298170766357	Unpaired; author supplied processed values; no new transformation	0.0006326478547776	No	Yes	No
GBM	GBM	TG(58:2)	TG(58:2)	NA	HMDB54380	HMDB:HMDB54380	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	19.0906216216216	15.7033333333333	1.10441840769345	0.955804931283924	3.49000802631049	7.09734040279272e-05	0.981981981981982	3.06216854847755	0.238785656550712	0.488656992736942	2.10440084271315	4.01993625424196	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	TG(58:8)	TG(58:8)	NA	HMDB55924	HMDB:HMDB55924	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.135135135135135	0.333333333333333	0	0	20.5417162162162	17.9596666666667	1.59238801047289	0.804632255547009	2.99783531767085	0.0014929624003045	0.783783783783784	1.64560241194427	0.19710522579391	0.443965343009913	0.775430339644838	2.5157744842437	Unpaired; author supplied processed values; no new transformation	0.0033895595863591	No	Yes	Yes
GBM	GBM	TG(58:9)	TG(58:9)	NA	HMDB55940	HMDB:HMDB55940	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	20.7193513513514	18.9651666666667	1.02476799154979	1.13959894992347	1.75038469666526	0.0020844218551598	0.761261261261261	1.68255091746393	0.197873790116797	0.444830068809199	0.810683982597897	2.55441785232996	Unpaired; author supplied processed values; no new transformation	0.00454013135327	No	Yes	No
GBM	GBM	TG(59:1)	TG(59:1)	NA	HMDB47034	HMDB:HMDB47034	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	15.6840810810811	14.2345	1.42042515106364	1.03415216481908	1.88405575959943	0.0163027691133845	0.594594594594595	1.02625210576899	0.186762638833901	0.432160431823531	0.179217659394871	1.87328655214311	Unpaired; author supplied processed values; no new transformation	0.0265491356823107	No	Yes	No
GBM	GBM	TG(60:1)	TG(60:1)	NA	HMDB51980	HMDB:HMDB51980	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	16.858972972973	14.9768333333333	0.889735977045199	0.635692824142814	2.02441793502443	0.0001873185970747	0.923423423423423	2.12863902914621	0.208499580907708	0.456617543363928	1.23366864415291	3.0236094141395	Unpaired; author supplied processed values; no new transformation	0.0007376972957569	No	Yes	No
GBM	GBM	TG(60:11)	TG(60:11)	NA	HMDB55946	HMDB:HMDB55946	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	19.5228378378378	18.5781666666667	1.20909316213147	1.34243277919852	0.955499244650174	0.0663873228632011	0.454954954954955	0.768056980424483	0.183867127212548	0.428797303177792	-0.0723857338039896	1.60849969465296	Unpaired; author supplied processed values; no new transformation	0.0931047755952208	No	Yes	No
GBM	GBM	TG(60:12)	TG(60:12)	NA	HMDB55897	HMDB:HMDB55897	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	17.6629594594595	16.4123333333333	1.49702919911119	1.35987332743409	1.44201421482714	0.0517269248606373	0.481981981981982	0.832018126858573	0.184506768701563	0.429542510936418	-0.0098851945768069	1.67392144829395	Unpaired; author supplied processed values; no new transformation	0.0743394273640567	No	Yes	No
GBM	GBM	TG(60:13)	TG(60:13)	NA	HMDB55757	HMDB:HMDB55757	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.166666666666667	0	0	15.0231351351351	14.253	1.20645919521031	1.86978950686969	0.261167221390127	0.162293444993307	0.346846846846847	0.605557731920201	0.182472056221982	0.427167480295472	-0.231690529458924	1.44280599329933	Unpaired; author supplied processed values; no new transformation	0.203085334219632	No	Yes	No
GBM	GBM	TG(60:2)	TG(60:2)	NA	HMDB54390	HMDB:HMDB54390	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	18.2014054054054	16.2616666666667	1.02655128075765	1.00116565395876	2.02688188648857	0.0008570359358872	0.824324324324324	1.87426778140709	0.202135678407809	0.449595015995295	0.993061550056316	2.75547401275787	Unpaired; author supplied processed values; no new transformation	0.0021261137320139	No	Yes	No
GBM	GBM	TG(60:3)	TG(60:3)	NA	HMDB55196	HMDB:HMDB55196	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	18.0974459459459	14.8208333333333	1.19365063544736	0.74692125867903	3.5768119406137	5.63071442981431e-05	0.995495495495496	2.77315947791486	0.228245264492362	0.477750211399599	1.83676906357165	3.70954989225808	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	TG(60:4)	TG(60:4)	NA	HMDB55565	HMDB:HMDB55565	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	17.0021756756757	13.648	1.48381197677264	0.520032691280077	3.85091406435982	0.0001741746342392	0.927927927927928	2.30442002751977	0.213369878075394	0.461919774501367	1.39905726949709	3.20978278554245	Unpaired; author supplied processed values; no new transformation	0.0007058743029762	No	Yes	No
GBM	GBM	TG(60:9)	TG(60:9)	NA	HMDB55930	HMDB:HMDB55930	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	19.4023648648649	16.4998333333333	1.0064025526233	0.927741864241701	2.96818780481998	0.0001118098425937	0.954954954954955	2.87008197043734	0.231663745911614	0.481314601805944	1.92670535089769	3.81345858997699	Unpaired; author supplied processed values; no new transformation	0.0006042318940393	No	Yes	No
GBM	GBM	TG(62:13)	TG(62:13)	NA	HMDB55913	HMDB:HMDB55913	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	17.5858108108108	16.725	1.3462434256023	1.52756485950679	0.808206180255525	0.12493139065543	0.380630630630631	0.62748953941083	0.182641074693118	0.427365270808377	-0.210146391373589	1.46512547019525	Unpaired; author supplied processed values; no new transformation	0.16125403571636	No	Yes	No
GBM	GBM	TG(62:2)	TG(62:2)	NA	HMDB54400	HMDB:HMDB54400	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	15.8228243243243	14.4011666666667	1.00910117822415	0.898146851392726	1.57013798243353	0.0074495489995456	0.662162162162162	1.40462555543023	0.192511261123728	0.438761052423444	0.544653892680281	2.26459721818018	Unpaired; author supplied processed values; no new transformation	0.0134168879914298	No	Yes	No
GBM	GBM	Cer(d16:1/18:0);Cer(d18:1/16:0)	Cer(d16:1/18:0);Cer(d18:1/16:0)	NA	NA	NAME:Cer(d16:1/18:0);Cer(d18:1/16:0)	MODERATE_NAME_ONLY	Lipid	Ceramides (Cer)	74	6	0.0	0.0	0	0	21.4888378378378	18.8148333333333	1.02319435381162	0.223785090358287	3.08291785057502	5.20751297746191e-05	1.0	2.67096152799017	0.224767901955203	0.474096933079305	1.74173153915474	3.60019151682561	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	N-palmitoyl-sphinganine (d18:0/16:0)	N-palmitoyl-sphinganine (d18:0/16:0)	NA	HMDB11760	HMDB:HMDB11760	HIGH_ID	Lipid	Dihydroceramides	74	6	0.0	0.0	0	0	17.9891756756757	14.6755	1.36294228822942	0.786793683248665	3.84819629309892	6.08452281830846e-05	0.990990990990991	2.46096680553468	0.218032415292327	0.466939412871014	1.54576555630749	3.37616805476187	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	Cer(d18:0/18:0)	Cer(d18:0/18:0)	NA	HMDB11761	HMDB:HMDB11761	HIGH_ID	Lipid	Ceramides (Cer)	74	6	0.0	0.0	0	0	18.2209324324324	17.4706666666667	1.01164670224669	0.714403714062761	1.02072394647185	0.066388914592288	0.454954954954955	0.746563916261984	0.183663665686833	0.428559990767725	-0.0934136656427579	1.58654149816673	Unpaired; author supplied processed values; no new transformation	0.0931047755952208	No	Yes	No
GBM	GBM	Cer(d18:0/22:0)	Cer(d18:0/22:0)	NA	HMDB11765	HMDB:HMDB11765	HIGH_ID	Lipid	Ceramides (Cer)	74	6	0.0	0.0	0	0	16.9378243243243	14.8096666666667	1.01095394198988	0.78221113944169	2.36164239753475	0.0001117891079841	0.954954954954955	2.11212702041767	0.208061933620045	0.456138064208684	1.21809641456865	3.00615762626669	Unpaired; author supplied processed values; no new transformation	0.0006042318940393	No	Yes	No
GBM	GBM	Cer(d18:0/24:0)	Cer(d18:0/24:0)	NA	HMDB11768	HMDB:HMDB11768	HIGH_ID	Lipid	Ceramides (Cer)	74	6	0.0	0.0	0	0	17.8344594594595	15.1015	0.996165912753097	0.832644642089289	2.88713235958963	7.66278701644305e-05	0.977477477477477	2.74362905985511	0.227227057793189	0.476683393662071	1.80932960827745	3.67792851143277	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	Cer(d18:0/24:1)	Cer(d18:0/24:1)	NA	NA	NAME:Cer(d18:0/24:1)	MODERATE_NAME_ONLY	Lipid	Ceramides (Cer)	74	6	0.0	0.0	0	0	18.7711891891892	18.1641666666667	0.959400064761873	1.00431457555224	0.655448329387006	0.201014597605877	0.317567567567568	0.624688313319205	0.182619151985165	0.427339621361237	-0.212897344548819	1.46227397118723	Unpaired; author supplied processed values; no new transformation	0.245371584117857	No	Yes	No
