cohort	annotation_level	gene	celltype	n_units_total	n_units_ge20cells	n_units_detected	n_cells_total	mean_unit_log1p_cpm	median_unit_log1p_cpm	mean_unit_positive_fraction	status	source_rank
GSE278688	author	DDHD2	Endothelial	13	13	13	2011	3.248203515754374	3.274377026994264	0.1503873629700177	EVALUABLE	1.0
GSE278688	author	DDHD2	Myeloid	13	13	13	5654	2.4623435005153573	2.4153052328689926	0.06901265742818682	EVALUABLE	9.0
GSE278688	author	DDHD2	NK	13	13	13	3291	3.0540776565017707	2.993370152263421	0.09014520067344213	EVALUABLE	6.0
GSE278688	author	DDHD2	Plasma	12	6	5	325	1.6131126170939414	1.7051458476564543	0.07593307593307592	EVALUABLE	10.0
GSE278688	author	DDHD2	Schwann	12	2	2	221	3.7518121281687113	3.7518121281687113	0.1704301075268817	INSUFFICIENT_UNITS	NA
GSE278688	author	DDHD2	Stellate	13	13	13	2525	2.852265555451681	2.92829612656989	0.10625657142820057	EVALUABLE	8.0
GSE278688	author	DGAT1	Acinar	7	2	2	284	2.2858916177720987	2.2858916177720987	0.09011700273836196	INSUFFICIENT_UNITS	NA
GSE278688	author	DGAT1	B	13	11	11	7396	3.202348148695793	3.2504312452957898	0.07955959847135095	EVALUABLE	7.0
GSE278688	author	DGAT1	CAF	13	13	13	2423	2.9667262669917704	2.998935716559762	0.13073208655894894	EVALUABLE	9.0
GSE278688	author	DGAT1	CD4T	13	13	13	16271	3.4431417256002184	3.443171025116977	0.11111412985338848	EVALUABLE	4.0
GSE278688	author	DGAT1	CD8T	13	13	13	22606	3.3262220754360237	3.3682614076410626	0.08865785441841512	EVALUABLE	6.0
GSE278688	author	DGAT1	Ductal	13	12	12	8370	4.147017996105741	4.117394636222367	0.24113642951957318	EVALUABLE	2.0
GSE278688	author	DGAT1	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	DGAT1	Endothelial	13	13	13	2011	4.148390074716985	4.162365888857188	0.3181248553404227	EVALUABLE	1.0
GSE278688	author	DGAT1	Myeloid	13	13	13	5654	3.495675902033239	3.454966624857435	0.18014985175627254	EVALUABLE	3.0
GSE278688	author	DGAT1	NK	13	13	13	3291	3.3504662393912317	3.3805312381212276	0.1153627147374489	EVALUABLE	5.0
GSE278688	author	DGAT1	Plasma	12	6	6	325	2.5428879569432135	2.67196415205049	0.13936468936468938	EVALUABLE	10.0
GSE278688	author	DGAT1	Schwann	12	2	2	221	3.512699715439413	3.512699715439413	0.1518817204301075	INSUFFICIENT_UNITS	NA
GSE278688	author	DGAT1	Stellate	13	13	13	2525	3.1761898647619513	3.1712154926801492	0.14932991424436884	EVALUABLE	8.0
GSE278688	author	DGAT2	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	DGAT2	B	13	11	11	7396	2.421189170121423	2.422766556523636	0.03250326694746769	EVALUABLE	1.0
GSE278688	author	DGAT2	CAF	13	13	1	2423	0.04383695666344412	0.0	0.0005417118093174431	LOW_DETECTION	NA
GSE278688	author	DGAT2	CD4T	13	13	9	16271	0.302111389047321	0.2843317386352954	0.0015077082496667083	EVALUABLE	5.0
GSE278688	author	DGAT2	CD8T	13	13	8	22606	0.14391579539427393	0.16720800290103835	0.0005872060011765653	EVALUABLE	7.0
GSE278688	author	DGAT2	Ductal	13	12	10	8370	1.3938760339872387	1.4207368099969804	0.020836448437698343	EVALUABLE	3.0
GSE278688	author	DGAT2	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	DGAT2	Endothelial	13	13	4	2011	0.2743036854597553	0.0	0.0036209175125613458	EVALUABLE	6.0
GSE278688	author	DGAT2	Myeloid	13	13	13	5654	1.8288751018843787	2.0472426300124145	0.038342742157624184	EVALUABLE	2.0
GSE278688	author	DGAT2	NK	13	13	2	3291	0.13373293895769045	0.0	0.000998716383331768	LOW_DETECTION	NA
GSE278688	author	DGAT2	Plasma	12	6	3	325	0.6575783053812877	0.5855523528533697	0.017635817635817636	EVALUABLE	4.0
GSE278688	author	DGAT2	Schwann	12	2	0	221	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	DGAT2	Stellate	13	13	1	2525	0.10527901961152415	0.0	0.001282051282051282	LOW_DETECTION	NA
GSE278688	author	DGKA	Acinar	7	2	1	284	1.0786298449664473	1.0786298449664473	0.03155339805825243	INSUFFICIENT_UNITS	NA
GSE278688	author	DGKA	B	13	11	11	7396	4.055093540158786	4.144862041788149	0.16755029196378388	EVALUABLE	2.0
GSE278688	author	DGKA	CAF	13	13	13	2423	2.8230582320012556	2.793900422683623	0.10927283202131996	EVALUABLE	9.0
GSE278688	author	DGKA	CD4T	13	13	13	16271	4.680020694264145	4.660047916201855	0.3243217472835902	EVALUABLE	1.0
GSE278688	author	DGKA	CD8T	13	13	13	22606	4.004254104586919	4.055001982051099	0.16918314389484332	EVALUABLE	3.0
GSE278688	author	DGKA	Ductal	13	12	12	8370	3.065114370354719	2.9654868559911116	0.09584805647714155	EVALUABLE	6.0
GSE278688	author	DGKA	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	DGKA	Endothelial	13	13	13	2011	3.4598498429631155	3.429669421825579	0.17239427318397155	EVALUABLE	4.0
GSE278688	author	DGKA	Myeloid	13	13	13	5654	3.025730606728035	3.0829155181281678	0.11908903913281053	EVALUABLE	7.0
GSE278688	author	DGKA	NK	13	13	13	3291	3.4421648444385515	3.3334503619726035	0.12163537075848484	EVALUABLE	5.0
GSE278688	author	DGKA	Plasma	12	6	6	325	2.1296484452534403	1.9458341482823038	0.09384059384059384	EVALUABLE	10.0
GSE278688	author	DGKA	Schwann	12	2	2	221	3.2955916993391483	3.2955916993391483	0.0903225806451613	INSUFFICIENT_UNITS	NA
GSE278688	author	DGKA	Stellate	13	13	13	2525	2.9552786288724184	2.9898208542414904	0.11714472688690156	EVALUABLE	8.0
GSE278688	author	DGUOK	Acinar	7	2	2	284	3.0937678336291348	3.0937678336291348	0.1691560866318148	INSUFFICIENT_UNITS	NA
GSE278688	author	DGUOK	B	13	11	11	7396	4.746075334350194	4.685834532054607	0.3021966878124291	EVALUABLE	2.0
GSE278688	author	DGUOK	CAF	13	13	13	2423	4.375449115762246	4.397264801530072	0.3819013513983736	EVALUABLE	6.0
GSE278688	author	DGUOK	CD4T	13	13	13	16271	4.7226335670130535	4.74256920517698	0.3317367603219938	EVALUABLE	3.0
GSE278688	author	DGUOK	CD8T	13	13	13	22606	4.627182771237686	4.583893866694407	0.2836343826728908	EVALUABLE	4.0
GSE278688	author	DGUOK	Ductal	13	12	12	8370	4.60175580795727	4.635669751584894	0.30114224193257805	EVALUABLE	5.0
GSE278688	author	DGUOK	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	DGUOK	Endothelial	13	13	13	2011	4.253196964463101	4.24757368423603	0.3338488377904726	EVALUABLE	9.0
GSE278688	author	DGUOK	Myeloid	13	13	13	5654	4.356312851680924	4.378213590197569	0.3502226464356051	EVALUABLE	8.0
GSE278688	author	DGUOK	NK	13	13	13	3291	4.820549860978702	4.796353341890898	0.377322248564972	EVALUABLE	1.0
GSE278688	author	DGUOK	Plasma	12	6	6	325	3.5231953567163554	3.503685521026121	0.32149552149552146	EVALUABLE	10.0
GSE278688	author	DGUOK	Schwann	12	2	2	221	4.646249039977116	4.646249039977116	0.3712365591397849	INSUFFICIENT_UNITS	NA
GSE278688	author	DGUOK	Stellate	13	13	13	2525	4.359020469071739	4.3661229942143365	0.39402479126755363	EVALUABLE	7.0
GSE278688	author	DPEP1	Acinar	7	2	2	284	3.733096035288429	3.733096035288429	0.24850634802091115	INSUFFICIENT_UNITS	NA
GSE278688	author	DPEP1	B	13	11	0	7396	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	DPEP1	CAF	13	13	13	2423	4.166619248676906	4.081383847748795	0.1851638947620829	EVALUABLE	1.0
GSE278688	author	DPEP1	CD4T	13	13	0	16271	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	DPEP1	CD8T	13	13	1	22606	0.012862154069310643	0.0	4.729362245501194e-05	LOW_DETECTION	NA
GSE278688	author	DPEP1	Ductal	13	12	7	8370	0.3636375418692925	0.21328315737067705	0.002666514086003373	EVALUABLE	4.0
GSE278688	author	DPEP1	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	DPEP1	Endothelial	13	13	12	2011	2.000673706227345	2.219921661253411	0.04472276097047328	EVALUABLE	3.0
GSE278688	author	DPEP1	Myeloid	13	13	4	5654	0.08758481788296078	0.0	0.0005944894451174071	EVALUABLE	5.0
GSE278688	author	DPEP1	NK	13	13	0	3291	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	DPEP1	Plasma	12	6	5	325	3.0961653634947957	3.385660341753412	0.17517257517257515	EVALUABLE	2.0
GSE278688	author	DPEP1	Schwann	12	2	0	221	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	DPEP1	Stellate	13	13	2	2525	0.15195936439367078	0.0	0.0007022089991522306	LOW_DETECTION	NA
GSE278688	author	ENPP6	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	ENPP6	B	13	11	1	7396	0.030708820364778556	0.0	0.00020475020475020474	LOW_DETECTION	NA
GSE278688	author	ENPP6	CAF	13	13	6	2423	0.5967844975587695	0.0	0.013081941039619386	EVALUABLE	2.0
GSE278688	author	ENPP6	CD4T	13	13	2	16271	0.054182135086490404	0.0	0.00037226180759303794	LOW_DETECTION	NA
GSE278688	author	ENPP6	CD8T	13	13	7	22606	0.20797958939102076	0.1575828174895659	0.0009064974945088016	EVALUABLE	6.0
GSE278688	author	ENPP6	Ductal	13	12	5	8370	0.22930886653333812	0.0	0.002027179460861055	EVALUABLE	5.0
GSE278688	author	ENPP6	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	ENPP6	Endothelial	13	13	6	2011	0.4411491754556728	0.0	0.005218871334300838	EVALUABLE	3.0
GSE278688	author	ENPP6	Myeloid	13	13	10	5654	0.6653773751703417	0.6785781590831005	0.006114833685931266	EVALUABLE	1.0
GSE278688	author	ENPP6	NK	13	13	4	3291	0.27757989626733776	0.0	0.0019463200521081237	EVALUABLE	4.0
GSE278688	author	ENPP6	Plasma	12	6	1	325	0.09249142073502663	0.0	0.001851851851851852	LOW_DETECTION	NA
GSE278688	author	ENPP6	Schwann	12	2	1	221	0.3815253001088295	0.3815253001088295	0.004032258064516129	INSUFFICIENT_UNITS	NA
GSE278688	author	ENPP6	Stellate	13	13	3	2525	0.09186095188295675	0.0	0.0009015374972227054	EVALUABLE	7.0
GSE278688	author	EPHX1	Acinar	7	2	2	284	3.997349753098572	3.997349753098572	0.35772964899178494	INSUFFICIENT_UNITS	NA
GSE278688	author	EPHX1	B	13	11	8	7396	0.98282604568405	1.186437761487566	0.007703535309355316	EVALUABLE	7.0
GSE278688	author	EPHX1	CAF	13	13	13	2423	4.9811600875382975	5.124869877265544	0.4658503908497856	EVALUABLE	2.0
GSE278688	author	EPHX1	CD4T	13	13	12	16271	0.6855215244452908	0.7463929499073532	0.004232460395885373	EVALUABLE	10.0
GSE278688	author	EPHX1	CD8T	13	13	13	22606	0.8222529306532607	0.8523501492163855	0.004674159855958841	EVALUABLE	8.0
GSE278688	author	EPHX1	Ductal	13	12	12	8370	4.728387656457397	4.846085986900134	0.3143158320392781	EVALUABLE	3.0
GSE278688	author	EPHX1	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	EPHX1	Endothelial	13	13	13	2011	4.573670968171739	4.594024134316514	0.4027065906601882	EVALUABLE	4.0
GSE278688	author	EPHX1	Myeloid	13	13	13	5654	3.073999228061266	3.1503043939133772	0.10864073705685644	EVALUABLE	5.0
GSE278688	author	EPHX1	NK	13	13	9	3291	0.7873849689368277	0.7587422076384688	0.006761894924154254	EVALUABLE	9.0
GSE278688	author	EPHX1	Plasma	12	6	6	325	2.399388767842982	2.4322149291332593	0.11286416286416288	EVALUABLE	6.0
GSE278688	author	EPHX1	Schwann	12	2	2	221	2.3971139029920856	2.3971139029920856	0.048924731182795694	INSUFFICIENT_UNITS	NA
GSE278688	author	EPHX1	Stellate	13	13	13	2525	5.1483150296007665	5.061026975256596	0.553159421385896	EVALUABLE	1.0
GSE278688	author	FAAH	Acinar	7	2	2	284	2.2858916177720987	2.2858916177720987	0.08768981827234254	INSUFFICIENT_UNITS	NA
GSE278688	author	FAAH	B	13	11	6	7396	0.2890823592627604	0.20164479058733528	0.001707137251446044	EVALUABLE	8.0
GSE278688	author	FAAH	CAF	13	13	8	2423	0.7069634465045176	0.6708836319588687	0.011863436658854951	EVALUABLE	4.0
GSE278688	author	FAAH	CD4T	13	13	12	16271	0.4568820779102264	0.3831537825481893	0.002646968287563535	EVALUABLE	6.0
GSE278688	author	FAAH	CD8T	13	13	10	22606	0.2382749158556824	0.2286147471612147	0.0009191106311449113	EVALUABLE	9.0
GSE278688	author	FAAH	Ductal	13	12	12	8370	3.3006437886307123	3.598732815102277	0.13202274901832137	EVALUABLE	1.0
GSE278688	author	FAAH	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	FAAH	Endothelial	13	13	5	2011	0.4444751761703815	0.0	0.006369637501517885	EVALUABLE	7.0
GSE278688	author	FAAH	Myeloid	13	13	13	5654	1.281143700974908	1.4898626991680948	0.018659924158489456	EVALUABLE	3.0
GSE278688	author	FAAH	NK	13	13	5	3291	0.5565762334876673	0.0	0.0062553392385519034	EVALUABLE	5.0
GSE278688	author	FAAH	Plasma	12	6	2	325	0.3225539946688995	0.0	0.007407407407407408	LOW_DETECTION	NA
GSE278688	author	FAAH	Schwann	12	2	2	221	2.5611971457036495	2.5611971457036495	0.06209677419354839	INSUFFICIENT_UNITS	NA
GSE278688	author	FAAH	Stellate	13	13	10	2525	1.2863145354771475	1.5152062897162704	0.027361995602838876	EVALUABLE	2.0
GSE278688	author	FMO1	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	FMO1	B	13	11	5	7396	0.3029027663431234	0.0	0.0017450312039085584	EVALUABLE	4.0
GSE278688	author	FMO1	CAF	13	13	13	2423	4.106118923288333	4.347133466867347	0.24295973008911112	EVALUABLE	1.0
GSE278688	author	FMO1	CD4T	13	13	1	16271	0.00809265320832604	0.0	3.0868008396098287e-05	LOW_DETECTION	NA
GSE278688	author	FMO1	CD8T	13	13	4	22606	0.041838538686659515	0.0	0.00016166836254742346	EVALUABLE	5.0
GSE278688	author	FMO1	Ductal	13	12	4	8370	0.3195121276141613	0.0	0.008114708046827422	EVALUABLE	3.0
GSE278688	author	FMO1	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	FMO1	Endothelial	13	13	1	2011	0.10599960491990162	0.0	0.0004578754578754579	LOW_DETECTION	NA
GSE278688	author	FMO1	Myeloid	13	13	1	5654	0.021603247671632624	0.0	0.00017094017094017094	LOW_DETECTION	NA
GSE278688	author	FMO1	NK	13	13	0	3291	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	FMO1	Plasma	12	6	0	325	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	FMO1	Schwann	12	2	0	221	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	FMO1	Stellate	13	13	9	2525	0.985378245845978	0.7394499825812924	0.014863249964156465	EVALUABLE	2.0
GSE278688	author	FMO3	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	FMO3	B	13	11	1	7396	0.03093096317227044	0.0	0.00017432232197332867	LOW_DETECTION	NA
GSE278688	author	FMO3	CAF	13	13	13	2423	3.4282642893804915	3.469580084521202	0.14709965223894536	EVALUABLE	1.0
GSE278688	author	FMO3	CD4T	13	13	0	16271	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	FMO3	CD8T	13	13	2	22606	0.016258443439424914	0.0	6.814123249475234e-05	LOW_DETECTION	NA
GSE278688	author	FMO3	Ductal	13	12	3	8370	0.13420412077797617	0.0	0.0009505560308950031	EVALUABLE	4.0
GSE278688	author	FMO3	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	FMO3	Endothelial	13	13	3	2011	0.2510414409411407	0.0	0.00277903983038013	EVALUABLE	3.0
GSE278688	author	FMO3	Myeloid	13	13	2	5654	0.04849662881392955	0.0	0.0003868680339268575	LOW_DETECTION	NA
GSE278688	author	FMO3	NK	13	13	0	3291	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	FMO3	Plasma	12	6	0	325	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	FMO3	Schwann	12	2	0	221	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	FMO3	Stellate	13	13	13	2525	3.177596183654058	3.2468161492484318	0.11942358068710128	EVALUABLE	2.0
GSE278688	author	GADL1	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	GADL1	B	13	11	0	7396	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GADL1	CAF	13	13	0	2423	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GADL1	CD4T	13	13	1	16271	0.008492392295652004	0.0	4.044325810887325e-05	LOW_DETECTION	NA
GSE278688	author	GADL1	CD8T	13	13	2	22606	0.024419193774295363	0.0	0.0001132960381855348	LOW_DETECTION	NA
GSE278688	author	GADL1	Ductal	13	12	0	8370	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GADL1	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	GADL1	Endothelial	13	13	2	2011	0.12345123865336614	0.0	0.001178011602873916	LOW_DETECTION	NA
GSE278688	author	GADL1	Myeloid	13	13	1	5654	0.009082963536352236	0.0	7.631257631257631e-05	LOW_DETECTION	NA
GSE278688	author	GADL1	NK	13	13	0	3291	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GADL1	Plasma	12	6	0	325	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GADL1	Schwann	12	2	0	221	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	GADL1	Stellate	13	13	0	2525	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GATM	Acinar	7	2	2	284	6.8903861792178756	6.8903861792178756	0.9275578790141897	INSUFFICIENT_UNITS	NA
GSE278688	author	GATM	B	13	11	11	7396	3.0671244263321564	3.091081367146934	0.06296690205451584	EVALUABLE	3.0
GSE278688	author	GATM	CAF	13	13	11	2423	1.257660971091386	1.3914138705700396	0.02253406810604315	EVALUABLE	5.0
GSE278688	author	GATM	CD4T	13	13	10	16271	0.4511185342306519	0.4945511769590352	0.002276405169499994	EVALUABLE	10.0
GSE278688	author	GATM	CD8T	13	13	12	22606	0.5838966584842282	0.5399795338582645	0.0027483500134308416	EVALUABLE	9.0
GSE278688	author	GATM	Ductal	13	12	12	8370	4.715848586655415	5.006222393465374	0.26629681645411785	EVALUABLE	1.0
GSE278688	author	GATM	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	GATM	Endothelial	13	13	8	2011	0.8804635799974616	0.6876218430126445	0.009744907816080782	EVALUABLE	7.0
GSE278688	author	GATM	Myeloid	13	13	13	5654	3.272464794028636	3.3908400039126345	0.1272300918752269	EVALUABLE	2.0
GSE278688	author	GATM	NK	13	13	10	3291	0.8172952988895502	0.7772266577204724	0.005083710390344965	EVALUABLE	8.0
GSE278688	author	GATM	Plasma	12	6	5	325	1.1506805611785123	1.3599710656658264	0.03007683007683008	EVALUABLE	6.0
GSE278688	author	GATM	Schwann	12	2	2	221	5.446967880615009	5.446967880615009	0.5255376344086021	INSUFFICIENT_UNITS	NA
GSE278688	author	GATM	Stellate	13	13	12	2525	1.935338941387774	1.730336666104828	0.046825745766202576	EVALUABLE	4.0
GSE278688	author	GDPD2	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD2	B	13	11	0	7396	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GDPD2	CAF	13	13	1	2423	0.10848423728906817	0.0	0.001636661211129296	LOW_DETECTION	NA
GSE278688	author	GDPD2	CD4T	13	13	1	16271	0.01613973685887231	0.0	8.08865162177465e-05	LOW_DETECTION	NA
GSE278688	author	GDPD2	CD8T	13	13	3	22606	0.041691198132074475	0.0	0.00018504983935867987	EVALUABLE	2.0
GSE278688	author	GDPD2	Ductal	13	12	7	8370	0.5216437468822234	0.45807271383426024	0.0049351351210536005	EVALUABLE	1.0
GSE278688	author	GDPD2	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD2	Endothelial	13	13	1	2011	0.02885049591644932	0.0	0.0003544842254519674	LOW_DETECTION	NA
GSE278688	author	GDPD2	Myeloid	13	13	2	5654	0.0635830902042385	0.0	0.0007337747722363108	LOW_DETECTION	NA
GSE278688	author	GDPD2	NK	13	13	2	3291	0.07860524205038846	0.0	0.0005622614468136025	LOW_DETECTION	NA
GSE278688	author	GDPD2	Plasma	12	6	0	325	0.0	0.0	0.0	LOW_DETECTION	NA
GSE278688	author	GDPD2	Schwann	12	2	0	221	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD2	Stellate	13	13	1	2525	0.035405034415496126	0.0	0.00036630036630036635	LOW_DETECTION	NA
GSE278688	author	GDPD3	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD3	B	13	11	6	7396	0.474616359237537	0.3693726933868967	0.0031178159291823156	EVALUABLE	9.0
GSE278688	author	GDPD3	CAF	13	13	11	2423	0.7867889257645685	0.8086743503224139	0.011444803391599125	EVALUABLE	3.0
GSE278688	author	GDPD3	CD4T	13	13	10	16271	0.5029964037197396	0.5746813603283474	0.0029123942937762954	EVALUABLE	8.0
GSE278688	author	GDPD3	CD8T	13	13	11	22606	0.5892466004178362	0.6705515301861109	0.003039217051386108	EVALUABLE	4.0
GSE278688	author	GDPD3	Ductal	13	12	12	8370	2.114188433316324	2.24178463776519	0.03629981531399071	EVALUABLE	1.0
GSE278688	author	GDPD3	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD3	Endothelial	13	13	12	2011	1.5375112586134125	1.62988833019956	0.02949237586574432	EVALUABLE	2.0
GSE278688	author	GDPD3	Myeloid	13	13	12	5654	0.5411076175704028	0.5231279995304804	0.005198513656765474	EVALUABLE	5.0
GSE278688	author	GDPD3	NK	13	13	7	3291	0.5262288346774332	0.30698548852566343	0.004492077915999817	EVALUABLE	6.0
GSE278688	author	GDPD3	Plasma	12	6	1	325	0.10647904799553722	0.0	0.001851851851851852	LOW_DETECTION	NA
GSE278688	author	GDPD3	Schwann	12	2	1	221	0.3815253001088295	0.3815253001088295	0.004032258064516129	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD3	Stellate	13	13	8	2525	0.5033974902535191	0.5115014694265436	0.005922855611868284	EVALUABLE	7.0
GSE278688	author	GDPD5	Acinar	7	2	2	284	2.5259212985878685	2.5259212985878685	0.12061239731142645	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD5	B	13	11	11	7396	2.795414524656268	2.685334247664346	0.051834153629618365	EVALUABLE	3.0
GSE278688	author	GDPD5	CAF	13	13	12	2423	1.7804235332105778	1.7543733278568014	0.041804806876608654	EVALUABLE	7.0
GSE278688	author	GDPD5	CD4T	13	13	13	16271	2.841516737613198	2.8971909819647315	0.06087823556947746	EVALUABLE	2.0
GSE278688	author	GDPD5	CD8T	13	13	13	22606	2.133147079015757	2.198562940554508	0.0262723530111774	EVALUABLE	5.0
GSE278688	author	GDPD5	Ductal	13	12	12	8370	2.176896349048436	2.190038304892908	0.043263174218189315	EVALUABLE	4.0
GSE278688	author	GDPD5	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD5	Endothelial	13	13	13	2011	3.148294378417227	3.129363511925115	0.13247580511400023	EVALUABLE	1.0
GSE278688	author	GDPD5	Myeloid	13	13	13	5654	1.6132227315452239	1.7452287685373142	0.029927951904596392	EVALUABLE	8.0
GSE278688	author	GDPD5	NK	13	13	13	3291	2.094419518233244	2.0296895912438333	0.03833613267280397	EVALUABLE	6.0
GSE278688	author	GDPD5	Plasma	12	6	4	325	0.8489819470352987	0.7743123672227974	0.0225010725010725	EVALUABLE	10.0
GSE278688	author	GDPD5	Schwann	12	2	2	221	2.5671768587693253	2.5671768587693253	0.06505376344086021	INSUFFICIENT_UNITS	NA
GSE278688	author	GDPD5	Stellate	13	13	11	2525	1.0589806078965178	1.012866869068395	0.01655424627384222	EVALUABLE	9.0
GSE278688	author	GGCT	Acinar	7	2	2	284	2.415340960137666	2.415340960137666	0.10293751555887477	INSUFFICIENT_UNITS	NA
GSE278688	author	GGCT	B	13	11	11	7396	3.324653373907712	3.404433751654344	0.08097984517762877	EVALUABLE	8.0
GSE278688	author	GGCT	CAF	13	13	13	2423	4.116335822075054	4.182941415179163	0.3179527533015474	EVALUABLE	2.0
GSE278688	author	GGCT	CD4T	13	13	13	16271	3.366831446579279	3.329731109756376	0.09442255719586298	EVALUABLE	7.0
GSE278688	author	GGCT	CD8T	13	13	13	22606	3.2669556069607353	3.2673174941980907	0.08085367616111111	EVALUABLE	9.0
GSE278688	author	GGCT	Ductal	13	12	12	8370	4.198236109848121	4.179810065821323	0.23521418684041287	EVALUABLE	1.0
GSE278688	author	GGCT	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
GSE278688	author	GGCT	Endothelial	13	13	13	2011	3.995473741011425	3.9325148775147953	0.26489746914905604	EVALUABLE	3.0
GSE278688	author	GGCT	Myeloid	13	13	13	5654	3.645993152223394	3.647701085576856	0.19487747742905376	EVALUABLE	5.0
GSE278688	author	GGCT	NK	13	13	13	3291	3.5564535464975062	3.547773043639293	0.12308409188138328	EVALUABLE	6.0
GSE278688	author	GGCT	Plasma	12	6	6	325	1.7570420853333486	1.740586915629513	0.049814749814749815	EVALUABLE	10.0
GSE278688	author	GGCT	Schwann	12	2	2	221	4.641012054411478	4.641012054411478	0.2970430107526882	INSUFFICIENT_UNITS	NA
GSE278688	author	GGCT	Stellate	13	13	13	2525	3.7645833657656684	3.775156151632295	0.22982393109304672	EVALUABLE	4.0
GSE278688	author	GGT1	Acinar	7	2	0	284	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE278688	author	GGT1	B	13	11	2	7396	0.059938538875338065	0.0	0.00034312020613390474	LOW_DETECTION	NA
GSE278688	author	GGT1	CAF	13	13	2	2423	0.18951531143138642	0.0	0.003026837300100566	LOW_DETECTION	NA
GSE278688	author	GGT1	CD4T	13	13	1	16271	0.008492392295652004	0.0	4.044325810887325e-05	LOW_DETECTION	NA
GSE278688	author	GGT1	CD8T	13	13	3	22606	0.07923807259272928	0.0	0.00046164337902445627	EVALUABLE	2.0
GSE278688	author	GGT1	Ductal	13	12	2	8370	0.20241240908509892	0.0	0.004955965969817451	LOW_DETECTION	NA
GSE278688	author	GGT1	Endocrine	12	0	0	37	NA	NA	NA	INSUFFICIENT_UNITS	NA
