cohort	annotation_level	gene	celltype	n_units_total	n_units_ge20cells	n_units_detected	n_cells_total	mean_unit_log1p_cpm	median_unit_log1p_cpm	mean_unit_positive_fraction	status	source_rank
GSE242230	author	IMPA1	Endothelial	18	3	2	274	1.714551195705158	2.3251860333717307	0.03897625655257478	LOW_DETECTION	NA
GSE242230	author	IMPA1	Erythrocyte	12	3	1	1199	0.7453802955720527	0.0	0.016666666666666666	LOW_DETECTION	NA
GSE242230	author	IMPA1	Fibroblast	18	7	7	647	2.812574806074898	2.952007410491854	0.1344132711427493	EVALUABLE	3.0
GSE242230	author	IMPA1	Malignant	25	24	24	11133	3.041261058225574	3.1368274398466376	0.1957661739877737	EVALUABLE	1.0
GSE242230	author	IMPA1	Mast	11	1	1	91	4.025819140253178	4.025819140253178	0.2608695652173913	INSUFFICIENT_UNITS	NA
GSE242230	author	IMPA1	Monocyte/DC	25	20	20	6246	2.538398798504272	2.6928537249136166	0.0810281626160935	EVALUABLE	4.0
GSE242230	author	IMPA1	NK/T cell	25	21	20	9408	2.9538423252783694	3.117197656216028	0.07471682581468009	EVALUABLE	2.0
GSE242230	author	IMPA1	Plasma	17	3	2	154	1.838242619323682	2.478368649619287	0.061494252873563214	LOW_DETECTION	NA
GSE242230	author	IMPA1	Platelets	13	2	1	122	1.6885708883348212	1.6885708883348212	0.015151515151515152	INSUFFICIENT_UNITS	NA
GSE242230	author	IMPA1	Stellate	18	2	2	264	2.9895668865613283	2.9895668865613283	0.11137743688079259	INSUFFICIENT_UNITS	NA
GSE242230	author	IMPA2	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	IMPA2	B cell	21	14	9	1586	1.504396581288449	1.7140544073967934	0.02372733507937802	EVALUABLE	4.0
GSE242230	author	IMPA2	Endothelial	18	3	1	274	0.9394891845812477	0.0	0.017391304347826087	LOW_DETECTION	NA
GSE242230	author	IMPA2	Erythrocyte	12	3	1	1199	0.10935249985896787	0.0	0.0008968609865470852	LOW_DETECTION	NA
GSE242230	author	IMPA2	Fibroblast	18	7	6	647	1.515540184652092	1.385430608238148	0.05009561565481614	EVALUABLE	3.0
GSE242230	author	IMPA2	Malignant	25	24	24	11133	3.329837564145766	3.217107467986781	0.2137583008768217	EVALUABLE	1.0
GSE242230	author	IMPA2	Mast	11	1	1	91	2.3195435371491993	2.3195435371491993	0.043478260869565216	INSUFFICIENT_UNITS	NA
GSE242230	author	IMPA2	Monocyte/DC	25	20	20	6246	3.268447822614469	3.0762734077803193	0.15971399925261	EVALUABLE	2.0
GSE242230	author	IMPA2	NK/T cell	25	21	16	9408	0.8354819706682163	0.7014485754644985	0.007062732094852906	EVALUABLE	5.0
GSE242230	author	IMPA2	Plasma	17	3	1	154	0.4155489341013039	0.0	0.008333333333333333	LOW_DETECTION	NA
GSE242230	author	IMPA2	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	IMPA2	Stellate	18	2	2	264	3.7616166634355297	3.7616166634355297	0.23250239693192712	INSUFFICIENT_UNITS	NA
GSE242230	author	LACC1	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LACC1	B cell	21	14	6	1586	0.7650421691341293	0.0	0.007982341711746716	EVALUABLE	6.0
GSE242230	author	LACC1	Endothelial	18	3	3	274	2.273862945549189	2.3251860333717307	0.04646417925788879	EVALUABLE	2.0
GSE242230	author	LACC1	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LACC1	Fibroblast	18	7	6	647	1.7878234689848067	1.8727358406627592	0.07420762281152882	EVALUABLE	4.0
GSE242230	author	LACC1	Malignant	25	24	24	11133	1.896533986163026	1.8413975696008003	0.06970572346462714	EVALUABLE	3.0
GSE242230	author	LACC1	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LACC1	Monocyte/DC	25	20	19	6246	2.4430288599989956	2.5390216413256126	0.06722492691743102	EVALUABLE	1.0
GSE242230	author	LACC1	NK/T cell	25	21	17	9408	0.959633226541635	0.8747453011672988	0.007086154188370008	EVALUABLE	5.0
GSE242230	author	LACC1	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LACC1	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LACC1	Stellate	18	2	2	264	1.7706319697081117	1.7706319697081117	0.03723234260147012	INSUFFICIENT_UNITS	NA
GSE242230	author	LARS1	Acinar	17	1	0	91	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	B cell	21	14	0	1586	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Endothelial	18	3	0	274	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Erythrocyte	12	3	0	1199	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Fibroblast	18	7	0	647	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Malignant	25	24	0	11133	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Mast	11	1	0	91	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Monocyte/DC	25	20	0	6246	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	NK/T cell	25	21	0	9408	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Plasma	17	3	0	154	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Platelets	13	2	0	122	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS1	Stellate	18	2	0	264	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	author	LARS2	Acinar	17	1	1	91	2.3527185629430445	2.3527185629430445	0.05	INSUFFICIENT_UNITS	NA
GSE242230	author	LARS2	B cell	21	14	10	1586	1.4264319191418304	1.765966332105797	0.019264091960099903	EVALUABLE	5.0
GSE242230	author	LARS2	Endothelial	18	3	1	274	0.6513937943416136	0.0	0.014492753623188406	LOW_DETECTION	NA
GSE242230	author	LARS2	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LARS2	Fibroblast	18	7	6	647	1.6350964411657658	1.8316140103670138	0.05688962268531996	EVALUABLE	3.0
GSE242230	author	LARS2	Malignant	25	24	22	11133	1.6956177715324994	1.793124646160109	0.06286839078567198	EVALUABLE	2.0
GSE242230	author	LARS2	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LARS2	Monocyte/DC	25	20	19	6246	1.5202133122940091	1.6200679938919422	0.028281192800020095	EVALUABLE	4.0
GSE242230	author	LARS2	NK/T cell	25	21	20	9408	2.230905574854486	2.272188211738252	0.032643671939836014	EVALUABLE	1.0
GSE242230	author	LARS2	Plasma	17	3	1	154	0.4155489341013039	0.0	0.008333333333333333	LOW_DETECTION	NA
GSE242230	author	LARS2	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LARS2	Stellate	18	2	2	264	2.1690368631721366	2.1690368631721366	0.0643975711089805	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPC	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPC	B cell	21	14	0	1586	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LIPC	Endothelial	18	3	1	274	0.2645762608368715	0.0	0.002898550724637681	LOW_DETECTION	NA
GSE242230	author	LIPC	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LIPC	Fibroblast	18	7	3	647	0.5333439077651445	0.0	0.01115384081893084	EVALUABLE	2.0
GSE242230	author	LIPC	Malignant	25	24	12	11133	0.4235119659028657	0.07630257455544648	0.011522275798797818	EVALUABLE	3.0
GSE242230	author	LIPC	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPC	Monocyte/DC	25	20	3	6246	0.061537534143425464	0.0	0.0008977587842843446	EVALUABLE	4.0
GSE242230	author	LIPC	NK/T cell	25	21	14	9408	0.7391793551997061	0.8915029156275356	0.005500468544031752	EVALUABLE	1.0
GSE242230	author	LIPC	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LIPC	Platelets	13	2	2	122	3.718079217697585	3.718079217697585	0.04643206256109482	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPC	Stellate	18	2	1	264	0.3728485816897279	0.3728485816897279	0.003355704697986577	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPE	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPE	B cell	21	14	14	1586	2.4212823124396823	2.4279162196599415	0.04559708072898101	EVALUABLE	2.0
GSE242230	author	LIPE	Endothelial	18	3	3	274	2.82478207474203	3.3905705178971584	0.07583256244218317	EVALUABLE	1.0
GSE242230	author	LIPE	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LIPE	Fibroblast	18	7	5	647	0.7752376067858835	1.1856078830636045	0.015927893945135323	EVALUABLE	5.0
GSE242230	author	LIPE	Malignant	25	24	21	11133	1.1384915384125585	1.1918560358803947	0.0333409123135007	EVALUABLE	4.0
GSE242230	author	LIPE	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPE	Monocyte/DC	25	20	5	6246	0.20593230803522783	0.0	0.0019245434993915237	EVALUABLE	6.0
GSE242230	author	LIPE	NK/T cell	25	21	18	9408	1.7080423887270544	1.9543240315963366	0.02150828926768626	EVALUABLE	3.0
GSE242230	author	LIPE	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LIPE	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LIPE	Stellate	18	2	1	264	0.3728485816897279	0.3728485816897279	0.003355704697986577	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8A	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8A	B cell	21	14	10	1586	1.6200153160198174	1.9937190697548126	0.026530765097363847	EVALUABLE	7.0
GSE242230	author	LRRC8A	Endothelial	18	3	3	274	4.3297275789022125	4.42353663579693	0.24602220166512487	EVALUABLE	1.0
GSE242230	author	LRRC8A	Erythrocyte	12	3	2	1199	1.716204901005958	2.2556940405030876	0.06141548060050692	LOW_DETECTION	NA
GSE242230	author	LRRC8A	Fibroblast	18	7	6	647	2.6591664066170018	3.074902385934856	0.16025486948205897	EVALUABLE	3.0
GSE242230	author	LRRC8A	Malignant	25	24	24	11133	4.121420049602943	4.288135778993034	0.3229475529387247	EVALUABLE	2.0
GSE242230	author	LRRC8A	Mast	11	1	1	91	2.3195435371491993	2.3195435371491993	0.043478260869565216	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8A	Monocyte/DC	25	20	20	6246	1.9793080939801928	2.02563309793591	0.041582338276662134	EVALUABLE	6.0
GSE242230	author	LRRC8A	NK/T cell	25	21	19	9408	2.245334410580437	2.345890234691249	0.039847595982059614	EVALUABLE	4.0
GSE242230	author	LRRC8A	Plasma	17	3	3	154	2.090374991014206	2.478368649619287	0.032173265219242235	EVALUABLE	5.0
GSE242230	author	LRRC8A	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8A	Stellate	18	2	2	264	3.1686028265565866	3.1686028265565866	0.1486097794822627	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8B	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8B	B cell	21	14	11	1586	1.7746835263594807	2.12179356771132	0.027819922464846245	EVALUABLE	5.0
GSE242230	author	LRRC8B	Endothelial	18	3	3	274	2.362650726582234	2.3251860333717307	0.052865145441463667	EVALUABLE	2.0
GSE242230	author	LRRC8B	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LRRC8B	Fibroblast	18	7	5	647	0.7735942730351278	0.726250400423851	0.016395438301907633	EVALUABLE	6.0
GSE242230	author	LRRC8B	Malignant	25	24	24	11133	2.6563314814444112	2.6346083272294303	0.13746945922507678	EVALUABLE	1.0
GSE242230	author	LRRC8B	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8B	Monocyte/DC	25	20	20	6246	2.0038038335298887	2.0714743958369937	0.0441787186843717	EVALUABLE	3.0
GSE242230	author	LRRC8B	NK/T cell	25	21	19	9408	1.876476309977062	1.9103079583729738	0.02594571343011487	EVALUABLE	4.0
GSE242230	author	LRRC8B	Plasma	17	3	1	154	0.8487031737064731	0.0	0.012345679012345678	LOW_DETECTION	NA
GSE242230	author	LRRC8B	Platelets	13	2	2	122	4.70884857221038	4.70884857221038	0.1241446725317693	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8B	Stellate	18	2	1	264	1.3299523165179543	1.3299523165179543	0.03691275167785235	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8C	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8C	B cell	21	14	8	1586	1.0823813449984971	0.9147800030596622	0.014703997950883441	EVALUABLE	4.0
GSE242230	author	LRRC8C	Endothelial	18	3	3	274	4.0148955371910935	3.935642722632643	0.19735070408058383	EVALUABLE	1.0
GSE242230	author	LRRC8C	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LRRC8C	Fibroblast	18	7	4	647	0.8195228777991136	1.1778577124833804	0.019573007858787538	EVALUABLE	6.0
GSE242230	author	LRRC8C	Malignant	25	24	20	11133	0.9357555448662626	0.8666740139299753	0.02249999189556325	EVALUABLE	5.0
GSE242230	author	LRRC8C	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8C	Monocyte/DC	25	20	20	6246	2.9914775044869546	3.0597313304340896	0.11531196054745485	EVALUABLE	3.0
GSE242230	author	LRRC8C	NK/T cell	25	21	20	9408	3.0989302674515735	3.1487162574805656	0.09647956190853674	EVALUABLE	2.0
GSE242230	author	LRRC8C	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LRRC8C	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8C	Stellate	18	2	2	264	2.9121030868353435	2.9121030868353435	0.1184084372003835	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8D	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8D	B cell	21	14	13	1586	2.43916735312182	2.440224952238104	0.0510629556820199	EVALUABLE	3.0
GSE242230	author	LRRC8D	Endothelial	18	3	2	274	1.4043877895509311	2.100557095191125	0.03128019323671497	LOW_DETECTION	NA
GSE242230	author	LRRC8D	Erythrocyte	12	3	1	1199	0.04056894076711789	0.0	0.00029895366218236175	LOW_DETECTION	NA
GSE242230	author	LRRC8D	Fibroblast	18	7	7	647	2.134177677097525	1.8406020043339006	0.065435406112855	EVALUABLE	5.0
GSE242230	author	LRRC8D	Malignant	25	24	24	11133	2.2633544233384417	2.2199099773648516	0.09977829105849684	EVALUABLE	4.0
GSE242230	author	LRRC8D	Mast	11	1	1	91	2.3195435371491993	2.3195435371491993	0.043478260869565216	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8D	Monocyte/DC	25	20	20	6246	3.070218812260406	3.046409067302706	0.1255071881176012	EVALUABLE	1.0
GSE242230	author	LRRC8D	NK/T cell	25	21	20	9408	2.6792494627856325	2.733582914209958	0.054880889933772145	EVALUABLE	2.0
GSE242230	author	LRRC8D	Plasma	17	3	1	154	0.826122883206429	0.0	0.011494252873563218	LOW_DETECTION	NA
GSE242230	author	LRRC8D	Platelets	13	2	2	122	4.398306747924153	4.398306747924153	0.06256109481915934	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8D	Stellate	18	2	2	264	2.002433553514709	2.002433553514709	0.05433045701502077	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8E	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8E	B cell	21	14	1	1586	0.15245791015962645	0.0	0.001984126984126984	LOW_DETECTION	NA
GSE242230	author	LRRC8E	Endothelial	18	3	1	274	0.41019733280404713	0.0	0.002898550724637681	LOW_DETECTION	NA
GSE242230	author	LRRC8E	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LRRC8E	Fibroblast	18	7	3	647	0.5974082301150372	0.0	0.017916044132858293	EVALUABLE	2.0
GSE242230	author	LRRC8E	Malignant	25	24	23	11133	1.7937558933857807	1.8731652036767494	0.07181964643033203	EVALUABLE	1.0
GSE242230	author	LRRC8E	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8E	Monocyte/DC	25	20	1	6246	0.054237544965000474	0.0	0.00045454545454545455	LOW_DETECTION	NA
GSE242230	author	LRRC8E	NK/T cell	25	21	0	9408	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LRRC8E	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	LRRC8E	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LRRC8E	Stellate	18	2	0	264	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA1	Acinar	17	1	1	91	2.997142697278509	2.997142697278509	0.05	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA1	B cell	21	14	14	1586	3.9580620342158177	3.932815891217743	0.1597554187069345	EVALUABLE	4.0
GSE242230	author	LYPLA1	Endothelial	18	3	3	274	4.146455114913542	4.380499539932638	0.2454311851166615	EVALUABLE	2.0
GSE242230	author	LYPLA1	Erythrocyte	12	3	1	1199	0.07673177321395945	0.0	0.0005979073243647235	LOW_DETECTION	NA
GSE242230	author	LYPLA1	Fibroblast	18	7	7	647	3.6126772787428068	3.5579200173201775	0.27528766096816143	EVALUABLE	7.0
GSE242230	author	LYPLA1	Malignant	25	24	24	11133	4.247906758634813	4.183625080968238	0.3768975855141101	EVALUABLE	1.0
GSE242230	author	LYPLA1	Mast	11	1	1	91	4.862865318402624	4.862865318402624	0.5217391304347826	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA1	Monocyte/DC	25	20	20	6246	3.9844980429857353	4.0509460843528355	0.24871047052097786	EVALUABLE	3.0
GSE242230	author	LYPLA1	NK/T cell	25	21	20	9408	3.692300838457916	3.8427948038721262	0.1543887842586033	EVALUABLE	6.0
GSE242230	author	LYPLA1	Plasma	17	3	3	154	3.696929391802085	3.873168162616167	0.159174116645381	EVALUABLE	5.0
GSE242230	author	LYPLA1	Platelets	13	2	2	122	4.851240499127744	4.851240499127744	0.10997067448680352	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA1	Stellate	18	2	2	264	4.325315827386761	4.325315827386761	0.33812719718759987	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA2	Acinar	17	1	1	91	3.8830178113223797	3.8830178113223797	0.2	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA2	B cell	21	14	14	1586	3.5459028014117657	3.719113672646025	0.12119498296441912	EVALUABLE	5.0
GSE242230	author	LYPLA2	Endothelial	18	3	3	274	4.278514793198709	4.315200995172001	0.260910679412067	EVALUABLE	1.0
GSE242230	author	LYPLA2	Erythrocyte	12	3	1	1199	0.16634168836933338	0.0	0.0014947683109118087	LOW_DETECTION	NA
GSE242230	author	LYPLA2	Fibroblast	18	7	7	647	3.322325642348236	3.420841012998723	0.24904266712704307	EVALUABLE	6.0
GSE242230	author	LYPLA2	Malignant	25	24	24	11133	3.886374474272652	4.003046834731975	0.3253124622227142	EVALUABLE	3.0
GSE242230	author	LYPLA2	Mast	11	1	1	91	3.3503633378067326	3.3503633378067326	0.13043478260869565	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA2	Monocyte/DC	25	20	20	6246	3.778931261291781	3.7971208133943937	0.23066150338294328	EVALUABLE	4.0
GSE242230	author	LYPLA2	NK/T cell	25	21	20	9408	3.9129810823745417	4.0837310332267	0.1889369515638371	EVALUABLE	2.0
GSE242230	author	LYPLA2	Plasma	17	3	2	154	2.422733180836017	3.249854491703672	0.12097701149425288	LOW_DETECTION	NA
GSE242230	author	LYPLA2	Platelets	13	2	1	122	2.0295598250492675	2.0295598250492675	0.03225806451612903	INSUFFICIENT_UNITS	NA
GSE242230	author	LYPLA2	Stellate	18	2	2	264	3.3374339605543	3.3374339605543	0.1891978267817194	INSUFFICIENT_UNITS	NA
GSE242230	author	MGLL	Acinar	17	1	1	91	3.8830178113223797	3.8830178113223797	0.25	INSUFFICIENT_UNITS	NA
GSE242230	author	MGLL	B cell	21	14	8	1586	1.3430116091711224	1.4940871431099976	0.019163161375774618	EVALUABLE	5.0
GSE242230	author	MGLL	Endothelial	18	3	3	274	5.2907776432964715	5.307178859247492	0.4896906156850653	EVALUABLE	2.0
GSE242230	author	MGLL	Erythrocyte	12	3	2	1199	0.8221120687860122	0.23019531964187837	0.01726457399103139	LOW_DETECTION	NA
GSE242230	author	MGLL	Fibroblast	18	7	7	647	2.8255911085639838	2.7689823756454985	0.1157012931082202	EVALUABLE	4.0
GSE242230	author	MGLL	Malignant	25	24	24	11133	5.292517199093315	5.449861020239428	0.5109912019339927	EVALUABLE	1.0
GSE242230	author	MGLL	Mast	11	1	1	91	2.962282056084401	2.962282056084401	0.043478260869565216	INSUFFICIENT_UNITS	NA
GSE242230	author	MGLL	Monocyte/DC	25	20	20	6246	3.493649465935752	3.6310006871091165	0.13160894525591002	EVALUABLE	3.0
GSE242230	author	MGLL	NK/T cell	25	21	16	9408	1.225563058958628	1.0099746906679694	0.014107017015548258	EVALUABLE	6.0
GSE242230	author	MGLL	Plasma	17	3	2	154	1.4209963149580493	1.784620295254861	0.028160919540229885	LOW_DETECTION	NA
GSE242230	author	MGLL	Platelets	13	2	2	122	6.9839920931687	6.9839920931687	0.5972629521016618	INSUFFICIENT_UNITS	NA
GSE242230	author	MGLL	Stellate	18	2	2	264	4.011786290848027	4.011786290848027	0.2898689677213167	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT1	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT1	B cell	21	14	0	1586	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT1	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT1	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT1	Fibroblast	18	7	0	647	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT1	Malignant	25	24	19	11133	1.0802719467182567	1.24540363644838	0.02538389820948796	EVALUABLE	1.0
GSE242230	author	MOGAT1	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT1	Monocyte/DC	25	20	11	6246	0.3259806257971389	0.23936038593532658	0.003101458981988592	EVALUABLE	2.0
GSE242230	author	MOGAT1	NK/T cell	25	21	0	9408	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT1	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT1	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT1	Stellate	18	2	0	264	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT2	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT2	B cell	21	14	0	1586	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT2	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT2	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT2	Fibroblast	18	7	0	647	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT2	Malignant	25	24	13	11133	0.5423074559343751	0.0771650680336135	0.012792979013768744	EVALUABLE	1.0
GSE242230	author	MOGAT2	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT2	Monocyte/DC	25	20	0	6246	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT2	NK/T cell	25	21	0	9408	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT2	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT2	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT2	Stellate	18	2	0	264	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT3	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT3	B cell	21	14	0	1586	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT3	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT3	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT3	Fibroblast	18	7	1	647	0.04224951075415832	0.0	0.0008116883116883117	LOW_DETECTION	NA
GSE242230	author	MOGAT3	Malignant	25	24	14	11133	0.9083053704648393	0.889251744900408	0.025178368928540206	EVALUABLE	1.0
GSE242230	author	MOGAT3	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT3	Monocyte/DC	25	20	1	6246	0.016292360564058965	0.0	0.0003048780487804878	LOW_DETECTION	NA
GSE242230	author	MOGAT3	NK/T cell	25	21	0	9408	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT3	Plasma	17	3	0	154	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	author	MOGAT3	Platelets	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MOGAT3	Stellate	18	2	0	264	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	author	MTO1	Acinar	17	1	1	91	2.997142697278509	2.997142697278509	0.05	INSUFFICIENT_UNITS	NA
GSE242230	author	MTO1	B cell	21	14	13	1586	2.687243002273928	3.136126047158441	0.06114051018787037	EVALUABLE	3.0
GSE242230	author	MTO1	Endothelial	18	3	3	274	2.624737105962006	2.7305577307705438	0.06965258505499024	EVALUABLE	4.0
GSE242230	author	MTO1	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
