cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	group	n_donors	detected_cells	detection_fraction	mean_CP10K	median_log1p_CP10K	q75_log1p_CP10K	q90_log1p_CP10K	positive_cell_mean_log1p_CP10K
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T141710Z_uckl1_cell_pooled_v1	COAD_UCKL1_cell_pooled_v1	cell_weighted_expression_description	NA	NA	UCKL1	cell	4477	NA	cell_equal_mean_log1p_CP10K	0.363806150562347	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	tumor_CNA	9	1658	0.3703372794281885	0.7916680856378162	0.0	0.6598673852209193	1.2165501673958332	0.9823643763978455
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T141710Z_uckl1_cell_pooled_v1	COAD_UCKL1_cell_pooled_v1	cell_weighted_expression_description	NA	NA	UCKL1	cell	7885	NA	cell_equal_mean_log1p_CP10K	0.18899905327978347	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	tumor_CNN	11	1238	0.15700697526949906	0.47710746476693405	0.0	0.0	0.8936883044451317	1.2037621446777809
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T141710Z_uckl1_cell_pooled_v1	COAD_UCKL1_cell_pooled_v1	cell_weighted_expression_description	NA	NA	UCKL1	cell	16138	NA	cell_equal_mean_log1p_CP10K	0.23468464029602534	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	normal_reference	10	2906	0.1800718800347007	0.5945070024396714	0.0	0.0	1.175447284039725	1.3032831125592763
