cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	biochemical_disposition	n_unique_metabolite	n_unique_rna	bootstrap_valid	permutations	random_seed	loo_valid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	n_nonzero_differences	source_run_id	source_analysis_version	source_analysis_type	selection_status	evidence_label	all37_n	all37_rho	all37_p	all37_q	availability_n	availability_rho	availability_p	availability_q	availability_reuse_status	all37_nominal_same_direction	availability_nominal_same_direction	paired_RNA_effect	paired_RNA_p	paired_RNA_q	functional_review_status	external_review_status
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00051	glutathione, reduced (GSH)	HAGH	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.37466577540106955	-0.6791587540935695	-0.0017452332424460577	0.0308	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:3029	HAGH	0.723546364233653	0.00137962772378558	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3054020180	33	-0.4560117302052786	-0.31744868035190615	0.08134595480420903	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.3613086770981508	0.0243	0.5311882352941176	33	-0.37466577540106955	0.0308	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-0.5529917309843988	4.119613902711729e-05	0.00014025555729842986	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00670	glycerophosphorylcholine (GPC)	PLA2G15	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3696524064171123	0.036074630435025984	0.640527132645117	0.032	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:23659	PLA2G15	-0.671891137099271	0.0113140364356053	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1406642216	33	0.3086510263929619	0.437316715542522	0.06766430912540972	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3264580369843528	0.0506	0.6357	33	0.3696524064171123	0.032	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	False	True	0.34831889651489867	0.0007569203798492143	0.001679534773197759	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00242	guanine	SLC29A3	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.41323974225360544	-0.6730501538690051	-0.04921749177861516	0.0188	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:55315	SLC29A3	-0.589713633659115	0.00340110367227365	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	31	33	4000	9999	2408415747	33	-0.4697470062812249	-0.36340303140101005	0.056507264027619464	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.3976964107323765	0.0154	0.44336000000000003	30	-0.33170189098998887	0.0721	0.6698630136986301	REDUCED_SAMPLE_V1_REUSED	True	False	0.5721025607003813	1.2499734857520773e-05	5.465570339661044e-05	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00387	guanosine	SLC29A3	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.3716577540106952	-0.6777309959907704	0.009470408482806654	0.0364	0.7267882352941177	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:55315	SLC29A3	-1.10566416561374	7.94549647812405e-05	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	319162163	33	-0.45491202346041054	-0.31085043988269795	0.08325426944971537	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.4265054528212423	0.0112	0.44336000000000003	33	-0.3716577540106952	0.0364	0.641427027027027	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.5721025607003813	1.2499734857520773e-05	5.465570339661044e-05	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00388	histamine	HDC	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.5604946524064172	0.25396580027820914	0.7831953046370463	0.0021	0.3423	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:3067	HDC	-1.21651078686213	4.5885636815329e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3444124916	33	0.5271260997067448	0.6466275659824047	0.08613291357598751	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.5765765765765766	0.0003	0.1956	33	0.5604946524064172	0.0021	0.3423	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-1.38771516276414	4.989461724299479e-06	2.8529486269712407e-05	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00130	inosine 5'-monophosphate (IMP)	CANT1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.4715909090909091	0.13609080951343153	0.7178947741866819	0.0064	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:124583	CANT1	-0.889251406041119	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3278024353	33	0.42045454545454547	0.5146627565982405	0.051136363636363646	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.41275486012328116	0.0127	0.44336000000000003	33	0.4715909090909091	0.0064	0.5015384615384616	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-0.5910223077644012	0.0007569203798492143	0.001679534773197759	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00130	inosine 5'-monophosphate (IMP)	ENTPD3	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.35461229946524064	-0.01328633496751867	0.6638204981180217	0.0452	0.7755368421052631	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:956	ENTPD3	-0.889251406041119	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	4276986252	33	0.29215542521994137	0.437683284457478	0.08307098499223736	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.27880512091038406	0.0934	0.7104083333333334	33	0.35461229946524064	0.0452	0.6698630136986301	IDENTICAL_INPUT_PRIMARY_REUSED	False	True	-1.7812391993691108	7.609322951173988e-06	3.813211276655729e-05	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00130	inosine 5'-monophosphate (IMP)	GMPR	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.4699197860962567	0.1575371838457255	0.6954060557736688	0.0081	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2766	GMPR	-0.889251406041119	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	298200613	33	0.4303519061583578	0.5179618768328446	0.048042090736587884	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.39995258416311047	0.0167	0.44336000000000003	33	0.4699197860962567	0.0081	0.5015384615384616	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.8199825303853503	0.005168895224079615	0.009040499097801993	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00407	isoleucine	BCAT2	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.4050802139037433	-0.6392708148186479	-0.09100507099562752	0.0214	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:587	BCAT2	0.567578731556765	0.0446064691375585	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3395648335	33	-0.47250733137829914	-0.3500733137829912	0.06742711747455582	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.3755334281650071	0.0224	0.5216	33	-0.4050802139037433	0.0214	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-0.37931215018359943	0.013335024942497579	0.02050834870466869	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00407	isoleucine	SLC7A8	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3699866310160428	0.006346372391501472	0.6405189654456358	0.0325	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:23428	SLC7A8	0.567578731556765	0.0446064691375585	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1894066029	33	0.311950146627566	0.44611436950146627	0.07612773848542348	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3307254623044097	0.0435	0.5788163265306122	33	0.3699866310160428	0.0325	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	1.1014277328920983	0.0001267705879011814	0.00036243386028158274	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00123	leucine	SLC6A17	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.5474598930481284	0.22529529744721266	0.7781520089473445	0.0007	0.326	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:388662	SLC6A17	0.50839089312706	0.0398980189569739	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3809729556	33	0.5047653958944281	0.5975073313782991	0.05004743833017078	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.5469416785206259	0.0006	0.1956	33	0.5474598930481284	0.0007	0.2282	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.04672794845876016	0.5857749837558817	0.6250134994141704	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00123	leucine	SLC7A8	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3669786096256685	-0.00010906040268452655	0.6531964914291396	0.0379	0.7267882352941177	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:23428	SLC7A8	0.50839089312706	0.0398980189569739	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3808069895	33	0.3086510263929619	0.43548387096774194	0.06850526134207346	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3933143669985775	0.0152	0.44336000000000003	33	0.3669786096256685	0.0379	0.6440487804878049	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	1.1014277328920983	0.0001267705879011814	0.00036243386028158274	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00148	proline	SLC6A17	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3940508021390374	0.07939911565448175	0.6430519676861695	0.0255	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:388662	SLC6A17	1.83185674666479	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2488872258	33	0.3453079178885631	0.4838709677419355	0.08982016560289807	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3589378852536747	0.0292	0.5439542857142857	33	0.3940508021390374	0.0255	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.04672794845876016	0.5857749837558817	0.6250134994141704	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00245	taurine	SLC6A6	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.356951871657754	-0.002681122745337129	0.6435703338906757	0.0405	0.7335	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6533	SLC6A6	1.76824722222295	3.7774906946348e-08	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1486664831	33	0.29472140762463345	0.40579178885630496	0.06223046403312055	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.3363167571553141	0.0428	0.5788163265306122	33	0.356951871657754	0.0405	0.6440487804878049	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	2.5751064954016805	6.484785739349568e-07	1.250737929641584e-05	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00299	uridine	SLC29A1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.42112299465240643	-0.6565615122109665	-0.1118169924658414	0.015	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2030	SLC29A1	-0.928810287622812	0.00111232647907128	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2497932510	33	-0.4736070381231672	-0.37719941348973607	0.052484043470760744	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.3757705073494547	0.0197	0.4757185185185185	33	-0.42112299465240643	0.015	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	2.0381144612358213	2.2893965847772327e-06	1.7913524154572735e-05	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00299	uridine	UCKL1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.490975935828877	-0.7063900354983729	-0.15967162292913123	0.0041	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:54963	UCKL1	-0.928810287622812	0.00111232647907128	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	704500058	33	-0.530791788856305	-0.44171554252199413	0.049260393306882866	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.47083926031294454	0.003	0.44336000000000003	33	-0.490975935828877	0.0041	0.44553333333333334	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	0.5499637950150387	0.00013630346981365857	0.00038720603526682626	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00299	uridine	UPP2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3822816668428726	0.024888997534031277	0.6700832051375557	0.03	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:151531	UPP2	-0.928810287622812	0.00111232647907128	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	30	4000	9999	1678770958	33	0.3224860329110459	0.43267028861288703	0.05979563393182674	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.4066872298363697	0.0113	0.44336000000000003	33	0.3822816668428726	0.03	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	-0.3329832833963602	0.013335024942497579	0.02050834870466869	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	B4GALT2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.4699197860962567	0.12686824569636224	0.7321637839736884	0.0063	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:8704	B4GALT2	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1678226410	33	0.4222873900293255	0.5278592375366569	0.05793945144040019	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.36936936936936937	0.0264	0.5311882352941176	32	0.4285190615835777	0.0167	0.6091542857142856	REDUCED_SAMPLE_V1_REUSED	True	True	0.8601027120883007	1.5954458124186302e-05	6.90843526542436e-05	NOT_RUN	NOT_RUN
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00015	uridine 5'-diphosphate (UDP)	NME6	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.5635026737967914	0.25049502280403346	0.7767391999170233	0.001	0.326	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:10201	NME6	0.400708300009171	0.0458478582879108	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1244171513	33	0.5260263929618768	0.6206011730205279	0.05709849922373644	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.5241820768136558	0.0015	0.326	32	0.5271260997067448	0.0028	0.36512	REDUCED_SAMPLE_V1_REUSED	True	True	0.0898933214346993	0.14045577106998597	0.17022628776416776	NOT_RUN	NOT_RUN
