gene	cohort	source_status	reason	display_top	mechanical_top	top_n	top_detection	bootstrap
SLC25A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.4209629497019461	1.0
SLC25A10	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.209915241686735	1.0
SLC25A11	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.3535004359197908	0.454
SLC25A12	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.15631524857923665	0.877
SLC25A13	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2939546723357905	0.663
SLC25A14	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.052750072653298466	0.519
SLC25A18	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC25A21	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.006211180124223602	0.438
SLC25A22	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08337659965903445	0.647
SLC25A26	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.21787683381564427	0.823
SLC25A30	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.08687379037158038	0.851
SLC25A33	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.21886495838574402	0.547
SLC25A35	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.042408540559296694	0.99
SLC25A36	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.5064748619587329	0.742
SLC25A39	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.366215063254661	0.959
SLC25A40	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.1585807879285918	1.0
SLC25A44	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.1398461768564041	0.641
SLC26A7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.017405405405405406	0.868
SLC28A1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC28A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.03058901384861888	1.0
SLC28A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.056701256292900605	1.0
SLC29A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4707674461131851	1.0
SLC29A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10683243172410228	1.0
SLC29A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.011807295764466078	0.578
SLC29A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.04592222136352312	0.931
SLC2A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.23766030523884182	0.988
SLC2A10	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.18439861669404134	1.0
SLC2A11	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.03103175322940876	0.306
SLC2A12	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.037334976313075106	0.981
SLC2A14	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.009820977110723888	0.642
SLC2A2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0010139777417631473	1.0
SLC2A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.7034248819537189	0.891
SLC2A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.0904641092705609	0.981
SLC2A7	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC2A8	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.027330192948816712	0.678
SLC32A1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.0037474531794547063	0.997
SLC35A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2072813876402684	0.88
SLC35A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.06704037225396801	0.917
SLC35A3	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009242093522191557	1.0
SLC35A5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.17029755368845204	0.965
SLC35B1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.29675245480831386	0.728
SLC35B4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.191675593371138	0.972
SLC35D1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.19263640921413247	0.965
SLC35D2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02683376625483695	0.976
SLC35D3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.012120823591937011	1.0
SLC35D4	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC36A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.15711336373670406	0.999
SLC36A2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC36A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.23813846596317412	1.0
SLC38A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.41979234162759593	0.87
SLC38A10	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.3656638726988981	0.758
SLC38A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.779472827666376	0.755
SLC38A3	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.0012254901960784314	0.654
SLC38A4	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009718960121778428	0.534
SLC38A6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.1046730307262287	0.9
SLC38A7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.12721382938444062	0.853
SLC38A8	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC38A9	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.08127304051615787	0.518
SLC43A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.09714003922324671	0.386
SLC43A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5182808763551704	1.0
SLC43A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.024655296400535185	0.991
SLC45A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.03443169079831669	0.609
SLC45A2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.001532567049808429	0.615111111111111
SLC45A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1021262103837013	0.589
SLC47A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.013127701619720539	0.375
SLC47A2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0004025121541742467	0.9991111111111111
SLC5A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2264557854534698	1.0
SLC5A11	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.001218812863021044	0.803
SLC5A2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0003173541531645043	0.5151111111111111
SLC5A6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09080217914279597	0.998
SLC5A8	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0037533959587134815	1.0
SLC60A2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10383347863993024	0.999
SLC6A11	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A12	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.022345030985284106	0.999
SLC6A13	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A14	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.04480354612575769	1.0
SLC6A15	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A17	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A19	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009542180324672397	0.859
SLC6A20	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.028470775593382597	1.0
SLC6A4	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.008610266908919879	0.318
SLC6A6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.257424259474106	0.659
SLC6A7	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0019140801346447499	1.0
SLC6A8	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.34057615290878623	1.0
SLC7A10	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.003189423923454859	0.912
SLC7A11	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14450400366272606	0.795
SLC7A13	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC7A5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.37508630117836805	0.99
SLC7A6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21162097656295792	0.628
SLC7A7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5258373109684161	1.0
SLC7A8	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.160672352714615	0.635
SLC7A9	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.0048860136325366045	0.634
SLCO3A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.37692734670154027	0.999
SLCO4A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02054219665957353	0.998
SMOX	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.11791837162607959	0.531
SMS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4375923800363615	0.907
SMYD1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SMYD2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.20272769543737285	0.888
SMYD3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.38219763541065643	0.999
SPTLC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.06066782911944202	0.502
SPTLC2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4935492046120764	1.0
SPTLC3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.025570095932452557	0.467
SQOR	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.41631170150896163	0.686
SRM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.47474716652136006	0.624
SRR	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.05065765765765766	0.584
ST6GALNAC3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.26801837458566957	1.0
ST6GALNAC4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.3760406511438463	0.999
SUCLA2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06793827665330587	0.447
SUCLG1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.4537910710673676	0.997
SUCLG2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.15782376433897485	0.993
SUGCT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.11402982045680277	0.591
SUV39H1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02130741891662968	0.627
SUV39H2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.04792950256581242	0.677
TARS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
TARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.12603151434476673	0.998
TARS3	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
TAT	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0014267776807462117	0.807
TET1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.15397994768962514	0.566
TH	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009711298493007387	0.982
TKFC	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.005103600503766045	0.819
TKT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.65130465490278	0.996
TKTL1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.008259213752777045	0.515
TKTL2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
TMEM86A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.08607968520198832	0.97
TMEM86B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.05705358435854361	0.866
TMLHE	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.053154315605928516	0.579
TOMT	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
TPI1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.8602802935490743	0.469
TPMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3586979605229487	0.935
TPO	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.12636445146372013	1.0
TREH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02304121430425667	0.998
TRMT5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10128392909038071	0.671
TTYH1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10017698343504795	0.998
TTYH2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.1633752153586506	0.856
TTYH3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4594130321646493	1.0
TXNDC12	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.3450988129573408	0.98
TYMP	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.856759207673013	1.0
TYR	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UAP1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3289233464189126	0.564
UAP1L1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.11641638162776702	0.756
UCK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.16142914542094405	0.534
UCK2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.26990447491311526	0.99
UCKL1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.24471619775531692	0.903
UCP2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6370285910986577	0.987
UGCG	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.6372281313571636	0.745
UGDH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3027535924598144	0.545
UGP2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.44726184248764894	0.457
UGT1A1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT1A10	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT1A3	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT1A4	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT1A5	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT1A6	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT1A7	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT1A8	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0038765611291426447	1.0
UGT1A9	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT2A1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT2A2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT2A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.11636188985755715	1.0
UGT2B10	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0018092947736091443	0.9991111111111111
UGT2B11	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Mast	8	0.0039555147901857365	0.877
UGT2B15	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.01267002392765997	1.0
UGT2B17	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.204232700179687	1.0
UGT2B28	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT2B4	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
UGT2B7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.018747499248654997	1.0
UGT8	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.23826121598209601	1.0
UMPS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.1128148779216548	0.849
UPB1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.015419080177194079	0.522
UPP1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.6017949015673928	0.573
UPP2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
URAD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14933854022437684	1.0
UXS1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.14843862420227485	0.464
VDAC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5766418162992383	0.995
VNN1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08062419056466587	0.658
VNN2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.0840517205610814	0.866
XDH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.12769981896798102	1.0
XYLB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.014260525257058737	0.776
YARS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
YARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.14729735669502952	0.423
YRDC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.19771322444505265	0.917
