gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn	Lee__source_status	Lee__reason	Lee__display_top	Lee__mechanical_top	Lee__top_n	Lee__top_detection	Lee__bootstrap	Uhlitz__source_status	Uhlitz__reason	Uhlitz__display_top	Uhlitz__mechanical_top	Uhlitz__top_n	Uhlitz__top_detection	Uhlitz__bootstrap
PPAT	hsa:5471	True	True	False	True	DONE	1.6523485507037983	1.185298171525522e-12	7.630356979195547e-11	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.1818257910770197	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1013441346143709	0.888
PRDM16	hsa:63976	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.022400880435233254	0.994	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.051432789695653305	0.531
PRDM2	hsa:7799	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	B cells	Bcells	B_lineage	B_lineage	False	NA	DONE	DESCRIPTIVE_ONLY	B cells	B cells	22	0.23516844300465473	0.999	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.2909876959104821	1.0
PRDM6	hsa:93166	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.0367863547943108	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.07672235733844311	0.997
PRDM7	hsa:11105	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.00038102758639431585	0.9760000000000004	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PRDM9	hsa:56979	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PRDX6	hsa:9588	True	False	False	True	DONE	-1.311295563803203	2.214385600694327e-11	4.2237354976206605e-10	DONE	Stromal cells	Mast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.7675504096740107	0.973	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.5838256637760576	0.803
PRMT1	hsa:3276	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.5598435575380241	0.657	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.6495522079149898	0.936
PRMT2	hsa:3275	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.415649679872688	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.28879581258251785	0.49
PRMT3	hsa:10196	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.16433190703024086	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09962325273896956	0.769
PRMT5	hsa:10419	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.30427712286902214	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08405054516830224	0.898
PRMT6	hsa:55170	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08940506139713214	0.93	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.08118319359702231	0.433
PRMT7	hsa:54496	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	剪接背景未明时不能推广到全PRMT7或所有CRC	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18047592672068002	0.993	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.13326733375229702	1.0
PRMT8	hsa:56341	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0010489805006181575	0.609	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PRMT9	hsa:90826	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.18326823118300506	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.39143733317981205	0.962
PRODH	hsa:5625	True	False	False	True	DONE	-0.2666019812504539	0.30465152561868436	0.3503943661729914	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0047254596092562795	1.0	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PSAT1	hsa:29968	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2936150333765459	1.0	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.16920315585816662	1.0
PSPH	hsa:5723	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.23990533835033234	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.028429848852116132	0.656
PTDSS1	hsa:9791	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3793895874888918	0.926	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2993426669642436	0.754
PTDSS2	hsa:81490	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.16499696345566855	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.14479860505666958	0.824
PYCR1	hsa:5831	True	False	False	True	DONE	2.125729294063594	3.47478053230243e-11	5.965039913785838e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.581946600253487	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.20714578412126294	0.706
PYCR2	hsa:29920	True	False	False	True	DONE	0.8128620037127848	1.9207469680531357e-09	1.7354117342936226e-08	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.307378692328203	0.813	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.006154780775121318	0.35
PYCR3	hsa:65263	True	False	False	True	DONE	1.1840269017181855	3.9264907197238106e-11	6.350362877460763e-10	DONE	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08755323820640987	0.995
QARS1	hsa:5859	True	False	False	True	DONE	0.09859662623639094	0.12792786078651602	0.16108275869206784	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
QRSL1	hsa:55278	True	True	False	True	DONE	0.10580571190762665	0.3575004475249737	0.40375598788456457	DONE	Epithelial cells	Bcells	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.23073842532693095	0.98	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.1455648180807325	1.0
QTRT1	hsa:81890	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5912574785123583	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.18909035740831234	1.0
RAB10	hsa:10890	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.45597593147242205	0.589	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6266206288132531	1.0
RAB11A	hsa:8766	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7607033053707991	0.701	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.7512542963055733	1.0
RAB11B	hsa:9230	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.5466882490886565	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.49887058290397107	0.746
RAB12	hsa:201475	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.04342448346622666	0.96	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2977029576065301	0.992
RAB13	hsa:5872	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.7954081835878566	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.8196112727853473	1.0
RAB14	hsa:51552	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3685756463634256	0.782	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.6335442763750204	0.919
RAB15	hsa:376267	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2169660475991476	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.12264958837308772	1.0
RAB17	hsa:64284	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2796873150810313	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1057099779228395	1.0
RAB18	hsa:22931	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.4594894947951785	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.453102728618069	0.631
RAB1A	hsa:5861	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.6740403496836039	0.646	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.10535534763953877	0.718
RAB1B	hsa:81876	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.36718146948122365	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.47930057488871264	0.974
RAB20	hsa:55647	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.4022003399733881	0.998	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4534310229082695	1.0
RAB21	hsa:23011	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3222080705382622	0.872	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.620831456601358	1.0
RAB22A	hsa:57403	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4914404575390931	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.39309185324303997	0.614
RAB23	hsa:51715	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.17769612414286104	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.3065079734152381	0.956
RAB24	hsa:53917	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.07022262156166394	0.889	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.02559575704736995	0.747
RAB25	hsa:57111	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7581331600876084	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.4809765631108196	1.0
RAB26	hsa:25837	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.044898564632122745	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.07432970299475852	1.0
RAB29	hsa:8934	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Bcells	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.19333288992292427	1.0	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.18377971572921414	0.485
RAB2A	hsa:5862	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.7161628598439697	0.99	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.7296224934612032	0.684
RAB2B	hsa:84932	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.11630718127297117	0.995	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.20815902649498863	0.717
RAB33B	hsa:83452	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.07946101912305202	0.918	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.11353601205054753	0.546
RAB34	hsa:83871	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.5502920044084366	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.6322726577182194	0.967
RAB35	hsa:11021	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Endothelial	Tcells	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.09511975902281247	0.999	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2428502905256603	0.544
RAB36	hsa:9609	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04108302313710285	0.742	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.022000171814727916	0.623
RAB37	hsa:326624	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Mast	Tcells	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.024116247855767246	0.742	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.17001582657290223	1.0
RAB38	hsa:23682	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Mast	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.032388495121309785	0.98	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.05264000250479407	0.937
RAB39A	hsa:54734	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.013434546069151943	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.04453680997671552	0.883
RAB39B	hsa:116442	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Tcells	Tcells	Tcells	True	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.02377869102961228	0.997	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.04408480185782002	0.998
RAB3A	hsa:5864	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.03467408661946499	0.702	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.04852484742807324	0.802
RAB3B	hsa:5865	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.043169729436817926	0.651	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02462823371129716	0.842
RAB3C	hsa:115827	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.02883446721120283	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1980546426807728	1.0
RAB3D	hsa:9545	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.20925164748172434	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.16822145497148844	0.971
RAB4A	hsa:5867	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6451649145092683	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.31296155098771394	0.448
RAB4B	hsa:53916	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.16699496009563897	0.982	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
RAB5A	hsa:5868	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Mast	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.48570958031762024	0.521	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.303876041786007	0.9
RAB5B	hsa:5869	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.2674634462399344	0.949	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.31514733332925055	0.398
RAB5C	hsa:5878	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Monocyte	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.6592869426306757	0.997	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.033912449297177655	0.703
RAB6A	hsa:5870	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.46541936688178676	0.977	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.49900147709260345	1.0
RAB6B	hsa:51560	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.05378470925659394	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.09886515547805871	0.963
RAB7A	hsa:7879	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.6420532357540836	0.997	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.7152898866780409	1.0
RAB8A	hsa:4218	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4677310383929235	0.852	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4460628885036633	0.999
RAB8B	hsa:51762	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Tcells	Tcells	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.13847624905358136	0.622	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.3304183477313584	0.907
RAB9A	hsa:9367	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4363267665247302	0.488	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3058814325290279	0.737
RAB9B	hsa:51209	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Mast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.011532590958097883	1.0	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.02162528544400725	0.467
RAN	hsa:5901	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.864987552707248	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.7715384920160238	0.361
RGN	hsa:9104	True	False	False	False	DONE	0.10984487819665541	0.7843680729392508	0.8127757697459037	DONE	Stromal cells	Fibroblast	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.014475215948954059	0.627	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.052591890574867316	0.879
RHOB	hsa:388	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7976021257842084	0.595	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.8131653500513067	0.998
