gene	source_symbol	mapping_status	source_feature_index_0based
SLC6A13	SLC6A13	EXACT_SOURCE_SYMBOL	29032.0
SLC6A14	SLC6A14	EXACT_SOURCE_SYMBOL	29033.0
SLC6A15	SLC6A15	EXACT_SOURCE_SYMBOL	29034.0
SLC6A17	SLC6A17	EXACT_SOURCE_SYMBOL	29036.0
SLC6A19	SLC6A19	EXACT_SOURCE_SYMBOL	29038.0
SLC6A20	SLC6A20	EXACT_SOURCE_SYMBOL	29040.0
SLC6A4	SLC6A4	EXACT_SOURCE_SYMBOL	29042.0
SLC6A6	SLC6A6	EXACT_SOURCE_SYMBOL	29044.0
SLC6A7	SLC6A7	EXACT_SOURCE_SYMBOL	29045.0
SLC6A8	SLC6A8	EXACT_SOURCE_SYMBOL	29046.0
SLC7A10	SLC7A10	EXACT_SOURCE_SYMBOL	29049.0
SLC7A11	SLC7A11	EXACT_SOURCE_SYMBOL	29050.0
SLC7A13	SLC7A13	EXACT_SOURCE_SYMBOL	29051.0
SLC7A5	SLC7A5	EXACT_SOURCE_SYMBOL	29056.0
SLC7A6	SLC7A6	EXACT_SOURCE_SYMBOL	29057.0
SLC7A7	SLC7A7	EXACT_SOURCE_SYMBOL	29059.0
SLC7A8	SLC7A8	EXACT_SOURCE_SYMBOL	29060.0
SLC7A9	SLC7A9	EXACT_SOURCE_SYMBOL	29061.0
SLCO3A1	SLCO3A1	EXACT_SOURCE_SYMBOL	29091.0
SLCO4A1	SLCO4A1	EXACT_SOURCE_SYMBOL	29092.0
SMOX	SMOX	EXACT_SOURCE_SYMBOL	29218.0
SMS	SMS	EXACT_SOURCE_SYMBOL	29229.0
SMYD1	SMYD1	EXACT_SOURCE_SYMBOL	29237.0
SMYD2	SMYD2	EXACT_SOURCE_SYMBOL	29238.0
SMYD3	SMYD3	EXACT_SOURCE_SYMBOL	29239.0
SPTLC1	SPTLC1	EXACT_SOURCE_SYMBOL	29612.0
SPTLC2	SPTLC2	EXACT_SOURCE_SYMBOL	29613.0
SPTLC3	SPTLC3	EXACT_SOURCE_SYMBOL	29614.0
SQOR	NA	SOURCE_GENE_NOT_FOUND	NA
SRM	SRM	EXACT_SOURCE_SYMBOL	29651.0
SRR	SRR	EXACT_SOURCE_SYMBOL	29667.0
ST6GALNAC3	ST6GALNAC3	EXACT_SOURCE_SYMBOL	29752.0
ST6GALNAC4	ST6GALNAC4	EXACT_SOURCE_SYMBOL	29753.0
SUCLA2	SUCLA2	EXACT_SOURCE_SYMBOL	29911.0
SUCLG1	SUCLG1	EXACT_SOURCE_SYMBOL	29913.0
SUCLG2	SUCLG2	EXACT_SOURCE_SYMBOL	29914.0
SUGCT	SUGCT	EXACT_SOURCE_SYMBOL	29920.0
SUV39H1	SUV39H1	EXACT_SOURCE_SYMBOL	29968.0
SUV39H2	SUV39H2	EXACT_SOURCE_SYMBOL	29969.0
TARS1	NA	SOURCE_GENE_NOT_FOUND	NA
TARS2	TARS2	EXACT_SOURCE_SYMBOL	30141.0
TARS3	NA	SOURCE_GENE_NOT_FOUND	NA
TAT	TAT	EXACT_SOURCE_SYMBOL	30171.0
TET1	TET1	EXACT_SOURCE_SYMBOL	30395.0
TH	TH	EXACT_SOURCE_SYMBOL	30486.0
TKFC	TKFC	EXACT_SOURCE_SYMBOL	30603.0
TKT	TKT	EXACT_SOURCE_SYMBOL	30604.0
TKTL1	TKTL1	EXACT_SOURCE_SYMBOL	30605.0
TKTL2	TKTL2	EXACT_SOURCE_SYMBOL	30606.0
TMEM86A	TMEM86A	EXACT_SOURCE_SYMBOL	30940.0
TMEM86B	TMEM86B	EXACT_SOURCE_SYMBOL	30941.0
TMLHE	TMLHE	EXACT_SOURCE_SYMBOL	30966.0
TOMT	NA	SOURCE_GENE_NOT_FOUND	NA
TPI1	TPI1	EXACT_SOURCE_SYMBOL	31161.0
TPMT	TPMT	EXACT_SOURCE_SYMBOL	31167.0
TPO	TPO	EXACT_SOURCE_SYMBOL	31168.0
TREH	TREH	EXACT_SOURCE_SYMBOL	31454.0
TRMT5	TRMT5	EXACT_SOURCE_SYMBOL	31595.0
TTYH1	TTYH1	EXACT_SOURCE_SYMBOL	31827.0
TTYH2	TTYH2	EXACT_SOURCE_SYMBOL	31828.0
TTYH3	TTYH3	EXACT_SOURCE_SYMBOL	31829.0
TXNDC12	TXNDC12	EXACT_SOURCE_SYMBOL	31891.0
TYMP	TYMP	EXACT_SOURCE_SYMBOL	31909.0
TYR	TYR	EXACT_SOURCE_SYMBOL	31911.0
UAP1	UAP1	EXACT_SOURCE_SYMBOL	31943.0
UAP1L1	UAP1L1	EXACT_SOURCE_SYMBOL	31944.0
UCK1	UCK1	EXACT_SOURCE_SYMBOL	32058.0
UCK2	UCK2	EXACT_SOURCE_SYMBOL	32059.0
UCKL1	UCKL1	EXACT_SOURCE_SYMBOL	32060.0
UCP2	UCP2	EXACT_SOURCE_SYMBOL	32067.0
UGCG	UGCG	EXACT_SOURCE_SYMBOL	32078.0
UGDH	UGDH	EXACT_SOURCE_SYMBOL	32079.0
UGP2	UGP2	EXACT_SOURCE_SYMBOL	32083.0
UGT1A1	UGT1A1	EXACT_SOURCE_SYMBOL	32084.0
UGT1A10	UGT1A10	EXACT_SOURCE_SYMBOL	32085.0
UGT1A3	UGT1A3	EXACT_SOURCE_SYMBOL	32086.0
UGT1A4	UGT1A4	EXACT_SOURCE_SYMBOL	32087.0
UGT1A5	UGT1A5	EXACT_SOURCE_SYMBOL	32088.0
UGT1A6	UGT1A6	EXACT_SOURCE_SYMBOL	32089.0
UGT1A7	UGT1A7	EXACT_SOURCE_SYMBOL	32090.0
UGT1A8	UGT1A8	EXACT_SOURCE_SYMBOL	32091.0
UGT1A9	UGT1A9	EXACT_SOURCE_SYMBOL	32092.0
UGT2A1	UGT2A1	EXACT_SOURCE_SYMBOL	32093.0
UGT2A2	UGT2A2	EXACT_SOURCE_SYMBOL	32094.0
UGT2A3	UGT2A3	EXACT_SOURCE_SYMBOL	32095.0
UGT2B10	UGT2B10	EXACT_SOURCE_SYMBOL	32096.0
UGT2B11	UGT2B11	EXACT_SOURCE_SYMBOL	32097.0
UGT2B15	UGT2B15	EXACT_SOURCE_SYMBOL	32098.0
UGT2B17	UGT2B17	EXACT_SOURCE_SYMBOL	32099.0
UGT2B28	UGT2B28	EXACT_SOURCE_SYMBOL	32100.0
UGT2B4	UGT2B4	EXACT_SOURCE_SYMBOL	32101.0
UGT2B7	UGT2B7	EXACT_SOURCE_SYMBOL	32102.0
UGT8	UGT8	EXACT_SOURCE_SYMBOL	32105.0
UMPS	UMPS	EXACT_SOURCE_SYMBOL	32122.0
UPB1	UPB1	EXACT_SOURCE_SYMBOL	32147.0
UPP1	UPP1	EXACT_SOURCE_SYMBOL	32159.0
UPP2	UPP2	EXACT_SOURCE_SYMBOL	32160.0
URAD	URAD	EXACT_SOURCE_SYMBOL	32174.0
UXS1	UXS1	EXACT_SOURCE_SYMBOL	32304.0
VDAC1	VDAC1	EXACT_SOURCE_SYMBOL	32348.0
VNN1	VNN1	EXACT_SOURCE_SYMBOL	32389.0
VNN2	VNN2	EXACT_SOURCE_SYMBOL	32390.0
XDH	XDH	EXACT_SOURCE_SYMBOL	32675.0
XYLB	XYLB	EXACT_SOURCE_SYMBOL	32778.0
YARS1	NA	SOURCE_GENE_NOT_FOUND	NA
YARS2	YARS2	EXACT_SOURCE_SYMBOL	32785.0
YRDC	YRDC	EXACT_SOURCE_SYMBOL	32814.0
