gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn
SLC7A6	hsa:9057	True	False	False	True	DONE	0.8464701663498105	2.1256221853513767e-07	1.0425670718628181e-06	DONE	Stromal cells	Endothelial	Stromal	Tcells	False	NA
SLC7A7	hsa:9056	True	False	False	True	DONE	0.21497951166309784	0.2593859986608065	0.3042910918230418	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC7A8	hsa:23428	True	True	False	True	DONE	0.9809574210479604	1.7364686214990577e-05	5.22971543901763e-05	DONE	Myeloids	Epithelial	Myeloid	Epithelial	False	LAT1/SLC7A5不是LAT2/SLC7A8；其他癌种不能自动迁移
SLC7A9	hsa:11136	True	False	False	True	DONE	-0.27635108334391056	0.5257483743138571	0.5773143129459198	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLCO3A1	hsa:28232	True	False	False	True	DONE	0.3972732888912385	0.017272368554137815	0.026317366288109392	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SLCO4A1	hsa:28231	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SMOX	hsa:54498	True	False	False	True	DONE	2.1029130827986746	5.961180347148738e-12	1.9187549242385e-10	DONE	Stromal cells	Endothelial	Stromal	Myeloid	False	NA
SMS	hsa:6611	True	False	False	True	DONE	0.9198885811875697	5.02667902104774e-11	7.844665744968443e-10	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
SMYD1	hsa:150572	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SMYD2	hsa:56950	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Epithelial	False	NA
SMYD3	hsa:64754	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Mast	Stromal	Stromal	True	NA
SPTLC1	hsa:10558	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Stromal	False	NA
SPTLC2	hsa:9517	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Myeloid	False	NA
SPTLC3	hsa:55304	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA
SQOR	hsa:58472	True	False	False	True	DONE	-1.4914267862005182	1.5530645252228239e-09	1.5996564609795087e-08	DONE	暂不可定位	Monocyte	暂不可定位	Myeloid	False	NA
SRM	hsa:6723	True	False	False	True	DONE	1.2913686718821007	5.470628527016238e-11	8.286393210039302e-10	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SRR	hsa:63826	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
ST6GALNAC3	hsa:256435	True	False	False	False	DONE	-0.979270494399889	1.533983627977341e-06	5.808835061825961e-06	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
ST6GALNAC4	hsa:27090	True	False	False	False	DONE	-0.24110238410602045	0.013711639518029065	0.021398467732681725	DONE	B cells	Plasma	B_lineage	B_lineage	True	NA
SUCLA2	hsa:8803	True	False	True	False	DONE	0.1536158839342712	0.18820264224242012	0.2296785799877876	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SUCLG1	hsa:8802	True	False	False	False	DONE	-0.602957963265394	8.097208984817428e-09	5.712414557782158e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SUCLG2	hsa:8801	True	False	False	False	DONE	-0.8631864284982242	5.451797721367132e-09	4.386993478912614e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SUGCT	hsa:79783	True	True	False	False	DONE	-1.2864819046864613	2.4100408308819562e-08	1.4602012092990675e-07	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
SUV39H1	hsa:6839	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
SUV39H2	hsa:79723	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
TARS1	hsa:6897	True	False	False	False	DONE	0.47038138672523633	4.8731646718971945e-05	0.0001378944948366514	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
TARS2	hsa:80222	True	False	False	False	DONE	0.6982150140681378	5.269058333881545e-08	3.0150722688322174e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
TARS3	hsa:123283	True	False	False	False	DONE	-0.39341508039730033	0.0072925987725303626	0.012193793402120573	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
TAT	hsa:6898	True	True	True	True	DONE	-0.4912125716443206	0.002288214765321659	0.0044135977683170576	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
TET1	hsa:80312	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
TH	hsa:7054	True	False	False	True	DONE	0.4230439954070201	7.099473967082069e-05	0.00019042859859621174	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
TKFC	hsa:26007	True	False	False	True	DONE	0.36614967109649676	0.025796561766800542	0.03763521050963818	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
TKT	hsa:7086	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
TKTL1	hsa:8277	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
TKTL2	hsa:84076	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
TMEM86A	hsa:144110	True	False	False	True	DONE	-0.24193287078677939	0.25510233958636924	0.3006354802905724	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
TMEM86B	hsa:255043	True	False	False	True	DONE	-0.7627831440260162	1.0375522594809964e-05	3.250837942423715e-05	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA
TMLHE	hsa:55217	True	False	False	False	DONE	-0.06800903345523598	0.6677516018568896	0.7164418228256212	DONE	Epithelial cells	Pericytes	Epithelial	Stromal	False	NA
TOMT	hsa:120356740	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
TPI1	hsa:7167	True	False	False	True	DONE	0.1264615679670422	0.1477530538042596	0.18291543920479253	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
TPMT	hsa:7172	True	False	False	True	DONE	-0.8502074720582513	2.7436336779754314e-08	1.6429899350666828e-07	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
TPO	hsa:7173	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Endothelial	暂不可定位	Stromal	False	NA
TREH	hsa:11181	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA
TRMT5	hsa:57570	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Epithelial	False	NA
TTYH1	hsa:57348	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	False	NA
TTYH2	hsa:94015	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
TTYH3	hsa:80727	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
TXNDC12	hsa:51060	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	False	NA
TYMP	hsa:1890	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
TYR	hsa:7299	True	False	False	True	DONE	-0.3570080439977578	0.10620468972015701	0.13639754415431635	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UAP1	hsa:6675	True	False	False	True	DONE	-0.9326303312235789	6.16613054606425e-07	2.6685354884227634e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	UAP1L1、GFPT1或其他通路基因不能替代UAP1
UAP1L1	hsa:91373	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
UCK1	hsa:83549	True	False	True	True	DONE	-0.2532843394801	0.0009999777470066295	0.002128051816976918	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
UCK2	hsa:7371	True	False	True	True	DONE	0.27789210970444866	0.051667850935818896	0.07114690703729072	DONE	Stromal cells	Endothelial	Stromal	Epithelial	False	NA
UCKL1	hsa:54963	True	False	True	True	DONE	0.5604350701428212	2.9649203526252594e-05	8.615196439443323e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	不能把非经典NRF2/SLC7A11功能改写成尿苷消耗机制
UCP2	hsa:7351	True	False	False	False	DONE	-0.1039575322505704	0.6854418213223301	0.7264415282526081	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
UGCG	hsa:7357	True	False	False	True	DONE	-0.7655623655289466	9.286051523235682e-07	3.707222119741377e-06	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
UGDH	hsa:7358	True	False	False	True	DONE	-1.657052003098618	2.1184468421640265e-11	4.196154321978745e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
UGP2	hsa:7360	True	False	False	False	DONE	-1.8778690745549242	7.919823608635661e-15	2.0393545792236828e-12	DONE	Stromal cells	Pericytes	Stromal	Epithelial	False	NA
UGT1A1	hsa:54658	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A10	hsa:54575	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A3	hsa:54659	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A4	hsa:54657	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A5	hsa:54579	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A6	hsa:54578	True	False	True	True	DONE	-2.5566775255495178	1.3757555419913784e-09	1.5074768172884252e-08	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A7	hsa:54577	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A8	hsa:54576	True	False	True	True	DONE	-2.72998377736239	4.228594614446706e-09	3.512461655548473e-08	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT1A9	hsa:54600	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT2A1	hsa:10941	True	False	True	True	DONE	-0.6233602308306773	0.001073143622640678	0.0022743578833742764	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT2A2	hsa:574537	True	False	True	True	DONE	-0.3022361382930699	0.07104509281305615	0.09438863115605954	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT2A3	hsa:79799	True	False	True	True	DONE	-3.291396158719411	1.2700695953468731e-09	1.421925742616608e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
UGT2B10	hsa:7365	True	False	True	True	DONE	-1.5861830832057144	9.618343908865051e-09	6.517693569823028e-08	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT2B11	hsa:10720	True	False	True	True	DONE	-1.583025279010331	1.0435863323718586e-08	6.979830664565028e-08	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT2B15	hsa:7366	True	False	True	True	DONE	-0.6141222991598291	0.21183410228509117	0.2554907791026275	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
UGT2B17	hsa:7367	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA
UGT2B28	hsa:54490	True	False	True	True	DONE	NA	NA	NA	NOT_EVALUABLE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT2B4	hsa:7363	True	False	True	True	DONE	-0.5388414747761724	0.004088050752982206	0.007439385645886348	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
UGT2B7	hsa:7364	True	False	True	True	DONE	-1.1770375190387525	0.000858277374187038	0.0018340782062503092	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
UGT8	hsa:7368	True	False	False	True	DONE	-0.17020305757941726	0.44041833455628565	0.4867284169452513	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
UMPS	hsa:7372	True	False	False	False	DONE	0.9110789089299	7.17207236065157e-08	3.888018174458483e-07	DONE	Epithelial cells	Mast	Epithelial	Epithelial	True	NA
UPB1	hsa:51733	True	False	False	True	DONE	-0.5575881788123968	0.013137584002114759	0.020564911127930397	DONE	暂不可定位	Endothelial	暂不可定位	暂不可定位	False	NA
UPP1	hsa:7378	True	False	False	True	DONE	-0.8010041992324627	0.00011518202310617384	0.00029808413014914336	DONE	Myeloids	Endothelial	Myeloid	Myeloid	True	NA
UPP2	hsa:151531	True	False	False	True	DONE	-0.4850098033421302	0.01272321787203196	0.020231331310655114	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	UPP1不是UPP2；不得把UPP1肿瘤论文转记
URAD	hsa:646625	True	False	False	True	DONE	-0.16383648301900042	0.3305906258236646	0.37750370798045957	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
UXS1	hsa:80146	True	False	False	True	DONE	0.3066398177136381	0.0005277464672314996	0.0011765776217498804	DONE	T cells	Mast	Tcells	Stromal	False	NA
VDAC1	hsa:7416	True	True	False	True	DONE	0.330785196144888	0.006705488744243926	0.01132238263372335	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
VNN1	hsa:8876	True	False	False	False	DONE	0.5007211455114438	0.27635179131938004	0.3219789373829822	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
VNN2	hsa:8875	True	False	False	False	DONE	-0.6064374907290948	0.014340426098821796	0.022178136459138815	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA
XDH	hsa:7498	True	False	True	True	DONE	-2.2553435622052542	3.843235608836066e-08	2.2238947624163754e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
XYLB	hsa:9942	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
YARS1	hsa:8565	True	False	False	True	DONE	0.9786922786944069	1.896931503454294e-08	1.1913655174133675e-07	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
YARS2	hsa:51067	True	False	False	True	DONE	0.7234865065047733	1.4895232736052292e-08	9.470425751934482e-08	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
YRDC	hsa:79693	True	False	False	False	DONE	0.5357733265853364	3.382123180500005e-07	1.5691832774391916e-06	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
