gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn
NME1-NME2	hsa:654364	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
NME2	hsa:4831	True	False	False	True	DONE	0.9674938938703452	6.267731634528753e-10	7.685432837576924e-09	DONE	Epithelial cells	暂不可定位	Epithelial	Epithelial	True	NA
NME3	hsa:4832	True	False	False	True	DONE	0.03297160574753641	0.7404192741152755	0.7781957676925855	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
NME4	hsa:4833	True	False	False	True	DONE	0.842966548420942	0.00012493334046273584	0.00032010283750402463	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
NME6	hsa:10201	True	False	True	True	DONE	0.08640691392985128	0.23631344894801407	0.2817162643708964	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	K562及乳腺癌证据不是COAD功能；组织UDP不是线粒体UDP池
NME7	hsa:29922	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
NNMT	hsa:4837	True	False	False	True	DONE	0.15085274259078196	0.5876497474629381	0.6398300633053131	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	已知轴研究较多；癌细胞与基质作用需要区分
NPL	hsa:80896	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
NSD1	hsa:64324	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Epithelial	False	NA
NSD2	hsa:7468	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA
NSD3	hsa:54904	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Tcells	暂不可定位	Tcells	False	NA
NT5C	hsa:30833	True	False	True	True	DONE	-0.32351066258405753	0.004754805879704563	0.008386044616602226	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
NT5C1A	hsa:84618	True	False	True	True	DONE	-0.07097778968346097	0.6853077679169545	0.7264415282526081	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
NT5C1B	hsa:93034	True	False	True	True	DONE	-0.14423754396153024	0.48375820971191674	0.5323407649607631	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
NT5C1B-RDH14	hsa:100526794	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
NT5C2	hsa:22978	True	False	False	True	DONE	-0.1945499181601699	0.04079826104147084	0.05740738917037564	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
NT5C3A	hsa:51251	True	False	False	True	DONE	-0.28748007407470916	0.05517404537062987	0.07517098774040842	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NT5C2/NT5C3及不同剪接名称不可混用；AML不作CRC证据
NT5C3B	hsa:115024	True	False	False	True	DONE	1.111001168070242	1.8902097653294193e-07	9.360173357160105e-07	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
NT5DC4	hsa:284958	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
NT5E	hsa:4907	True	False	False	True	DONE	-0.8771099282787038	0.0011329455991153394	0.002381497892017958	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
NT5M	hsa:56953	True	False	True	True	DONE	-0.2951287798651929	0.24388314194843053	0.28940050254249244	DONE	Stromal cells	Mast	Stromal	暂不可定位	False	NA
NUDT16	hsa:131870	True	False	False	True	DONE	-0.8464330538212639	7.723156703596367e-09	5.524202364377957e-08	DONE	Epithelial cells	Endothelial	Epithelial	Myeloid	False	NA
NUDT2	hsa:318	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA
OAT	hsa:4942	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
OGT	hsa:8473	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
OPLAH	hsa:26873	True	True	False	True	DONE	-0.27145810064401515	0.038876638233471664	0.05485333887736413	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
OXCT1	hsa:5019	True	False	False	False	DONE	-0.07525109870586581	0.7918336340728658	0.8188640994930239	DONE	T cells	Tcells	Tcells	Tcells	False	NA
OXCT2	hsa:64064	True	False	False	False	DONE	-0.5344427975262975	0.004546146401274694	0.008045585555520507	DONE	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA
P4HA1	hsa:5033	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
P4HA2	hsa:8974	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
P4HA3	hsa:283208	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA
PAH	hsa:5053	True	False	False	True	DONE	1.3134984182363847	0.000759897316034433	0.0016512536614250338	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
PANK1	hsa:53354	True	False	False	False	DONE	-0.3465187792726819	0.024637722277551722	0.0361873254161211	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PANK2	hsa:80025	True	False	False	False	DONE	-0.028886769900390897	0.7662327943932943	0.8036861285387914	DONE	Stromal cells	Pericytes	Stromal	Myeloid	False	NA
PANK3	hsa:79646	True	False	False	False	DONE	-0.8906600714769183	1.7958508367942625e-11	4.0211442649958486e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PANX1	hsa:24145	True	True	False	True	DONE	0.5165908113772243	2.594943679893489e-06	9.482377711547815e-06	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
PANX2	hsa:56666	True	False	False	False	DONE	-0.4311459294764199	0.001927169294034991	0.0038172776401077706	DONE	暂不可定位	Monocyte	暂不可定位	Myeloid	False	NA
PAOX	hsa:196743	True	False	False	True	DONE	-0.717410074620697	3.189784727650759e-07	1.5071001236148083e-06	DONE	B cells	暂不可定位	B_lineage	暂不可定位	False	NA
PARS2	hsa:25973	True	False	False	True	DONE	0.15467579866492212	0.11027124678458572	0.14056854478728129	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PCK1	hsa:5105	True	False	False	True	DONE	-3.4926237052848634	1.774408486852389e-09	1.6922599457944078e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PCK2	hsa:5106	True	False	False	True	DONE	-1.1266434550765925	1.0719196399390236e-09	1.2267524768191046e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PCYT1A	hsa:5130	True	False	False	True	DONE	-0.18838764979596775	0.02994035692793419	0.043070625189626	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
PCYT1B	hsa:9468	True	False	False	True	DONE	-0.26288917366206305	0.03551278360678624	0.050522330269322964	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PEMT	hsa:10400	True	False	False	True	DONE	0.9128137435452236	1.829638825664136e-05	5.478279041959477e-05	DONE	Epithelial cells	Pericytes	Epithelial	Stromal	False	NA
PFAS	hsa:5198	True	True	False	True	DONE	1.2481968197189521	3.098503782550794e-07	1.4775272666793137e-06	DONE	Epithelial cells	Pericytes	Epithelial	Epithelial	True	NA
PFKL	hsa:5211	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
PFKM	hsa:5213	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
PFKP	hsa:5214	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Epithelial	True	NA
PGAM1	hsa:5223	True	False	False	True	DONE	-0.25783235448779407	0.004946172105612767	0.008664213042144814	DONE	Stromal cells	Pericytes	Stromal	Stromal	False	NA
PGAM2	hsa:5224	True	False	False	True	DONE	-0.3341736857093744	0.00035177483398087124	0.0008234729068188577	DONE	暂不可定位	Fibroblast	暂不可定位	暂不可定位	False	不能借用PGAM1论文；小样本不证明无功能但当前信号不足
PGAM4	hsa:441531	True	False	False	True	DONE	-0.25917034568363045	0.0014634730384495474	0.0029790063826146914	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PGD	hsa:5226	True	True	False	True	DONE	0.8274368542840731	8.676898143884398e-07	3.5185846803940664e-06	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
PGK1	hsa:5230	True	False	False	True	DONE	0.5792779756006876	8.588248020887774e-05	0.00022566059850802057	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA
PGK2	hsa:5232	True	False	False	True	DONE	-0.3596151787223045	0.006398051558888373	0.01091058461201163	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PGLS	hsa:25796	True	False	False	True	DONE	0.1371691548975181	0.05146904831727276	0.07106316322626131	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
PGM2L1	hsa:283209	True	False	False	True	DONE	0.5798011528865217	0.004304218675535565	0.0077506035590937635	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA
PGM3	hsa:5238	True	False	False	True	DONE	0.7209476428358907	6.654155351490568e-07	2.8321405008410265e-06	DONE	Stromal cells	Plasma	Stromal	Epithelial	False	NA
PGS1	hsa:9489	True	False	False	False	DONE	-0.12893015627193832	0.2012637316765771	0.24503740381427236	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA
PHGDH	hsa:26227	True	True	False	True	DONE	1.1449699235178425	0.007112796758070636	0.011931890327056603	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA
PKLR	hsa:5313	True	False	True	True	DONE	-0.1982402521154317	0.33175591614666666	0.37799623189277287	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PKM	hsa:5315	True	False	True	True	DONE	0.9166422978132939	4.287888753421638e-06	1.5022195292599617e-05	DONE	Stromal cells	Monocyte	Stromal	Myeloid	False	NA
PLA2G15	hsa:23659	True	False	False	True	DONE	0.4078409554372304	0.00025209789764895084	0.0006095324755361957	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	融合特异siRNA不能作为普通基因抑制的支持证据
PLB1	hsa:151056	True	False	False	True	DONE	-0.5543440131469783	0.010535545128383724	0.0172300232921205	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
PLOD1	hsa:5351	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
PLOD2	hsa:5352	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
PLOD3	hsa:8985	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
PNMT	hsa:5409	True	False	False	True	DONE	0.06831054493366699	0.8679717282615166	0.8834099605823736	DONE	暂不可定位	Mast	暂不可定位	暂不可定位	False	NA
PNP	hsa:4860	True	False	True	True	DONE	0.4448794001929545	0.001255572750055803	0.002628536448287555	DONE	Myeloids	Endothelial	Myeloid	Myeloid	False	NA
PNPLA6	hsa:10908	True	False	False	True	DONE	-0.2507851339096374	0.006986691366954923	0.011758647235234591	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
PNPLA7	hsa:375775	True	False	False	True	DONE	-1.1555516577612437	1.159442000152552e-05	3.597064036617857e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
POMGNT2	hsa:84892	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA
PPAT	hsa:5471	True	True	False	True	DONE	1.6523485507037983	1.185298171525522e-12	7.630356979195547e-11	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PRDM16	hsa:63976	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA
PRDM2	hsa:7799	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	B cells	Bcells	B_lineage	B_lineage	False	NA
PRDM6	hsa:93166	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
PRDM7	hsa:11105	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PRDM9	hsa:56979	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PRDX6	hsa:9588	True	False	False	True	DONE	-1.311295563803203	2.214385600694327e-11	4.2237354976206605e-10	DONE	Stromal cells	Mast	Stromal	Stromal	True	NA
PRMT1	hsa:3276	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	False	NA
PRMT2	hsa:3275	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
PRMT3	hsa:10196	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PRMT5	hsa:10419	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PRMT6	hsa:55170	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA
PRMT7	hsa:54496	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	剪接背景未明时不能推广到全PRMT7或所有CRC
PRMT8	hsa:56341	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PRMT9	hsa:90826	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
PRODH	hsa:5625	True	False	False	True	DONE	-0.2666019812504539	0.30465152561868436	0.3503943661729914	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
PSAT1	hsa:29968	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA
PSPH	hsa:5723	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PTDSS1	hsa:9791	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Myeloid	False	NA
PTDSS2	hsa:81490	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
PYCR1	hsa:5831	True	False	False	True	DONE	2.125729294063594	3.47478053230243e-11	5.965039913785838e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
PYCR2	hsa:29920	True	False	False	True	DONE	0.8128620037127848	1.9207469680531357e-09	1.7354117342936226e-08	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
PYCR3	hsa:65263	True	False	False	True	DONE	1.1840269017181855	3.9264907197238106e-11	6.350362877460763e-10	DONE	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA
QARS1	hsa:5859	True	False	False	True	DONE	0.09859662623639094	0.12792786078651602	0.16108275869206784	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
QRSL1	hsa:55278	True	True	False	True	DONE	0.10580571190762665	0.3575004475249737	0.40375598788456457	DONE	Epithelial cells	Bcells	Epithelial	Epithelial	True	NA
QTRT1	hsa:81890	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
RAB10	hsa:10890	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	False	NA
RAB11A	hsa:8766	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
RAB11B	hsa:9230	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RAB12	hsa:201475	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RAB13	hsa:5872	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RAB14	hsa:51552	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	False	NA
RAB15	hsa:376267	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
RAB17	hsa:64284	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
RAB18	hsa:22931	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RAB1A	hsa:5861	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	False	NA
RAB1B	hsa:81876	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Epithelial	False	NA
RAB20	hsa:55647	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
RAB21	hsa:23011	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
RAB22A	hsa:57403	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
RAB23	hsa:51715	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
RAB24	hsa:53917	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Myeloid	False	NA
RAB25	hsa:57111	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
RAB26	hsa:25837	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
RAB29	hsa:8934	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Bcells	Stromal	Stromal	False	NA
RAB2A	hsa:5862	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
RAB2B	hsa:84932	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RAB33B	hsa:83452	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
RAB34	hsa:83871	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
RAB35	hsa:11021	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Endothelial	Tcells	Myeloid	False	NA
RAB36	hsa:9609	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA
RAB37	hsa:326624	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Mast	Tcells	Tcells	False	NA
RAB38	hsa:23682	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Mast	Myeloid	Myeloid	True	NA
RAB39A	hsa:54734	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
RAB39B	hsa:116442	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Tcells	Tcells	Tcells	True	NA
RAB3A	hsa:5864	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	False	NA
RAB3B	hsa:5865	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
RAB3C	hsa:115827	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RAB3D	hsa:9545	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
RAB4A	hsa:5867	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
RAB4B	hsa:53916	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA
RAB5A	hsa:5868	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Mast	Epithelial	Myeloid	False	NA
RAB5B	hsa:5869	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Epithelial	False	NA
RAB5C	hsa:5878	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Monocyte	Stromal	Myeloid	False	NA
RAB6A	hsa:5870	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RAB6B	hsa:51560	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
RAB7A	hsa:7879	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
RAB8A	hsa:4218	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
RAB8B	hsa:51762	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Tcells	Tcells	Tcells	False	NA
RAB9A	hsa:9367	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
RAB9B	hsa:51209	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Mast	Stromal	Stromal	True	NA
RAN	hsa:5901	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Tcells	False	NA
RGN	hsa:9104	True	False	False	False	DONE	0.10984487819665541	0.7843680729392508	0.8127757697459037	DONE	Stromal cells	Fibroblast	Stromal	Stromal	False	NA
RHOB	hsa:388	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
RIMKLA	hsa:284716	True	True	False	True	DONE	-1.5323005378026788	5.556168963263079e-06	1.8702137360003175e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
RIMKLB	hsa:57494	True	True	False	True	DONE	-0.9845516826797417	0.0019012981961560051	0.003780573633283176	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
RNMT	hsa:8731	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Bcells	Tcells	Myeloid	False	NA
RPE	hsa:6120	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Myeloid	False	NA
RPEL1	hsa:729020	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
RPIA	hsa:22934	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA
RRM1	hsa:6240	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Tcells	False	NA
RRM2	hsa:6241	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
RRM2B	hsa:50484	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	False	NA
SAR1A	hsa:56681	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
SAR1B	hsa:51128	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
SARS1	hsa:6301	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SARS2	hsa:54938	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SDHA	hsa:6389	True	False	False	False	DONE	-0.7624111539602301	3.945856545218338e-11	6.350362877460763e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SDHB	hsa:6390	True	False	False	False	DONE	-0.6361394512043607	1.1260757205309566e-08	7.340873368018261e-08	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
SDHC	hsa:6391	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA
