cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	endpoint	condition	mean	sd	reference_mean	reference_sd	new_independent_validation
BRCA	Kay2022_pCAF2	05_FUNCTION	20260920T080619Z_pycr1_caf_endpoints_v1	caf_endpoint_v1	published_source_descriptive_reanalysis	NA	NA	PYCR1	author_experiment_replicate	3	3	ratio_of_group_means_on_author_normalized_scale	0.506222688080054	NA	NA	NA	NA	NA	NA	DONE	Three source replicate blocks; no new P/q; same published study	10.1038/s42255-022-00582-0;Fig3i	ECM_COL6A1_Ponceau	shPYCR1	0.7548926237161532	0.2021189998913823	1.491226374264708	0.2631316184408955	False
BRCA	Kay2022_pCAF2	05_FUNCTION	20260920T080619Z_pycr1_caf_endpoints_v1	caf_endpoint_v1	published_source_descriptive_reanalysis	NA	NA	PYCR1	author_experiment_replicate	3	3	ratio_of_group_means_on_author_normalized_scale	0.77955166208529	NA	NA	NA	NA	NA	NA	DONE	Proline supplementation condition; ratio to control, not percent mediation	10.1038/s42255-022-00582-0;Fig3i	ECM_COL6A1_Ponceau	shPYCR1_plus_proline	1.162487998603474	0.07994562676122606	1.491226374264708	0.2631316184408955	False
BRCA	Kay2022_cCAF	05_FUNCTION	20260920T080619Z_pycr1_caf_endpoints_v1	caf_endpoint_v1	published_source_descriptive_reanalysis	NA	NA	PYCR1	author_experiment_replicate	3	3	ratio_of_group_means_on_author_normalized_scale	0.9855358819489396	NA	NA	NA	NA	NA	NA	DONE	Three author replicate averages; technical wells not counted; nonsignificance is not equivalence	10.1038/s42255-022-00582-0;Fig3n	COL1A1_RNA_author_reference_normalized	sipycr1	153.04170635824826	66.09995054688126	155.28780753837364	31.183016620567972	False
BRCA	Kay2022_pCAF2	05_FUNCTION	20260920T080619Z_pycr1_caf_endpoints_v1	caf_endpoint_v1	published_source_descriptive_reanalysis	NA	NA	PYCR1	author_experiment_replicate	3	3	ratio_of_group_means_on_author_normalized_scale	0.8289244149205571	NA	NA	NA	NA	NA	NA	DONE	Three author replicate averages; technical wells not counted; nonsignificance is not equivalence	10.1038/s42255-022-00582-0;Fig3o	COL1A1_RNA_author_reference_normalized	shpycr1	46.02174100740725	27.941239242313987	55.5198280796421	15.836138553524357	False
