file	url
42255_2022_582_MOESM6_ESM.xlsx	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs42255-022-00582-0/MediaObjects/42255_2022_582_MOESM6_ESM.xlsx
42255_2022_582_MOESM11_ESM.xlsx	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs42255-022-00582-0/MediaObjects/42255_2022_582_MOESM11_ESM.xlsx
42255_2022_582_MOESM14_ESM.xlsx	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs42255-022-00582-0/MediaObjects/42255_2022_582_MOESM14_ESM.xlsx
42255_2022_582_MOESM28_ESM.xlsx	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs42255-022-00582-0/MediaObjects/42255_2022_582_MOESM28_ESM.xlsx
article.html	https://www.nature.com/articles/s42255-022-00582-0
GSE220931_ENA_metadata.tsv	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA912101&result=read_run&fields=run_accession,experiment_accession,sample_accession,sample_alias,sample_title,experiment_title&format=tsv
