figure_id	title	format	source_commit	sources	source_run	relation_keys	filter	transform	data_tsv	caption	configured_analysis_families
appendix_heat_GSE278688_9	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_9.tsv	figures/appendix_heat_GSE278688_9_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_10	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_10.tsv	figures/appendix_heat_GSE278688_10_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_11	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_11.tsv	figures/appendix_heat_GSE278688_11_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_12	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_12.tsv	figures/appendix_heat_GSE278688_12_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_13	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_13.tsv	figures/appendix_heat_GSE278688_13_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_14	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_14.tsv	figures/appendix_heat_GSE278688_14_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_15	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_15.tsv	figures/appendix_heat_GSE278688_15_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_16	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_16.tsv	figures/appendix_heat_GSE278688_16_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_17	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_17.tsv	figures/appendix_heat_GSE278688_17_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_18	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_18.tsv	figures/appendix_heat_GSE278688_18_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_19	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_19.tsv	figures/appendix_heat_GSE278688_19_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_20	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_20.tsv	figures/appendix_heat_GSE278688_20_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_21	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_21.tsv	figures/appendix_heat_GSE278688_21_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_22	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_22.tsv	figures/appendix_heat_GSE278688_22_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_23	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_23.tsv	figures/appendix_heat_GSE278688_23_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_24	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_24.tsv	figures/appendix_heat_GSE278688_24_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_25	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_25.tsv	figures/appendix_heat_GSE278688_25_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_26	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_26.tsv	figures/appendix_heat_GSE278688_26_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE278688_27	全候选来源热图 / GSE278688	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE278688_27.tsv	figures/appendix_heat_GSE278688_27_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
10_source_GSE242230	单细胞来源 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	原统计值；仅布局与选择	figure_data/10_source_GSE242230.tsv	figures/10_source_GSE242230_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_1	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_1.tsv	figures/appendix_heat_GSE242230_1_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_2	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_2.tsv	figures/appendix_heat_GSE242230_2_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_3	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_3.tsv	figures/appendix_heat_GSE242230_3_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_4	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_4.tsv	figures/appendix_heat_GSE242230_4_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_5	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_5.tsv	figures/appendix_heat_GSE242230_5_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_6	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_6.tsv	figures/appendix_heat_GSE242230_6_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_7	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_7.tsv	figures/appendix_heat_GSE242230_7_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_8	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_8.tsv	figures/appendix_heat_GSE242230_8_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_9	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_9.tsv	figures/appendix_heat_GSE242230_9_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_10	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_10.tsv	figures/appendix_heat_GSE242230_10_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_11	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_11.tsv	figures/appendix_heat_GSE242230_11_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_12	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_12.tsv	figures/appendix_heat_GSE242230_12_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
appendix_heat_GSE242230_13	全候选来源热图 / GSE242230	PNG;PDF;SVG	2971100b37e40d66a88cf89102c0fd3a56b7bcee	results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE263733.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE278688.tsv;results/PDAC/06_EXTERNAL/20260922T131800Z_author_identity_v4/sc_celltype_profiles_GSE242230.tsv	20260922T131800Z_author_identity_v4		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_GSE242230_13.tsv	figures/appendix_heat_GSE242230_13_caption_CN.md	"{""metabolite_primary"": ""primary"", ""metabolite_sensitivity"": ""both_preimputation_available"", ""association_primary"": ""primary"", ""association_sensitivity"": ""availability""}"
