gene	n_shared_celltypes	interpretation	ER+_status	ER+_reason	ER+_top	ER+_second	ER+_effect	ER+_gap	ER+_n	ER+_detection	ER+_top_cn	ER+_shared_top	ER+_shared_status	HER2+_status	HER2+_reason	HER2+_top	HER2+_second	HER2+_effect	HER2+_gap	HER2+_n	HER2+_detection	HER2+_top_cn	HER2+_shared_top	HER2+_shared_status	TNBC_status	TNBC_reason	TNBC_top	TNBC_second	TNBC_effect	TNBC_gap	TNBC_n	TNBC_detection	TNBC_top_cn	TNBC_shared_top	TNBC_shared_status	same_top_all3	same_top_shared3	status	pattern	equal_subtype_top	omit_ER+_top	omit_HER2+_top	omit_TNBC_top	omit_one_equal_subtype_top_changes
AASS	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Nonmalignant_epithelial	0.0699294979108231	0.012830401337293906	9	0.0675999318670656	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Perivascular	0.1113180067245667	0.0330976655964621	5	0.1423986285734295	成纤维细胞	Fibroblasts	DONE	DONE		Nonmalignant_epithelial	Fibroblasts	0.0682809101012656	0.0015920425659083914	4	0.0916432963914042	非恶性上皮	Fibroblasts	DONE	False	True	DONE	SAME_TOP	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	False
