cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	feature_id	n_pairs_total	chemical_key_collision	n_both_available	mask_semantics	n_pairs_used	n_nonzero	n_up	n_down	n_equal	up_fraction	down_fraction	mean_delta	median_delta	rank_biserial	seed	zero_method	tie_method	continuity_correction	B	bootstrap_valid	ci_estimand	ci_method	p_method	family_n_planned	evidence_label	majority_direction_fraction	direction_discordant
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C01233	glycerophosphoethanolamine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.5893188154457175	0.22306256879147304	0.9874157413774761	0.009264071518877348	0.08968442482107816	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:554d1b3f35b2854b	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	28	15	0	0.6511627906976745	0.3488372093023256	0.5893188154457175	0.6354954212629637	0.45665961945031713	3293256652	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6511627906976745	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00489	glutarate (C5-DC)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.4950966931776734	0.16258813484326318	0.8548624260134604	0.013321881749604006	0.1092999843547056	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:cc423ecf78b53100	43	False	34	finite author data values; unchanged observed values verified against data_imputed	43	41	28	13	2	0.6511627906976745	0.3023255813953488	0.4950966931776734	0.3000051952229413	0.4448315911730546	1841612952	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6511627906976745	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00147	adenine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.3537671989857178	0.07693942551782937	0.6325584069795736	0.018242781555282875	0.14012008811610888	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:ed8fb7b3c625e273	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	28	15	0	0.6511627906976745	0.3488372093023256	0.3537671989857178	0.47916447235614035	0.4143763213530655	3794985616	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6511627906976745	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C16526	eicosenoate (20:1)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.48373118189593056	0.1356835991019204	0.8430088292231234	0.02010254796651691	0.1511879128315126	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:41912493dc2c3f53	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	28	15	0	0.6511627906976745	0.3488372093023256	0.48373118189593056	0.437633734341192	0.4080338266384778	1726017333	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6511627906976745	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00183	valine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.15467784718827574	-0.27262995933315315	-0.03344820042450806	0.025891938667154245	0.18327431095769964	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:8dcedd5e178723a5	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	15	28	0	0.3488372093023256	0.6511627906976745	-0.15467784718827574	-0.0925731745025109	-0.39112050739957716	3829055580	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6511627906976745	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	HMDB:HMDB00613	erythronate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.26197894803882754	-0.5006135190030594	-0.027689949368538053	0.029292399146422777	0.2033568479203581	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:89e3df6021abe89b	43	False	42	finite author data values; unchanged observed values verified against data_imputed	43	43	15	28	0	0.3488372093023256	0.6511627906976745	-0.26197894803882754	-0.2482332613328338	-0.38266384778012685	565571411	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6511627906976745	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C16525	dihomo-linoleate (20:2n6)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.44242266555213916	0.10932854412289175	0.7910367882952865	0.03307027243577935	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:5faef37f2dc7ef87	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	28	15	0	0.6511627906976745	0.3488372093023256	0.44242266555213916	0.42886534953614297	0.37420718816067655	1584513756	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6511627906976745	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00624	N-acetylglutamate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.6294428791188481	-0.9591782284402747	-0.2946489647922627	0.0008912306697350685	0.04021678397179497	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:37685f179fb7179c	43	False	33	finite author data values; unchanged observed values verified against data_imputed	43	36	9	27	7	0.20930232558139536	0.627906976744186	-0.6294428791188481	-0.6155605675258761	-0.6366366366366366	4195714521	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	FDR_SUPPORTED	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	HMDB:HMDB61112	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.5535998449837398	-0.8533985765610509	-0.24852775687711315	0.001916741760578315	0.05054	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:c021d27ab9e29df6	43	False	31	finite author data values; unchanged observed values verified against data_imputed	43	36	9	27	7	0.20930232558139536	0.627906976744186	-0.5535998449837398	-0.36738228922055405	-0.5945945945945946	1466421232	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C02979	glycerol 2-phosphate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.42485516378384364	0.1374560919742619	0.7378283192595136	0.006471129502493046	0.08652139816296259	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:2ad3e020ca34558d	43	False	41	finite author data values; unchanged observed values verified against data_imputed	43	43	27	16	0	0.627906976744186	0.37209302325581395	0.42485516378384364	0.315841586078463	0.47780126849894294	984569949	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00712	oleate (18:1n9)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.42647187471475195	0.15836464585143534	0.7238778415319308	0.009937332390147165	0.08968442482107816	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:bd5a75b37eeffcbb	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	27	16	0	0.627906976744186	0.37209302325581395	0.42647187471475195	0.2662872187980169	0.452431289640592	1747683150	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00037	glycine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.19562630970395636	0.029871491253527793	0.3583803357300885	0.03208869133041178	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:c9720c72406a9789	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	27	16	0	0.627906976744186	0.37209302325581395	0.19562630970395636	0.14599116324458322	0.3763213530655391	4102967010	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	HMDB:HMDB00736	isobutyrylcarnitine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.3600550480169895	-0.6296436217774904	-0.08572916274713424	0.03307027243577935	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:b4eb789aced05f18	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	16	27	0	0.37209302325581395	0.627906976744186	-0.3600550480169895	-0.221291962881141	-0.37420718816067655	3292328606	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00051	glutathione, reduced (GSH)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.6594292434620325	-1.2595471076114464	-0.07042279133378115	0.0340774415545348	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:f1cfefc7a1a449f0	43	False	42	finite author data values; unchanged observed values verified against data_imputed	43	43	16	27	0	0.37209302325581395	0.627906976744186	-0.6594292434620325	-0.435772099555214	-0.37209302325581395	1634985117	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00137	myo-inositol	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.21048829257312435	-0.41181982068468376	-0.014495712553419275	0.03511071505405291	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:69e28adb52547c66	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	16	27	0	0.37209302325581395	0.627906976744186	-0.21048829257312435	-0.252818681818609	-0.3699788583509514	1178656231	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.627906976744186	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	HMDB:HMDB11517	1-arachidonoyl-GPE (20:4n6)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.42796241003939717	-0.7168021562855093	-0.13707404644254317	0.006960004880773767	0.08684061902975602	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:32014f30fef6856d	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	17	26	0	0.3953488372093023	0.6046511627906976	-0.42796241003939717	-0.2381779776383024	-0.47357293868921774	1989960506	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6046511627906976	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00212	adenosine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.4769561765919917	-0.8512956304229156	-0.0858215847093897	0.009937332390147165	0.08968442482107816	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:68613d5bad3e3099	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	17	26	0	0.3953488372093023	0.6046511627906976	-0.4769561765919917	-0.49398893746518	-0.452431289640592	612206896	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6046511627906976	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C01620	threonate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.48219284034765697	-0.8977932361495563	-0.07355736009897164	0.01117246299699935	0.09837217419309184	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:85e4a9e4f843da84	43	False	34	finite author data values; unchanged observed values verified against data_imputed	43	36	10	26	7	0.23255813953488372	0.6046511627906976	-0.48219284034765697	-0.1446050825054338	-0.4864864864864865	180795796	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6046511627906976	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C02052	maltotetraose	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.8172703796477635	-1.3794338330880467	-0.2478385900143467	0.01273959057094447	0.10695330688630125	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:79d671bf41698d7e	43	False	26	finite author data values; unchanged observed values verified against data_imputed	43	39	13	26	4	0.3023255813953488	0.6046511627906976	-0.8172703796477635	-0.709495957566214	-0.45897435897435895	1181931799	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6046511627906976	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C02990	palmitoylcarnitine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.5489953654710671	0.06905446124387937	1.0394343156551626	0.03199336745930366	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:72bddc93c4d0279e	43	False	36	finite author data values; unchanged observed values verified against data_imputed	43	36	26	10	7	0.6046511627906976	0.23255813953488372	0.5489953654710671	0.41802925898810295	0.4114114114114114	3115315409	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6046511627906976	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00301	adenosine 5'diphosphoribose	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.8860447228724904	-1.60206782525944	-0.14648787753194525	0.0356747318709375	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:6c329836b48df383	43	False	32	finite author data values; unchanged observed values verified against data_imputed	43	42	16	26	1	0.37209302325581395	0.6046511627906976	-0.8860447228724904	-0.4157994060166109	-0.37320044296788485	2341980983	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.6046511627906976	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C01074	N-acetylgalactosamine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.6704097599626969	0.3014839565975277	1.046147233645889	0.0018174384280175246	0.05054	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:8ca6dcc269660d3c	43	False	27	finite author data values; unchanged observed values verified against data_imputed	43	36	25	11	7	0.5813953488372093	0.2558139534883721	0.6704097599626969	0.42761797307446814	0.5975975975975976	3957336247	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.5813953488372093	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C01762	xanthosine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.5742025700751665	0.24187973135583873	0.9075948153015987	0.003860869514576829	0.06637018546486835	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:5f435300ab9248a6	43	False	18	finite author data values; unchanged observed values verified against data_imputed	43	34	25	9	9	0.5813953488372093	0.20930232558139536	0.5742025700751665	0.45812693513517605	0.5697478991596638	2357959916	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.5813953488372093	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C12270	N-acetyl-aspartyl-glutamate (NAAG)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.3666058691736735	-0.663635797960725	-0.061784920425050655	0.024407113690675403	0.1762193608466764	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:21705b2bca753164	43	False	32	finite author data values; unchanged observed values verified against data_imputed	43	42	17	25	1	0.3953488372093023	0.5813953488372093	-0.3666058691736735	-0.42199451206096505	-0.3997785160575858	465091588	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.5813953488372093	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00366	urate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.5969696986299499	-1.083357177705854	-0.18321823683856028	0.03511071505405291	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:83547f7bc34d1bfb	43	False	43	finite author data values; unchanged observed values verified against data_imputed	43	43	18	25	0	0.4186046511627907	0.5813953488372093	-0.5969696986299499	-0.334569995839795	-0.3699788583509514	3392198974	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.5813953488372093	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	HMDB:HMDB61694	1-oleoyl-GPS (18:1)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.533886381667935	0.08448381865512958	0.9949246476135549	0.041540214509424	0.22382115578958306	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:4573a96b642175bd	43	False	38	finite author data values; unchanged observed values verified against data_imputed	43	42	25	17	1	0.5813953488372093	0.3953488372093023	0.533886381667935	0.20907731121971662	0.36212624584717606	644831253	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.5813953488372093	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00296	quinate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.6550061702707377	-1.19265282651072	-0.11408969528978032	0.007926462189664413	0.08968442482107816	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:34169bd370507591	43	False	27	finite author data values; unchanged observed values verified against data_imputed	43	37	13	24	6	0.3023255813953488	0.5581395348837209	-0.6550061702707377	-0.6310284443704121	-0.5021337126600285	3539141451	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.5581395348837209	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	NAME:Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate	Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.7518561526340027	-1.2253063443480405	-0.2749193879157156	0.00297	0.05814	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:29e526325f2a9342	43	False	22	finite author data values; unchanged observed values verified against data_imputed	43	28	6	22	15	0.13953488372093023	0.5116279069767442	-0.7518561526340027	-0.115063965060821	-0.6206896551724138	1207788423	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	361.0	NOMINAL_EXPLORATORY	0.5116279069767442	False
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00523	androsterone sulfate	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.3270438305729807	-0.6124592367943268	-0.037134703615380155	0.031251364371753104	0.20442187627632438	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:7e5c692f9b6667f8	43	False	30	finite author data values; unchanged observed values verified against data_imputed	43	35	14	21	8	0.32558139534883723	0.4883720930232558	-0.3270438305729807	0.0	-0.41904761904761906	1589251990	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.4883720930232558	True
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C04555	dehydroisoandrosterone sulfate (DHEA-S)	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.4570269146680073	-0.8492727088530656	-0.05664548148446273	0.0382031709710265	0.2097628787878788	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:8767ea5440390982	43	False	21	finite author data values; unchanged observed values verified against data_imputed	43	33	12	21	10	0.27906976744186046	0.4883720930232558	-0.4570269146680073	0.0	-0.41532976827094475	2379208154	wilcox	average_ranks	True	0	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	normal_tie_corrected_continuity_corrected	361.0	NOMINAL_EXPLORATORY	0.4883720930232558	True
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	NAME:glutamine-isoleucine	glutamine-isoleucine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	-0.36839852776574	-0.6097701862203759	-0.12087436783864942	0.00306	0.05814	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:94939530fd93ab7a	43	False	21	finite author data values; unchanged observed values verified against data_imputed	43	23	4	19	20	0.09302325581395349	0.4418604651162791	-0.36839852776574	0.0	-0.6884057971014492	789288780	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	361.0	NOMINAL_EXPLORATORY	0.4418604651162791	True
PRAD	CAMP_PRAD	04_ROBUSTNESS	20260922T142000Z_discovery_v1	prad_discovery_v1	METAB_PAIRED_PRIMARY	KEGG:C00491	cystine	NA	author_case	43	43	mean_paired_difference_author_log2_scale	0.882334254171514	0.30540132881237336	1.514220717594689	0.01164	0.10004857142857142	METAB_PAIRED_PRIMARY	361.0	DONE	NA	CAMP_v0.3.4_PRAD	PRAD_FEATURE:5915046179dc9108	43	False	8	finite author data values; unchanged observed values verified against data_imputed	43	26	19	7	17	0.4418604651162791	0.16279069767441862	0.882334254171514	0.0	0.5555555555555556	81284527	wilcox	average_ranks	False	99999	4000	mean_paired_tumor_minus_normal	4000_whole_case_percentile_bootstrap_pointwise	Monte_Carlo_sign_flip_plus1	361.0	NOMINAL_EXPLORATORY	0.4418604651162791	True
