key	field	review_value	pinned_value	status
PMM2	Pal_runner	Plasma_cells	Plasma_cells	DONE
PMM2	Pal_paired_n	17	17	DONE
PMM2	Pal_paired_positive_fraction	0.7647058823529411	0.7647058823529411	DONE
PMM2	two_source_stable_rule	False	False	DONE
MDH2	Wu_top	Malignant_epithelial	Malignant_epithelial	DONE
MDH2	Wu_bootstrap_top_frequency	1.0	1.0	DONE
MDH2	Wu_runner	Nonmalignant_epithelial	Nonmalignant_epithelial	DONE
MDH2	Wu_paired_n	8	8	DONE
MDH2	Wu_paired_positive_fraction	0.875	0.875	DONE
MDH2	Pal_top	Malignant_epithelial	Malignant_epithelial	DONE
MDH2	Pal_bootstrap_top_frequency	1.0	1.0	DONE
MDH2	Pal_runner	Perivascular	Perivascular	DONE
MDH2	Pal_paired_n	15	15	DONE
MDH2	Pal_paired_positive_fraction	1.0	1.0	DONE
MDH2	two_source_stable_rule	True	True	DONE
PYCR1	Wu_top	Malignant_epithelial	Malignant_epithelial	DONE
PYCR1	Wu_bootstrap_top_frequency	1.0	1.0	DONE
PYCR1	Wu_runner	Fibroblasts	Fibroblasts	DONE
PYCR1	Wu_paired_n	17	17	DONE
PYCR1	Wu_paired_positive_fraction	0.9411764705882352	0.9411764705882352	DONE
PYCR1	Pal_top	Malignant_epithelial	Malignant_epithelial	DONE
PYCR1	Pal_bootstrap_top_frequency	1.0	1.0	DONE
PYCR1	Pal_runner	Fibroblasts	Fibroblasts	DONE
PYCR1	Pal_paired_n	30	30	DONE
PYCR1	Pal_paired_positive_fraction	0.8	0.8	DONE
PYCR1	two_source_stable_rule	True	True	DONE
NAMPT	Wu_top	Myeloid	Myeloid	DONE
NAMPT	Wu_bootstrap_top_frequency	1.0	1.0	DONE
NAMPT	Wu_runner	Nonmalignant_epithelial	Nonmalignant_epithelial	DONE
NAMPT	Wu_paired_n	10	10	DONE
NAMPT	Wu_paired_positive_fraction	0.8	0.8	DONE
NAMPT	Pal_top	Myeloid	Myeloid	DONE
NAMPT	Pal_bootstrap_top_frequency	1.0	1.0	DONE
NAMPT	Pal_runner	Endothelial	Endothelial	DONE
NAMPT	Pal_paired_n	23	23	DONE
NAMPT	Pal_paired_positive_fraction	0.9130434782608696	0.9130434782608696	DONE
NAMPT	two_source_stable_rule	True	True	DONE
BCAT1	Wu_top	Myeloid	Myeloid	DONE
BCAT1	Wu_bootstrap_top_frequency	1.0	1.0	DONE
BCAT1	Wu_runner	Fibroblasts	Fibroblasts	DONE
BCAT1	Wu_paired_n	23	23	DONE
BCAT1	Wu_paired_positive_fraction	0.8695652173913043	0.8695652173913043	DONE
BCAT1	Pal_top	Myeloid	Myeloid	DONE
BCAT1	Pal_bootstrap_top_frequency	1.0	1.0	DONE
BCAT1	Pal_runner	Fibroblasts	Fibroblasts	DONE
BCAT1	Pal_paired_n	30	30	DONE
BCAT1	Pal_paired_positive_fraction	0.9	0.9	DONE
BCAT1	two_source_stable_rule	True	True	DONE
CDO1	Wu_top	Fibroblasts	Fibroblasts	DONE
CDO1	Wu_bootstrap_top_frequency	1.0	1.0	DONE
CDO1	Wu_runner	Nonmalignant_epithelial	Nonmalignant_epithelial	DONE
CDO1	Wu_paired_n	10	10	DONE
CDO1	Wu_paired_positive_fraction	1.0	1.0	DONE
CDO1	Pal_top	Fibroblasts	Fibroblasts	DONE
CDO1	Pal_bootstrap_top_frequency	1.0	1.0	DONE
CDO1	Pal_runner	Perivascular	Perivascular	DONE
CDO1	Pal_paired_n	15	15	DONE
CDO1	Pal_paired_positive_fraction	0.9333333333333332	0.9333333333333332	DONE
CDO1	two_source_stable_rule	True	True	DONE
SHMT2	Wu_top	Malignant_epithelial	Malignant_epithelial	DONE
SHMT2	Wu_bootstrap_top_frequency	0.995	0.995	DONE
SHMT2	Wu_runner	Fibroblasts	Fibroblasts	DONE
SHMT2	Wu_paired_n	17	17	DONE
SHMT2	Wu_paired_positive_fraction	0.8235294117647058	0.8235294117647058	DONE
SHMT2	Pal_top	Malignant_epithelial	Malignant_epithelial	DONE
SHMT2	Pal_bootstrap_top_frequency	0.915	0.915	DONE
SHMT2	Pal_runner	Perivascular	Perivascular	DONE
SHMT2	Pal_paired_n	15	15	DONE
SHMT2	Pal_paired_positive_fraction	0.8	0.8	DONE
SHMT2	two_source_stable_rule	True	True	DONE
SPHK1	Wu_top	Fibroblasts	Fibroblasts	DONE
SPHK1	Wu_bootstrap_top_frequency	0.999	0.999	DONE
SPHK1	Wu_runner	Endothelial	Endothelial	DONE
SPHK1	Wu_paired_n	21	21	DONE
SPHK1	Wu_paired_positive_fraction	0.8095238095238095	0.8095238095238095	DONE
SPHK1	Pal_top	Fibroblasts	Fibroblasts	DONE
SPHK1	Pal_bootstrap_top_frequency	1.0	1.0	DONE
SPHK1	Pal_runner	Endothelial	Endothelial	DONE
SPHK1	Pal_paired_n	23	23	DONE
SPHK1	Pal_paired_positive_fraction	0.8260869565217391	0.8260869565217391	DONE
SPHK1	two_source_stable_rule	True	True	DONE
SLC7A11	Wu_top	Malignant_epithelial	Malignant_epithelial	DONE
SLC7A11	Wu_bootstrap_top_frequency	0.555	0.555	DONE
SLC7A11	Wu_runner	Myeloid	Myeloid	DONE
SLC7A11	Wu_paired_n	20	20	DONE
SLC7A11	Wu_paired_positive_fraction	0.35	0.35	DONE
SLC7A11	Pal_top	Endothelial	Endothelial	DONE
SLC7A11	Pal_bootstrap_top_frequency	0.938	0.938	DONE
SLC7A11	Pal_runner	Malignant_epithelial	Malignant_epithelial	DONE
SLC7A11	Pal_paired_n	23	23	DONE
SLC7A11	Pal_paired_positive_fraction	0.5652173913043478	0.5652173913043478	DONE
SLC7A11	two_source_stable_rule	False	False	DONE
AFMID	Wu_top	Malignant_epithelial	Malignant_epithelial	DONE
AFMID	Wu_bootstrap_top_frequency	0.826	0.826	DONE
AFMID	Wu_runner	Nonmalignant_epithelial	Nonmalignant_epithelial	DONE
AFMID	Wu_paired_n	8	8	DONE
AFMID	Wu_paired_positive_fraction	0.375	0.375	DONE
AFMID	Pal_top	Malignant_epithelial	Malignant_epithelial	DONE
AFMID	Pal_bootstrap_top_frequency	1.0	1.0	DONE
AFMID	Pal_runner	Myeloid	Myeloid	DONE
AFMID	Pal_paired_n	30	30	DONE
AFMID	Pal_paired_positive_fraction	1.0	1.0	DONE
AFMID	two_source_stable_rule	True	True	DONE
BBOX1	Wu_top	Nonmalignant_epithelial	Nonmalignant_epithelial	DONE
BBOX1	Wu_bootstrap_top_frequency	0.999	0.999	DONE
BBOX1	Wu_runner	Malignant_epithelial	Malignant_epithelial	DONE
BBOX1	Wu_paired_n	8	8	DONE
BBOX1	Wu_paired_positive_fraction	1.0	1.0	DONE
BBOX1	Pal_top	Malignant_epithelial	Malignant_epithelial	DONE
BBOX1	Pal_bootstrap_top_frequency	1.0	1.0	DONE
BBOX1	Pal_runner	Plasma_cells	Plasma_cells	DONE
BBOX1	Pal_paired_n	17	17	DONE
BBOX1	Pal_paired_positive_fraction	0.9411764705882352	0.9411764705882352	DONE
BBOX1	two_source_stable_rule	False	False	DONE
SORD	Wu_top	Malignant_epithelial	Malignant_epithelial	DONE
SORD	Wu_bootstrap_top_frequency	0.963	0.963	DONE
SORD	Wu_runner	Nonmalignant_epithelial	Nonmalignant_epithelial	DONE
SORD	Wu_paired_n	8	8	DONE
SORD	Wu_paired_positive_fraction	0.875	0.875	DONE
SORD	Pal_top	Malignant_epithelial	Malignant_epithelial	DONE
SORD	Pal_bootstrap_top_frequency	0.97	0.97	DONE
SORD	Pal_runner	Mast_cells	Mast_cells	DONE
SORD	Pal_paired_n	12	12	DONE
SORD	Pal_paired_positive_fraction	0.9166666666666666	0.9166666666666666	DONE
SORD	two_source_stable_rule	True	True	DONE
