cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	enrichment	technology	annotation_level	cell_type	n_tumor	n_normal	n_paired_covered	n_paired_ge20	n_tumor_only	n_normal_only	n_pairs_excluded_cell_coverage	tier	gene_available	ci_method	ci_coverage	n_positive	n_negative	n_zero	n_informative	paired_tumor_CPM_median	paired_normal_CPM_median	median_detection_difference
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	10	10	median_paired_CPM_difference_T_minus_N	1.3501986962647017	-3.687012847046814	7.992249379970327	0.75390625	1.0	Lee2020_GSE132465_primary_lineage	170	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	B cells	23	10	10	10	13	0	0	primary	True	order_statistic_median_95pct_or_higher	0.978515625	6	4	0	10	10.796988538076057	8.287372967636866	0.0022848064870265236
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	8	10	median_paired_CPM_difference_T_minus_N	15.525397966305363	-3.9645486037433244	61.27785132036373	0.2890625	0.578125	Lee2020_GSE132465_primary_lineage	170	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Epithelial cells	23	10	10	8	13	0	2	primary	True	order_statistic_median_95pct_or_higher	0.9921875	6	2	0	8	34.674310164287306	20.967967740904314	0.2815601907882327
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	0	2	median_paired_CPM_difference_T_minus_N	NA	NA	NA	NA	NA	Lee2020_GSE132465_primary_lineage	170	NOT_EVALUABLE	FEWER_THAN_6_PAIRED_PATIENTS_GE20; no test	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Mast cells	2	10	2	0	0	8	2	primary	True	order_statistic_median_95pct_or_higher	NA	NA	NA	NA	NA	NA	NA	NA
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	9	10	median_paired_CPM_difference_T_minus_N	9.278646302827614	-8.253579703329851	16.67736940440256	0.1796875	0.4127956081081081	Lee2020_GSE132465_primary_lineage	170	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Myeloids	23	10	10	9	13	0	1	primary	True	order_statistic_median_95pct_or_higher	0.9609375	7	2	0	9	28.995815994363937	18.15536911000111	0.076280834914611
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	9	10	median_paired_CPM_difference_T_minus_N	4.705678896699645	-7.1972632137992285	11.661251256292399	0.5078125	0.8144162735849056	Lee2020_GSE132465_primary_lineage	170	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	Stromal cells	23	10	10	9	13	0	1	primary	True	order_statistic_median_95pct_or_higher	0.9609375	6	3	0	9	35.349339851078284	33.391815387783325	0.08519160742153634
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	10	10	median_paired_CPM_difference_T_minus_N	2.061681754847008	-4.723386562624185	7.2307739693732955	0.75390625	1.0	Lee2020_GSE132465_primary_lineage	170	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	lineage	T cells	23	10	10	10	13	0	0	primary	True	order_statistic_median_95pct_or_higher	0.978515625	6	4	0	10	56.881204731400345	53.0889447582591	-0.02964288689328875
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	9	10	median_paired_CPM_difference_T_minus_N	4.924710578817006	-2.404765346565913	14.573087880340811	0.5078125	1.0	Lee2020_GSE132465_secondary_other_strata	102	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD19+CD20+ B	23	10	10	9	13	0	1	secondary	True	order_statistic_median_95pct_or_higher	0.9609375	6	3	0	9	28.23295576460491	24.548498559275895	0.005318851128156318
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	9	10	median_paired_CPM_difference_T_minus_N	3.3928358844974866	-12.985612937564774	21.24385920202603	0.5078125	1.0	Lee2020_GSE132465_secondary_other_strata	102	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD4+ T cells	23	10	10	9	13	0	1	secondary	True	order_statistic_median_95pct_or_higher	0.9609375	6	3	0	9	44.97616263380409	41.5833267493066	-0.015511090429657204
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	10	10	median_paired_CPM_difference_T_minus_N	3.377657160193504	-20.714417522012134	17.79183059857062	0.75390625	1.0	Lee2020_GSE132465_secondary_other_strata	102	DONE	PAIRED_DIRECTION_TEST; not metabolite validation	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CD8+ T cells	23	10	10	10	13	0	0	secondary	True	order_statistic_median_95pct_or_higher	0.978515625	6	4	0	10	63.026636879863545	59.516223097034654	-0.020555675533238713
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T091100Z_cell_paired35_v1	COAD_cell_paired35_v1	paired_T_minus_N_within_cell_type	NA	NA	ADSS2	paired_patient	0	0	median_paired_CPM_difference_T_minus_N	NA	NA	NA	NA	NA	Lee2020_GSE132465_secondary_other_strata	102	NOT_EVALUABLE	FEWER_THAN_6_PAIRED_PATIENTS_GE20; no test	Lee2020_GSE132465	Lee2020_GSE132465	NO_CD45_REPORTED_FICOLL_PURIFIED	10x_3prime_v2	subtype	CMS1	21	0	0	0	21	0	0	secondary	True	order_statistic_median_95pct_or_higher	NA	NA	NA	NA	NA	NA	NA	NA
