cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	partition	celltype	n_source_labels_total	n_source_labels_eligible	n_cells_total	n_cells_eligible	mean_detection_fraction	median_donor_mean	q25	q75	annotation_origin	normalization	bootstrap_first_frequency
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AADAT	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0235933746715798	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Acinar	8	4	294	281	0.0401449296355052	0.0252247036495941	0.0176893301919702	0.0311287481292037	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.236
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AADAT	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.0001272886810694	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	B/Plasma	21	17	2440	2401	0.0004821600771456	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AADAT	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0152105584839784	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Endothelial	13	4	494	440	0.0161097608912409	0.0088148215731376	0.0051837565872135	0.0188416234699025	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.044
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AADAT	author_source_label	18	21	equal_donor_mean_cellwise_log1p10k	0.0099359442133357	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Ductal (unresolved)	21	18	8598	8585	0.0433356310965976	0.008688029988279	0.0067505212620885	0.0118060607128153	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AADAT	author_source_label	11	21	equal_donor_mean_cellwise_log1p10k	0.0285171990358739	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Fibroblast/CAF	20	11	1151	1084	0.0839968606068198	0.0247610238183379	0.0201620864701318	0.0302167917112566	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.72
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AADAT	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.0001617764302565	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	Myeloid	21	20	9381	9363	0.0002346301546854	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AADAT	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.0018111042707124	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8N5Z0	primary_tumor	T/NK	21	20	23790	23783	0.0035218879208819	3.400050381263648e-05	0.0	0.0005111993108554	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AASS	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0379967318921238	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q9UDR5	primary_tumor	Acinar	8	4	294	281	0.0880306936859944	0.0217456473695012	0.0026551055478502	0.0570872737137748	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.068
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AASS	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.0127372697415613	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q9UDR5	primary_tumor	B/Plasma	21	17	2440	2401	0.0131347197213176	0.0068460513867085	0.0	0.0145405050018159	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	AASS	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0836605570797894	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q9UDR5	primary_tumor	Endothelial	13	4	494	440	0.1368913224804418	0.0975338489853079	0.0562216956617994	0.124972710403298	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.586
