gene	stable_gene_id	in_current_pool	history_only	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_background
COMT	UniProtKB:P21964	True	False	0.2248385883221099	0.0985117673083247	0.1967681513324342	11	NOT_SUPPORTED_THIS_TEST
COQ3	UniProtKB:Q9NZJ6	True	False	0.1027800884051427	0.2706771141815004	0.3756025123754528	11	NOT_SUPPORTED_THIS_TEST
COQ5	UniProtKB:Q5HYK3	False	True	0.1083628691759643	0.0795824281760887	0.17598382313166	11	NOT_SUPPORTED_THIS_TEST
COQ7	UniProtKB:Q99807	False	True	0.0923403057597881	0.3132067483774897	0.4391035786076571	11	NOT_SUPPORTED_THIS_TEST
CRAT	UniProtKB:P43155	False	True	-0.5958693417934963	0.0140188106573747	0.0702742022750811	11	NOMINAL_EXPLORATORY
CRYL1	UniProtKB:Q9Y2S2	False	True	-0.2885457607936192	0.1180561813166986	0.2260986686824272	11	NOT_SUPPORTED_THIS_TEST
CRYM	UniProtKB:Q14894	False	True	-0.1834553249791417	0.0365679944055594	0.1170721611939178	11	NOMINAL_EXPLORATORY
CS	UniProtKB:O75390	False	True	-0.0346527948145334	0.8190442004914532	0.887297883865741	11	NOT_SUPPORTED_THIS_TEST
CSAD	UniProtKB:Q9Y600	False	True	0.0881825042141811	0.5748331455728428	0.6831119652375334	11	NOT_SUPPORTED_THIS_TEST
CSKMT	UniProtKB:A8MUP2	False	True	NA	NA	NA	0	NOT_EVALUABLE
CTH	UniProtKB:P32929	True	False	-0.8147027413394645	0.0139382386021382	0.0644720412952697	11	NOMINAL_EXPLORATORY
CTPS1	UniProtKB:P17812	False	True	0.4886398527639617	0.0609247144699812	0.1528462134948653	11	NOT_SUPPORTED_THIS_TEST
CTPS2	UniProtKB:Q9NRF8	False	True	-0.0275733351821055	0.8311228506807679	0.8958585501056519	11	NOT_SUPPORTED_THIS_TEST
CYB5R3	UniProtKB:P00387	False	True	0.2808473258623208	0.2010870552640175	0.3230949314916236	11	NOT_SUPPORTED_THIS_TEST
CYP2E1	UniProtKB:P05181	True	False	-0.3139782505859417	0.0154804154126659	0.0682796894094371	11	NOMINAL_EXPLORATORY
CYP4A11	UniProtKB:Q02928	True	False	0.0730052189781299	0.6716236068380995	0.7307974929031303	11	NOT_SUPPORTED_THIS_TEST
CYP4B1	UniProtKB:P13584	False	True	-0.1620224822594609	0.1164565057840021	0.2240351613512867	11	NOT_SUPPORTED_THIS_TEST
CYP4F11	UniProtKB:Q9HBI6	True	False	0.1244513263203744	0.4951317087631748	0.5879689041562701	11	NOT_SUPPORTED_THIS_TEST
CYP4V2	UniProtKB:Q6ZWL3	True	False	-0.2733040565585692	0.1038997452266604	0.2020727328424025	11	NOT_SUPPORTED_THIS_TEST
CYP4Z1	UniProtKB:Q86W10	True	False	-0.0821301755511309	0.3303884493250508	0.4272562669282072	11	NOT_SUPPORTED_THIS_TEST
D2HGDH	UniProtKB:Q8N465	True	False	-0.4154818521520218	0.000740797345074	0.0318967003557723	11	FDR_SUPPORTED
DAGLA	UniProtKB:Q9Y4D2	True	False	-0.2725720269354245	0.0256967919685885	0.0961682972157784	11	NOMINAL_EXPLORATORY
DAGLB	UniProtKB:Q8NCG7	True	False	0.1554237514472628	0.2687654310479325	0.3750568444567193	11	NOT_SUPPORTED_THIS_TEST
DAO	UniProtKB:P14920	True	False	-0.2877778723798201	0.0928054610050087	0.1942622785443826	11	NOT_SUPPORTED_THIS_TEST
DCK	UniProtKB:P27707	True	False	0.6234311831417128	0.0031292412516368	0.0360085897666478	11	FDR_SUPPORTED
DCPH1	UniProtKB:Q9H993	True	False	0.52097443108783	0.021677309955277	0.0863596057895712	11	NOMINAL_EXPLORATORY
DCTD	UniProtKB:P32321	True	False	0.2351309415270789	0.21264132781666	0.3202585851872867	11	NOT_SUPPORTED_THIS_TEST
DCTPP1	UniProtKB:Q9H773	True	False	0.1175636266160781	0.3131901840317281	0.4181512186801991	11	NOT_SUPPORTED_THIS_TEST
DDHD2	UniProtKB:O94830	False	True	0.2613726642784902	0.1375846890401535	0.2491781834025601	11	NOT_SUPPORTED_THIS_TEST
DDO	UniProtKB:Q99489	True	False	-0.1646052531620335	0.1340403654373979	0.2365580307823621	11	NOT_SUPPORTED_THIS_TEST
DGAT1	UniProtKB:O75907	True	False	0.0484599731107636	0.517106301557235	0.6092347994889805	11	NOT_SUPPORTED_THIS_TEST
DGAT2	UniProtKB:Q96PD7	True	False	-0.3603787909531148	0.0388319111010524	0.1198935255244994	11	NOMINAL_EXPLORATORY
DGAT2L6	UniProtKB:Q6ZPD8	True	False	0.0163513378491327	0.8248672834861948	0.85967181021557	11	NOT_SUPPORTED_THIS_TEST
DGKA	UniProtKB:P23743	True	False	0.95867946098489	0.0013411712155762	0.0318967003557723	11	FDR_SUPPORTED
DGKB	UniProtKB:Q9Y6T7	False	True	-0.0820461307750118	0.3985229514587438	0.5260943359995516	11	NOT_SUPPORTED_THIS_TEST
DGUOK	UniProtKB:Q16854	True	False	0.461614795276847	0.0337729860494676	0.1097622046607699	11	NOMINAL_EXPLORATORY
DHRS9	UniProtKB:Q9BPW9	False	True	2.175787037902303	0.0038296199980085	0.0584311321184284	11	NOMINAL_EXPLORATORY
DHRSX	UniProtKB:Q8N5I4	False	True	NA	NA	NA	0	NOT_EVALUABLE
DIMT1	UniProtKB:Q9UNQ2	False	True	0.1422773731807519	0.3307142132874524	0.4554775569454132	11	NOT_SUPPORTED_THIS_TEST
DLD	UniProtKB:P09622	False	True	0.1713858989576419	0.1629672238166111	0.2841989390948219	11	NOT_SUPPORTED_THIS_TEST
DNMT1	UniProtKB:P26358	False	True	0.5270242731361928	0.0023562552821209	0.0548657216119157	11	NOMINAL_EXPLORATORY
DNMT3A	UniProtKB:Q9Y6K1	False	True	0.0569769433761619	0.6570527972906346	0.7509193889677779	11	NOT_SUPPORTED_THIS_TEST
DNMT3B	UniProtKB:Q9UBC3	False	True	-0.3895974893145837	0.0122393774960262	0.0702742022750811	11	NOMINAL_EXPLORATORY
DOT1L	UniProtKB:Q8TEK3	False	True	-0.1853766779270062	0.1646440357469537	0.2858343065157365	11	NOT_SUPPORTED_THIS_TEST
DPEP1	UniProtKB:P16444	False	True	-1.533122133223218	0.0037577951704728	0.0584311321184284	11	NOMINAL_EXPLORATORY
DPH5	UniProtKB:Q9H2P9	False	True	-0.1993503158645554	0.0336036888609669	0.1117518024911225	11	NOMINAL_EXPLORATORY
DPYD	UniProtKB:Q12882	False	True	0.8998610272580175	0.003069410999268	0.0548657216119157	11	NOMINAL_EXPLORATORY
DUOX1	UniProtKB:Q9NRD9	False	True	0.1837030821862236	0.1077443804900646	0.2170062874659048	11	NOT_SUPPORTED_THIS_TEST
DUOX2	UniProtKB:Q9NRD8	False	True	1.5584728035119644	0.0125467551791542	0.0702742022750811	11	NOMINAL_EXPLORATORY
DUS1L	UniProtKB:Q6P1R4	False	True	-0.2276097445105871	0.0225774611781442	0.0858084861984972	11	NOMINAL_EXPLORATORY
DXO	UniProtKB:O77932	False	True	-0.2141852363781773	0.0662519969358581	0.1624120382027607	11	NOT_SUPPORTED_THIS_TEST
EEF1AKMT1	UniProtKB:Q8WVE0	False	True	0.2032182825852582	0.073419816077148	0.1721153065415109	11	NOT_SUPPORTED_THIS_TEST
EEF1AKMT2	UniProtKB:Q5JPI9	False	True	0.3551630023654972	0.0784014434656414	0.1756109461535955	11	NOT_SUPPORTED_THIS_TEST
EEF1AKMT3	UniProtKB:Q96AZ1	False	True	-0.0679472334909726	0.5851043954596615	0.6933971979342398	11	NOT_SUPPORTED_THIS_TEST
EEF1AKMT4	UniProtKB:P0DPD7	False	True	NA	NA	NA	0	NOT_EVALUABLE
EEF2KMT	UniProtKB:Q96G04	False	True	-0.1012549279896171	0.3868290066155767	0.5185926369940075	11	NOT_SUPPORTED_THIS_TEST
EGLN1	UniProtKB:Q9GZT9	False	True	-0.0901807399150219	0.4341506016406103	0.5543172860232793	11	NOT_SUPPORTED_THIS_TEST
EGLN2	UniProtKB:Q96KS0	False	True	-0.2602854412118657	0.0186550832858994	0.0794021174124732	11	NOMINAL_EXPLORATORY
EGLN3	UniProtKB:Q9H6Z9	False	True	0.7516069568698566	0.027549390796445	0.0993167113586128	11	NOMINAL_EXPLORATORY
EHHADH	UniProtKB:Q08426	False	True	-0.0108953920962755	0.9363558036862216	0.9609967458884904	11	NOT_SUPPORTED_THIS_TEST
EHMT1	UniProtKB:Q9H9B1	False	True	0.1792635833790656	0.1589096148250268	0.2793943637702315	11	NOT_SUPPORTED_THIS_TEST
EHMT2	UniProtKB:Q96KQ7	False	True	0.1319328793506844	0.2224669191268755	0.3470483938379258	11	NOT_SUPPORTED_THIS_TEST
EMG1	UniProtKB:Q92979	False	True	0.4183677211064642	0.0003019237664443	0.0548657216119157	11	NOMINAL_EXPLORATORY
ENPP3	UniProtKB:O14638	False	True	0.0969981218023691	0.3110543181332788	0.4375157458333659	11	NOT_SUPPORTED_THIS_TEST
ENPP6	UniProtKB:Q6UWR7	True	False	-0.1196274496484927	0.2254774599440583	0.3315055512272763	11	NOT_SUPPORTED_THIS_TEST
EPHX1	UniProtKB:P07099	True	False	-0.7334842690237263	0.0014154616974251	0.0318967003557723	11	FDR_SUPPORTED
EPHX2	UniProtKB:P34913	False	True	-0.824665286214001	0.0022997239410616	0.0548657216119157	11	NOMINAL_EXPLORATORY
EPHX3	UniProtKB:Q9H6B9	False	True	-0.1763901972390327	0.1781748872913107	0.2997530456783229	11	NOT_SUPPORTED_THIS_TEST
ETFBKMT	UniProtKB:Q8IXQ9	False	True	-0.1763496411452926	0.174340250514975	0.2956204247862621	11	NOT_SUPPORTED_THIS_TEST
EZH1	UniProtKB:Q92800	False	True	0.3752913650208099	0.0357139435759984	0.116070316621995	11	NOMINAL_EXPLORATORY
EZH2	UniProtKB:Q15910	False	True	0.4973513077428335	0.0059724725311268	0.0584311321184284	11	NOMINAL_EXPLORATORY
FAAH	UniProtKB:O00519	True	False	-0.5059339734432702	0.0023293559752686	0.0319639403272975	11	FDR_SUPPORTED
FAHD1	UniProtKB:Q6P587	True	False	-0.0143129170955573	0.8977793778543741	0.9201307316598772	11	NOT_SUPPORTED_THIS_TEST
FBL	UniProtKB:P22087	False	True	-0.0224472925142199	0.90492003613426	0.9445515705634976	11	NOT_SUPPORTED_THIS_TEST
FBLL1	UniProtKB:A6NHQ2	False	True	-0.2833596448788709	0.0110356443657442	0.0702742022750811	11	NOMINAL_EXPLORATORY
FDFT1	UniProtKB:P37268	False	True	0.4076792839507793	0.0705734961292205	0.1682001657746422	11	NOT_SUPPORTED_THIS_TEST
FMO1	UniProtKB:Q01740	True	False	0.2183508745141773	0.0305748624978279	0.1058573216640263	11	NOMINAL_EXPLORATORY
FMO3	UniProtKB:P31513	True	False	-0.0032154067807799	0.9824653892101644	0.9864591509549212	11	NOT_SUPPORTED_THIS_TEST
FTO	UniProtKB:Q9C0B1	False	True	0.4954231186774681	0.0389807048432762	0.1215083389042385	11	NOMINAL_EXPLORATORY
FTSJ1	UniProtKB:Q9UET6	False	True	0.2275751132733934	0.0668457894626513	0.1629366118152126	11	NOT_SUPPORTED_THIS_TEST
FTSJ3	UniProtKB:Q8IY81	False	True	0.200580639362859	0.2409220663926702	0.3691270231516269	11	NOT_SUPPORTED_THIS_TEST
GAD1	UniProtKB:Q99259	True	False	-0.0317357764821064	0.5830996800571415	0.6637125390512164	11	NOT_SUPPORTED_THIS_TEST
GAD2	UniProtKB:Q05329	False	True	-0.1201815120618136	0.183663182769033	0.3048673228327858	11	NOT_SUPPORTED_THIS_TEST
GADL1	UniProtKB:Q6ZQY3	False	True	-0.1192533377948781	0.1376510670797646	0.2491781834025601	11	NOT_SUPPORTED_THIS_TEST
GAMT	UniProtKB:Q14353	False	True	-0.7585119651143363	0.0054724982873531	0.0584311321184284	11	NOMINAL_EXPLORATORY
GAPDH	UniProtKB:P04406	False	True	1.0813676576338696	0.0029850937734281	0.0548657216119157	11	NOMINAL_EXPLORATORY
GATM	UniProtKB:P50440	True	False	-2.131423944707886	0.0065689444706517	0.0477214495367936	11	FDR_SUPPORTED
GDPD1	UniProtKB:Q8N9F7	False	True	0.0262070133855854	0.8185882799546279	0.887297883865741	11	NOT_SUPPORTED_THIS_TEST
GDPD2	UniProtKB:Q9HCC8	False	True	-0.0728404122188863	0.4770802982208033	0.5847641369620704	11	NOT_SUPPORTED_THIS_TEST
GDPD3	UniProtKB:Q7L5L3	True	False	0.1938127481250273	0.1758943586185474	0.2794761790117282	11	NOT_SUPPORTED_THIS_TEST
GDPD5	UniProtKB:Q8WTR4	False	True	-0.4002845505066954	0.0134743737893828	0.0702742022750811	11	NOMINAL_EXPLORATORY
GFPT1	UniProtKB:Q06210	False	True	0.0736504751348992	0.6034767273896919	0.7073538689895569	11	NOT_SUPPORTED_THIS_TEST
GFPT2	UniProtKB:O94808	False	True	0.8571135415943555	0.0468423493163619	0.136784497432057	11	NOMINAL_EXPLORATORY
GGACT	UniProtKB:Q9BVM4	False	True	-0.4756428804002473	0.0267150357699713	0.0979551311565617	11	NOMINAL_EXPLORATORY
GGCT	UniProtKB:O75223	False	True	0.1834872959278253	0.1136390385668246	0.2226079796583003	11	NOT_SUPPORTED_THIS_TEST
GGT1	UniProtKB:P19440	False	True	-0.3351923080337909	0.0135866511725254	0.0702742022750811	11	NOMINAL_EXPLORATORY
GGT5	UniProtKB:P36269	False	True	0.4563092039255073	0.0019060280539314	0.0548657216119157	11	NOMINAL_EXPLORATORY
GK	UniProtKB:P32189	True	False	0.5917925155502474	0.1852241341679897	0.2911644060205038	11	NOT_SUPPORTED_THIS_TEST
GK2	UniProtKB:Q14410	False	True	0.0204976985816772	0.7728964632761679	0.8480117205766651	11	NOT_SUPPORTED_THIS_TEST
GK3	UniProtKB:Q14409	False	True	0.2070595203193618	0.1162244600249687	0.2240351613512867	11	NOT_SUPPORTED_THIS_TEST
GK5	UniProtKB:Q6ZS86	False	True	0.3692326238570482	0.0158951868200323	0.0733229585569233	11	NOMINAL_EXPLORATORY
GLS	UniProtKB:O94925	False	True	0.7076236184931491	0.0029250223965231	0.0548657216119157	11	NOMINAL_EXPLORATORY
GLUD1	UniProtKB:P00367	True	False	0.2078369850250139	0.045723489499549	0.128337521663507	11	NOMINAL_EXPLORATORY
GLUD2	UniProtKB:P49448	True	False	-0.0765018476415281	0.355582539178623	0.4550719542855953	11	NOT_SUPPORTED_THIS_TEST
GLUL	UniProtKB:P15104	False	True	0.2967462288854837	0.2073941209757586	0.3295262144392609	11	NOT_SUPPORTED_THIS_TEST
GLYATL1	UniProtKB:Q969I3	False	True	-0.1904625506392072	0.2275567124278074	0.3511576605450697	11	NOT_SUPPORTED_THIS_TEST
GMPS	UniProtKB:P49915	False	True	0.2811745854086718	0.0806877306402931	0.1775130074086448	11	NOT_SUPPORTED_THIS_TEST
GNMT	UniProtKB:Q14749	True	False	-1.5429797581546325	0.001910707482431	0.0319639403272975	11	FDR_SUPPORTED
GOT1	UniProtKB:P17174	True	False	-0.3597568259327228	0.0478690902424452	0.1313740587764887	11	NOMINAL_EXPLORATORY
GOT1L1	UniProtKB:Q8NHS2	True	False	-0.123759695360469	0.050542903337241	0.1356967078728103	11	NOT_SUPPORTED_THIS_TEST
GOT2	UniProtKB:P00505	True	False	0.2085216550404844	0.2383499062979778	0.3463083932682384	11	NOT_SUPPORTED_THIS_TEST
GPAM	UniProtKB:Q9HCL2	False	True	0.0169205982735227	0.9264692889146308	0.9549756267830856	11	NOT_SUPPORTED_THIS_TEST
GPAT3	UniProtKB:Q53EU6	False	True	0.5015131611928763	0.1071013424560643	0.2170062874659048	11	NOT_SUPPORTED_THIS_TEST
GPAT4	UniProtKB:Q86UL3	False	True	0.4025139121590355	0.1226097232104361	0.2325713479158496	11	NOT_SUPPORTED_THIS_TEST
GPCPD1	UniProtKB:Q9NPB8	False	True	0.965592005864842	0.0107931987137528	0.0702742022750811	11	NOMINAL_EXPLORATORY
GPD1	UniProtKB:P21695	False	True	-0.3393465692286991	0.0724653903975168	0.1708112773655755	11	NOT_SUPPORTED_THIS_TEST
GPD1L	UniProtKB:Q8N335	False	True	-0.3576803920623499	0.0853520523890769	0.1840001531402712	11	NOT_SUPPORTED_THIS_TEST
GPD2	UniProtKB:P43304	False	True	0.8542213271342511	0.0149066489674414	0.0702742022750811	11	NOMINAL_EXPLORATORY
GPT	UniProtKB:P24298	True	False	-0.2625824487313118	0.1727401628647076	0.2788681060626325	11	NOT_SUPPORTED_THIS_TEST
GPT2	UniProtKB:Q8TD30	True	False	-1.5498426396684757	0.0121359521105002	0.0637783015168842	11	NOMINAL_EXPLORATORY
GRHPR	UniProtKB:Q9UBQ7	False	True	0.0110634174437663	0.9460334690658818	0.9686118334827286	11	NOT_SUPPORTED_THIS_TEST
HADH	UniProtKB:Q16836	False	True	-0.156981736061699	0.1129820972382642	0.2223363289688777	11	NOT_SUPPORTED_THIS_TEST
HADHA	UniProtKB:P40939	False	True	-0.15473258489022	0.2836109511384678	0.4122566103272338	11	NOT_SUPPORTED_THIS_TEST
HAO1	UniProtKB:Q9UJM8	False	True	-0.0818306050106037	0.4632856579913437	0.5727652659316612	11	NOT_SUPPORTED_THIS_TEST
HAO2	UniProtKB:Q9NYQ3	False	True	-0.1972638310174873	0.0088227686459197	0.0686288386036706	11	NOMINAL_EXPLORATORY
HDAC10	UniProtKB:Q969S8	True	False	-0.0610435396796472	0.6253641271022662	0.6957880152894583	11	NOT_SUPPORTED_THIS_TEST
HEMK1	UniProtKB:Q9Y5R4	False	True	-0.0900391622508864	0.3698954864023591	0.5005841125129719	11	NOT_SUPPORTED_THIS_TEST
HEMK2	UniProtKB:Q9Y5N5	True	False	0.2231551790974264	0.1525109919852142	0.252820235035892	11	NOT_SUPPORTED_THIS_TEST
HENMT1	UniProtKB:Q5T8I9	False	True	0.4431696686618318	0.003038362462178	0.0548657216119157	11	NOMINAL_EXPLORATORY
HIBADH	UniProtKB:P31937	False	True	0.331922683575098	0.0363927603914616	0.1170721611939178	11	NOMINAL_EXPLORATORY
HIF1AN	UniProtKB:Q9NWT6	False	True	0.0516811935349354	0.6843058782991835	0.7786928959956226	11	NOT_SUPPORTED_THIS_TEST
HNMT	UniProtKB:P50135	True	False	0.3060535760199137	0.0654317382006053	0.1569091197626167	11	NOT_SUPPORTED_THIS_TEST
HOGA1	UniProtKB:Q86XE5	True	False	-0.4217299548910873	0.0336653566509744	0.1097622046607699	11	NOMINAL_EXPLORATORY
HPD	UniProtKB:P32754	False	True	-0.3921976158382673	0.0382622520512628	0.121441126810345	11	NOMINAL_EXPLORATORY
HPGD	UniProtKB:P15428	False	True	1.3818762023693791	0.0058507642231481	0.0584311321184284	11	NOMINAL_EXPLORATORY
HPRT1	UniProtKB:P00492	False	True	0.52413796485732	0.0107839760756744	0.0702742022750811	11	NOMINAL_EXPLORATORY
HR	UniProtKB:O43593	False	True	-0.3272330464843607	0.0100201057888441	0.0702742022750811	11	NOMINAL_EXPLORATORY
HSD11B2	UniProtKB:P80365	False	True	-0.1277560177083836	0.1305742892547183	0.243549435175105	11	NOT_SUPPORTED_THIS_TEST
HSD17B1	UniProtKB:P14061	False	True	-0.1896725118046162	0.2807921992928036	0.4097273928456216	11	NOT_SUPPORTED_THIS_TEST
HSD17B11	UniProtKB:Q8NBQ5	False	True	0.3922069234254165	0.2270107045147678	0.3511576605450697	11	NOT_SUPPORTED_THIS_TEST
HSD17B12	UniProtKB:Q53GQ0	False	True	0.1772513901206974	0.1319731980884294	0.245093082164226	11	NOT_SUPPORTED_THIS_TEST
HSD17B13	UniProtKB:Q7Z5P4	False	True	-0.0318287344905317	0.6338707825548251	0.734947474908162	11	NOT_SUPPORTED_THIS_TEST
HSD17B14	UniProtKB:Q9BPX1	False	True	-0.0173312849418198	0.9036381535761652	0.9445515705634976	11	NOT_SUPPORTED_THIS_TEST
HSD17B2	UniProtKB:P37059	False	True	-0.2477554072179701	0.4286060019149712	0.5515634589468092	11	NOT_SUPPORTED_THIS_TEST
HSD17B4	UniProtKB:P51659	False	True	-0.1097824155862801	0.3741184869149462	0.5031248617132036	11	NOT_SUPPORTED_THIS_TEST
HSD17B6	UniProtKB:O14756	False	True	0.5175368678035164	0.0048490898033428	0.0584311321184284	11	NOMINAL_EXPLORATORY
HSD17B8	UniProtKB:Q92506	False	True	-0.3848450122771183	0.0225780927908393	0.0858084861984972	11	NOMINAL_EXPLORATORY
HSD3B1	UniProtKB:P14060	False	True	-0.3837030137099118	0.0040797265039371	0.0584311321184284	11	NOMINAL_EXPLORATORY
HSD3B2	UniProtKB:P26439	False	True	-0.1573280764694791	0.2444501395519763	0.3731996792448322	11	NOT_SUPPORTED_THIS_TEST
HSD3B7	UniProtKB:Q9H2F3	False	True	-0.3264548188964283	0.0609183652352263	0.1528462134948653	11	NOT_SUPPORTED_THIS_TEST
ICMT	UniProtKB:O60725	False	True	-0.0465465823500518	0.5516785980564727	0.6629415085888706	11	NOT_SUPPORTED_THIS_TEST
IDH1	UniProtKB:O75874	True	False	0.6686810840140709	0.0256632402785231	0.0961682972157784	11	NOMINAL_EXPLORATORY
IDH2	UniProtKB:P48735	True	False	-0.4951611542932437	0.0139203382972119	0.0644720412952697	11	NOMINAL_EXPLORATORY
IDH3A	UniProtKB:P50213	True	False	0.3010811543832684	0.0898818272188778	0.1930505332440246	11	NOT_SUPPORTED_THIS_TEST
IDO1	UniProtKB:P14902	True	False	0.7933829420804809	0.0524557461672963	0.1369387154145594	11	NOT_SUPPORTED_THIS_TEST
IDO2	UniProtKB:Q6ZQW0	True	False	-0.0837345269603009	0.3251153028710979	0.4271461691976659	11	NOT_SUPPORTED_THIS_TEST
IL4I1	UniProtKB:Q96RQ9	True	False	NA	NA	NA	0	NOT_EVALUABLE
IMPA1	UniProtKB:P29218	True	False	0.645510101274599	0.0134007615209201	0.0644720412952697	11	NOMINAL_EXPLORATORY
IMPA2	UniProtKB:O14732	True	False	-1.1945163909148055	0.0022357622811884	0.0319639403272975	11	FDR_SUPPORTED
IMPDH2	UniProtKB:P12268	False	True	-0.05897300640059	0.6469577204728179	0.7440881020987636	11	NOT_SUPPORTED_THIS_TEST
INMT	UniProtKB:O95050	True	False	0.0953899324360035	0.6024398157984082	0.6763756113736674	11	NOT_SUPPORTED_THIS_TEST
JMJD4	UniProtKB:Q9H9V9	False	True	-0.1431828370537173	0.2170903907912587	0.3422031828245952	11	NOT_SUPPORTED_THIS_TEST
JMJD6	UniProtKB:Q6NYC1	False	True	-0.1019315985938817	0.3363103517572515	0.4594813404581558	11	NOT_SUPPORTED_THIS_TEST
JMJD7	UniProtKB:P0C870	False	True	-0.1640653349695562	0.1652375478226169	0.2858343065157365	11	NOT_SUPPORTED_THIS_TEST
KARS1	UniProtKB:Q15046	False	True	0.1310756710639491	0.417945954306017	0.5466427268209796	11	NOT_SUPPORTED_THIS_TEST
KDM1A	UniProtKB:O60341	False	True	0.5479433586757345	0.0197606769841899	0.0807364802496903	11	NOMINAL_EXPLORATORY
KDM2A	UniProtKB:Q9Y2K7	False	True	0.816627447933529	0.0012157598215851	0.0548657216119157	11	NOMINAL_EXPLORATORY
KDM2B	UniProtKB:Q8NHM5	False	True	0.02433534869089	0.8431197801505517	0.9019909867446052	11	NOT_SUPPORTED_THIS_TEST
KDM3A	UniProtKB:Q9Y4C1	False	True	0.6346897797535563	0.016328338250845	0.0745197564852397	11	NOMINAL_EXPLORATORY
KDM3B	UniProtKB:Q7LBC6	False	True	0.2175822949693045	0.1839331555112136	0.3048673228327858	11	NOT_SUPPORTED_THIS_TEST
KDM4A	UniProtKB:O75164	False	True	0.2575834416072671	0.10765620826782	0.2170062874659048	11	NOT_SUPPORTED_THIS_TEST
KDM4B	UniProtKB:O94953	False	True	-0.1723680015443771	0.0147353066535127	0.0702742022750811	11	NOMINAL_EXPLORATORY
KDM4C	UniProtKB:Q9H3R0	False	True	0.1123342626230334	0.2619177413316745	0.3901483021919735	11	NOT_SUPPORTED_THIS_TEST
KDM4D	UniProtKB:Q6B0I6	False	True	-0.1561395215041109	0.1961926318848997	0.3188130268129621	11	NOT_SUPPORTED_THIS_TEST
KDM4E	UniProtKB:B2RXH2	False	True	NA	NA	NA	0	NOT_EVALUABLE
KDM4F	UniProtKB:A0A1W2PPD8	False	True	NA	NA	NA	0	NOT_EVALUABLE
KDM5A	UniProtKB:P29375	False	True	0.4730586629066827	0.021485410158144	0.0837930996167616	11	NOMINAL_EXPLORATORY
KDM5B	UniProtKB:Q9UGL1	False	True	0.7173792119749162	0.0083129217856057	0.0662079300377228	11	NOMINAL_EXPLORATORY
KDM5C	UniProtKB:P41229	False	True	0.2282382796929799	0.1586317080383662	0.2793943637702315	11	NOT_SUPPORTED_THIS_TEST
KDM5D	UniProtKB:Q9BY66	False	True	0.0039388830240092	0.9811283798887668	0.9903625293465432	11	NOT_SUPPORTED_THIS_TEST
KDM6A	UniProtKB:O15550	False	True	0.2575119246296753	0.0569861068140705	0.1472713242363631	11	NOT_SUPPORTED_THIS_TEST
KDM6B	UniProtKB:O15054	False	True	-0.2350068854326953	0.0978377341043131	0.2027651590857503	11	NOT_SUPPORTED_THIS_TEST
KDM7A	UniProtKB:Q6ZMT4	False	True	0.5120862792119202	0.0061287473065769	0.0584311321184284	11	NOMINAL_EXPLORATORY
KDM8	UniProtKB:Q8N371	False	True	-0.3017778900936078	0.0544661167339826	0.1461765263654361	11	NOT_SUPPORTED_THIS_TEST
KMT2A	UniProtKB:Q03164	False	True	-0.0817308502814517	0.5928326619591153	0.6978463581685506	11	NOT_SUPPORTED_THIS_TEST
KMT2B	UniProtKB:Q9UMN6	False	True	-0.18920323600212	0.0699074893696576	0.1682001657746422	11	NOT_SUPPORTED_THIS_TEST
KMT2C	UniProtKB:Q8NEZ4	False	True	0.0347171329531189	0.8180728281191005	0.887297883865741	11	NOT_SUPPORTED_THIS_TEST
KMT2D	UniProtKB:O14686	False	True	-0.023301409460381	0.8353980072582322	0.8982098875032122	11	NOT_SUPPORTED_THIS_TEST
KMT5A	UniProtKB:Q9NQR1	False	True	0.2179196429023646	0.1279050605907529	0.2406634692694429	11	NOT_SUPPORTED_THIS_TEST
KMT5B	UniProtKB:Q4FZB7	False	True	0.0892341831398001	0.4280276614681783	0.5515634589468092	11	NOT_SUPPORTED_THIS_TEST
KMT5C	UniProtKB:Q86Y97	False	True	-0.2396925659345227	0.030814927753833	0.1057781156101085	11	NOMINAL_EXPLORATORY
KYAT1	UniProtKB:Q16773	True	False	0.0970206330247318	0.4670953086758952	0.5644781477947173	11	NOT_SUPPORTED_THIS_TEST
KYAT3	UniProtKB:Q6YP21	False	True	0.157989053533398	0.4224184417422059	0.5474849290253968	11	NOT_SUPPORTED_THIS_TEST
L2HGDH	UniProtKB:Q9H9P8	True	False	0.0865933687219935	0.2760672755783335	0.380941994792449	11	NOT_SUPPORTED_THIS_TEST
LACC1	UniProtKB:Q8IV20	True	False	0.1602024191515272	0.2921067192499659	0.3964305475535251	11	NOT_SUPPORTED_THIS_TEST
LARS1	UniProtKB:Q9P2J5	True	False	0.0872534926571254	0.2646858578274717	0.371462539110145	11	NOT_SUPPORTED_THIS_TEST
LARS2	UniProtKB:Q15031	True	False	0.1795791482786846	0.1389893088031984	0.2417630934816198	11	NOT_SUPPORTED_THIS_TEST
LCMT1	UniProtKB:Q9UIC8	False	True	-0.306268679567469	0.0187935968765839	0.0794021174124732	11	NOMINAL_EXPLORATORY
LCMT2	UniProtKB:O60294	False	True	-0.0953054369350028	0.4020569841573367	0.529087258292937	11	NOT_SUPPORTED_THIS_TEST
LDHA	UniProtKB:P00338	True	False	0.875359323258549	0.0074553628588665	0.0490225946823629	11	FDR_SUPPORTED
