gene	stable_gene_id	in_current_pool	history_only	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_background	GSE263733__source_status	GSE263733__reason	GSE263733__display_top	GSE263733__mechanical_top	GSE263733__top_n	GSE263733__top_detection	GSE263733__bootstrap	GSE278688__source_status	GSE278688__reason	GSE278688__display_top	GSE278688__mechanical_top	GSE278688__top_n	GSE278688__top_detection	GSE278688__bootstrap	GSE242230__source_status	GSE242230__reason	GSE242230__display_top	GSE242230__mechanical_top	GSE242230__top_n	GSE242230__top_detection	GSE242230__bootstrap
SETD7	UniProtKB:Q8WTS6	False	True	0.4129068709178298	0.1664770832980814	0.2868219627906704	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.4060064015895959	0.988	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.2397420972676976	0.783	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.2657892649478194	0.955
SETDB1	UniProtKB:Q15047	False	True	0.1419610945120782	0.2497250145100862	0.3785584142220035	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.2872390114325939	0.784	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0953173258460882	0.804	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2401699257209002	0.589
SETDB2	UniProtKB:Q96T68	False	True	0.3797435740355455	0.0651382796478877	0.1605995515456543	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2019492750847448	0.85	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.1177137426308466	0.548	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.1448552467011761	0.836
SETMAR	UniProtKB:Q53H47	False	True	-0.2648087446788554	0.0191981464430516	0.0794021174124732	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.1677093179454094	0.995	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0580466310229476	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1363869881298667	0.905
SIRT1	UniProtKB:Q96EB6	False	True	0.1144269774956143	0.3184200387222842	0.4449582951526381	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2649486354824158	0.429	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.2024251949106396	0.886	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0622520300133621	0.538
SIRT2	UniProtKB:Q8IXJ6	False	True	-0.171269089989531	0.0560323509062713	0.1468890455310611	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.2264953189314804	0.682	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.1920420558382405	0.916	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2109858747660046	0.358
SIRT3	UniProtKB:Q9NTG7	False	True	-0.1666868989163601	0.2558730861560039	0.3838096292340059	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1117772328961497	0.504	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0875703374678713	0.595	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2299395708128841	0.907
SIRT4	UniProtKB:Q9Y6E7	False	True	-0.0826303190123255	0.5728727852859057	0.6826734024657043	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0341431163349331	0.459	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0154698374147163	0.922	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0672449031894309	0.938
SIRT5	UniProtKB:Q9NXA8	False	True	0.0234724154341253	0.695804291518579	0.7896826483107683	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.2835285389549345	0.778	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0945958900477643	0.953	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2115487128230756	0.826
SIRT6	UniProtKB:Q8N6T7	False	True	-0.2969380361605465	0.0083338653194336	0.0662079300377228	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1912414672495781	0.521	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1243903792651899	0.909	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.2019400760612601	0.593
SIRT7	UniProtKB:Q9NRC8	False	True	0.0334789827901509	0.7510383474775795	0.82986974271348	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.6859918221627926	0.995	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1962025155452981	0.646	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.3225370446947193	0.833
SLC13A2	UniProtKB:Q13183	True	False	-0.2235026513628435	0.099579023953661	0.1967681513324342	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0290459845389538	1.0	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0965331970766753	0.85
SLC13A3	UniProtKB:Q8WWT9	True	False	-0.3480427929212563	0.0104428712621445	0.0573197600388821	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0651065935732834	0.991	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.027417157696881	0.944	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.0527703027768648	0.973
SLC13A5	UniProtKB:Q86YT5	False	True	-0.1351386046310352	0.5937387429639183	0.6978463581685506	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0679246309317566	0.99	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0350427875064938	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0494868003276685	1.0
SLC15A1	UniProtKB:P46059	True	False	-0.1221289011225428	0.5464565550302047	0.6366734391153801	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.2218670929318306	0.986	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0821488109501448	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2863042303634507	0.957
SLC15A2	UniProtKB:Q16348	False	True	-0.0923295842965071	0.7509721464685276	0.82986974271348	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	17	0.0625721335953154	0.78	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0279563321209469	0.824	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1387842937505606	0.802
SLC16A1	UniProtKB:P53985	False	True	1.3170094029320183	0.0027730919190413	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.4293176865723476	0.98	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.1337583196051713	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1907927009841633	0.917
SLC16A10	UniProtKB:Q8TF71	True	False	-0.8442738918227953	0.007795570589642	0.0490225946823629	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.1931087560614229	0.675	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.2567218330333674	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0556898814203369	1.0
SLC16A11	UniProtKB:Q8NCK7	True	False	-0.6069006515205128	0.0070258538804293	0.0490225946823629	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.0206128240527688	0.466	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.0123438281281193	0.428	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1279110444777611	0.961
SLC16A3	UniProtKB:O15427	True	False	0.3039049652196889	0.119279348630643	0.2231969629679456	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7376440940087191	0.504	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.54348544971202	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.4807159126642859	0.979
SLC16A6	UniProtKB:O15403	False	True	0.2535288217155272	0.1376578775440717	0.2491781834025601	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.1869278370341719	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.0569213350969597	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0574640086656572	0.913
SLC16A7	UniProtKB:O60669	True	False	-0.2474812892970499	0.3280987007959584	0.4272562669282072	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3629641327857502	0.499	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.1746360096475429	0.859	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.4822657581465677	0.938
SLC1A5	UniProtKB:Q15758	False	True	0.1919277692168453	0.3902369230068583	0.5188747848897394	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5381852499557145	0.742	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.2581965368225508	0.781	DONE	Descriptive donor-equal ranking;not differential expression	Erythrocyte	Erythrocyte	3	0.3766361214011828	0.613
SLC22A1	UniProtKB:O15245	True	False	-0.15080770562551	0.0734651227174879	0.1681321851954083	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0085504615315055	0.802	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0147570979467531	0.714
SLC22A15	UniProtKB:Q8IZD6	False	True	0.3958565750436502	0.0149010049769219	0.0702742022750811	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0966099126989436	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.067187746772076	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0625067301858832	0.999
SLC22A2	UniProtKB:O15244	True	False	-0.0163654000084099	0.8041560724009554	0.8452193612044085	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
SLC22A5	UniProtKB:O76082	False	True	-0.3184674178806521	0.0152980322027303	0.0713353892931665	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.2539618296074771	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0861184174408489	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2738985208250575	0.97
SLC22A7	UniProtKB:Q9Y694	True	False	-0.1699035940655264	0.1952137739893367	0.3013612635960385	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
SLC22A8	UniProtKB:Q8TCC7	True	False	-0.3684957929405809	0.031712280218499	0.1058573216640263	11	NOMINAL_EXPLORATORY	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
SLC25A1	UniProtKB:P53007	False	True	0.0090611580010055	0.9220808022628806	0.9541711150842408	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5175482306289573	0.735	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2554871859436962	0.908	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.6042022258101718	0.971
SLC25A11	UniProtKB:Q02978	True	False	-0.1958190846789961	0.0478641186590615	0.1313740587764887	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.5017890359201286	0.642	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.2492158254259674	0.66	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.40714413092599	0.466
SLC25A14	UniProtKB:O95258	False	True	0.1308662587336073	0.3533732211945299	0.481260672674455	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1641353680779929	0.692	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0654733272453775	0.388	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1674729408799873	0.854
SLC25A15	UniProtKB:Q9Y619	True	False	-1.3092354736686118	0.0079388817299373	0.0490225946823629	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0658576350331132	0.542	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.029969459153744	0.632	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.0118553011241415	0.508
SLC25A17	UniProtKB:O43808	False	True	0.0297951635719291	0.715482222188505	0.8035127573792373	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2021402135787148	0.485	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.1231997245349678	0.719	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1803658000059799	0.604
SLC25A2	UniProtKB:Q9BXI2	True	False	-0.1419343918565309	0.279519433998149	0.3835627788752378	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
SLC25A20	UniProtKB:O43772	False	True	-0.3035769916439065	0.0543891943479728	0.1461765263654361	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.0755074992321489	0.988	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.0800151740214093	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.1056206074341504	0.983
SLC25A21	UniProtKB:Q9BQT8	True	False	-0.2096528966307818	0.091894665491863	0.1942622785443826	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0280758650690356	0.326	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0142358697681184	0.982	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.052072841784236	0.949
SLC25A26	UniProtKB:Q70HW3	True	False	-0.1868984641652555	0.1718968470141127	0.2788681060626325	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.3662185448643327	0.536	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.1187171067499016	0.496	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2675718764549349	0.854
SLC25A29	UniProtKB:Q8N8R3	True	False	-0.4286619400152545	0.0174738320796392	0.0731531614181507	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3457587367396116	0.678	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2263042901866137	0.954	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.3339373048518476	0.952
SLC25A36	UniProtKB:Q96CQ1	True	False	0.0518826079317572	0.6638838476931762	0.725572169823958	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.584752619380099	0.651	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.3544369500309939	0.698	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.3197601502633271	0.567
SLC25A44	UniProtKB:Q96H78	False	True	-0.1398150053735189	0.2063337614180889	0.3290601622615619	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3505780956712725	0.725	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.0745316740443221	0.713	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1449658183728648	0.497
SLC25A47	UniProtKB:Q6Q0C1	False	True	-0.2979846615313417	0.0078081312116931	0.0645250039808055	11	NOMINAL_EXPLORATORY	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
SLC28A1	UniProtKB:O00337	True	False	-0.2286984277375318	0.0624662774188673	0.1512663776711788	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.015625	0.556	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0117753623188405	0.851
