cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	relation_type	metabolite_role	reaction_id	reaction_text	organism	evidence_id	source_url	evidence_level	mapping_status	identity_status	compound_specificity	added_or_reused	mapping_version	reason	metabolite_name	in_original42_relation_pool	legacy_relation_id	annotation_evidence
PDAC	CAMP_PDAC_GSE62452	c08a241f461fe898	KEGG:C00077	UniProtKB:P05089	ARG1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:20569	L-arginine + H2O = urea + L-ornithine	Homo sapiens	paired51_v2_evidence_row_985	https://www.uniprot.org/uniprotkb/P05089/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	c08a241f461fe898	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16141327""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17562323""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21728378""}]"
PDAC	CAMP_PDAC_GSE62452	58f5f0eda09cac3c	KEGG:C00077	UniProtKB:P78540	ARG2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:20569	L-arginine + H2O = urea + L-ornithine	Homo sapiens	paired51_v2_evidence_row_993	https://www.uniprot.org/uniprotkb/P78540/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	58f5f0eda09cac3c	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12859189""}]"
PDAC	CAMP_PDAC_GSE62452	7ef2f6264ba88fdc	KEGG:C00077	UniProtKB:P50440	GATM	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:13201	L-arginine + glycine = guanidinoacetate + L-ornithine	Homo sapiens	paired51_v2_evidence_row_988	https://www.uniprot.org/uniprotkb/P50440/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	7ef2f6264ba88fdc	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27233232""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36543883""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""3800397""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9266688""}, {""evidenceCode"": ""ECO:0000305"", ""source"": ""PubMed"", ""id"": ""16820567""}]"
PDAC	CAMP_PDAC_GSE62452	7ef2f6264ba88fdc	KEGG:C00077	UniProtKB:P50440	GATM	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:75939	4-aminobutanoate + L-arginine = 4-guanidinobutanoate + L-ornithine	Homo sapiens	paired51_v2_evidence_row_989	https://www.uniprot.org/uniprotkb/P50440/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	7ef2f6264ba88fdc	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36543883""}]"
PDAC	CAMP_PDAC_GSE62452	7ef2f6264ba88fdc	KEGG:C00077	UniProtKB:P50440	GATM	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:75943	beta-alanine + L-arginine = 3-guanidinopropanoate + L-ornithine	Homo sapiens	paired51_v2_evidence_row_990	https://www.uniprot.org/uniprotkb/P50440/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	7ef2f6264ba88fdc	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36543883""}]"
PDAC	CAMP_PDAC_GSE62452	7ef2f6264ba88fdc	KEGG:C00077	UniProtKB:P50440	GATM	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:75947	taurine + L-arginine = taurocyamine + L-ornithine	Homo sapiens	paired51_v2_evidence_row_991	https://www.uniprot.org/uniprotkb/P50440/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	7ef2f6264ba88fdc	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36543883""}]"
PDAC	CAMP_PDAC_GSE62452	c7b77954f9dd078b	KEGG:C00077	UniProtKB:Q8IV20	LACC1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:83407	L-citrulline + H(+) = isocyanate + L-ornithine	Homo sapiens	paired51_v2_evidence_row_994	https://www.uniprot.org/uniprotkb/Q8IV20/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	c7b77954f9dd078b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""35978195""}]"
PDAC	CAMP_PDAC_GSE62452	b922be594654f64c	KEGG:C00077	UniProtKB:P04181	OAT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:25160	L-ornithine + 2-oxoglutarate = L-glutamate 5-semialdehyde + L-glutamate	Homo sapiens	paired51_v2_evidence_row_984	https://www.uniprot.org/uniprotkb/P04181/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	b922be594654f64c	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1737786""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23076989""}]"
PDAC	CAMP_PDAC_GSE62452	640ee49de143bd18	KEGG:C00077	UniProtKB:P11926	ODC1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:22964	L-ornithine + H(+) = putrescine + CO2	Homo sapiens	paired51_v2_evidence_row_986	https://www.uniprot.org/uniprotkb/P11926/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	640ee49de143bd18	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17407445""}]"
PDAC	CAMP_PDAC_GSE62452	dfd319e33ca62872	KEGG:C00077	UniProtKB:P00480	OTC	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:19513	carbamoyl phosphate + L-ornithine = L-citrulline + phosphate + H(+)	Homo sapiens	paired51_v2_evidence_row_983	https://www.uniprot.org/uniprotkb/P00480/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	dfd319e33ca62872	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""2556444""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""6372096""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8112735""}]"
PDAC	CAMP_PDAC_GSE62452	151116e7a9d10abe	KEGG:C00077	UniProtKB:Q8IYS1	PM20D2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:59612	beta-alanyl-L-ornithine + H2O = beta-alanine + L-ornithine	Homo sapiens	paired51_v2_evidence_row_995	https://www.uniprot.org/uniprotkb/Q8IYS1/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	151116e7a9d10abe	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24891507""}]"
PDAC	CAMP_PDAC_GSE62452	151116e7a9d10abe	KEGG:C00077	UniProtKB:Q8IYS1	PM20D2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:59624	N(2)-(4-aminobutanoyl)-L-ornithine + H2O = 4-aminobutanoate + L-ornithine	Homo sapiens	paired51_v2_evidence_row_996	https://www.uniprot.org/uniprotkb/Q8IYS1/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	151116e7a9d10abe	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24891507""}]"
PDAC	CAMP_PDAC_GSE62452	6661571ab7a92c0e	KEGG:C00077	UniProtKB:Q9Y619	SLC25A15	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:70787	L-citrulline(in) + L-ornithine(out) + H(+)(in) = L-citrulline(out) + L-ornithine(in) + H(+)(out)	Homo sapiens	paired51_v2_evidence_row_1014	https://www.uniprot.org/uniprotkb/Q9Y619/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	6661571ab7a92c0e	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22262851""}]"
PDAC	CAMP_PDAC_GSE62452	6661571ab7a92c0e	KEGG:C00077	UniProtKB:Q9Y619	SLC25A15	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:34991	L-ornithine(in) + L-arginine(out) = L-ornithine(out) + L-arginine(in)	Homo sapiens	paired51_v2_evidence_row_1015	https://www.uniprot.org/uniprotkb/Q9Y619/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	6661571ab7a92c0e	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	6661571ab7a92c0e	KEGG:C00077	UniProtKB:Q9Y619	SLC25A15	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:70799	L-ornithine(out) + L-lysine(in) = L-ornithine(in) + L-lysine(out)	Homo sapiens	paired51_v2_evidence_row_1016	https://www.uniprot.org/uniprotkb/Q9Y619/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	6661571ab7a92c0e	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	6661571ab7a92c0e	KEGG:C00077	UniProtKB:Q9Y619	SLC25A15	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:70791	L-ornithine(out) + H(+)(in) = L-ornithine(in) + H(+)(out)	Homo sapiens	paired51_v2_evidence_row_1017	https://www.uniprot.org/uniprotkb/Q9Y619/entry	INFERRED_OR_CONDITIONAL	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	6661571ab7a92c0e	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""A0A0G2K309""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:70799	L-ornithine(out) + L-lysine(in) = L-ornithine(in) + L-lysine(out)	Homo sapiens	paired51_v2_evidence_row_1001	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:70815	L-histidine(in) + L-ornithine(out) + H(+)(in) = L-histidine(out) + L-ornithine(in) + H(+)(out)	Homo sapiens	paired51_v2_evidence_row_1002	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:70819	L-homoarginine(in) + L-ornithine(out) = L-homoarginine(out) + L-ornithine(in)	Homo sapiens	paired51_v2_evidence_row_1003	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:70787	L-citrulline(in) + L-ornithine(out) + H(+)(in) = L-citrulline(out) + L-ornithine(in) + H(+)(out)	Homo sapiens	paired51_v2_evidence_row_1004	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:72819	N(omega),N(omega)-dimethyl-L-arginine(in) + L-ornithine(out) = N(omega),N(omega)-dimethyl-L-arginine(out) + L-ornithine(in)	Homo sapiens	paired51_v2_evidence_row_1005	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26403849""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:71199	L-ornithine(in) = L-ornithine(out)	Homo sapiens	paired51_v2_evidence_row_1006	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22262851""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26403849""}, {""evidenceCode"": ""ECO:0000305"", ""source"": ""PubMed"", ""id"": ""11230163""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:73483	D-lysine(in) + L-ornithine(out) = D-lysine(out) + L-ornithine(in)	Homo sapiens	paired51_v2_evidence_row_1007	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:73479	D-histidine(in) + L-ornithine(out) + H(+)(in) = D-histidine(out) + L-ornithine(in) + H(+)(out)	Homo sapiens	paired51_v2_evidence_row_1008	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:73475	D-arginine(in) + L-ornithine(out) = D-arginine(out) + L-ornithine(in)	Homo sapiens	paired51_v2_evidence_row_1009	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	9b9b010bebc1247b	KEGG:C00077	UniProtKB:Q9BXI2	SLC25A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:73471	D-ornithine(in) + L-ornithine(out) = D-ornithine(out) + L-ornithine(in)	Homo sapiens	paired51_v2_evidence_row_1010	https://www.uniprot.org/uniprotkb/Q9BXI2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	9b9b010bebc1247b	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12807890""}]"
PDAC	CAMP_PDAC_GSE62452	7d2f381ea2aab646	KEGG:C00077	UniProtKB:Q8N8R3	SLC25A29	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:34991	L-ornithine(in) + L-arginine(out) = L-ornithine(out) + L-arginine(in)	Homo sapiens	paired51_v2_evidence_row_997	https://www.uniprot.org/uniprotkb/Q8N8R3/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	7d2f381ea2aab646	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24652292""}]"
PDAC	CAMP_PDAC_GSE62452	7d2f381ea2aab646	KEGG:C00077	UniProtKB:Q8N8R3	SLC25A29	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:71199	L-ornithine(in) = L-ornithine(out)	Homo sapiens	paired51_v2_evidence_row_998	https://www.uniprot.org/uniprotkb/Q8N8R3/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	7d2f381ea2aab646	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24652292""}]"
PDAC	CAMP_PDAC_GSE62452	010f9f3c792e35d8	KEGG:C00077	UniProtKB:Q8WY07	SLC7A3	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:71199	L-ornithine(in) = L-ornithine(out)	Homo sapiens	paired51_v2_evidence_row_999	https://www.uniprot.org/uniprotkb/Q8WY07/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	ornithine	True	010f9f3c792e35d8	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11591158""}]"
PDAC	CAMP_PDAC_GSE62452	faf059efa2ed3b44	KEGG:C00134	UniProtKB:P19801	AOC1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:18273	putrescine + O2 + H2O = 4-aminobutanal + H2O2 + NH4(+)	Homo sapiens	paired51_v2_evidence_row_1028	https://www.uniprot.org/uniprotkb/P19801/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	putrescine	False	faf059efa2ed3b44	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12072962""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19764817""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8144586""}]"
PDAC	CAMP_PDAC_GSE62452	91aa359bf0bdc397	KEGG:C00134	UniProtKB:Q9H7F0	ATP13A3	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:29995	putrescine(out) + ATP + H2O = putrescine(in) + ADP + phosphate + H(+)	Homo sapiens	paired51_v2_evidence_row_1033	https://www.uniprot.org/uniprotkb/Q9H7F0/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	putrescine	False	91aa359bf0bdc397	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""33310703""}]"
PDAC	CAMP_PDAC_GSE62452	b9e9e0c2d269ac1d	KEGG:C00134	UniProtKB:Q969S8	HDAC10	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:23412	N-acetylputrescine + H2O = putrescine + acetate	Homo sapiens	paired51_v2_evidence_row_1032	https://www.uniprot.org/uniprotkb/Q969S8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	putrescine	False	b9e9e0c2d269ac1d	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""28516954""}]"
