cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	relation_type	metabolite_role	reaction_id	reaction_text	organism	evidence_id	source_url	evidence_level	mapping_status	identity_status	compound_specificity	added_or_reused	mapping_version	reason	metabolite_name	in_original42_relation_pool	legacy_relation_id	annotation_evidence
PDAC	CAMP_PDAC_GSE62452	f72a2f6ff7d3130e	KEGG:C00026	UniProtKB:Q8N5Z0	AADAT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:12601	L-2-aminoadipate + 2-oxoglutarate = 2-oxoadipate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_570	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	f72a2f6ff7d3130e	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12126930""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"
PDAC	CAMP_PDAC_GSE62452	3b65c5b363143034	KEGG:C00026	UniProtKB:Q9UDR5	AASS	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:19373	L-saccharopine + NADP(+) + H2O = L-lysine + 2-oxoglutarate + NADPH + H(+)	Homo sapiens	paired51_v2_evidence_row_628	https://www.uniprot.org/uniprotkb/Q9UDR5/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	3b65c5b363143034	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10775527""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""463877""}]"
PDAC	CAMP_PDAC_GSE62452	3d4d43494780d265	KEGG:C00026	UniProtKB:P80404	ABAT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:23352	4-aminobutanoate + 2-oxoglutarate = succinate semialdehyde + L-glutamate	Homo sapiens	paired51_v2_evidence_row_511	https://www.uniprot.org/uniprotkb/P80404/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	3d4d43494780d265	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10407778""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15528998""}]"
PDAC	CAMP_PDAC_GSE62452	3d4d43494780d265	KEGG:C00026	UniProtKB:P80404	ABAT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:13993	(S)-3-amino-2-methylpropanoate + 2-oxoglutarate = 2-methyl-3-oxopropanoate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_512	https://www.uniprot.org/uniprotkb/P80404/entry	INFERRED_OR_CONDITIONAL	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	3d4d43494780d265	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P50554""}]"
PDAC	CAMP_PDAC_GSE62452	1371633759b6d3c7	KEGG:C00026	UniProtKB:Q8IWW8	ADHFE1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:23048	(S)-3-hydroxybutanoate + 2-oxoglutarate = (R)-2-hydroxyglutarate + acetoacetate	Homo sapiens	paired51_v2_evidence_row_563	https://www.uniprot.org/uniprotkb/Q8IWW8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	1371633759b6d3c7	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16435184""}]"
PDAC	CAMP_PDAC_GSE62452	1371633759b6d3c7	KEGG:C00026	UniProtKB:Q8IWW8	ADHFE1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:24734	4-hydroxybutanoate + 2-oxoglutarate = (R)-2-hydroxyglutarate + succinate semialdehyde	Homo sapiens	paired51_v2_evidence_row_564	https://www.uniprot.org/uniprotkb/Q8IWW8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	1371633759b6d3c7	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16435184""}]"
PDAC	CAMP_PDAC_GSE62452	b0a4ee2ebcadcbdf	KEGG:C00026	UniProtKB:O75936	BBOX1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:24028	4-(trimethylamino)butanoate + 2-oxoglutarate + O2 = carnitine + succinate + CO2	Homo sapiens	paired51_v2_evidence_row_480	https://www.uniprot.org/uniprotkb/O75936/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	b0a4ee2ebcadcbdf	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20599753""}]"
PDAC	CAMP_PDAC_GSE62452	f8edf148eb5bf92a	KEGG:C00026	UniProtKB:O15382	BCAT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:18321	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_452	https://www.uniprot.org/uniprotkb/O15382/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	f8edf148eb5bf92a	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8702755""}]"
PDAC	CAMP_PDAC_GSE62452	f8edf148eb5bf92a	KEGG:C00026	UniProtKB:O15382	BCAT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:24801	L-isoleucine + 2-oxoglutarate = (S)-3-methyl-2-oxopentanoate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_453	https://www.uniprot.org/uniprotkb/O15382/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	f8edf148eb5bf92a	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8702755""}]"
PDAC	CAMP_PDAC_GSE62452	f8edf148eb5bf92a	KEGG:C00026	UniProtKB:O15382	BCAT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:24813	L-valine + 2-oxoglutarate = 3-methyl-2-oxobutanoate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_454	https://www.uniprot.org/uniprotkb/O15382/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	f8edf148eb5bf92a	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8702755""}]"
PDAC	CAMP_PDAC_GSE62452	d47b19ddb32a7de1	KEGG:C00026	UniProtKB:Q9NZ45	CISD1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:17441	L-cysteine + 2-oxoglutarate = 2-oxo-3-sulfanylpropanoate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_627	https://www.uniprot.org/uniprotkb/Q9NZ45/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	d47b19ddb32a7de1	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""36194135""}]"
PDAC	CAMP_PDAC_GSE62452	70eda58273058959	KEGG:C00026	UniProtKB:Q8N465	D2HGDH	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:38295	(R)-2-hydroxyglutarate + A = 2-oxoglutarate + AH2	Homo sapiens	paired51_v2_evidence_row_566	https://www.uniprot.org/uniprotkb/Q8N465/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	70eda58273058959	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15070399""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15609246""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16037974""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20020533""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""33431826""}, {""evidenceCode"": ""ECO:0000305"", ""source"": ""PubMed"", ""id"": ""16442322""}]"
PDAC	CAMP_PDAC_GSE62452	6aa229fb3605a4aa	KEGG:C00026	UniProtKB:Q99489	DDO	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:10028	D-glutamate + O2 + H2O = 2-oxoglutarate + H2O2 + NH4(+)	Homo sapiens	paired51_v2_evidence_row_593	https://www.uniprot.org/uniprotkb/Q99489/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	6aa229fb3605a4aa	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25747990""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""28629864""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""29292239""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""32553892""}]"
PDAC	CAMP_PDAC_GSE62452	091b1e1447ba3a92	KEGG:C00026	UniProtKB:P00367	GLUD1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:15133	L-glutamate + NAD(+) + H2O = 2-oxoglutarate + NH4(+) + NADH + H(+)	Homo sapiens	paired51_v2_evidence_row_482	https://www.uniprot.org/uniprotkb/P00367/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	091b1e1447ba3a92	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11254391""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11903050""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16023112""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16959573""}]"
PDAC	CAMP_PDAC_GSE62452	091b1e1447ba3a92	KEGG:C00026	UniProtKB:P00367	GLUD1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:11612	L-glutamate + NADP(+) + H2O = 2-oxoglutarate + NH4(+) + NADPH + H(+)	Homo sapiens	paired51_v2_evidence_row_483	https://www.uniprot.org/uniprotkb/P00367/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	091b1e1447ba3a92	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11032875""}]"
PDAC	CAMP_PDAC_GSE62452	a0a5a2d4411b47c6	KEGG:C00026	UniProtKB:P49448	GLUD2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:15133	L-glutamate + NAD(+) + H2O = 2-oxoglutarate + NH4(+) + NADH + H(+)	Homo sapiens	paired51_v2_evidence_row_499	https://www.uniprot.org/uniprotkb/P49448/entry	INFERRED_OR_CONDITIONAL	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	a0a5a2d4411b47c6	"[{""evidenceCode"": ""ECO:0000305"", ""source"": ""PubMed"", ""id"": ""16023112""}]"
PDAC	CAMP_PDAC_GSE62452	a0a5a2d4411b47c6	KEGG:C00026	UniProtKB:P49448	GLUD2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:11612	L-glutamate + NADP(+) + H2O = 2-oxoglutarate + NH4(+) + NADPH + H(+)	Homo sapiens	paired51_v2_evidence_row_500	https://www.uniprot.org/uniprotkb/P49448/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	a0a5a2d4411b47c6	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11032875""}, {""evidenceCode"": ""ECO:0000305"", ""source"": ""PubMed"", ""id"": ""33421122""}]"
PDAC	CAMP_PDAC_GSE62452	c82d18e45b4c8c49	KEGG:C00026	UniProtKB:P17174	GOT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:21824	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_489	https://www.uniprot.org/uniprotkb/P17174/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	c82d18e45b4c8c49	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21900944""}]"
PDAC	CAMP_PDAC_GSE62452	c82d18e45b4c8c49	KEGG:C00026	UniProtKB:P17174	GOT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:17441	L-cysteine + 2-oxoglutarate = 2-oxo-3-sulfanylpropanoate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_490	https://www.uniprot.org/uniprotkb/P17174/entry	INFERRED_OR_CONDITIONAL	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	c82d18e45b4c8c49	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P13221""}]"
PDAC	CAMP_PDAC_GSE62452	c82d18e45b4c8c49	KEGG:C00026	UniProtKB:P17174	GOT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:70223	(2S)-2-aminobutanoate + 2-oxoglutarate = 2-oxobutanoate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_491	https://www.uniprot.org/uniprotkb/P17174/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	c82d18e45b4c8c49	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""27827456""}]"
PDAC	CAMP_PDAC_GSE62452	c82d18e45b4c8c49	KEGG:C00026	UniProtKB:P17174	GOT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:70295	3-sulfino-L-alanine + 2-oxoglutarate = 3-sulfinopyruvate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_492	https://www.uniprot.org/uniprotkb/P17174/entry	INFERRED_OR_CONDITIONAL	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	c82d18e45b4c8c49	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P13221""}]"
PDAC	CAMP_PDAC_GSE62452	9589226f22a2db84	KEGG:C00026	UniProtKB:Q8NHS2	GOT1L1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:21824	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_575	https://www.uniprot.org/uniprotkb/Q8NHS2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	9589226f22a2db84	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25287256""}]"
PDAC	CAMP_PDAC_GSE62452	e4e7497b87a1a8d7	KEGG:C00026	UniProtKB:P00505	GOT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:21824	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_484	https://www.uniprot.org/uniprotkb/P00505/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	e4e7497b87a1a8d7	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26902786""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""31422819""}]"
PDAC	CAMP_PDAC_GSE62452	e4e7497b87a1a8d7	KEGG:C00026	UniProtKB:P00505	GOT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:65560	L-kynurenine + 2-oxoglutarate = kynurenate + L-glutamate + H2O	Homo sapiens	paired51_v2_evidence_row_485	https://www.uniprot.org/uniprotkb/P00505/entry	INFERRED_OR_CONDITIONAL	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	e4e7497b87a1a8d7	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P00507""}]"
PDAC	CAMP_PDAC_GSE62452	b9df3a1ca6d3934f	KEGG:C00026	UniProtKB:P24298	GPT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:19453	L-alanine + 2-oxoglutarate = pyruvate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_494	https://www.uniprot.org/uniprotkb/P24298/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	b9df3a1ca6d3934f	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11863375""}]"
PDAC	CAMP_PDAC_GSE62452	cd6d339003f57a0a	KEGG:C00026	UniProtKB:Q8TD30	GPT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:19453	L-alanine + 2-oxoglutarate = pyruvate + L-glutamate	Homo sapiens	paired51_v2_evidence_row_584	https://www.uniprot.org/uniprotkb/Q8TD30/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	cd6d339003f57a0a	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""11863375""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25758935""}]"
PDAC	CAMP_PDAC_GSE62452	803e1de2119cc4f5	KEGG:C00026	UniProtKB:O75874	IDH1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:19629	D-threo-isocitrate + NADP(+) = 2-oxoglutarate + CO2 + NADPH	Homo sapiens	paired51_v2_evidence_row_479	https://www.uniprot.org/uniprotkb/O75874/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	803e1de2119cc4f5	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10521434""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19935646""}]"
PDAC	CAMP_PDAC_GSE62452	98e2b2ca44d05531	KEGG:C00026	UniProtKB:P48735	IDH2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:19629	D-threo-isocitrate + NADP(+) = 2-oxoglutarate + CO2 + NADPH	Homo sapiens	paired51_v2_evidence_row_498	https://www.uniprot.org/uniprotkb/P48735/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	98e2b2ca44d05531	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22416140""}, {""evidenceCode"": ""ECO:0000305"", ""source"": ""PubMed"", ""id"": ""19228619""}]"
PDAC	CAMP_PDAC_GSE62452	448b258499ec8aa1	KEGG:C00026	UniProtKB:P50213	IDH3A	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:23632	D-threo-isocitrate + NAD(+) = 2-oxoglutarate + CO2 + NADH	Homo sapiens	paired51_v2_evidence_row_501	https://www.uniprot.org/uniprotkb/P50213/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	448b258499ec8aa1	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""28098230""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""28139779""}]"
PDAC	CAMP_PDAC_GSE62452	eebe6d926bb065ac	KEGG:C00026	UniProtKB:Q16773	KYAT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:65560	L-kynurenine + 2-oxoglutarate = kynurenate + L-glutamate + H2O	Homo sapiens	paired51_v2_evidence_row_528	https://www.uniprot.org/uniprotkb/Q16773/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	eebe6d926bb065ac	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19338303""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""28097769""}]"
PDAC	CAMP_PDAC_GSE62452	8160d22a1c43e7bc	KEGG:C00026	UniProtKB:Q9H9P8	L2HGDH	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:21252	(S)-2-hydroxyglutarate + A = 2-oxoglutarate + AH2	Homo sapiens	paired51_v2_evidence_row_616	https://www.uniprot.org/uniprotkb/Q9H9P8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	8160d22a1c43e7bc	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16005139""}]"
