gene	metabolite_key	metabolite_name	COAD_n	COAD_rho	COAD_p	COAD_q	BRCA_ER_n	BRCA_ER_rho	BRCA_ER_p	BRCA_ER_q	BRCA_ER_availability_rho	BRCA_ER_availability_q	same_direction	interpretation
BCAT2	KEGG:C00407	isoleucine	33	-0.4050802139037433	0.0214	0.6877548387096774	61.0	-0.3355241589643783	0.0094	0.1004625	-0.3355241589643783	0.11481428571428573	True	Descriptive same-name/same-source-key match; different models and populations; no independent mechanism validation
NNMT	KEGG:C02918	1-methylnicotinamide	33	0.4070855614973262	0.0219	0.6877548387096774	61.0	0.3844277473038987	0.0025	0.0534375	0.3844277473038987	0.053437500000000006	True	Descriptive same-name/same-source-key match; different models and populations; no independent mechanism validation
SLC6A6	KEGG:C00245	taurine	33	0.356951871657754	0.0405	0.7335	61.0	0.167240827448844	0.2061	0.4351	0.167240827448844	0.48278219178082193	True	Descriptive same-name/same-source-key match; different models and populations; no independent mechanism validation
