cohort	gene	celltype	mean_expression	detection_fraction	donor_count	detected_donor_count	status	bootstrap_first_frequency
GSE278688	PLOD3	Epithelial/Ductal	3.9933502068604647	0.22208234341970423	12	12	EVALUABLE	0.055
GSE278688	PLOD3	Fibroblast/CAF	3.8527805442701957	0.2503912669521752	13	13	EVALUABLE	0.0
GSE278688	PLOD3	Myeloid	3.424789712634497	0.16106791259076475	13	13	EVALUABLE	0.0
GSE278688	PLOD3	Schwann	4.704154028608202	0.35967741935483866	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PLOD3	T/NK	2.976900318801996	0.0652382316960056	13	13	EVALUABLE	0.0
GSE278688	PM20D1	Acinar	2.3942289627580706	0.09428678117998504	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PM20D1	B/Plasma	1.2706551596197848	0.013334224605478338	11	10	EVALUABLE	0.434
GSE278688	PM20D1	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PM20D1	Endothelial	0.4633376363978371	0.005467474867175231	13	6	EVALUABLE	0.0
GSE278688	PM20D1	Epithelial/Ductal	0.9842341725331852	0.008637793725430899	12	12	EVALUABLE	0.031
GSE278688	PM20D1	Fibroblast/CAF	0.332526990546808	0.003247531599533338	13	10	EVALUABLE	0.0
GSE278688	PM20D1	Myeloid	0.5253151736319464	0.006274109856526077	13	10	EVALUABLE	0.0
GSE278688	PM20D1	Schwann	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PM20D1	T/NK	1.2964473010152369	0.010709269753836277	13	13	EVALUABLE	0.535
GSE278688	PM20D2	Acinar	1.7375169628398597	0.045058501369180895	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PM20D2	B/Plasma	2.807695802734424	0.061122065910110705	11	11	EVALUABLE	0.052
GSE278688	PM20D2	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PM20D2	Endothelial	1.5415856416732543	0.02786195273184048	13	11	EVALUABLE	0.0
GSE278688	PM20D2	Epithelial/Ductal	2.8377020229022842	0.08647734799062834	12	12	EVALUABLE	0.017
GSE278688	PM20D2	Fibroblast/CAF	3.109041990021512	0.13595035429781074	13	13	EVALUABLE	0.931
GSE278688	PM20D2	Myeloid	1.8081572215826576	0.032522697971325475	13	13	EVALUABLE	0.0
GSE278688	PM20D2	Schwann	2.7679693628260402	0.0655913978494623	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PM20D2	T/NK	2.2666717044785027	0.03200197686817492	13	13	EVALUABLE	0.0
GSE278688	PNLIPRP2	Acinar	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	B/Plasma	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	Endocrine	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	Endothelial	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	Epithelial/Ductal	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	Fibroblast/CAF	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	Myeloid	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	Schwann	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNLIPRP2	T/NK	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE278688	PNMT	Acinar	0.19533240645529254	0.0024271844660194	2	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNMT	B/Plasma	0.01658905400379374	8.666262241094546e-05	11	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNMT	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNMT	Endothelial	0.4367221962691705	0.005235984835973769	13	6	EVALUABLE	0.001
GSE278688	PNMT	Epithelial/Ductal	0.9360259719869277	0.008926644848370541	12	9	EVALUABLE	0.161
GSE278688	PNMT	Fibroblast/CAF	0.1684822486625755	0.0016530900135360385	13	5	EVALUABLE	0.0
GSE278688	PNMT	Myeloid	1.1662098458347216	0.01562593391065933	13	12	EVALUABLE	0.838
GSE278688	PNMT	Schwann	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNMT	T/NK	0.43929329480057633	0.0020711172410426693	13	10	EVALUABLE	0.0
GSE278688	PNP	Acinar	2.104143051529934	0.0419467264127458	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNP	B/Plasma	4.407497318553818	0.23732823659398058	11	11	EVALUABLE	0.0
GSE278688	PNP	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNP	Endothelial	5.841361690637372	0.625398523032011	13	13	EVALUABLE	1.0
GSE278688	PNP	Epithelial/Ductal	4.293062161398983	0.224194519763978	12	12	EVALUABLE	0.0
GSE278688	PNP	Fibroblast/CAF	3.395113433587084	0.14288058394144462	13	13	EVALUABLE	0.0
GSE278688	PNP	Myeloid	4.922267686695569	0.37452488906927955	13	13	EVALUABLE	0.0
GSE278688	PNP	Schwann	3.1611893728796314	0.09381720430107521	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNP	T/NK	4.97276988251269	0.3350986959396551	13	13	EVALUABLE	0.0
GSE278688	PNPLA2	Acinar	3.965423219649103	0.3573562359970127	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA2	B/Plasma	4.7716696433305765	0.3641950595468602	11	11	EVALUABLE	0.0
GSE278688	PNPLA2	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA2	Endothelial	4.779055342992539	0.47224090106616895	13	13	EVALUABLE	0.0
GSE278688	PNPLA2	Epithelial/Ductal	5.1843616952992475	0.43964438988948756	12	12	EVALUABLE	1.0
GSE278688	PNPLA2	Fibroblast/CAF	4.749157785185015	0.48122931096635646	13	13	EVALUABLE	0.0
GSE278688	PNPLA2	Myeloid	4.514237525700823	0.38018227704676993	13	13	EVALUABLE	0.0
GSE278688	PNPLA2	Schwann	5.723269114341595	0.7204301075268817	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA2	T/NK	4.860179859288385	0.36745958264190015	13	13	EVALUABLE	0.0
GSE278688	PNPLA3	Acinar	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA3	B/Plasma	0.10608108114189818	0.0005751731234203181	11	3	EVALUABLE	0.0
GSE278688	PNPLA3	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA3	Endothelial	0.2183374773849464	0.002340063255175977	13	4	EVALUABLE	0.0
GSE278688	PNPLA3	Epithelial/Ductal	1.4971128154628568	0.020514713936366554	12	11	EVALUABLE	1.0
GSE278688	PNPLA3	Fibroblast/CAF	0.30397644017397213	0.0034562229272314536	13	6	EVALUABLE	0.0
GSE278688	PNPLA3	Myeloid	0.18678257860984654	0.0016355108684933464	13	5	EVALUABLE	0.0
GSE278688	PNPLA3	Schwann	0.3815253001088295	0.0040322580645161	2	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA3	T/NK	0.13902412906886352	0.0005980255015006154	13	12	EVALUABLE	0.0
GSE278688	PNPLA4	Acinar	2.034561481265047	0.0669031615633557	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA4	B/Plasma	2.3140542086320997	0.04143954417875676	11	11	EVALUABLE	0.0
GSE278688	PNPLA4	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA4	Endothelial	1.9935351151738945	0.04615921939772206	13	13	EVALUABLE	0.0
GSE278688	PNPLA4	Epithelial/Ductal	3.074308060771733	0.10003372720045384	12	12	EVALUABLE	1.0
GSE278688	PNPLA4	Fibroblast/CAF	2.3137032175865793	0.06450948216051006	13	13	EVALUABLE	0.0
GSE278688	PNPLA4	Myeloid	2.269260903347861	0.05637662861456919	13	13	EVALUABLE	0.0
GSE278688	PNPLA4	Schwann	1.4804914044636983	0.0443548387096774	2	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA4	T/NK	1.8014339298502267	0.019265243819125814	13	13	EVALUABLE	0.0
GSE278688	PNPLA6	Acinar	1.579846401455896	0.0402041324371421	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA6	B/Plasma	2.6094778507093626	0.05633071071817362	11	11	EVALUABLE	0.0
GSE278688	PNPLA6	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA6	Endothelial	3.636158147179106	0.21173483920017794	13	13	EVALUABLE	0.022
GSE278688	PNPLA6	Epithelial/Ductal	3.1568937551440324	0.10913605059006752	12	12	EVALUABLE	0.0
GSE278688	PNPLA6	Fibroblast/CAF	2.65245312653762	0.09028382512081418	13	13	EVALUABLE	0.0
GSE278688	PNPLA6	Myeloid	3.8972390231860126	0.24565304830195805	13	13	EVALUABLE	0.978
GSE278688	PNPLA6	Schwann	3.732955156116259	0.168010752688172	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA6	T/NK	2.912023835149413	0.06347699940530992	13	13	EVALUABLE	0.0
GSE278688	PNPLA7	Acinar	1.419696700399189	0.0322379885486681	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA7	B/Plasma	2.3475620485373	0.045060408284262006	11	10	EVALUABLE	0.842
GSE278688	PNPLA7	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA7	Endothelial	1.0709964131082266	0.017307316975804822	13	10	EVALUABLE	0.0
GSE278688	PNPLA7	Epithelial/Ductal	2.078104681147937	0.0377284862596289	12	12	EVALUABLE	0.158
GSE278688	PNPLA7	Fibroblast/CAF	1.5262662041841253	0.02763192567366146	13	12	EVALUABLE	0.0
GSE278688	PNPLA7	Myeloid	1.5458820354309981	0.027293658924941597	13	13	EVALUABLE	0.0
GSE278688	PNPLA7	Schwann	1.0993708486684004	0.0282258064516129	2	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA7	T/NK	1.016596197124371	0.006827454731914716	13	13	EVALUABLE	0.0
GSE278688	PNPLA8	Acinar	2.312791084660139	0.08768981827234251	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA8	B/Plasma	4.616173221388378	0.31655090109441686	11	11	EVALUABLE	0.453
GSE278688	PNPLA8	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA8	Endothelial	4.375212200774338	0.3381385243658007	13	13	EVALUABLE	0.0
GSE278688	PNPLA8	Epithelial/Ductal	3.595629380153785	0.1424510639559843	12	12	EVALUABLE	0.0
GSE278688	PNPLA8	Fibroblast/CAF	3.9369339015228655	0.2635171009406385	13	13	EVALUABLE	0.0
GSE278688	PNPLA8	Myeloid	4.629735573259461	0.35498588967090405	13	13	EVALUABLE	0.52
GSE278688	PNPLA8	Schwann	4.2144490733834905	0.30107526881720426	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PNPLA8	T/NK	4.535124893989377	0.2625018205697708	13	13	EVALUABLE	0.027
GSE278688	PRDM16	Acinar	1.1673202988334868	0.022529250684590447	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM16	B/Plasma	0.0695905858015286	0.0004925067782551	11	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM16	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM16	Endothelial	1.6327512247613167	0.02983518442372288	13	12	EVALUABLE	0.0
GSE278688	PRDM16	Epithelial/Ductal	2.750606140128808	0.09884727552367702	12	11	EVALUABLE	0.998
GSE278688	PRDM16	Fibroblast/CAF	1.9905682325156482	0.05292074284239704	13	12	EVALUABLE	0.002
GSE278688	PRDM16	Myeloid	0.6828318967752314	0.0032856311584761617	13	8	EVALUABLE	0.0
GSE278688	PRDM16	Schwann	4.06685612127659	0.2314516129032258	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM16	T/NK	0.09254638448501938	0.00028000702040969236	13	8	EVALUABLE	0.0
GSE278688	PRDM2	Acinar	1.6831261423353296	0.0419467264127458	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM2	B/Plasma	5.167998798782023	0.44423876964120557	11	11	EVALUABLE	0.999
GSE278688	PRDM2	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM2	Endothelial	3.6981063933593608	0.21165515829213205	13	13	EVALUABLE	0.0
GSE278688	PRDM2	Epithelial/Ductal	3.5810823737038358	0.15124738090053208	12	12	EVALUABLE	0.0
GSE278688	PRDM2	Fibroblast/CAF	3.6525904022781033	0.21409952013892175	13	13	EVALUABLE	0.0
GSE278688	PRDM2	Myeloid	3.812721709210916	0.23389517517599528	13	13	EVALUABLE	0.0
GSE278688	PRDM2	Schwann	3.26373147266799	0.15779569892473116	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM2	T/NK	4.51447952234785	0.25463344365347607	13	13	EVALUABLE	0.001
GSE278688	PRDM6	Acinar	0.19533240645529254	0.0024271844660194	2	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM6	B/Plasma	0.053001531797734876	0.00020292207792207276	11	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM6	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM6	Endothelial	0.23673580395978006	0.0024218334955354156	13	5	EVALUABLE	0.0
GSE278688	PRDM6	Epithelial/Ductal	0.3139261995471308	0.0024269895279688414	12	6	EVALUABLE	0.0
GSE278688	PRDM6	Fibroblast/CAF	2.3974489411876196	0.07316045716574013	13	12	EVALUABLE	1.0
GSE278688	PRDM6	Myeloid	0.030818618264909323	0.00029505631184735385	13	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM6	Schwann	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM6	T/NK	0.013414363808949484	4.9907740579846154e-05	13	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	Acinar	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	B/Plasma	0.030613012938915298	0.0001733252448219	11	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	Endothelial	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	Epithelial/Ductal	0.0	0.0	12	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	Fibroblast/CAF	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	Myeloid	0.08607945863876809	0.0013149243918474615	13	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	Schwann	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM7	T/NK	0.0070298926204610075	3.6708698126015386e-05	13	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	Acinar	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	B/Plasma	0.0	0.0	11	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	Endothelial	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	Epithelial/Ductal	0.0	0.0	12	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	Fibroblast/CAF	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	Myeloid	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	Schwann	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRDM9	T/NK	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT1	Acinar	2.747404222752883	0.12167040079661436	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT1	B/Plasma	4.667176151434716	0.3366629925346212	11	11	EVALUABLE	0.0
GSE278688	PRMT1	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT1	Endothelial	5.271767683475956	0.5807520767943524	13	13	EVALUABLE	1.0
GSE278688	PRMT1	Epithelial/Ductal	4.8345578679498	0.3423004471856526	12	12	EVALUABLE	0.0
GSE278688	PRMT1	Fibroblast/CAF	4.85675956222417	0.5095046156846147	13	13	EVALUABLE	0.0
GSE278688	PRMT1	Myeloid	4.335026529299277	0.3236943499590889	13	13	EVALUABLE	0.0
GSE278688	PRMT1	Schwann	4.638914260579526	0.3631720430107527	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT1	T/NK	4.463439391139094	0.26022503943311237	13	13	EVALUABLE	0.0
GSE278688	PRMT2	Acinar	2.764204651571463	0.13623350759273084	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT2	B/Plasma	3.9436455501168983	0.18552033946795213	11	11	EVALUABLE	0.0
GSE278688	PRMT2	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT2	Endothelial	4.600005957684447	0.415345715124197	13	13	EVALUABLE	0.0
GSE278688	PRMT2	Epithelial/Ductal	4.332997310253979	0.27120918968014623	12	12	EVALUABLE	0.0
GSE278688	PRMT2	Fibroblast/CAF	4.520235179715197	0.4163204235424238	13	13	EVALUABLE	0.0
GSE278688	PRMT2	Myeloid	4.565932731326014	0.3844385748098566	13	13	EVALUABLE	0.0
GSE278688	PRMT2	Schwann	5.013811728101476	0.4720430107526881	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT2	T/NK	4.930278105408934	0.3696431216148199	13	13	EVALUABLE	1.0
GSE278688	PRMT3	Acinar	0.6763401190883459	0.0145631067961165	2	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT3	B/Plasma	2.81190752193427	0.06941501324311981	11	11	EVALUABLE	0.101
GSE278688	PRMT3	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT3	Endothelial	2.74430633448653	0.09390759652668364	13	13	EVALUABLE	0.0
GSE278688	PRMT3	Epithelial/Ductal	3.002661827295285	0.10032047661759103	12	12	EVALUABLE	0.257
GSE278688	PRMT3	Fibroblast/CAF	2.83910675087149	0.10709872176965773	13	13	EVALUABLE	0.001
GSE278688	PRMT3	Myeloid	2.5718989136401333	0.07620658174169449	13	13	EVALUABLE	0.0
GSE278688	PRMT3	Schwann	3.3211382294647027	0.1301075268817204	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT3	T/NK	3.0795976860808714	0.07224760003413538	13	13	EVALUABLE	0.641
GSE278688	PRMT5	Acinar	1.638104454077542	0.0426313169031615	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT5	B/Plasma	2.5663566138354894	0.049232345789901384	11	11	EVALUABLE	0.0
GSE278688	PRMT5	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT5	Endothelial	2.531163669859888	0.07890524306791588	13	13	EVALUABLE	0.0
GSE278688	PRMT5	Epithelial/Ductal	3.4488226653442933	0.1221306222282559	12	12	EVALUABLE	1.0
GSE278688	PRMT5	Fibroblast/CAF	3.1782933372133866	0.1477271153297657	13	13	EVALUABLE	0.0
GSE278688	PRMT5	Myeloid	2.532501840583372	0.07338845531020911	13	13	EVALUABLE	0.0
GSE278688	PRMT5	Schwann	2.746880091879894	0.0852150537634408	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT5	T/NK	2.547444913640397	0.042910791529872684	13	13	EVALUABLE	0.0
GSE278688	PRMT6	Acinar	1.1673202988334868	0.02010206621857105	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT6	B/Plasma	2.076703976559379	0.0293231712034156	11	11	EVALUABLE	0.013
GSE278688	PRMT6	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT6	Endothelial	1.9089995970287132	0.03744649791352371	13	13	EVALUABLE	0.0
GSE278688	PRMT6	Epithelial/Ductal	2.2799113920363503	0.050029108090677205	12	12	EVALUABLE	0.091
GSE278688	PRMT6	Fibroblast/CAF	2.4169504194410774	0.07265906001794176	13	13	EVALUABLE	0.896
GSE278688	PRMT6	Myeloid	1.553256982691526	0.029038503593529788	13	13	EVALUABLE	0.0
GSE278688	PRMT6	Schwann	2.889795237905409	0.08172043010752685	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT6	T/NK	1.9583800651581547	0.022790037678938033	13	13	EVALUABLE	0.0
GSE278688	PRMT7	Acinar	1.6124993250942248	0.0481702763256161	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT7	B/Plasma	2.645451911369035	0.0551284702330622	11	11	EVALUABLE	0.0
GSE278688	PRMT7	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT7	Endothelial	2.610706727852803	0.08646280277832984	13	13	EVALUABLE	0.0
GSE278688	PRMT7	Epithelial/Ductal	3.405272317780369	0.12829793454989583	12	12	EVALUABLE	1.0
GSE278688	PRMT7	Fibroblast/CAF	2.732357543951254	0.097805893048938	13	13	EVALUABLE	0.0
GSE278688	PRMT7	Myeloid	2.3214559128488577	0.05626944223871895	13	13	EVALUABLE	0.0
GSE278688	PRMT7	Schwann	2.98767708576337	0.0897849462365591	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT7	T/NK	3.0138950290096522	0.06948164872691219	13	13	EVALUABLE	0.0
GSE278688	PRMT8	Acinar	0.3354318878268056	0.0048543689320388	2	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	B/Plasma	0.0	0.0	11	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	Endothelial	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	Epithelial/Ductal	0.04795336207376052	0.0003488288708761833	12	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	Fibroblast/CAF	0.07630626075774218	0.0008695911134935462	13	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	Myeloid	0.0	0.0	13	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	Schwann	0.0	0.0	2	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT8	T/NK	0.0070298926204610075	3.6708698126015386e-05	13	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT9	Acinar	1.9121153282343484	0.04748568583520035	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT9	B/Plasma	4.007804261671503	0.18113094456717904	11	11	EVALUABLE	0.0
GSE278688	PRMT9	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT9	Endothelial	2.9568266817978848	0.10550569904669037	13	13	EVALUABLE	0.0
GSE278688	PRMT9	Epithelial/Ductal	2.5189237859443865	0.06004040738931813	12	12	EVALUABLE	0.0
GSE278688	PRMT9	Fibroblast/CAF	3.045381963608778	0.12298098564784195	13	13	EVALUABLE	0.0
GSE278688	PRMT9	Myeloid	4.560911428882958	0.26732241687748676	13	13	EVALUABLE	0.884
GSE278688	PRMT9	Schwann	2.4453509836899565	0.04489247311827955	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PRMT9	T/NK	4.444489787554871	0.21923928164724144	13	13	EVALUABLE	0.116
GSE278688	PSAT1	Acinar	2.058847279028326	0.0547672392332586	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PSAT1	B/Plasma	1.9642159473086347	0.02584956318509508	11	11	EVALUABLE	0.015
GSE278688	PSAT1	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PSAT1	Endothelial	0.9471292979688241	0.012530955745701249	13	8	EVALUABLE	0.0
GSE278688	PSAT1	Epithelial/Ductal	1.6623492532564896	0.019717870886889942	12	12	EVALUABLE	0.016
GSE278688	PSAT1	Fibroblast/CAF	1.3882956990134923	0.022441402705885093	13	12	EVALUABLE	0.0
GSE278688	PSAT1	Myeloid	0.4098320288608133	0.0032154992807337923	13	7	EVALUABLE	0.0
GSE278688	PSAT1	Schwann	3.1190809644814212	0.09838709677419355	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PSAT1	T/NK	2.341204325862143	0.0346000745204602	13	13	EVALUABLE	0.969
GSE278688	PTER	Acinar	1.864875726659927	0.05545182972367435	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PTER	B/Plasma	2.4630912877596494	0.048897718110605275	11	11	EVALUABLE	0.0
GSE278688	PTER	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PTER	Endothelial	1.9002229035071114	0.042116880002167	13	12	EVALUABLE	0.0
GSE278688	PTER	Epithelial/Ductal	3.143914100741197	0.10377691184375994	12	12	EVALUABLE	0.999
GSE278688	PTER	Fibroblast/CAF	2.195310269974618	0.05595258982166476	13	13	EVALUABLE	0.0
GSE278688	PTER	Myeloid	2.5987997814989354	0.07874403630009302	13	13	EVALUABLE	0.0
GSE278688	PTER	Schwann	2.4453509836899565	0.0529569892473118	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	PTER	T/NK	2.8480369454613887	0.05700167257845269	13	13	EVALUABLE	0.001
GSE278688	RAD23A	Acinar	3.651465560736521	0.2603310928553647	2	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	RAD23A	B/Plasma	4.853375582994776	0.3850571328061943	11	11	EVALUABLE	0.0
GSE278688	RAD23A	Endocrine	NA	NA	0	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE278688	RAD23A	Endothelial	5.025724174568305	0.5419656463554366	13	13	EVALUABLE	0.084
GSE278688	RAD23A	Epithelial/Ductal	4.963709787168939	0.39402015003857943	12	12	EVALUABLE	0.058
GSE278688	RAD23A	Fibroblast/CAF	5.0846073407986845	0.5809435178839445	13	13	EVALUABLE	0.856
