cohort	gene	celltype	mean_expression	detection_fraction	donor_count	detected_donor_count	status	bootstrap_first_frequency
GSE263733	GDPD2	Endothelial	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GDPD2	Epithelial/Ductal	0.6217809095576379	0.033144882145092196	18	15	EVALUABLE	1.0
GSE263733	GDPD2	Fibroblast/CAF	0.09618372147741408	0.0026737967914438453	11	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GDPD2	Myeloid	0.03226406092690427	0.00037808276360026	20	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GDPD2	T/NK	0.04396473283212266	0.000252783961981285	20	5	EVALUABLE	0.0
GSE263733	GDPD3	Acinar	0.30258728638398563	0.012729285262492075	4	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GDPD3	B/Plasma	0.4283651384107776	0.0066646561263147	17	8	EVALUABLE	0.0
GSE263733	GDPD3	Endothelial	1.691081820560472	0.0707223596410492	4	3	EVALUABLE	0.43
GSE263733	GDPD3	Epithelial/Ductal	1.8882454092796317	0.16107552476582399	18	18	EVALUABLE	0.57
GSE263733	GDPD3	Fibroblast/CAF	0.9302042884546925	0.048784165199257816	11	8	EVALUABLE	0.0
GSE263733	GDPD3	Myeloid	0.7300378899117455	0.015266519797415534	20	18	EVALUABLE	0.0
GSE263733	GDPD3	T/NK	0.9742921799456203	0.011019667467706292	20	20	EVALUABLE	0.0
GSE263733	GDPD5	Acinar	2.1510729804934288	0.12312860274673125	4	4	EVALUABLE	0.26
GSE263733	GDPD5	B/Plasma	0.9362846694395806	0.019090858191748602	17	13	EVALUABLE	0.0
GSE263733	GDPD5	Endothelial	2.379162925864775	0.15249954460039877	4	4	EVALUABLE	0.701
GSE263733	GDPD5	Epithelial/Ductal	1.1131663361948017	0.0732838525483184	18	18	EVALUABLE	0.0
GSE263733	GDPD5	Fibroblast/CAF	1.731159913532455	0.106946930978346	11	11	EVALUABLE	0.004
GSE263733	GDPD5	Myeloid	1.4812787248206678	0.04512943891388422	20	20	EVALUABLE	0.0
GSE263733	GDPD5	T/NK	2.0481504155932786	0.037109938804247004	20	19	EVALUABLE	0.035
GSE263733	GGCT	Acinar	2.537964569173351	0.15107252926544532	4	4	EVALUABLE	0.0
GSE263733	GGCT	B/Plasma	2.8009806207752614	0.10395967484981661	17	17	EVALUABLE	0.0
GSE263733	GGCT	Endothelial	3.952478639574459	0.4280606448458353	4	4	EVALUABLE	0.0
GSE263733	GGCT	Epithelial/Ductal	4.203064049737201	0.6173380227002498	18	18	EVALUABLE	0.919
GSE263733	GGCT	Fibroblast/CAF	4.023041502194595	0.46293255491496343	11	11	EVALUABLE	0.081
GSE263733	GGCT	Myeloid	3.3497931273532258	0.25042824957288	20	20	EVALUABLE	0.0
GSE263733	GGCT	T/NK	3.266057953705526	0.10313593152213578	20	20	EVALUABLE	0.0
GSE263733	GGT1	Acinar	0.7755292037348456	0.045178068765058324	4	3	EVALUABLE	0.002
GSE263733	GGT1	B/Plasma	0.581306795543622	0.011868768459676448	17	10	EVALUABLE	0.0
GSE263733	GGT1	Endothelial	0.10839628462132254	0.00203252032520325	4	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GGT1	Epithelial/Ductal	1.910849590753732	0.18228028469972968	18	18	EVALUABLE	0.983
GSE263733	GGT1	Fibroblast/CAF	0.9388909089039289	0.03384756766589744	11	9	EVALUABLE	0.0
GSE263733	GGT1	Myeloid	1.4633206467097046	0.050977748670738766	20	20	EVALUABLE	0.015
GSE263733	GGT1	T/NK	1.1596999478966847	0.011587637757530283	20	20	EVALUABLE	0.0
GSE263733	GGT5	Acinar	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GGT5	B/Plasma	0.09217085967798737	0.0014158904187871648	17	3	EVALUABLE	0.0
GSE263733	GGT5	Endothelial	4.056971653084399	0.41245601798588744	4	4	EVALUABLE	0.0
GSE263733	GGT5	Epithelial/Ductal	0.7325516231430494	0.05183786643242096	18	14	EVALUABLE	0.0
GSE263733	GGT5	Fibroblast/CAF	4.935502291139464	0.6265230217457798	11	11	EVALUABLE	1.0
GSE263733	GGT5	Myeloid	0.4797831791503359	0.00785941381397141	20	16	EVALUABLE	0.0
GSE263733	GGT5	T/NK	0.2816957123152201	0.0015860663094841797	20	14	EVALUABLE	0.0
GSE263733	GK	Acinar	0.8910112343703719	0.033441005064916846	4	3	EVALUABLE	0.0
GSE263733	GK	B/Plasma	1.8519071542541643	0.045849986633954384	17	17	EVALUABLE	0.0
GSE263733	GK	Endothelial	1.7085395957032432	0.06272410454057367	4	4	EVALUABLE	0.0
GSE263733	GK	Epithelial/Ductal	2.1480532489891813	0.22258137780629228	18	18	EVALUABLE	0.0
GSE263733	GK	Fibroblast/CAF	1.6188527827277754	0.08832598400690013	11	11	EVALUABLE	0.0
GSE263733	GK	Myeloid	4.720001938841082	0.5823320847338406	20	20	EVALUABLE	1.0
GSE263733	GK	T/NK	2.0430429939186237	0.03421947032503072	20	20	EVALUABLE	0.0
GSE263733	GK2	Acinar	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GK2	B/Plasma	0.0	0.0	17	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GK2	Endothelial	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GK2	Epithelial/Ductal	0.0	0.0	18	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GK2	Fibroblast/CAF	0.0	0.0	11	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GK2	Myeloid	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GK2	T/NK	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GK3	Acinar	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	GK3	B/Plasma	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	GK3	Endothelial	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	GK3	Epithelial/Ductal	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	GK3	Fibroblast/CAF	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	GK3	Myeloid	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	GK3	T/NK	NA	NA	0	0	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE263733	GK5	Acinar	1.3740997017685657	0.09084923060581038	4	3	EVALUABLE	0.0
GSE263733	GK5	B/Plasma	1.604547284290944	0.04868615612204878	17	14	EVALUABLE	0.0
GSE263733	GK5	Endothelial	2.5275418120575814	0.13450766509433956	4	4	EVALUABLE	0.0
GSE263733	GK5	Epithelial/Ductal	3.0287420448517675	0.4265800065008089	18	18	EVALUABLE	0.007
GSE263733	GK5	Fibroblast/CAF	2.3688221689791344	0.22405839102361788	11	10	EVALUABLE	0.0
GSE263733	GK5	Myeloid	2.8511207938334024	0.16937997538089883	20	20	EVALUABLE	0.0
GSE263733	GK5	T/NK	3.433484004511283	0.1512608046720798	20	20	EVALUABLE	0.993
GSE263733	GLUD1	Acinar	2.4870489474427058	0.13764940791043992	4	4	EVALUABLE	0.0
GSE263733	GLUD1	B/Plasma	2.9174941080551156	0.14408084190804946	17	17	EVALUABLE	0.0
GSE263733	GLUD1	Endothelial	3.7872195827486994	0.36526823036508665	4	4	EVALUABLE	0.047
GSE263733	GLUD1	Epithelial/Ductal	4.04390048594901	0.6630545076802311	18	18	EVALUABLE	0.7
GSE263733	GLUD1	Fibroblast/CAF	3.8966964012019107	0.48697305565644816	11	11	EVALUABLE	0.085
GSE263733	GLUD1	Myeloid	3.985415118076611	0.4303892153500167	20	20	EVALUABLE	0.168
GSE263733	GLUD1	T/NK	3.80936480292608	0.19864715741260508	20	20	EVALUABLE	0.0
GSE263733	GLUD2	Acinar	0.3474332159761568	0.018522676246070926	4	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GLUD2	B/Plasma	0.07381634360142872	0.001085596594898335	17	3	EVALUABLE	0.0
GSE263733	GLUD2	Endothelial	1.0824734013176094	0.02904370877435185	4	4	EVALUABLE	0.989
GSE263733	GLUD2	Epithelial/Ductal	0.3785389966005388	0.018472904873050772	18	17	EVALUABLE	0.01
GSE263733	GLUD2	Fibroblast/CAF	0.0845503304866811	0.0031976442507264365	11	3	EVALUABLE	0.0
GSE263733	GLUD2	Myeloid	0.052777692911705545	0.0011198305358608	20	6	EVALUABLE	0.0
GSE263733	GLUD2	T/NK	0.1776166594635478	0.0021780249063439805	20	12	EVALUABLE	0.001
GSE263733	GNMT	Acinar	3.7624213032204947	0.39227775465078274	4	4	EVALUABLE	0.992
GSE263733	GNMT	B/Plasma	0.4598103273386087	0.008807449360255145	17	9	EVALUABLE	0.001
GSE263733	GNMT	Endothelial	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GNMT	Epithelial/Ductal	0.34701583726581714	0.014487663976325529	18	13	EVALUABLE	0.0
GSE263733	GNMT	Fibroblast/CAF	0.6754684831625591	0.023833578170959827	11	8	EVALUABLE	0.004
GSE263733	GNMT	Myeloid	0.482706143958739	0.0087582619999047	20	17	EVALUABLE	0.0
GSE263733	GNMT	T/NK	0.49076153959889374	0.003516704363284189	20	18	EVALUABLE	0.003
GSE263733	GOT1	Acinar	1.2882246432905422	0.07705952363708347	4	3	EVALUABLE	0.0
GSE263733	GOT1	B/Plasma	2.5217053689767766	0.10165568724866404	17	16	EVALUABLE	0.0
GSE263733	GOT1	Endothelial	2.2498020995735644	0.1628844531369842	4	3	EVALUABLE	0.062
GSE263733	GOT1	Epithelial/Ductal	3.1593097492957236	0.41210966610314	18	18	EVALUABLE	0.938
GSE263733	GOT1	Fibroblast/CAF	2.735863233455502	0.24670847304922683	11	11	EVALUABLE	0.0
GSE263733	GOT1	Myeloid	2.0669949188500394	0.09746891912026248	20	19	EVALUABLE	0.0
GSE263733	GOT1	T/NK	2.7296731637898732	0.06944899928412525	20	20	EVALUABLE	0.0
GSE263733	GOT1L1	Acinar	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GOT1L1	B/Plasma	0.0	0.0	17	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GOT1L1	Endothelial	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GOT1L1	Epithelial/Ductal	0.0	0.0	18	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GOT1L1	Fibroblast/CAF	0.0	0.0	11	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GOT1L1	Myeloid	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GOT1L1	T/NK	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GOT2	Acinar	2.07316706148902	0.0868630253510352	4	4	EVALUABLE	0.001
GSE263733	GOT2	B/Plasma	2.1284186576463835	0.06936868582628634	17	15	EVALUABLE	0.0
GSE263733	GOT2	Endothelial	3.0883496183347616	0.24720768139285165	4	4	EVALUABLE	0.076
GSE263733	GOT2	Epithelial/Ductal	3.3203495436514987	0.4762218702146687	18	18	EVALUABLE	0.923
GSE263733	GOT2	Fibroblast/CAF	2.865571138759596	0.3009066036293866	11	11	EVALUABLE	0.0
GSE263733	GOT2	Myeloid	2.4504523035545738	0.13133961150757495	20	20	EVALUABLE	0.0
GSE263733	GOT2	T/NK	2.682186487823308	0.06538971149074059	20	20	EVALUABLE	0.0
GSE263733	GPCPD1	Acinar	2.2854563802084034	0.1268051389372596	4	4	EVALUABLE	0.0
GSE263733	GPCPD1	B/Plasma	3.1768793745900163	0.20644974761470417	17	16	EVALUABLE	0.0
GSE263733	GPCPD1	Endothelial	3.7426168350046023	0.3540024831262463	4	4	EVALUABLE	0.0
GSE263733	GPCPD1	Epithelial/Ductal	3.0518066762426566	0.40585276731326664	18	18	EVALUABLE	0.0
GSE263733	GPCPD1	Fibroblast/CAF	2.9189601831491587	0.2649356678572874	11	11	EVALUABLE	0.0
GSE263733	GPCPD1	Myeloid	4.993338294791462	0.676141285388812	20	20	EVALUABLE	1.0
GSE263733	GPCPD1	T/NK	3.9177677987931316	0.22829497751822908	20	20	EVALUABLE	0.0
GSE263733	GPT	Acinar	1.0628245985486382	0.06943981729603928	4	3	EVALUABLE	0.159
GSE263733	GPT	B/Plasma	0.043326932721733366	0.0009643201542912235	17	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GPT	Endothelial	0.5544944323460905	0.0238821138211382	4	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	GPT	Epithelial/Ductal	1.5237316946398782	0.14108845148304208	18	18	EVALUABLE	0.841
GSE263733	GPT	Fibroblast/CAF	0.3551890782579558	0.011137242049152	11	6	EVALUABLE	0.0
GSE263733	GPT	Myeloid	0.27202171460956387	0.00458346069331746	20	13	EVALUABLE	0.0
GSE263733	GPT	T/NK	0.2582149464313971	0.0023614296068649302	20	9	EVALUABLE	0.0
GSE263733	GPT2	Acinar	3.5262563113996945	0.2933362450255093	4	4	EVALUABLE	0.992
GSE263733	GPT2	B/Plasma	1.8484033829492643	0.04906326673716463	17	16	EVALUABLE	0.0
GSE263733	GPT2	Endothelial	1.3605355975982651	0.048235805913483656	4	3	EVALUABLE	0.0
GSE263733	GPT2	Epithelial/Ductal	2.282818101287825	0.25341811014065313	18	18	EVALUABLE	0.008
GSE263733	GPT2	Fibroblast/CAF	1.3519975511222087	0.08561690844199983	11	10	EVALUABLE	0.0
GSE263733	GPT2	Myeloid	0.9309851988312949	0.01971653683060931	20	19	EVALUABLE	0.0
GSE263733	GPT2	T/NK	0.8957331653301219	0.009250472393350318	20	20	EVALUABLE	0.0
GSE263733	HAO1	Acinar	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO1	B/Plasma	0.0	0.0	17	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO1	Endothelial	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO1	Epithelial/Ductal	0.01847356581210978	0.0006849371183734166	18	4	EVALUABLE	1.0
GSE263733	HAO1	Fibroblast/CAF	0.0	0.0	11	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO1	Myeloid	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO1	T/NK	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO2	Acinar	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO2	B/Plasma	0.0	0.0	17	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO2	Endothelial	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO2	Epithelial/Ductal	0.002740190194111761	0.00016149870801033335	18	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO2	Fibroblast/CAF	0.08417505012408986	0.002269596794390173	11	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO2	Myeloid	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HAO2	T/NK	0.0	0.0	20	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HDAC10	Acinar	2.1745425240155827	0.13207024777513754	4	4	EVALUABLE	0.029
GSE263733	HDAC10	B/Plasma	2.2812841195745244	0.0970692091157358	17	16	EVALUABLE	0.0
GSE263733	HDAC10	Endothelial	2.7606716272185112	0.15951329766835398	4	4	EVALUABLE	0.016
GSE263733	HDAC10	Epithelial/Ductal	2.7367289541100246	0.34940007634546283	18	18	EVALUABLE	0.0
GSE263733	HDAC10	Fibroblast/CAF	2.471671738127831	0.1965241287384539	11	11	EVALUABLE	0.0
GSE263733	HDAC10	Myeloid	2.7415022685314345	0.16884466956643526	20	20	EVALUABLE	0.0
GSE263733	HDAC10	T/NK	3.1212181260727334	0.11475513238397565	20	20	EVALUABLE	0.955
GSE263733	HEMK1	Acinar	1.2849784653163838	0.07431703289540387	4	3	EVALUABLE	0.0
GSE263733	HEMK1	B/Plasma	2.084737286842894	0.06690475370216735	17	17	EVALUABLE	0.011
GSE263733	HEMK1	Endothelial	2.1976409297531405	0.10327264534437794	4	4	EVALUABLE	0.019
GSE263733	HEMK1	Epithelial/Ductal	2.056921041190849	0.21125552577820206	18	18	EVALUABLE	0.0
GSE263733	HEMK1	Fibroblast/CAF	2.1597512294381604	0.16516936876462052	11	11	EVALUABLE	0.074
GSE263733	HEMK1	Myeloid	2.0113746359494984	0.08428211202237983	20	20	EVALUABLE	0.0
GSE263733	HEMK1	T/NK	2.387146119617552	0.05554544672678578	20	20	EVALUABLE	0.896
GSE263733	HEMK2	Acinar	1.2734313072265464	0.06142397806847112	4	4	EVALUABLE	0.0
GSE263733	HEMK2	B/Plasma	1.1306925498083684	0.028627929815577102	17	14	EVALUABLE	0.0
GSE263733	HEMK2	Endothelial	2.12602476340186	0.08984734526000918	4	4	EVALUABLE	0.55
GSE263733	HEMK2	Epithelial/Ductal	2.0918996021051663	0.21108518723679479	18	18	EVALUABLE	0.337
GSE263733	HEMK2	Fibroblast/CAF	1.9136917062723888	0.1309555887062569	11	10	EVALUABLE	0.113
GSE263733	HEMK2	Myeloid	1.2055503219283696	0.03486201880305432	20	20	EVALUABLE	0.0
GSE263733	HEMK2	T/NK	1.5920799442768756	0.02212340781679771	20	20	EVALUABLE	0.0
GSE263733	HENMT1	Acinar	0.5146262499010108	0.023119245235646575	4	3	EVALUABLE	0.0
GSE263733	HENMT1	B/Plasma	1.4934289646407917	0.03831137564043375	17	15	EVALUABLE	0.0
GSE263733	HENMT1	Endothelial	1.0765189528671075	0.028751294293603298	4	3	EVALUABLE	0.0
GSE263733	HENMT1	Epithelial/Ductal	2.125963845778871	0.21178541307255933	18	18	EVALUABLE	0.0
GSE263733	HENMT1	Fibroblast/CAF	1.8080431026673063	0.10398370750220674	11	11	EVALUABLE	0.0
GSE263733	HENMT1	Myeloid	2.0285991403052726	0.08767807350471596	20	20	EVALUABLE	0.0
GSE263733	HENMT1	T/NK	3.1029586874124306	0.10989805303271485	20	20	EVALUABLE	1.0
GSE263733	HIF1AN	Acinar	1.2412170478225784	0.10110882570215968	4	3	EVALUABLE	0.0
GSE263733	HIF1AN	B/Plasma	2.3651339522526733	0.09378479654494802	17	17	EVALUABLE	0.0
GSE263733	HIF1AN	Endothelial	1.8441797391245318	0.10147261849976988	4	3	EVALUABLE	0.012
GSE263733	HIF1AN	Epithelial/Ductal	2.6889275804214847	0.35515787135864024	18	18	EVALUABLE	0.333
GSE263733	HIF1AN	Fibroblast/CAF	2.6962291449137266	0.24369068524522575	11	11	EVALUABLE	0.345
GSE263733	HIF1AN	Myeloid	2.359100893520936	0.1284276980510892	20	20	EVALUABLE	0.0
GSE263733	HIF1AN	T/NK	2.701461204172216	0.07338474325901381	20	20	EVALUABLE	0.31
GSE263733	HNMT	Acinar	1.6102692846178277	0.07041815741317455	4	3	EVALUABLE	0.0
GSE263733	HNMT	B/Plasma	0.22195060741537914	0.0031016552921005764	17	6	EVALUABLE	0.0
GSE263733	HNMT	Endothelial	2.09187971276027	0.05966034380273042	4	4	EVALUABLE	0.0
GSE263733	HNMT	Epithelial/Ductal	4.2428022025941425	0.66233437184909	18	18	EVALUABLE	0.001
GSE263733	HNMT	Fibroblast/CAF	4.101822480666254	0.5185431662627555	11	11	EVALUABLE	0.0
GSE263733	HNMT	Myeloid	4.644401135251507	0.5671746557666716	20	20	EVALUABLE	0.999
GSE263733	HNMT	T/NK	1.1351234287145104	0.009346322339821049	20	19	EVALUABLE	0.0
GSE263733	HOGA1	Acinar	0.0929349093363327	0.001908396946564875	4	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HOGA1	B/Plasma	0.0671844863683155	0.0008568322390039824	17	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HOGA1	Endothelial	0.5058742952927097	0.008828760162601625	4	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HOGA1	Epithelial/Ductal	0.698596558126085	0.039400877095859835	18	16	EVALUABLE	0.975
GSE263733	HOGA1	Fibroblast/CAF	0.22473531471225672	0.016121570945114003	11	3	EVALUABLE	0.024
GSE263733	HOGA1	Myeloid	0.03367089095786391	0.00033272866492410505	20	5	EVALUABLE	0.0
GSE263733	HOGA1	T/NK	0.123765259671668	0.003095901019474615	20	4	EVALUABLE	0.001
GSE263733	HPD	Acinar	0.0929349093363327	0.001908396946564875	4	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HPD	B/Plasma	0.0	0.0	17	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HPD	Endothelial	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HPD	Epithelial/Ductal	0.26769981584395275	0.014967953912497787	18	11	EVALUABLE	0.041
GSE263733	HPD	Fibroblast/CAF	0.5763833190711478	0.027434782888929855	11	5	EVALUABLE	0.951
GSE263733	HPD	Myeloid	0.11448085639334224	0.0016174937928377351	20	10	EVALUABLE	0.008
GSE263733	HPD	T/NK	0.010541526287646711	5.00513465046e-05	20	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HR	Acinar	0.0929349093363327	0.001908396946564875	4	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HR	B/Plasma	0.1375282697628764	0.0023836780780027234	17	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HR	Endothelial	0.5239988494738859	0.012482742751955801	4	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	HR	Epithelial/Ductal	1.6932443349149326	0.12697779179219282	18	18	EVALUABLE	0.999
GSE263733	HR	Fibroblast/CAF	0.9168791453270715	0.03218887261081471	11	9	EVALUABLE	0.001
GSE263733	HR	Myeloid	0.0810832548465578	0.00143369903483957	20	6	EVALUABLE	0.0
GSE263733	HR	T/NK	0.32485211467997854	0.002607712892510535	20	11	EVALUABLE	0.0
GSE263733	ICMT	Acinar	1.3215256374560456	0.07558205503329128	4	3	EVALUABLE	0.0
GSE263733	ICMT	B/Plasma	1.7734007210487728	0.05111160215823821	17	15	EVALUABLE	0.0
GSE263733	ICMT	Endothelial	2.992853375288865	0.3042926206089891	4	4	EVALUABLE	0.306
GSE263733	ICMT	Epithelial/Ductal	3.5068339268511073	0.5062371939653206	18	18	EVALUABLE	0.318
GSE263733	ICMT	Fibroblast/CAF	3.48756428170385	0.3903168891329436	11	11	EVALUABLE	0.376
GSE263733	ICMT	Myeloid	2.4128258438446126	0.12548362708534952	20	20	EVALUABLE	0.0
GSE263733	ICMT	T/NK	2.5997596641673506	0.06054893275347824	20	20	EVALUABLE	0.0
GSE263733	IDH1	Acinar	2.0425153458749756	0.1204404307037205	4	4	EVALUABLE	0.0
GSE263733	IDH1	B/Plasma	2.0801556242261405	0.06273327239026333	17	17	EVALUABLE	0.0
GSE263733	IDH1	Endothelial	3.191116437011712	0.25364619285933426	4	4	EVALUABLE	0.0
GSE263733	IDH1	Epithelial/Ductal	3.9640891957773405	0.5949849440734968	18	18	EVALUABLE	0.907
GSE263733	IDH1	Fibroblast/CAF	3.131829557316579	0.3168511074825651	11	11	EVALUABLE	0.0
GSE263733	IDH1	Myeloid	3.7767086693066387	0.29617860571359916	20	20	EVALUABLE	0.093
GSE263733	IDH1	T/NK	2.67567963025244	0.06661982918546462	20	20	EVALUABLE	0.0
GSE263733	IDH2	Acinar	2.866032154618438	0.33053109202311803	4	3	EVALUABLE	0.0
GSE263733	IDH2	B/Plasma	4.364404866827858	0.25343568658194177	17	17	EVALUABLE	0.148
GSE263733	IDH2	Endothelial	3.2859774488454265	0.2474719330035281	4	4	EVALUABLE	0.0
GSE263733	IDH2	Epithelial/Ductal	3.948139480410046	0.5587661035743893	18	18	EVALUABLE	0.0
GSE263733	IDH2	Fibroblast/CAF	3.7089453077048344	0.4373347063714909	11	11	EVALUABLE	0.0
GSE263733	IDH2	Myeloid	4.284588735581523	0.43626772670632297	20	20	EVALUABLE	0.0
GSE263733	IDH2	T/NK	4.530433291866456	0.3237553383394326	20	20	EVALUABLE	0.852
GSE263733	IDH3A	Acinar	1.830032090523825	0.0977812674698906	4	4	EVALUABLE	0.032
GSE263733	IDH3A	B/Plasma	2.895568228860728	0.12703797767173067	17	17	EVALUABLE	0.061
GSE263733	IDH3A	Endothelial	3.0468179390824557	0.23542181987267985	4	4	EVALUABLE	0.708
GSE263733	IDH3A	Epithelial/Ductal	2.842563410631423	0.378275975693402	18	18	EVALUABLE	0.019
GSE263733	IDH3A	Fibroblast/CAF	2.622470752360253	0.23913279044657607	11	11	EVALUABLE	0.001
GSE263733	IDH3A	Myeloid	2.9334129742533492	0.1938013379172015	20	20	EVALUABLE	0.179
GSE263733	IDH3A	T/NK	2.7441127746212177	0.07198829022754048	20	20	EVALUABLE	0.0
GSE263733	IDO1	Acinar	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	IDO1	B/Plasma	0.06759041473668004	0.000649072247179706	17	3	EVALUABLE	0.0
GSE263733	IDO1	Endothelial	0.46564601806450345	0.00743979137904585	4	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	IDO1	Epithelial/Ductal	1.0852064909753218	0.04239240062273633	18	16	EVALUABLE	0.071
GSE263733	IDO1	Fibroblast/CAF	0.8295684986872423	0.035706144447707956	11	6	EVALUABLE	0.093
GSE263733	IDO1	Myeloid	1.5358912841235106	0.031630751689669376	20	18	EVALUABLE	0.832
GSE263733	IDO1	T/NK	0.6934639414039814	0.00131343501105949	20	11	EVALUABLE	0.004
GSE263733	IDO2	Acinar	0.0	0.0	4	0	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	IDO2	B/Plasma	0.09881589173207658	0.001071143719068347	17	3	EVALUABLE	0.016
GSE263733	IDO2	Endothelial	0.10839628462132254	0.00203252032520325	4	1	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	IDO2	Epithelial/Ductal	0.02343668822709788	0.0008652416583392167	18	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	IDO2	Fibroblast/CAF	0.030274337577269547	0.0017771897052718912	11	2	INSUFFICIENT_UNITS_OR_DETECTION	NA
GSE263733	IDO2	Myeloid	0.33043214647556335	0.00515206131071641	20	14	EVALUABLE	0.937
GSE263733	IDO2	T/NK	0.12760730782801802	0.000354865733333765	20	5	EVALUABLE	0.047
GSE263733	IL4I1	Acinar	0.9734656703526454	0.018154306249977676	4	3	EVALUABLE	0.0
GSE263733	IL4I1	B/Plasma	0.6420748780745997	0.012382686121876384	17	8	EVALUABLE	0.0
GSE263733	IL4I1	Endothelial	0.8768691826775429	0.0217627080457125	4	4	EVALUABLE	0.0
GSE263733	IL4I1	Epithelial/Ductal	0.7391871802365126	0.034845272019590465	18	17	EVALUABLE	0.0
GSE263733	IL4I1	Fibroblast/CAF	1.2765439403523713	0.04898260553414347	11	10	EVALUABLE	0.0
GSE263733	IL4I1	Myeloid	4.13593805578139	0.2859605947021883	20	20	EVALUABLE	1.0
GSE263733	IL4I1	T/NK	1.991128118259189	0.025928970117794586	20	20	EVALUABLE	0.0
