cohort	gene	top_celltype	second_celltype	mean_expression	detection_fraction	donor_count	bootstrap_top_frequency	bootstrap_valid_draws	eligible_categories	seed
GSE263733	NSUN6	Endothelial	T/NK	3.502831092128164	0.2751098951142813	4	0.915	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	NT5C	Epithelial/Ductal	Fibroblast/CAF	4.441256993244294	0.7331728340394252	18	0.99	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	NT5C1A	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		1027977293
GSE263733	NT5C2	Epithelial/Ductal	Myeloid	3.559270616043999	0.5485466256966477	18	0.925	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	NT5E	Epithelial/Ductal	Fibroblast/CAF	3.492406839937079	0.4603474862972413	18	0.899	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	NT5M	Endothelial	Fibroblast/CAF	1.3140203287725498	0.0393734899907961	4	0.844	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	NTMT1	Fibroblast/CAF	Epithelial/Ductal	3.856195492229366	0.4899635914542666	11	0.839	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	NTMT2	Fibroblast/CAF	NOT_EVALUABLE	0.23118057722043603	0.007711132337253954	11	1.0	1000	Fibroblast/CAF	1027977293
GSE263733	OAT	Fibroblast/CAF	T/NK	4.2007798310384095	0.5703221221965007	11	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	ODC1	B/Plasma	Epithelial/Ductal	5.025247185549776	0.5717027341135547	17	0.886	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	OGDH	Myeloid	T/NK	3.5128497991005525	0.32356908060719924	20	0.68	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	OGDHL	Fibroblast/CAF	Epithelial/Ductal	0.5434128884117736	0.03429356633584297	11	0.982	1000	Epithelial/Ductal;Fibroblast/CAF;T/NK	1027977293
GSE263733	OGFOD1	Fibroblast/CAF	Endothelial	2.9226803047378307	0.27956239929401644	11	0.853	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	OLAH	Epithelial/Ductal	T/NK	0.1753702059745752	0.008933836785545579	18	0.698	1000	Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	OTC	Endothelial	Epithelial/Ductal	0.9009132257265933	0.021603917395306	4	0.916	1000	Endothelial;Epithelial/Ductal;T/NK	1027977293
GSE263733	P3H1	Fibroblast/CAF	Endothelial	4.031383080684612	0.5060707107823791	11	0.999	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	P3H2	Endothelial	Epithelial/Ductal	1.743239961350102	0.06594006461880655	4	0.565	1000	Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	P3H3	Fibroblast/CAF	Endothelial	3.9819106473038626	0.5465475396521401	11	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	P4HA1	Epithelial/Ductal	Fibroblast/CAF	4.328793914206099	0.6747390525142639	18	0.592	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	P4HA2	Fibroblast/CAF	Epithelial/Ductal	4.419803559193622	0.6010895901957368	11	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	P4HA3	Fibroblast/CAF	Endothelial	2.784059560488395	0.24436917825811885	11	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	P4HTM	Fibroblast/CAF	Epithelial/Ductal	3.5612899556903814	0.40702350510086094	11	0.518	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PAOX	B/Plasma	Myeloid	2.781042230595706	0.12384470862609266	17	0.996	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PC	Myeloid	Epithelial/Ductal	1.6658775616690022	0.05820599756326811	20	0.577	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PCIF1	T/NK	B/Plasma	3.317820161570438	0.13567150505509445	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PCMT1	T/NK	Myeloid	4.371513297725686	0.32788656796116455	20	0.917	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PDHA1	Epithelial/Ductal	T/NK	3.7467447854395934	0.5831526372865903	18	0.774	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PDHA2	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		1027977293
GSE263733	PDHB	Endothelial	Fibroblast/CAF	4.102029487659995	0.43443564005215524	4	0.773	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PEMT	Endothelial	Fibroblast/CAF	3.141458506892672	0.2301817284092652	4	0.979	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PEPD	Myeloid	Endothelial	4.323908779643426	0.46629130281090375	20	0.524	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PGP	T/NK	Epithelial/Ductal	4.138571664163155	0.2629149706910871	20	0.864	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PHF2	Endothelial	T/NK	2.571388501938991	0.16707173262770358	4	0.78	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PHF8	T/NK	Myeloid	2.7260856642067948	0.0787373291569001	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PHGDH	Fibroblast/CAF	B/Plasma	3.7969896696642746	0.3210367389386591	11	0.998	1000	Acinar;B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PHYH	Fibroblast/CAF	Endothelial	3.557785622711917	0.4239633226618599	11	0.535	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PIPOX	Myeloid	T/NK	0.7239227690878653	0.016110667778525364	20	0.997	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PKLR	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		1027977293
GSE263733	PKM	Epithelial/Ductal	Myeloid	6.456536965284866	0.9264471928295066	18	0.993	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLA2G15	Myeloid	Fibroblast/CAF	3.1501844969222916	0.21300081058973525	20	0.998	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLA2G4A	Myeloid	Fibroblast/CAF	1.9799656603685072	0.08206499065874903	20	0.303	1000	Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLA2G4B	B/Plasma	Myeloid	0.34244881867751364	0.006782207492993342	17	0.92	1000	B/Plasma;Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	PLA2G4C	Endothelial	Fibroblast/CAF	2.656445899371638	0.1721530334407117	4	0.89	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLA2G4E	Epithelial/Ductal	NOT_EVALUABLE	0.07259035983068289	0.0028113520081603834	18	1.0	1000	Epithelial/Ductal	1027977293
GSE263733	PLA2G4F	Epithelial/Ductal	NOT_EVALUABLE	0.7117594318342763	0.044035048164116575	18	1.0	1000	Epithelial/Ductal	1027977293
GSE263733	PLA2G6	T/NK	Endothelial	1.94297392693266	0.0349039128821164	20	0.832	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLB1	Myeloid	Epithelial/Ductal	2.3101569505488024	0.1165801507816667	20	1.0	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLBD1	Myeloid	Epithelial/Ductal	4.967335934966427	0.6127285881794294	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLD3	Myeloid	Fibroblast/CAF	5.377846532754186	0.532451979550479	20	0.982	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLD4	Myeloid	B/Plasma	3.6398698428096146	0.19090249800901296	20	0.999	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLOD1	Fibroblast/CAF	Endothelial	4.111921461485931	0.5171003638922925	11	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLOD2	Fibroblast/CAF	Epithelial/Ductal	4.895730451429307	0.6689791797962319	11	1.0	1000	Acinar;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PLOD3	Epithelial/Ductal	Endothelial	3.8262906990461567	0.6153308307912527	18	0.401	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PM20D1	Acinar	T/NK	2.039503429151364	0.1821028337461554	4	0.957	1000	Acinar;B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PM20D2	Epithelial/Ductal	Acinar	2.6552531672370243	0.32078599316801804	18	0.778	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PNLIPRP2	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		1027977293
GSE263733	PNMT	Epithelial/Ductal	T/NK	0.6086745160522109	0.03511804268389088	18	0.996	1000	B/Plasma;Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	PNP	Endothelial	Myeloid	4.917177001486701	0.5606646197653015	4	0.988	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PNPLA2	Epithelial/Ductal	Endothelial	4.50549695996911	0.7324649369603836	18	0.964	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PNPLA3	Epithelial/Ductal	Myeloid	1.2912395311906009	0.10840845644234703	18	0.999	1000	Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PNPLA4	Epithelial/Ductal	Fibroblast/CAF	3.1013332162669176	0.4149331471273689	18	0.92	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PNPLA6	Myeloid	Endothelial	3.783905277609784	0.3735666218360008	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PNPLA7	B/Plasma	Acinar	1.2361269385956777	0.028005232149091317	17	0.669	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PNPLA8	Myeloid	T/NK	4.496441510696105	0.5672161733581588	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRDM16	Epithelial/Ductal	Fibroblast/CAF	2.0826390374918553	0.209899436567767	18	1.0	1000	Acinar;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRDM2	B/Plasma	T/NK	4.741952190720197	0.5908874105628819	17	0.994	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRDM6	Fibroblast/CAF	Epithelial/Ductal	2.5932058088814927	0.22223653779720395	11	1.0	1000	Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRDM7	T/NK	Epithelial/Ductal	0.024030896726880552	0.00013072433765223	20	0.438	1000	Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	PRDM9	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		1027977293
GSE263733	PRMT1	Endothelial	Epithelial/Ductal	5.52276237322072	0.7490059106074551	4	0.989	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRMT2	T/NK	Endothelial	5.0405645601403215	0.5109127843923356	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRMT3	Fibroblast/CAF	Epithelial/Ductal	2.108257842032062	0.15402792940687182	11	0.801	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRMT5	Epithelial/Ductal	Fibroblast/CAF	3.0838305062662603	0.4332261555028229	18	0.648	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRMT6	Fibroblast/CAF	Epithelial/Ductal	2.1484525215621506	0.1548326344619346	11	0.828	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRMT7	Epithelial/Ductal	T/NK	2.8318812516726126	0.37534881836354583	18	0.984	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PRMT8	T/NK	Myeloid	0.12902644394476032	0.0007327494456922399	20	0.722	1000	Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	PRMT9	Myeloid	T/NK	3.8727945554279666	0.3317511980205894	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PSAT1	Acinar	B/Plasma	2.211704205309754	0.1800984737652756	4	0.549	1000	Acinar;B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	PTER	Epithelial/Ductal	T/NK	3.125669580874275	0.4339003901571028	18	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	RAD23A	Endothelial	Epithelial/Ductal	4.746082492442005	0.6402522913790459	4	0.672	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	RAD23B	Fibroblast/CAF	Epithelial/Ductal	4.304865929456816	0.6116740584348835	11	0.564	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	RIDA	Epithelial/Ductal	Fibroblast/CAF	3.196985648444768	0.4441873082012664	18	0.967	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	RIOX1	T/NK	Myeloid	2.557642782850361	0.06741514353275965	20	0.986	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	RIOX2	Endothelial	Fibroblast/CAF	3.252705614701819	0.2688181900981746	4	0.983	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	RNMT	T/NK	B/Plasma	4.705655088295421	0.40950361571310473	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	RSBN1	T/NK	Endothelial	4.369077248342759	0.3310088769424059	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SAMHD1	Myeloid	T/NK	5.726414669474876	0.8249463705732121	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SDS	Myeloid	Fibroblast/CAF	3.84477132811421	0.20541276668188893	20	1.0	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SDSL	Myeloid	Fibroblast/CAF	3.469709254283303	0.25554571412008226	20	0.995	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD1A	T/NK	Endothelial	2.3081490903386306	0.052174535865785174	20	0.504	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD1B	T/NK	Epithelial/Ductal	3.210976800131456	0.1299871012721953	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD2	T/NK	Endothelial	4.010286868387598	0.2423710824356872	20	0.811	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD3	Myeloid	T/NK	3.4812752541948626	0.301109151171256	20	0.332	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD4	Epithelial/Ductal	Endothelial	2.364649265876521	0.27789558418884763	18	0.801	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD5	Endothelial	Epithelial/Ductal	3.9857640651223067	0.4494009098404663	4	0.485	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD6	Epithelial/Ductal	T/NK	2.2595601675893136	0.2675617096447281	18	0.858	1000	Acinar;B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETD7	Fibroblast/CAF	Endothelial	3.3745891723975494	0.4060064015895959	11	0.69	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETDB1	Epithelial/Ductal	Myeloid	2.3671182870442564	0.2872390114325938	18	0.439	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETDB2	Myeloid	B/Plasma	2.994101298505967	0.20194927508474483	20	0.856	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SETMAR	Endothelial	Fibroblast/CAF	2.179582509801093	0.09928789883417698	4	0.671	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC13A2	Epithelial/Ductal	T/NK	0.5282324297892217	0.029045984538953858	18	1.0	1000	Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	SLC13A3	Fibroblast/CAF	Acinar	1.1200360774831155	0.06510659357328343	11	0.936	1000	Acinar;Epithelial/Ductal;Fibroblast/CAF;T/NK	1027977293
GSE263733	SLC15A1	Epithelial/Ductal	Acinar	2.3151789042113764	0.22186709293183066	18	0.968	1000	Acinar;B/Plasma;Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	SLC15A2	B/Plasma	Epithelial/Ductal	1.9627796726717384	0.06257213359531542	17	0.903	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC16A1	Fibroblast/CAF	T/NK	3.925279435817419	0.4293176865723476	11	0.983	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC16A10	Myeloid	Acinar	3.4560662850751003	0.1931087560614229	20	0.804	1000	Acinar;B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC16A11	T/NK	Epithelial/Ductal	1.0442221278165777	0.012109639376381924	20	0.995	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC16A3	Myeloid	Epithelial/Ductal	5.121909591226718	0.6591416997295452	20	0.84	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC16A6	Myeloid	T/NK	3.093610727907554	0.18692783703417187	20	1.0	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC16A7	T/NK	Epithelial/Ductal	3.5565677266912594	0.1650410032054734	20	0.993	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC22A1	Myeloid	Epithelial/Ductal	0.4169654765250016	0.008550461531505533	20	0.853	1000	Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC22A2	Epithelial/Ductal	NOT_EVALUABLE	0.04493441363943565	0.002402277907445228	18	1.0	1000	Epithelial/Ductal	1027977293
GSE263733	SLC22A7	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		1027977293
GSE263733	SLC22A8	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		1027977293
GSE263733	SLC25A11	Endothelial	Myeloid	3.9761388503052553	0.40349842767295596	4	0.422	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC25A15	Epithelial/Ductal	T/NK	1.0059639185009888	0.06585763503311319	18	0.505	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC25A2	Epithelial/Ductal	T/NK	0.04101511598645777	0.0017801569571146668	18	0.726	1000	Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	SLC25A20	T/NK	Endothelial	2.6915064266288358	0.07550749923214886	20	0.996	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC25A21	Endothelial	Fibroblast/CAF	0.7459429547705678	0.015823937720509253	4	0.597	1000	Endothelial;Epithelial/Ductal;Fibroblast/CAF	1027977293
GSE263733	SLC25A26	T/NK	Fibroblast/CAF	3.4957593929607453	0.15618615449303544	20	0.981	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC25A29	Epithelial/Ductal	Fibroblast/CAF	2.8414251081083766	0.3457587367396116	18	0.6	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC25A36	Fibroblast/CAF	Epithelial/Ductal	4.172403380121659	0.584752619380099	11	0.787	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC25A44	Endothelial	Epithelial/Ductal	3.26127226573847	0.20093428823439174	4	0.822	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC28A1	Epithelial/Ductal	Myeloid	0.17076078101374975	0.007765817596924794	18	0.756	1000	Epithelial/Ductal;Fibroblast/CAF;Myeloid	1027977293
GSE263733	SLC28A2	Epithelial/Ductal	T/NK	1.197150731470064	0.07406135671197665	18	0.964	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC28A3	Epithelial/Ductal	Fibroblast/CAF	2.298603047503581	0.23360267847028218	18	0.957	1000	B/Plasma;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC29A1	Endothelial	Myeloid	4.045283603576334	0.43616915458659294	4	0.989	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC29A2	Epithelial/Ductal	T/NK	1.927645943958665	0.18545760469225397	18	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Myeloid;T/NK	1027977293
GSE263733	SLC29A3	Myeloid	Fibroblast/CAF	2.6794300909603543	0.1432174440094472	20	0.982	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC32A1	Myeloid	T/NK	0.4499408643322087	0.005136763292944391	20	1.0	1000	Myeloid;T/NK	1027977293
GSE263733	SLC36A1	Myeloid	Fibroblast/CAF	2.6114491091010956	0.14861510003567635	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC36A2	T/NK	NOT_EVALUABLE	0.015297613954666126	7.6933066934705e-05	20	1.0	1000	T/NK	1027977293
GSE263733	SLC36A4	Myeloid	T/NK	3.4883567270834073	0.33116030518796513	20	1.0	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC38A10	Fibroblast/CAF	Epithelial/Ductal	3.8536235174543547	0.5024914467624018	11	0.71	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC38A2	Endothelial	Fibroblast/CAF	5.568969891734106	0.7494858778186839	4	0.989	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
GSE263733	SLC38A8	Fibroblast/CAF	T/NK	0.0775265578470893	0.0027825342465753367	11	0.582	1000	Epithelial/Ductal;Fibroblast/CAF;T/NK	1027977293
GSE263733	SLC38A9	Endothelial	Myeloid	2.3579986778737148	0.11230214085749347	4	0.898	1000	Acinar;B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	1027977293
