cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	feature_id	normal_label_conflict	original_cohort_q	statistics_reused	family_n_planned	historical_status	current_status	current_reason
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C05984	2-hydroxybutyrate (AHB)	NA	author_case	74.0	6.0	Hedges_g_preserved	0.54123574182596	-0.294954174771328	1.37742565842325	0.31945156009516	0.3614894567137874	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:196aadb66775b8ad	True	0.361489456713787	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C02630	2-hydroxyglutarate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.602156927484491	-0.235032440148337	1.43934629511732	0.0398790641864644	0.0595214528878277	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:068b02a1d3375ba5	True	0.0595214528878277	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C01089	3-hydroxybutyrate (BHBA)	NA	author_case	74.0	6.0	Hedges_g_preserved	-0.276499803213161	-1.10957590783376	0.556576301407443	0.540584360552862	0.5832620732280879	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:7193983cba836c84	True	0.583262073228088	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00597	3-phosphoglycerate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.512151026848044	-0.323598918620191	1.34790097231628	0.0843060731362017	0.114109524705742	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:5873643eef6d7936	True	0.114109524705742	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	NA	adenine	NA	author_case	NA	NA	NA	NA	NA	NA	NA	NA	METAB_UNPAIRED_HISTORICAL	697.0	NOT_EVALUABLE	not_retained_in_both_tissue_filters	CAMP_v0.3.4_GBM	GBM_FEATURE:ed8fb7b3c625e273	True	NA	NA	713.0	NOT_EVALUABLE	NOT_EVALUABLE	not_retained_in_both_tissue_filters
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	NAME:aminomalonic acid (spectralmatch)	aminomalonic acid (spectralmatch)	NA	author_case	74.0	6.0	Hedges_g_preserved	0.686953684013794	-0.151801720123397	1.52570908815099	0.0586793160702251	0.0834683332672385	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:8de82c5e0cb2f1ef	True	0.0834683332672386	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C01789	campesterol	NA	author_case	74.0	6.0	Hedges_g_preserved	0.295013985403529	-0.538214583808247	1.12824255461531	0.0875856555917187	0.1179367168825419	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:3a021448cc1f1b7a	True	0.117936716882542	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C01571	caprate (10:0)	NA	author_case	74.0	6.0	Hedges_g_preserved	-0.180377100381185	-1.0128201117035	0.652065910941134	0.862232269976876	0.8877052426569524	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:b5aaffbea4fd4e18	True	0.887705242656953	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00187	cholesterol	NA	author_case	74.0	6.0	Hedges_g_preserved	-1.08456167476451	-1.93333874770727	-0.235784601821752	0.0023548148364858	0.005050172126248	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:366993077ce453b4	True	0.005050172126248	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00158	citrate	NA	author_case	74.0	6.0	Hedges_g_preserved	3.82614001120116	2.80453788174881	4.84774214065351	8.2682561147626e-05	0.0005881716412019	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:3373c499464b3190	True	0.0005881716412019	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00791	creatinine	NA	author_case	74.0	6.0	Hedges_g_preserved	-2.00379700555324	-2.8918201982412	-1.11577381286528	7.6613015978231e-05	0.0005881716412019	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:d11a2e5ffb2b2041	True	0.0005881716412019	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C01662	galactose	NA	author_case	74.0	6.0	Hedges_g_preserved	0.39018655858552	-0.443981047982672	1.22435416515371	0.328434461184111	0.3710191563133312	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:42bff579a40990b3	True	0.371019156313332	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	NA	dehydroascorbate	NA	author_case	NA	NA	NA	NA	NA	NA	NA	NA	METAB_UNPAIRED_HISTORICAL	697.0	NOT_EVALUABLE	not_retained_in_both_tissue_filters	CAMP_v0.3.4_GBM	GBM_FEATURE:1f2c906b7469db48	True	NA	NA	713.0	NOT_EVALUABLE	NOT_EVALUABLE	not_retained_in_both_tissue_filters
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C05345	fructose-6-phosphate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.891971563743348	0.0485956956954604	1.73534743179124	0.0155057117213828	0.0253122349186678	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:0e666297b1d455c9	True	0.0253122349186679	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00257	gluconate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.619798052468024	-0.217700373021048	1.4572964779571	0.0517282959419907	0.0743394273640567	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:8a93f353e4c326a0	True	0.0743394273640567	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00031	glucose	NA	author_case	74.0	6.0	Hedges_g_preserved	1.89818659966406	1.01575195159356	2.78062124773456	0.0020842956914944	0.0045401313532699	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:88a2f109b13da155	True	0.00454013135327	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00668	glucose 6-phosphate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.741235786033294	-0.0986284924409118	1.5811000645075	0.063731256615157	0.0901028110766012	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:dc88f8fcb887555f	True	0.0901028110766012	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00956	2-aminoadipate_dupl	NA	author_case	74.0	6.0	Hedges_g_preserved	1.63211242819839	0.762550583607294	2.50167427278949	0.0114089268308776	0.0194902500027492	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:98cbba4b871f6811	True	0.0194902500027492	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C05145	3-aminoisobutyrate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.852673274843516	0.0102739088510594	1.69507264083597	0.0586778359370215	0.0834683332672385	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:7353e222750faf6f	True	0.0834683332672386	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00407	isoleucine	NA	author_case	74.0	6.0	Hedges_g_preserved	-1.2024097669835	-2.05499030864414	-0.349829225322854	0.0011118463080296	0.002635907743866	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:1432b9e82c3172bb	True	0.0026359077438661	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00149	malate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.0049645321581896	-0.827009489037518	0.836938553353897	0.628336646570771	0.6665915413391589	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:8dee5f53edb4a53f	True	0.666591541339159	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00392	mannitol	NA	author_case	74.0	6.0	Hedges_g_preserved	1.0328285564291	0.185602209237358	1.88005490362084	0.0180041569385305	0.0289145101063496	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:1f6edaa42faab4e8	True	0.0289145101063497	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00159	mannose	NA	author_case	74.0	6.0	Hedges_g_preserved	-0.317081032416099	-1.15050418708054	0.516342122248339	0.654490122739001	0.6911812356804299	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:29d74b6fd54c8a21	True	0.69118123568043	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	NA	author_case	74.0	6.0	Hedges_g_preserved	-2.26286036575478	-3.16570269661229	-1.36001803489727	0.0013992034318644	0.0032142148598472	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:10511d2fb2642333	True	0.0032142148598472	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00117	ribose 5-phosphate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.827758585613939	-0.0140439177372461	1.66956108896512	0.0398779009800959	0.0595214528878277	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:afe317792d4966b5	True	0.0595214528878277	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00199	ribulose 5-phosphate	NA	author_case	74.0	6.0	Hedges_g_preserved	1.61918407017118	0.750202731461875	2.48816540888049	0.0009447648864199	0.0023105302660865	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:e2eddf72c7b0eceb	True	0.0023105302660867	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00794	sorbitol	NA	author_case	74.0	6.0	Hedges_g_preserved	1.06187375008002	0.213785737780937	1.9099617623791	0.0171355955626375	0.0277111603414346	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:fb407263b2f0840f	True	0.0277111603414347	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00095	fructose	NA	author_case	74.0	6.0	Hedges_g_preserved	-2.75572692214367	-3.69088084602739	-1.82057299825994	0.0001872697115816	0.0007376972957565	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:ebfd8396e9cacde7	True	0.0007376972957569	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00122	fumarate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.231833582112781	-0.600915264228878	1.06458242845444	0.118337378938512	0.1541703796638184	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:0f4bced33f0a5ce9	True	0.154170379663819	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C01697	galactitol (dulcitol)	NA	author_case	74.0	6.0	Hedges_g_preserved	0.507764932677171	-0.327920752181083	1.34345061753542	0.23151737350699	0.2767883522030395	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:15658d6ac33ecede	True	0.27678835220304	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00258	glycerate	NA	author_case	74.0	6.0	Hedges_g_preserved	-2.33340113122666	-3.24054438779069	-1.42625787466262	0.000139756470563	0.0006494603433382	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:42cb5c437c0f3ff2	True	0.0006494603433384	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00093	glycerol 3-phosphate (G3P)	NA	author_case	74.0	6.0	Hedges_g_preserved	-0.463815840667123	-1.29888789423424	0.371256212899999	0.201006677792064	0.2453715841178568	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:5add9cf5f6880eb9	True	0.245371584117857	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00037	glycine	NA	author_case	74.0	6.0	Hedges_g_preserved	1.06847740324603	0.220190275152171	1.91676453133989	0.0229540052082042	0.0358733181684643	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:c9720c72406a9789	True	0.0358733181684644	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00160	glycolate (hydroxyacetate)	NA	author_case	74.0	6.0	Hedges_g_preserved	-0.474505474131018	-1.30972171105063	0.360710762788594	0.257404843819416	0.3025549132744359	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:e1d3e5bb129170aa	True	0.302554913274437	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	HMDB:HMDB02259	heptadecanoic acid	NA	author_case	74.0	6.0	Hedges_g_preserved	-1.09980766938674	-1.94905564364436	-0.250559695129111	0.000287897166084	0.0009378380068401	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:5ceab5f097502c1e	True	0.0009378380068402	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00155	homocysteine	NA	author_case	74.0	6.0	Hedges_g_preserved	-0.530302132039819	-1.36632383080941	0.305719566729774	0.238717023293603	0.2834510481016036	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:6fda9d2771c21595	True	0.283451048101604	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00519	hypotaurine	NA	author_case	74.0	6.0	Hedges_g_preserved	3.99328307958184	2.95643638051495	5.03012977864873	6.08331207128882e-05	0.0005881716412019	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:169ff670f3c26bd2	True	0.0005881716412019	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00956	2-aminoadipate	NA	author_case	74.0	6.0	Hedges_g_preserved	0.3195782000979	-0.513867855088582	1.15302425528438	0.481889711025496	0.5264531795999541	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:be1d77b1eddbacca	True	0.526453179599954	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00186	lactate	NA	author_case	74.0	6.0	Hedges_g_preserved	-0.8764182501109	-1.71940251808316	-0.0334339821386379	0.0189110516509253	0.0303011563234366	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:b1d6fe29842d33ef	True	0.0303011563234366	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00041	alanine	NA	author_case	74.0	6.0	Hedges_g_preserved	0.38183522624408	-0.452239586660374	1.21591003914853	0.224457089524913	0.2688248397655112	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:b97979ef1bfcf27d	True	0.268824839765512	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00049	aspartate	NA	author_case	74.0	6.0	Hedges_g_preserved	-1.03011892116686	-1.87726605799257	-0.182971784341145	0.000277886970525	0.0009267331026599	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:a936c376f6ff5b86	True	0.0009267331026601	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00097	cysteine	NA	author_case	74.0	6.0	Hedges_g_preserved	-1.17978005891916	-2.03160119195603	-0.327958925882293	0.0105473777194129	0.0181968373030465	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:b1e19189fde23790	True	0.0181968373030466	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C00025	glutamate	NA	author_case	74.0	6.0	Hedges_g_preserved	-1.62817497831582	-2.49755957672904	-0.758790379902603	0.0040149814352452	0.007773450167683	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:c4f5ae886a6f2e1e	True	0.0077734501676831	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	NA	glutamine	NA	author_case	NA	NA	NA	NA	NA	NA	NA	NA	METAB_UNPAIRED_HISTORICAL	697.0	NOT_EVALUABLE	not_retained_in_both_tissue_filters	CAMP_v0.3.4_GBM	GBM_FEATURE:f1308a1c5d4d63d9	True	NA	NA	713.0	NOT_EVALUABLE	NOT_EVALUABLE	not_retained_in_both_tissue_filters
GBM	CAMP_GBM	01_CAMP	20260925T103000Z_discovery_v1	gbm_discovery_v1	historical_unpaired_reuse_conditional	KEGG:C01595	linoleate (18:2n6)	NA	author_case	74.0	6.0	Hedges_g_preserved	-1.21976148615977	-2.07293362140322	-0.366589350916325	0.0025015809409269	0.005300322466614	METAB_UNPAIRED_HISTORICAL	697.0	NEEDS_REVIEW	six_normal_tissue_labels_conflict_between_author_files	CAMP_v0.3.4_GBM	GBM_FEATURE:88d7eb90960abc5a	True	0.0053003224666141	True	713.0	NEEDS_REVIEW	DONE	master_TN_corroborated_in_identity_v2;unpaired_reference_confounding_remains
