cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	mean_log1p_malignant	mean_log1p_nonmalignant	median_log1p_malignant	median_log1p_nonmalignant	mean_CP10k_malignant	mean_CP10k_nonmalignant	mean_CP10k_ratio	detection_malignant	detection_nonmalignant	log10_p
BRCA	Wu2021	06_EXTERNAL	20260925T144457Z_slc6a6_cellcomparison_v1	slc6a6_cellcomparison_v1	pooled_cell_group_comparison	NA	NA	SLC6A6	cell	24489	4355	rank_biserial_malignant_minus_nonmalignant	-0.010812474252715143	NA	NA	0.007507085742481554	0.007507085742481554	SLC6A6_Wu_cell_level_single_test	1	DONE	EXPLORATORY_NO_DONOR_ADJUSTMENT	GSE176078_CELLxGENE_22a27631	0.03289977912263747	0.05559561019357538	0.0	0.0	0.05341578125944524	0.10319192987487166	0.5176352581467958	0.06317121973130793	0.07233065442020666	-2.1245286237934056
