source_id	url	server_relative_path	sha256
E-MTAB-14538	https://www.ebi.ac.uk/biostudies/api/v1/studies/E-MTAB-14538	source/literature_metadata/E-MTAB-14538.json	a9741e814f1bb8d0983e5b67a39162f9baad174cb3adc017e313607fe596e98a
