cohort	contrast	direction	pathway	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Wu2021	high_vs_zero	up	VEGF signaling pathway	14558	1305	50	3	0.8378898536	HSPB1;MAPKAPK3;RAC3	1	1
Wu2021	high_vs_zero	up	Valine, leucine and isoleucine degradation	14558	1305	45	4	0.5828571799	ACADSB;ALDH6A1;HIBADH;MCCC2	0.9403870407	0.9217645926
Wu2021	high_vs_zero	up	Various types of N-glycan biosynthesis	14558	1305	37	4	0.4266303062	CHST8;FUT8;HEXB;MAN1A1	0.9085053401	0.8338519886
Wu2021	high_vs_zero	up	Vascular smooth muscle contraction	14558	1305	90	11	0.1808728244	ADCY1;AGTR1;CALML5;GNAQ;GUCY1A2;NPPC;PLA2G10;PLA2G12A;PPP1CC;RAMP1;RAMP2	0.6549249189	0.592493717
Wu2021	high_vs_zero	up	Vasopressin-regulated water reabsorption	14558	1305	37	4	0.4266303062	AQP3;DCTN6;RAB5C;VAMP2	0.9085053401	0.8338519886
Wu2021	high_vs_zero	up	Vibrio cholerae infection	14558	1305	46	9	0.019290953	ACTG1;ATP6V0E1;ATP6V1A;ATP6V1B1;ATP6V1C1;ATP6V1E1;ATP6V1G1;ATP6V1H;SLC12A2	0.2970776202	0.2047785936
Wu2021	high_vs_zero	up	Viral carcinogenesis	14558	1305	170	15	0.565245945	CCND1;CDKN1B;DDX3X;EGR2;EGR3;GRB2;GTF2H2;H2BC21;H2BC5;HDAC5;HPN;IL6ST;KAT2A;PMAIP1;VDAC3	0.9403870407	0.9156392141
Wu2021	high_vs_zero	up	Viral myocarditis	14558	1305	46	5	0.3963064646	ACTG1;CCND1;HLA-DRB1;ICAM1;RAC3	0.8932521632	0.8057810983
Wu2021	high_vs_zero	up	Viral protein interaction with cytokine and cytokine receptor	14558	1305	45	3	0.7808975962	CXCL13;CXCL8;IL6ST	0.9957296859	1
Wu2021	high_vs_zero	up	Wnt signaling pathway	14558	1305	128	9	0.8211258438	CCND1;CSNK1A1;CSNK2B;CTNND2;GPC4;MYC;NFATC4;RAC3;SKP1	1	1
Wu2021	high_vs_zero	up	Yersinia infection	14558	1305	125	12	0.4463626462	ACTG1;ARPC1B;ARPC4;BAIAP2;CXCL8;GNAQ;PYCARD;RAC3;TICAM1;VAV3;WASL;WIPF2	0.9211158493	0.8475112458
Wu2021	high_vs_zero	up	beta-Alanine metabolism	14558	1305	20	1	0.8473520386	ALDH6A1	1	1
Wu2021	high_vs_zero	up	cAMP signaling pathway	14558	1305	136	11	0.6840407635	ADCY1;AFDN;ATP1A4;ATP2B1;CALML5;CGA;NPY1R;PPP1CC;PPP1R1B;RAC3;VAV3	0.9644788105	0.9700333566
Wu2021	high_vs_zero	up	cGMP-PKG signaling pathway	14558	1305	112	16	0.04149232977	ADCY1;AGTR1;ATP1A4;ATP2B1;CALML5;GNAQ;GUCY1A2;INSR;IRS1;IRS2;KCNJ8;NFATC4;NPPC;PPP1CC;VDAC1;VDAC3	0.3786175091	0.3105232421
Wu2021	high_vs_zero	up	mRNA surveillance pathway	14558	1305	84	8	0.4835486385	CASC3;EIF4A3;GLE1;MSI2;NXT1;PPP1CC;PPP2CA;TARDBP	0.9403870407	0.8778034752
Wu2021	high_vs_zero	up	mTOR signaling pathway	14558	1305	135	17	0.09560835828	ATP6V1A;ATP6V1B1;ATP6V1C1;ATP6V1E1;ATP6V1G1;ATP6V1H;DEPTOR;EIF4E;FLCN;FNIP1;GRB2;IGF1R;INSR;IRS1;LAMTOR3;PRKAA2;RHEB	0.5528245667	0.4517543609
Wu2021	high_vs_zero	up	p53 signaling pathway	14558	1305	69	10	0.08679122878	BBC3;CCND1;CCNG1;CCNG2;GADD45B;GADD45G;PMAIP1;RRM2B;SERPINE1;THBS1	0.5279799751	0.4320936712
Wu2021	high_vs_zero	down	ABC transporters	14558	1568	26	3	0.5416940753	ABCA7;ABCC11;DEFB1	0.9403870407	0.9015281597
Wu2021	high_vs_zero	down	AGE-RAGE signaling pathway in diabetic complications	14558	1568	89	16	0.027253045	AKT1;CCL2;COL1A1;COL1A2;COL3A1;EDN1;FN1;PIK3R1;PLCB3;PLCG1;PRKCE;PRKCZ;TGFB2;TGFBR1;VCAM1;VEGFA	0.3060726592	0.2425094703
Wu2021	high_vs_zero	down	AMPK signaling pathway	14558	1568	101	11	0.5319383976	AKT1;AKT1S1;EEF2K;EIF4EBP1;MTOR;PFKL;PIK3R1;PPP2R5D;RAB11B;RPS6KB2;SCD	0.9403870407	0.8974999142
Wu2021	high_vs_zero	down	Acute myeloid leukemia	14558	1568	57	9	0.1552921059	AKT1;BCL2A1;EIF4EBP1;MTOR;PIK3R1;PML;RPS6KB2;TCF7L1;TCF7L2	0.6308249151	0.5622197205
Wu2021	high_vs_zero	down	Adherens junction	14558	1568	69	14	0.01409268119	ACTB;ACTN4;EGFR;IQGAP1;NECTIN1;PARD3;PTPRF;TCF7L1;TCF7L2;TGFBR1;TJP1;VCL;WASF2;YES1	0.2571914317	0.1685443298
Wu2021	high_vs_zero	down	Adipocytokine signaling pathway	14558	1568	54	3	0.9400397446	ACSL1;AKT1;MTOR	1	1
Wu2021	high_vs_zero	down	Adrenergic signaling in cardiomyocytes	14558	1568	98	14	0.1665127938	AKT1;ATP2B4;CACNB4;CALM1;CAMK2G;GNAI1;GNAS;PLCB3;PPP1R1A;PPP2R5D;PRKACB;RPS6KA5;TPM1;TPM2	0.6482898106	0.5740114141
Wu2021	high_vs_zero	down	African trypanosomiasis	14558	1568	21	4	0.1838661968	LAMA4;PLCB3;THOP1;VCAM1	0.6549249189	0.5934856241
Wu2021	high_vs_zero	down	Alanine, aspartate and glutamate metabolism	14558	1568	30	7	0.03674454321	ADSL;ADSS1;ASNS;ASS1;CAD;GOT1;RIMKLA	0.3637086989	0.2885905306
Wu2021	high_vs_zero	down	Alcoholism	14558	1568	122	19	0.06333983837	CALM1;GNAI1;GNAS;GNG12;GNG4;GNG5;GNGT1;H2AC11;H2AC12;H2AC16;H2AZ2;H2BC11;H2BC12;H2BC9;H4C3;HDAC9;MACROH2A2;PKIA;PRKACB	0.4588872282	0.3750893803
Wu2021	high_vs_zero	down	Aldosterone synthesis and secretion	14558	1568	65	10	0.1572601824	ATP2B4;CALM1;CAMK2G;GNAS;ITPR3;NR4A2;PLCB3;PRKACB;PRKCE;PRKD3	0.6308249151	0.5622197205
Wu2021	high_vs_zero	down	Aldosterone-regulated sodium reabsorption	14558	1568	23	2	0.7256116974	PIK3R1;SFN	0.9659058263	0.9875522472
Wu2021	high_vs_zero	down	Allograft rejection	14558	1568	23	5	0.09390469352	HLA-A;HLA-DMA;HLA-DQA1;HLA-DQB1;HLA-DRB5	0.5528245667	0.4501216714
Wu2021	high_vs_zero	down	Alzheimer disease	14558	1568	302	27	0.8725850017	AKT1;APAF1;APOE;BACE2;CALM1;CASP8;COX5A;DKK1;DVL3;ERN1;GAPDH;GSK3B;ITPR3;KLC1;LRP5;MAP3K5;MTOR;NDUFA4L2;NDUFS5;PIK3R1;PLCB3;PSMA6;PSMB2;TUBA4A;TUBB;UQCRH;UQCRHL	1	1
Wu2021	high_vs_zero	down	Amino sugar and nucleotide sugar metabolism	14558	1568	43	8	0.08546352759	CYB5R2;CYB5R3;GALE;GFUS;GMDS;GMPPA;GPI;PGM1	0.5279799751	0.4314468671
Wu2021	high_vs_zero	down	Aminoacyl-tRNA biosynthesis	14558	1568	44	5	0.5205505584	PSTK;QRSL1;SARS2;WARS1;YARS1	0.9403870407	0.8945757744
Wu2021	high_vs_zero	down	Amoebiasis	14558	1568	70	14	0.01592211578	ACTN4;COL1A1;COL1A2;COL3A1;CXCL2;FN1;GNA14;GNAS;LAMA4;PIK3R1;PLCB3;PRKACB;TGFB2;VCL	0.2613720979	0.1784867526
Wu2021	high_vs_zero	down	Amphetamine addiction	14558	1568	45	4	0.7288789828	CALM1;CAMK2G;GNAS;PRKACB	0.9659058263	0.9875522472
Wu2021	high_vs_zero	down	Amyotrophic lateral sclerosis	14558	1568	301	23	0.9733961872	ACTB;ACTR1A;APAF1;COX5A;DCTN1;ERN1;GPX3;GPX7;HNRNPA3;ITPR3;KLC1;MAP3K5;MTOR;NDUFA4L2;NDUFS5;PSMA6;PSMB2;SRSF7;TOMM40;TUBA4A;TUBB;UQCRH;UQCRHL	1	1
Wu2021	high_vs_zero	down	Antigen processing and presentation	14558	1568	56	9	0.143626119	CALR;CD8A;HLA-A;HLA-DMA;HLA-DQA1;HLA-DQB1;HLA-DRB5;LGMN;NFYC	0.6295791642	0.5458135681
Wu2021	high_vs_zero	down	Apelin signaling pathway	14558	1568	104	18	0.02847388988	AKT1;CALM1;CCN2;GNAI1;GNG12;GNG4;GNG5;GNGT1;ITPR3;MRAS;MTOR;MYLK;PLCB3;PRKACB;PRKCE;RPS6KB2;RRAS2;TGFBR1	0.3079398461	0.2480695641
Wu2021	high_vs_zero	down	Apoptosis	14558	1568	125	15	0.3691606096	ACTB;AKT1;APAF1;BCL2A1;BCL2L11;CASP10;CASP8;CTSK;ERN1;ITPR3;LMNB1;MAP3K5;PARP2;PIK3R1;TUBA4A	0.8872008066	0.7937466305
Wu2021	high_vs_zero	down	Arachidonic acid metabolism	14558	1568	36	6	0.185690348	CBR3;GPX3;GPX7;PLA2G2A;PLAAT3;PTGDS	0.6549249189	0.5953321179
Wu2021	high_vs_zero	down	Arginine and proline metabolism	14558	1568	38	3	0.7920361527	CKB;GOT1;ODC1	0.9986838374	1
Wu2021	high_vs_zero	down	Arginine biosynthesis	14558	1568	16	2	0.5267591966	ASS1;GOT1	0.9403870407	0.8972697034
Wu2021	high_vs_zero	down	Arrhythmogenic right ventricular cardiomyopathy	14558	1568	44	8	0.09509744722	ACTB;CACNB4;DMD;DSC2;EMD;ITGB4;TCF7L1;TCF7L2	0.5528245667	0.4517543609
Wu2021	high_vs_zero	down	Asthma	14558	1568	15	4	0.0695648733	HLA-DMA;HLA-DQA1;HLA-DQB1;HLA-DRB5	0.4871662555	0.3917245293
Wu2021	high_vs_zero	down	Autoimmune thyroid disease	14558	1568	22	5	0.08028299222	HLA-A;HLA-DMA;HLA-DQA1;HLA-DQB1;HLA-DRB5	0.5209474162	0.4167673202
Wu2021	high_vs_zero	down	Autophagy	14558	1568	129	15	0.4174727396	AKT1;AKT1S1;ATG5;DDIT4;EIF2AK4;ERN1;HIF1A;HMGB1;MRAS;MTOR;PIK3R1;PRKACB;RPS6KB2;RRAS2;TP53INP2	0.9030145552	0.8247703062
Wu2021	high_vs_zero	down	Axon guidance	14558	1568	149	14	0.7447443603	ABLIM1;BOC;CAMK2G;DPYSL2;EFNA3;EPHB6;GNAI1;GSK3B;PAK2;PARD3;PIK3R1;PLCG1;PRKCZ;SEMA4B	0.9747092721	0.9998882616
Wu2021	high_vs_zero	down	B cell receptor signaling pathway	14558	1568	59	6	0.6215660006	AKT1;CD79A;GSK3B;PIK3R1;SYK;VAV1	0.9514369578	0.9412748835
Wu2021	high_vs_zero	down	Bacterial invasion of epithelial cells	14558	1568	72	13	0.04236463406	ACTB;ACTR3B;ARHGAP10;CLTB;DNM2;FN1;HCLS1;MAD2L2;PIK3R1;SEPTIN3;SEPTIN6;VCL;WASF2	0.380629943	0.3160319969
Wu2021	high_vs_zero	down	Basal cell carcinoma	14558	1568	47	6	0.395396715	BMP4;DVL3;GSK3B;SUFU;TCF7L1;TCF7L2	0.8932521632	0.8057810983
Wu2021	high_vs_zero	down	Basal transcription factors	14558	1568	40	1	0.9895892196	GTF2A1	1	1
Wu2021	high_vs_zero	down	Base excision repair	14558	1568	33	6	0.1379020774	HMGB1;LIG1;MBD4;PARP2;POLD2;POLD3	0.6275668351	0.536800033
Wu2021	high_vs_zero	down	Bile secretion	14558	1568	32	5	0.2580681008	AQP1;EPHX1;GNAS;PRKACB;SLC5A1	0.7280761878	0.6929606411
Wu2021	high_vs_zero	down	Biosynthesis of unsaturated fatty acids	14558	1568	25	3	0.5144085959	ELOVL1;FADS2;SCD	0.9403870407	0.888628401
Wu2021	high_vs_zero	down	Bladder cancer	14558	1568	41	4	0.6577068678	CDKN2A;EGFR;RPS6KA5;VEGFA	0.9644788105	0.9602768617
Wu2021	high_vs_zero	down	Breast cancer	14558	1568	114	10	0.7972628398	AKT1;DVL3;EGFR;GSK3B;LRP5;MTOR;PIK3R1;RPS6KB2;TCF7L1;TCF7L2	1	1
Wu2021	high_vs_zero	down	Butanoate metabolism	14558	1568	19	3	0.3363290626	ACAT2;HMGCS1;OXCT1	0.866341892	0.7677743938
Wu2021	high_vs_zero	down	C-type lectin receptor signaling pathway	14558	1568	88	10	0.479008226	AKT1;CALM1;CASP8;CBLB;ITPR3;LSP1;MRAS;PIK3R1;RRAS2;SYK	0.9403870407	0.8729764999
Wu2021	high_vs_zero	down	Calcium signaling pathway	14558	1568	137	15	0.513979548	ATP2B4;CALM1;CAMK2G;EGFR;FGFR4;GNA14;GNAS;ITPR3;MYLK;PHKG1;PLCB3;PLCG1;PRKACB;TACR1;VEGFA	0.9403870407	0.888628401
Wu2021	high_vs_zero	down	Carbohydrate digestion and absorption	14558	1568	24	5	0.1086209549	AKT1;LCT;PIK3R1;PLCB3;SLC5A1	0.5564441898	0.4765331707
Wu2021	high_vs_zero	down	Cardiac muscle contraction	14558	1568	48	6	0.4154090453	CACNB4;COX5A;TPM1;TPM2;UQCRH;UQCRHL	0.9030145552	0.8244217152
Wu2021	high_vs_zero	down	Cell adhesion molecules	14558	1568	90	18	0.006839120215	CD2;CD8A;CD99;CDH3;CLDN1;CLDN8;CNTNAP2;HLA-A;HLA-DMA;HLA-DQA1;HLA-DQB1;HLA-DRB5;MPZ;NECTIN1;PTPRC;PTPRF;PVR;VCAM1	0.1790748934	0.1137012304
Wu2021	high_vs_zero	down	Cell cycle	14558	1568	120	19	0.05523066091	BUB1B;CCNB2;CDC20;CDC25B;CDKN2A;CDKN2C;CHEK1;DBF4;GSK3B;MAD2L2;MCM5;MCM6;MCM7;ORC6;PKMYT1;PLK1;SFN;TGFB2;ZBTB17	0.4418452873	0.3530445724
Wu2021	high_vs_zero	down	Cellular senescence	14558	1568	144	19	0.205989696	AKT1;CALM1;CCNB2;CDKN2A;CHEK1;EIF4EBP1;HLA-A;ITPR3;MRAS;MTOR;MYBL2;PIK3R1;RBBP4;RRAS2;TGFB2;TGFBR1;TRAF3IP2;ZFP36L1;ZFP36L2	0.673952652	0.6201194742
Wu2021	high_vs_zero	down	Central carbon metabolism in cancer	14558	1568	54	11	0.02697293332	AKT1;EGFR;G6PD;HIF1A;IDH2;LDHB;MTOR;PFKL;PIK3R1;PKM;SIRT6	0.3060726592	0.2416108313
Wu2021	high_vs_zero	down	Chagas disease	14558	1568	84	17	0.007475518914	AKT1;C1QB;C1QC;CALR;CASP8;CCL2;CCL5;CD3D;CD3E;GNA14;GNAI1;GNAS;IRAK1;PIK3R1;PLCB3;TGFB2;TGFBR1	0.1790748934	0.1196083026
Wu2021	high_vs_zero	down	Chemical carcinogenesis	14558	1568	144	14	0.697689959	AKT1;ARRB2;EGFR;EIF4EBP1;EPHX1;GNAI1;GNAS;HSP90B1;KLF5;MTOR;PIK3R1;PRKACB;RPS6KB2;VEGFA	0.9644788105	0.9770072244
Wu2021	high_vs_zero	down	Chemokine signaling pathway	14558	1568	129	24	0.005260008389	AKT1;ARRB2;CCL2;CCL28;CCL4;CCL5;CX3CL1;CXCL10;CXCL2;CXCL9;GNAI1;GNG12;GNG4;GNG5;GNGT1;GSK3B;PARD3;PIK3R1;PLCB3;PLCG1;PRKACB;PRKCZ;TIAM1;VAV1	0.1672496433	0.1014926209
Wu2021	high_vs_zero	down	Cholesterol metabolism	14558	1568	31	8	0.01459075541	ANGPTL4;APOC1;APOE;LDLRAP1;LIPG;NPC1;NPC2;PLTP	0.2582121563	0.1709623866
Wu2021	high_vs_zero	down	Choline metabolism in cancer	14558	1568	81	13	0.09213844564	AKT1;DGKD;DGKZ;EGFR;EIF4EBP1;HIF1A;MTOR;PIK3R1;PIP5K1C;PLCG1;PLPP3;RPS6KB2;WASF2	0.549069921	0.4471991504
Wu2021	high_vs_zero	down	Cholinergic synapse	14558	1568	73	11	0.1582147942	AKT1;CAMK2G;GNAI1;GNG12;GNG4;GNG5;GNGT1;ITPR3;PIK3R1;PLCB3;PRKACB	0.6308249151	0.5622197205
Wu2021	high_vs_zero	down	Chronic myeloid leukemia	14558	1568	75	5	0.9176014924	AKT1;CDKN2A;PIK3R1;TGFB2;TGFBR1	1	1
Wu2021	high_vs_zero	down	Circadian entrainment	14558	1568	63	14	0.00626385995	CALM1;CAMK2G;GNAI1;GNAS;GNG12;GNG4;GNG5;GNGT1;GUCY1A1;ITPR3;PER3;PLCB3;PRKACB;RPS6KA5	0.1790748934	0.1084489185
Wu2021	high_vs_zero	down	Circadian rhythm	14558	1568	27	3	0.5680700074	CRY1;CRY2;PER3	0.9403870407	0.9156392141
Wu2021	high_vs_zero	down	Citrate cycle (TCA cycle)	14558	1568	27	1	0.9540341597	IDH2	1	1
Wu2021	high_vs_zero	down	Cocaine addiction	14558	1568	31	3	0.6637000328	GNAI1;GNAS;PRKACB	0.9644788105	0.9624401598
Wu2021	high_vs_zero	down	Collecting duct acid secretion	14558	1568	21	0	1		1	1
Wu2021	high_vs_zero	down	Colorectal cancer	14558	1568	83	13	0.1067132203	AKT1;BCL2L11;EGFR;GSK3B;MSH6;MTOR;PIK3R1;RALA;RPS6KB2;TCF7L1;TCF7L2;TGFB2;TGFBR1	0.55643322	0.4715708019
Wu2021	high_vs_zero	down	Complement and coagulation cascades	14558	1568	43	4	0.6947742147	C1QB;C1QC;PLAU;SERPING1	0.9644788105	0.9770072244
Wu2021	high_vs_zero	down	Coronavirus disease	14558	1568	180	11	0.9891737539	C1QB;C1QC;CCL2;CXCL10;EGFR;IRAK1;PIK3R1;PLCG1;RPL4;RPS12;SYK	1	1
Wu2021	high_vs_zero	down	Cortisol synthesis and secretion	14558	1568	45	4	0.7288789828	GNAS;ITPR3;PLCB3;PRKACB	0.9659058263	0.9875522472
Wu2021	high_vs_zero	down	Cushing syndrome	14558	1568	118	13	0.5094552655	CAMK2G;CDKN2A;CDKN2C;DVL3;EGFR;GNAI1;GNAS;GSK3B;ITPR3;PLCB3;PRKACB;TCF7L1;TCF7L2	0.9403870407	0.888628401
Wu2021	high_vs_zero	down	Cysteine and methionine metabolism	14558	1568	38	5	0.3901524674	DNMT1;GOT1;LDHB;PHGDH;PSAT1	0.8932521632	0.8057810983
Wu2021	high_vs_zero	down	Cytokine-cytokine receptor interaction	14558	1568	127	15	0.3932455502	BMP4;CCL2;CCL28;CCL4;CCL5;CX3CL1;CXCL10;CXCL2;CXCL9;IL2RG;IL33;IL7R;OSMR;TGFB2;TGFBR1	0.8932521632	0.8057810983
Wu2021	high_vs_zero	down	Cytosolic DNA-sensing pathway	14558	1568	46	5	0.5614270552	CCL4;CCL5;CXCL10;IL33;POLR2E	0.9403870407	0.9144859492
Wu2021	high_vs_zero	down	DNA replication	14558	1568	35	8	0.02963247197	LIG1;MCM5;MCM6;MCM7;POLD2;POLD3;RFC2;RNASEH1	0.3146429751	0.2545508974
Wu2021	high_vs_zero	down	Diabetic cardiomyopathy	14558	1568	168	21	0.2668435411	AKT1;CAMK2G;COL1A1;COL1A2;COL3A1;COX5A;G6PD;GAPDH;GSK3B;GSR;MTOR;NDUFA4L2;NDUFS5;PDK3;PIK3R1;PLCB3;PRKCZ;TGFB2;TGFBR1;UQCRH;UQCRHL	0.7492145577	0.7017511533
Wu2021	high_vs_zero	down	Dilated cardiomyopathy	14558	1568	54	10	0.06026312077	ACTB;CACNB4;DMD;EMD;GNAS;ITGB4;PRKACB;TGFB2;TPM1;TPM2	0.4512008017	0.368892982
Wu2021	high_vs_zero	down	Dopaminergic synapse	14558	1568	94	15	0.07742830624	AKT1;ARRB2;CALM1;CAMK2G;GNAI1;GNAS;GNG12;GNG4;GNG5;GNGT1;GSK3B;ITPR3;PLCB3;PPP2R5D;PRKACB	0.5209474162	0.4167673202
Wu2021	high_vs_zero	down	Drug metabolism	14558	1568	57	4	0.8757843913	ALDH3B2;RRM2;TK1;UCK2	1	1
Wu2021	high_vs_zero	down	ECM-receptor interaction	14558	1568	52	6	0.4942258753	COL1A1;COL1A2;COL6A1;FN1;ITGB4;LAMA4	0.9403870407	0.880648257
Wu2021	high_vs_zero	down	Endocrine and other factor-regulated calcium reabsorption	14558	1568	34	8	0.02515883989	AP2M1;AP2S1;ATP2B4;CLTB;DNM2;GNAS;PLCB3;PRKACB	0.3016884236	0.2284422373
Wu2021	high_vs_zero	down	Endocytosis	14558	1568	227	30	0.1386753012	ACAP1;ACTR3B;AMPH;AP2M1;AP2S1;ARRB2;ASAP3;BIN1;CAPZB;CBLB;CLTB;CYTH3;DNM2;EGFR;EPN1;FGFR4;GBF1;HLA-A;IL2RG;LDLRAP1;PARD3;PIP5K1C;PML;PRKCZ;RAB11B;SH3GL1;TFRC;TGFBR1;VPS36;WIPF1	0.6275668351	0.5389056929
Wu2021	high_vs_zero	down	Endometrial cancer	14558	1568	54	6	0.532310294	AKT1;EGFR;GSK3B;PIK3R1;TCF7L1;TCF7L2	0.9403870407	0.8974999142
Wu2021	high_vs_zero	down	Epithelial cell signaling in Helicobacter pylori infection	14558	1568	64	6	0.7002380405	CCL5;CSK;CXCL2;EGFR;PLCG1;TJP1	0.9644788105	0.9775648495
Wu2021	high_vs_zero	down	Epstein-Barr virus infection	14558	1568	173	18	0.5986970135	AKT1;APAF1;BCL2L11;CALR;CASP8;CD3D;CD3E;CXCL10;HLA-A;HLA-DMA;HLA-DQA1;HLA-DQB1;HLA-DRB5;IRAK1;PIK3R1;RUNX3;SYK;VIM	0.9403870407	0.9303537634
Wu2021	high_vs_zero	down	ErbB signaling pathway	14558	1568	76	11	0.1913762528	AKT1;CAMK2G;CBLB;EGFR;EIF4EBP1;GSK3B;MTOR;PAK2;PIK3R1;PLCG1;RPS6KB2	0.6549249189	0.5991807106
Wu2021	high_vs_zero	down	Estrogen signaling pathway	14558	1568	102	10	0.6711539305	AKT1;CALM1;EGFR;GNAI1;GNAS;HSP90B1;ITPR3;PIK3R1;PLCB3;PRKACB	0.9644788105	0.9655822402
Wu2021	high_vs_zero	down	Ether lipid metabolism	14558	1568	33	3	0.7053598406	PLA2G2A;PLAAT3;PLPP3	0.9659058263	0.9799939559
Wu2021	high_vs_zero	down	Fanconi anemia pathway	14558	1568	51	2	0.9787482085	FANCI;POLH	1	1
Wu2021	high_vs_zero	down	Fat digestion and absorption	14558	1568	20	3	0.3671358203	ACAT2;PLA2G2A;PLPP3	0.8872008066	0.7921682664
Wu2021	high_vs_zero	down	Fatty acid biosynthesis	14558	1568	15	2	0.491445381	ACSL1;MECR	0.9403870407	0.8799674899
Wu2021	high_vs_zero	down	Fatty acid degradation	14558	1568	34	3	0.7246553478	ACAA2;ACAT2;ACSL1	0.9659058263	0.9875522472
Wu2021	high_vs_zero	down	Fatty acid elongation	14558	1568	25	3	0.5144085959	ACAA2;ELOVL1;MECR	0.9403870407	0.888628401
Wu2021	high_vs_zero	down	Fc epsilon RI signaling pathway	14558	1568	54	6	0.532310294	AKT1;LCP2;PIK3R1;PLCG1;SYK;VAV1	0.9403870407	0.8974999142
Wu2021	high_vs_zero	down	Fc gamma R-mediated phagocytosis	14558	1568	85	20	0.0005657458251	ACTR3B;AKT1;AMPH;ASAP3;BIN1;DNM2;GSN;MARCKS;MARCKSL1;MYO10;PIK3R1;PIP5K1C;PLCG1;PLPP3;PRKCE;PTPRC;RPS6KB2;SYK;VAV1;WASF2	0.05506592698	0.02302684762
Wu2021	high_vs_zero	down	Ferroptosis	14558	1568	36	6	0.185690348	ACSL1;ATG5;FTL;HMOX1;STEAP3;TFRC	0.6549249189	0.5953321179
Wu2021	high_vs_zero	down	Fluid shear stress and atherosclerosis	14558	1568	118	15	0.2873525499	ACTB;AKT1;ASS1;BMP4;CALM1;CCL2;EDN1;HMOX1;HSP90B1;MAP3K5;PIAS4;PIK3R1;PRKCZ;VCAM1;VEGFA	0.7841770519	0.7183813746
Wu2021	high_vs_zero	down	Focal adhesion	14558	1568	157	21	0.1749200074	ACTB;ACTN4;AKT1;COL1A1;COL1A2;COL6A1;EGFR;FLNA;FN1;GSK3B;ITGB4;LAMA4;MYLK;PAK2;PIK3R1;PIP5K1C;RASGRF1;TLN2;VAV1;VCL;VEGFA	0.6549249189	0.5834334442
Wu2021	high_vs_zero	down	Folate biosynthesis	14558	1568	18	2	0.592237198	AKR1B1;ALPL	0.9403870407	0.9277449692
Wu2021	high_vs_zero	down	FoxO signaling pathway	14558	1568	109	9	0.843174239	AKT1;BCL2L11;CCNB2;EGFR;IL7R;PIK3R1;PLK1;TGFB2;TGFBR1	1	1
Wu2021	high_vs_zero	down	Fructose and mannose metabolism	14558	1568	29	7	0.03095304272	AKR1B1;GFUS;GMDS;GMPPA;KHK;PFKL;TPI1	0.322796017	0.2577621851
Wu2021	high_vs_zero	down	GABAergic synapse	14558	1568	51	8	0.1783523004	GABRE;GABRP;GNAI1;GNG12;GNG4;GNG5;GNGT1;PRKACB	0.6549249189	0.5911104813
Wu2021	high_vs_zero	down	Galactose metabolism	14558	1568	22	5	0.08028299222	AKR1B1;GALE;LCT;PFKL;PGM1	0.5209474162	0.4167673202
Wu2021	high_vs_zero	down	Gap junction	14558	1568	68	10	0.1924804859	EGFR;GNAI1;GNAS;GUCY1A1;ITPR3;PLCB3;PRKACB;TJP1;TUBA4A;TUBB	0.6549249189	0.6008053771
Wu2021	high_vs_zero	down	Gastric acid secretion	14558	1568	46	9	0.05398846421	ACTB;CALM1;CAMK2G;GNAI1;GNAS;ITPR3;MYLK;PLCB3;PRKACB	0.4406066264	0.3510461464
Wu2021	high_vs_zero	down	Gastric cancer	14558	1568	112	12	0.5530092596	AKT1;DVL3;EGFR;GSK3B;LRP5;MTOR;PIK3R1;RPS6KB2;TCF7L1;TCF7L2;TGFB2;TGFBR1	0.9403870407	0.9086271121
Wu2021	high_vs_zero	down	Glioma	14558	1568	66	8	0.4182636172	AKT1;CALM1;CAMK2G;CDKN2A;EGFR;MTOR;PIK3R1;PLCG1	0.9030145552	0.8247703062
Wu2021	high_vs_zero	down	Glucagon signaling pathway	14558	1568	81	13	0.09213844564	AKT1;CALM1;CAMK2G;GNAS;ITPR3;LDHB;PFKL;PHKG1;PKM;PLCB3;PPP4R3A;PRKACB;SIK2	0.549069921	0.4471991504
Wu2021	high_vs_zero	down	Glutamatergic synapse	14558	1568	70	10	0.2177201092	GNAI1;GNAS;GNG12;GNG4;GNG5;GNGT1;ITPR3;PLCB3;PRKACB;SLC1A3	0.6818030845	0.6346449676
Wu2021	high_vs_zero	down	Glutathione metabolism	14558	1568	45	9	0.04780601332	CHAC1;G6PD;GPX3;GPX7;GSR;IDH2;ODC1;PGD;RRM2	0.4166971907	0.3351097242
Wu2021	high_vs_zero	down	Glycerolipid metabolism	14558	1568	46	10	0.02238927079	AGPAT5;AKR1A1;AKR1B1;DGKD;DGKZ;LCLAT1;LIPG;LPIN1;PLPP3;PNPLA3	0.3016884236	0.219169233
Wu2021	high_vs_zero	down	Glycerophospholipid metabolism	14558	1568	70	10	0.2177201092	AGPAT5;DGKD;DGKZ;LCLAT1;LPIN1;LYPLA2;PCYT2;PLA2G2A;PLAAT3;PLPP3	0.6818030845	0.6346449676
Wu2021	high_vs_zero	down	Glycine, serine and threonine metabolism	14558	1568	26	3	0.5416940753	PHGDH;PSAT1;PSPH	0.9403870407	0.9015281597
