cohort	contrast	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	library	p_resolution_note
Pal2021_reprocessed	high_vs_zero	prerank	Oxidative phosphorylation	0.6745741438001488	2.2271201965915863	0.0	0.0	0.0	69/108	14.38%	ATP6V1G1;ATP6V1H;NDUFB10;NDUFS6;COX5B;NDUFB4;ATP6V0B;ATP6V0E1;NDUFAB1;ATP5F1B;NDUFA5;ATP5F1D;NDUFV2;NDUFB11;NDUFB2;ATP5MC3;UQCR10;COX7B;SDHC;ATP6AP1;CYC1;ATP5F1A;NDUFA10;COX4I1;ATP5PF;NDUFB7;ATP5MF;ATP5PB;UQCRQ;ATP5ME;ATP6V1F;UQCRC2;UQCR11;COX6A1;UQCRFS1;COX8A;COX5A;COX6B1;NDUFA12;NDUFC2;ATP6V1C1;NDUFA2;NDUFB8;NDUFS8;NDUFB5;COX7A2L;COX7A2;UQCRB;ATP5MC1;NDUFV3;NDUFS7;NDUFA8;ATP6V0E2;PPA1;NDUFS2;ATP6V1A;NDUFB9;ATP6V1E1;ATP6V1D;NDUFV1;NDUFA4;NDUFA11;NDUFS1;ATP5MG;COX7C;ATP6V0D1;ATP5F1C;UQCRC1;UQCRH	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Cardiac muscle contraction	0.7257308159829492	2.221613762021687	0.0	0.0	0.0	27/42	14.81%	TPM3;COX5B;ASPH;UQCR10;COX7B;CYC1;COX4I1;UQCRQ;UQCRC2;UQCR11;COX6A1;UQCRFS1;COX8A;COX5A;COX6B1;TPM4;COX7A2L;COX7A2;UQCRB;ATP1B1;ATP2A3;ATP2A2;COX7C;UQCRC1;UQCRH;ATP1B3;TPM1	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Proteasome	0.7275301145817453	2.215254310385888	0.0	0.0	0.0	31/43	11.77%	POMP;PSMD8;ADRM1;PSMA7;PSMD7;PSMA4;PSMA1;SEM1;PSMB1;PSMD14;PSMD2;PSMD1;PSMB6;PSMD3;PSMC5;PSMB3;PSMB7;PSMC6;PSMA2;PSMD11;PSMC1;PSMD13;PSMD4;PSMA3;PSMC2;PSMD12;PSMF1;PSMB5;PSMA5;PSME2;PSME1	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Parkinson disease	0.6261769719569588	2.129038160147638	0.0	0.0	0.0	118/204	15.59%	XBP1;VDAC1;CALM1;UBB;NDUFB10;NDUFS6;TXN;COX5B;PARK7;NDUFB4;NDUFAB1;ATP5F1B;PSMD8;NDUFA5;ADRM1;ATP5F1D;GNAS;NDUFV2;CALM2;TUBB;NDUFB11;HSPA5;NDUFB2;TUBB4B;ATP5MC3;VDAC3;PSMA7;UQCR10;PSMD7;COX7B;SDHC;PSMA4;CYC1;ATP5F1A;PSMA1;NDUFA10;SEM1;CYCS;COX4I1;ATP5PF;NDUFB7;ATP5PB;PSMB1;UQCRQ;SLC25A4;PSMD14;SLC25A5;PSMD2;UQCRC2;UQCR11;COX6A1;PSMD1;PSMB6;KIF5B;UQCRFS1;COX8A;PSMD3;PSMC5;COX5A;PSMB3;PSMB7;COX6B1;NDUFA12;NDUFC2;NDUFA2;PSMC6;PSMA2;PSMD11;PSMC1;GNAI3;UBC;NDUFB8;NDUFS8;NDUFB5;COX7A2L;COX7A2;PSMD13;UQCRB;VDAC2;ATP5MC1;NDUFV3;UBE2L3;PSMD4;NDUFS7;PSMA3;PSMC2;NDUFA8;TH;PPIF;PSMD12;TUBA1B;NDUFS2;DAXX;NDUFB9;CALM3;PSMB5;NDUFV1;PSMA5;NDUFA4;NDUFA11;NDUFS1;SLC25A6;UBE2G2;UBE2G1;COX7C;ITPR1;UBA1;BCL2L1;EIF2S1;ATP5F1C;UQCRC1;ATF6;UQCRH;UBE2L6;NDUFA1;TUBA1C;PSMB2;MAOB	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Prion disease	0.6166849603316442	2.1052302259502413	0.0	0.0	0.0	124/211	21.24%	HSPA8;VDAC1;NDUFB10;NDUFS6;COX5B;NDUFB4;NDUFAB1;RAC1;ATP5F1B;PSMD8;NDUFA5;ADRM1;ATP5F1D;NDUFV2;TUBB;NDUFB11;HSPA5;NDUFB2;TUBB4B;ATP5MC3;VDAC3;PSMA7;UQCR10;PSMD7;COX7B;SDHC;PSMA4;CYC1;ATP5F1A;PSMA1;NDUFA10;SEM1;CYCS;COX4I1;ATP5PF;NDUFB7;ATP5PB;PSMB1;UQCRQ;CSNK2A1;SLC25A4;PSMD14;SLC25A5;HSPA1A;PSMD2;CYBA;UQCRC2;UQCR11;COX6A1;PSMD1;PSMB6;KIF5B;UQCRFS1;COX8A;PSMD3;PSMC5;COX5A;PSMB3;PSMB7;COX6B1;NDUFA12;NDUFC2;MAPK3;NDUFA2;CREB3L4;PSMC6;PSMA2;PSMD11;PSMC1;NDUFB8;NDUFS8;NDUFB5;COX7A2L;COX7A2;PSMD13;UQCRB;CSNK2B;VDAC2;ATP5MC1;NDUFV3;PSMD4;HSPA6;NDUFS7;PSMA3;PSMC2;NDUFA8;PPIF;PSMD12;TUBA1B;NDUFS2;MAPK13;STIP1;NDUFB9;PSMB5;NDUFV1;PSMA5;NDUFA4;NDUFA11;NDUFS1;SLC25A6;COX7C;ITPR1;EIF2S1;ATP5F1C;UQCRC1;UQCRH;MAPK1;NDUFA1;TUBA1C;CREB1;PSMB2;GSK3B;HSPA1B;ATF6B;PIK3R3;ATP5PO;ATP5MC2;PSMB4;NDUFA6;NDUFA13;ATP5PD;PSMD6;BAD;SDHA	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Vibrio cholerae infection	0.673527266575474	2.077097500801085	0.0	0.0	0.0	23/44	13.78%	ATP6V1G1;ACTG1;ACTB;ATP6V1H;ATP6V0B;ATP6V0E1;GNAS;ATP6AP1;ARF1;ATP6V1F;SEC61B;ATP6V1C1;KDELR1;ATP6V0E2;ATP6V1A;ATP6V1E1;PDIA4;ATP6V1D;SEC61G;SEC61A1;ATP6V0D1;SLC12A2;KDELR2	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Huntington disease	0.5683917477621174	1.9585436798901328	0.0	0.0	0.0	142/244	23.04%	VDAC1;RB1CC1;NDUFB10;NDUFS6;COX5B;NDUFB4;NDUFAB1;CLTC;ATP5F1B;PSMD8;NDUFA5;ADRM1;ATP5F1D;NDUFV2;TUBB;NDUFB11;NDUFB2;TUBB4B;ATP5MC3;VDAC3;PSMA7;POLR2K;UQCR10;PSMD7;COX7B;SDHC;PSMA4;CYC1;ATP5F1A;AP2S1;PSMA1;NDUFA10;SEM1;CYCS;COX4I1;ATP5PF;NDUFB7;ATP5PB;PSMB1;UQCRQ;SLC25A4;PSMD14;SLC25A5;GNAQ;PSMD2;UQCRC2;UQCR11;COX6A1;AP2M1;PSMD1;PSMB6;KIF5B;UQCRFS1;COX8A;PSMD3;PSMC5;COX5A;PSMB3;PSMB7;COX6B1;HDAC2;NDUFA12;NDUFC2;NDUFA2;CREB3L4;POLR2H;PSMC6;PSMA2;POLR2J;PSMD11;PSMC1;NDUFB8;NDUFS8;NDUFB5;COX7A2L;DCTN2;COX7A2;PSMD13;UQCRB;VDAC2;ATP5MC1;REST;NDUFV3;PSMD4;NDUFS7;PSMA3;PSMC2;NDUFA8;PPIF;PSMD12;TUBA1B;NDUFS2;BECN1;ACTR10;NDUFB9;POLR2I;PSMB5;NDUFV1;PSMA5;DCTN3;NDUFA4;NDUFA11;NDUFS1;SLC25A6;WIPI2;COX7C;ITPR1;ATP5F1C;POLR2E;UQCRC1;CLTB;CLTA;UQCRH;PLCB1;POLR2G;NDUFA1;TUBA1C;CREB1;ATG101;PSMB2;TFAM;DCTN4;DCTN5;CREBBP;WIPI1;ATP5PO;ATP5MC2;POLR2A;PSMB4;NDUFA6;DNALI1;NDUFA13;ATP5PD;PSMD6;SDHA;IFT57;AP2B1;CASP3;NDUFS3;POLR2B;PSMC4;DCTN1	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Diabetic cardiomyopathy	0.5775939951538274	1.9532130075926715	0.0	0.0	0.0	88/163	21.24%	VDAC1;MPC2;NDUFB10;NDUFS6;COX5B;NDUFB4;NDUFAB1;RAC1;ATP5F1B;NDUFA5;ATP5F1D;NDUFV2;NDUFB11;NDUFB2;ATP5MC3;VDAC3;UQCR10;COX7B;SDHC;CYC1;ATP5F1A;NDUFA10;PPP1CA;COX4I1;CTSD;ATP5PF;NDUFB7;ATP5PB;UQCRQ;SLC25A4;SLC25A5;PPP1CC;CYBA;UQCRC2;UQCR11;COX6A1;UQCRFS1;COX8A;COX5A;COX6B1;NDUFA12;NDUFC2;NDUFA2;NDUFB8;NDUFS8;NDUFB5;COX7A2L;COX7A2;UQCRB;VDAC2;ATP5MC1;NDUFV3;NDUFS7;NDUFA8;PPIF;NDUFS2;MAPK13;NDUFB9;PARP1;PTPA;NDUFV1;ATP2A3;NDUFA4;NDUFA11;PPP1CB;ATP2A2;NDUFS1;SLC25A6;AKT1;COX7C;ATP5F1C;UQCRC1;UQCRH;SMAD2;PLCB1;NDUFA1;PDHA1;GSK3B;PIK3R3;GFPT1;ATP5PO;SLC2A1;ATP5MC2;NDUFA6;NDUFA13;ATP5PD;PTEN;SDHA	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Thermogenesis	0.5615978946090014	1.9013177809271622	0.0	0.0003261839840181456	0.003	100/186	21.44%	ACTG1;ACTB;NDUFB10;NDUFS6;COX5B;NDUFB4;NDUFAB1;ATP5F1B;NDUFA5;ATP5F1D;GNAS;NDUFV2;NDUFB11;COX14;NDUFB2;ATP5MC3;UQCR10;COX7B;SDHC;CYC1;ATP5F1A;NDUFA10;COX4I1;ATP5PF;NDUFB7;ATP5MF;ATP5PB;UQCRQ;ATP5ME;UQCRC2;UQCR11;COX6A1;MGLL;GRB2;RHEB;UQCRFS1;COX8A;ACSL3;COX5A;COX6B1;NDUFA12;NDUFAF6;NDUFC2;HRAS;NDUFA2;ARID1A;CREB3L4;FRS2;NDUFB8;NDUFS8;ARID1B;NDUFB5;COX7A2L;COX7A2;UQCRB;ATP5MC1;NDUFV3;NDUFS7;PNPLA2;NDUFA8;NDUFS2;MAPK13;NDUFB9;SMARCA4;KRAS;NDUFV1;NDUFA4;COA3;NDUFA11;NDUFS1;ATP5MG;COX7C;PRKAG1;SLC25A29;ATP5F1C;UQCRC1;UQCRH;COA4;NDUFA1;CREB1;MLST8;SMARCD2;TSC2;SMARCC1;SMARCB1;COX20;COA5;ATP5PO;ATP5MC2;COA6;NDUFAF5;NDUFA6;RPS6KB1;NDUFA13;ACTL6A;ATP5PD;SDHA;NDUFAF3;FGFR1;COX17	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Amyotrophic lateral sclerosis	0.5400804675133437	1.868009276447882	0.0	0.0007828415616435493	0.008	165/289	25.61%	XBP1;VDAC1;RB1CC1;ACTG1;ACTB;HNRNPA2B1;NDUFB10;NDUFS6;COX5B;NDUFB4;NDUFAB1;FUS;RAC1;ATP5F1B;PSMD8;NDUFA5;ADRM1;ATP5F1D;NDUFV2;TUBB;NDUFB11;HSPA5;HNRNPA3;NDUFB2;TUBB4B;ATP5MC3;PSMA7;UQCR10;PSMD7;COX7B;SDHC;PSMA4;CYC1;SRSF3;ATP5F1A;PSMA1;NDUFA10;SEM1;CYCS;COX4I1;ATP5PF;NDUFB7;ATP5PB;PSMB1;UQCRQ;PSMD14;RAB1A;PSMD2;PFN2;UQCRC2;UQCR11;COX6A1;PSMD1;PSMB6;KIF5B;UQCRFS1;COX8A;PSMD3;PSMC5;COX5A;PSMB3;DERL1;PSMB7;COX6B1;NDUFA12;NDUFC2;SRSF7;HNRNPA1;NDUFA2;FIG4;PSMC6;PSMA2;PSMD11;PSMC1;NDUFB8;NDUFS8;UBQLN1;NDUFB5;PFN1;COX7A2L;DCTN2;COX7A2;PSMD13;UQCRB;ATP5MC1;NDUFV3;TPR;PSMD4;ANXA7;NDUFS7;PSMA3;VAPB;PSMC2;NDUFA8;PSMD12;TUBA1B;VCP;NDUFS2;DAXX;MAPK13;BECN1;ACTR10;NDUFB9;ERBB4;RAB5A;CHMP2B;GABARAPL2;PSMB5;NDUFV1;PSMA5;DCTN3;NDUFA4;RAE1;TOMM40;NDUFA11;NDUFS1;WIPI2;COX7C;NUP153;BCL2L1;EIF2S1;ATP5F1C;UQCRC1;RAB8A;ATF6;CCS;UQCRH;NDUFA1;TUBA1C;ATG101;PSMB2;SQSTM1;BID;DCTN4;DCTN5;NUP58;ATXN2;WIPI1;ATP5PO;ATP5MC2;PSMB4;NDUFA6;DNALI1;NDUFA13;ATP5PD;PSMD6;BAD;SDHA;CHCHD10;TARDBP;CASP3;NDUFS3;PSMC4;DCTN1;NUP54;MAP2K3;PINK1;SETX;PSMC3;KLC1;BCL2;NDUFA9;NDUFB6;DDIT3;DCTN6	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Alzheimer disease	0.5370334393995816	1.8559911343483348	0.0	0.0007116741469486813	0.008	143/287	20.87%	RTN4;XBP1;VDAC1;RB1CC1;CALM1;NDUFB10;CSNK1A1;NDUFS6;COX5B;NDUFB4;NDUFAB1;ATP5F1B;PSMD8;NDUFA5;ADRM1;ATP5F1D;NDUFV2;CALM2;TUBB;NDUFB11;NDUFB2;TUBB4B;ATP5MC3;VDAC3;PSMA7;UQCR10;PSMD7;COX7B;SDHC;PSMA4;CYC1;ATP5F1A;PSMA1;NDUFA10;SEM1;CYCS;COX4I1;ATP5PF;NDUFB7;ATP5PB;PSMB1;UQCRQ;CSNK2A1;SLC25A4;PSMD14;SLC25A5;GNAQ;PSMD2;UQCRC2;UQCR11;COX6A1;PSMD1;PSMB6;KIF5B;UQCRFS1;COX8A;PSMD3;PSMC5;COX5A;PSMB3;PSMB7;COX6B1;NDUFA12;NDUFC2;MAPK3;HRAS;NDUFA2;APH1A;PSMC6;PSMA2;PSMD11;PSMC1;NDUFB8;NDUFS8;NDUFB5;RTN3;COX7A2L;COX7A2;HSD17B10;PSMD13;UQCRB;CSNK2B;VDAC2;ATP5MC1;NDUFV3;PSMD4;NDUFS7;PSMA3;EIF2AK2;PSENEN;PSMC2;NDUFA8;PPIF;PSMD12;TUBA1B;NDUFS2;BECN1;NDUFB9;APP;KRAS;CALM3;PSMB5;NDUFV1;PSMA5;ATP2A3;NDUFA4;NDUFA11;ATP2A2;NDUFS1;SLC25A6;CAPN2;WIPI2;AKT1;COX7C;ITPR1;EIF2S1;CAPN1;ATP5F1C;UQCRC1;ATF6;UQCRH;MAPK1;PLCB1;NDUFA1;TUBA1C;ATG101;PSMB2;BID;GSK3B;PPID;BACE2;WIPI1;PIK3R3;ATP5PO;NAE1;ADAM10;ATP5MC2;PSMB4;NDUFA6;NDUFA13;ATP5PD;PSMD6;BAD	KEGG_2021_Human	zero means below permutation resolution, not exact zero
Pal2021_reprocessed	high_vs_zero	prerank	Spliceosome	0.5437628611166975	1.8024642878661303	0.0	0.0014678279280816548	0.017	97/129	33.57%	HSPA8;SNRPB2;HNRNPK;HNRNPC;PCBP1;FUS;HNRNPU;SRSF2;PRPF40A;DDX5;HNRNPA3;SNRPE;SRSF3;SRSF9;PUF60;PRPF6;SNRPD3;RBM8A;HSPA1A;SRSF10;SNRPG;LSM3;RBM25;SF3B6;SRSF5;SNRPD1;ZMAT2;SRSF7;HNRNPM;HNRNPA1;LSM5;SF3B1;TXNL4A;THOC2;SF3B5;LSM7;SNRPF;LSM2;U2SURP;SNRPD2;HSPA6;DDX46;NCBP2;BUD31;LSM4;CDC40;SNRPB;SNW1;SRSF4;RBMX;SNRNP70;DDX42;PRPF38B;DHX15;SRSF6;EIF4A3;SYF2;TRA2B;WBP11;SLU7;SF3B2;HSPA1B;SNRPC;BCAS2;SNRNP200;PRPF31;RBM22;SNRPA1;SNRNP40;LSM6;TCERG1;SF3B4;PRPF4;DDX23;RBM17;PRPF38A;ISY1;SNU13;PQBP1;CDC5L;PRPF19;CTNNBL1;LSM8;SNRNP27;SMNDC1;SF3B3;USP39;SNRPA;AQR;SRSF8;PRPF8;EFTUD2;CWC15;THOC1;SF3A3;SF3A1;PLRG1	KEGG_2021_Human	zero means below permutation resolution, not exact zero
