gene	n_shared_celltypes	interpretation	ER+_status	ER+_reason	ER+_top	ER+_second	ER+_effect	ER+_gap	ER+_n	ER+_detection	ER+_top_cn	ER+_shared_top	ER+_shared_status	HER2+_status	HER2+_reason	HER2+_top	HER2+_second	HER2+_effect	HER2+_gap	HER2+_n	HER2+_detection	HER2+_top_cn	HER2+_shared_top	HER2+_shared_status	TNBC_status	TNBC_reason	TNBC_top	TNBC_second	TNBC_effect	TNBC_gap	TNBC_n	TNBC_detection	TNBC_top_cn	TNBC_shared_top	TNBC_shared_status	same_top_all3	same_top_shared3	status	pattern	equal_subtype_top	omit_ER+_top	omit_HER2+_top	omit_TNBC_top	omit_one_equal_subtype_top_changes
SHMT2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.1604435277728599	0.00047805969081968214	11	0.1726278741490771	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Myeloid	0.3333752114775528	0.15311026441955727	3	0.5212265734628047	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.352168978773678	0.12652908444434496	8	0.4046950821144698	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
