cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	holm20	positive_pairs	negative_pairs	equal_pairs	mean_malignant	mean_nonmalignant	mean_detection_malignant	mean_detection_nonmalignant	median_difference	conclusion
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	GDPD5	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	GPCPD1	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	LPCAT1	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	LPCAT2	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	LPCAT3	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	LPCAT4	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	LYPLA1	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	LYPLA2	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	PCYT1A	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	PCYT1B	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	PCYT2	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260923T040012Z_epithelial_paired20_v1	epithelial_paired20_v1	ALL	NA	NA	SLC22A2	paired_publisher_donor_label	0	0	mean_paired_mean_log1p10k_difference	NA	NA	NA	NA	NA	Pal2021_reprocessed_ALL_planned20	0	NOT_EVALUABLE	fewer_than_6_paired_donors;no_unpaired_fallback	Pal2021_reprocessed	NA	0	0	0	NA	NA	NA	NA	NA	NOT_EVALUABLE
