cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	covariates
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T104956Z_glutamine_context_v1	glutamine_context_v1	planned_partial_rank_other_three	KEGG:C00064	glutamine	ASNS	author_patient_id	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	exploratory_conditional6	NA	ACCESS_BLOCKED	server165_SSH_connection_timeout_three_attempts;not_computed	FUSCC_BRCA_2022	GLS;GLS2;GLUL
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T104956Z_glutamine_context_v1	glutamine_context_v1	planned_partial_rank_other_three	KEGG:C00064	glutamine	GLS	author_patient_id	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	exploratory_conditional6	NA	ACCESS_BLOCKED	server165_SSH_connection_timeout_three_attempts;not_computed	FUSCC_BRCA_2022	ASNS;GLS2;GLUL
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T104956Z_glutamine_context_v1	glutamine_context_v1	planned_partial_rank_other_three	KEGG:C00064	glutamine	GLS2	author_patient_id	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	exploratory_conditional6	NA	ACCESS_BLOCKED	server165_SSH_connection_timeout_three_attempts;not_computed	FUSCC_BRCA_2022	ASNS;GLS;GLUL
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T104956Z_glutamine_context_v1	glutamine_context_v1	planned_partial_rank_other_three	KEGG:C00064	glutamine	GLUL	author_patient_id	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	exploratory_conditional6	NA	ACCESS_BLOCKED	server165_SSH_connection_timeout_three_attempts;not_computed	FUSCC_BRCA_2022	ASNS;GLS;GLS2
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T104956Z_glutamine_context_v1	glutamine_context_v1	planned_partial_rank_mutual_pair	KEGG:C00064	glutamine	ASNS	author_patient_id	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	exploratory_conditional6	NA	ACCESS_BLOCKED	server165_SSH_connection_timeout_three_attempts;not_computed	FUSCC_BRCA_2022	GLS
BRCA	FUSCC_TNBC	04_ROBUSTNESS	20260920T104956Z_glutamine_context_v1	glutamine_context_v1	planned_partial_rank_mutual_pair	KEGG:C00064	glutamine	GLS	author_patient_id	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	exploratory_conditional6	NA	ACCESS_BLOCKED	server165_SSH_connection_timeout_three_attempts;not_computed	FUSCC_BRCA_2022	ASNS
